Value,AFRICA_2024_DynamicWorld_2024_35PQN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQN_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQN_M_R,AFRICA_2024_GSW_Yearly_2021_35PQN_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQN_M_R,AFRICA_2024_WorldCover_2021_35PQN_M_R
852,Water,NULL,Bareland,Water,Non_Wetland,Bareland
853,Water,NULL,Bareland,Water,Non_Wetland,Water
854,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
855,Water,NULL,Built-up,NULL,Non_Wetland,Water
856,Water,NULL,Water,NULL,Water,Grassland
857,Water,NULL,Water,Non_Water,Water,Cropland
858,Water,NULL,Water,Water,Water,Cropland
859,Water,NULL,Water,Water,Water,Bareland
860,Water,NULL,Forest,NULL,Non_Wetland,Grassland
861,Water,NULL,Forest,NULL,Non_Wetland,Cropland
862,Water,NULL,Forest,NULL,Non_Wetland,Bareland
863,Water,NULL,Forest,NULL,Non_Wetland,Water
864,Water,NULL,Forest,NULL,Non_Wetland,Forest
865,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
866,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
867,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
868,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
869,Water,NULL,Forest,Non_Water,Non_Wetland,Water
870,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
871,Water,NULL,Forest,Water,Non_Wetland,Grassland
872,Water,NULL,Forest,Water,Non_Wetland,Cropland
873,Water,NULL,Forest,Water,Non_Wetland,Wetland
874,Water,NULL,Forest,Water,Non_Wetland,Bareland
875,Water,NULL,Forest,Water,Non_Wetland,Water
876,Water,NULL,Forest,Water,Non_Wetland,Forest
877,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
878,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
879,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
880,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
881,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
882,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland
883,Water,Cropland,NULL,Water,Non_Wetland,Grassland
884,Water,Cropland,NULL,Water,Non_Wetland,Wetland
885,Water,Cropland,NULL,Water,Non_Wetland,Bareland
886,Water,Cropland,NULL,Water,Non_Wetland,Water
887,Water,Cropland,NULL,Water,Non_Wetland,Forest
888,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
889,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
890,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
891,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
892,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
893,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
894,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
895,Water,Cropland,Grassland,NULL,Non_Wetland,Water
896,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
897,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
898,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
899,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
900,Water,Cropland,Wetland,NULL,Wetland,Grassland
901,Water,Cropland,Wetland,NULL,Wetland,Cropland
902,Water,Cropland,Wetland,NULL,Wetland,Wetland
903,Water,Cropland,Wetland,NULL,Wetland,Bareland
904,Water,Cropland,Wetland,Non_Water,Wetland,NULL
905,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
906,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
907,Water,Cropland,Wetland,Non_Water,Wetland,Forest
908,Water,Cropland,Wetland,Water,Wetland,Wetland
909,Water,Cropland,Wetland,Water,Wetland,Bareland
910,Water,Cropland,Wetland,Water,Wetland,Water
911,Water,Cropland,Wetland,Water,Wetland,Forest
912,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
913,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
914,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
915,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
916,Water,Cropland,Built-up,NULL,Non_Wetland,Water
917,Water,Cropland,Water,Water,Water,Bareland
918,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
919,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
920,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
921,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
922,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
923,Water,Cropland,Forest,Water,Non_Wetland,Grassland
924,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
925,Water,Bareland,Wetland,Non_Water,Wetland,Forest
926,Water,Bareland,Wetland,Water,Wetland,Wetland
927,Water,Bareland,Wetland,Water,Wetland,Water
928,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
929,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
930,Water,Bareland,Forest,Water,Non_Wetland,Bareland
931,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
932,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
933,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
934,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
935,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
936,Water,Water,NULL,NULL,Non_Wetland,Grassland
937,Water,Water,NULL,NULL,Non_Wetland,Cropland
938,Water,Water,NULL,NULL,Non_Wetland,Bareland
939,Water,Water,NULL,NULL,Non_Wetland,Water
940,Water,Water,NULL,NULL,Non_Wetland,Forest
941,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
942,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
943,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
944,Water,Water,NULL,Non_Water,Non_Wetland,Water
945,Water,Water,NULL,Non_Water,Non_Wetland,Forest
946,Water,Water,NULL,Water,Non_Wetland,Grassland
947,Water,Water,NULL,Water,Non_Wetland,Cropland
948,Water,Water,NULL,Water,Non_Wetland,Bareland
949,Water,Water,NULL,Water,Non_Wetland,Water
950,Water,Water,NULL,Water,Non_Wetland,Forest
951,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
952,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
953,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
954,Water,Water,Shrubland,NULL,Non_Wetland,Water
955,Water,Water,Shrubland,NULL,Non_Wetland,Forest
956,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
957,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
958,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
959,Water,Water,Shrubland,Water,Non_Wetland,Grassland
960,Water,Water,Shrubland,Water,Non_Wetland,Water
961,Water,Water,Grassland,NULL,Non_Wetland,Grassland
962,Water,Water,Grassland,Water,Non_Wetland,Bareland
963,Water,Water,Cropland,NULL,Non_Wetland,Cropland
964,Water,Water,Cropland,Water,Non_Wetland,Cropland
965,Water,Water,Cropland,Water,Non_Wetland,Bareland
966,Water,Water,Cropland,Water,Non_Wetland,Water
967,Water,Water,Wetland,NULL,Wetland,Grassland
968,Water,Water,Wetland,NULL,Wetland,Cropland
969,Water,Water,Wetland,NULL,Wetland,Bareland
970,Water,Water,Wetland,NULL,Wetland,Water
971,Water,Water,Wetland,NULL,Wetland,Forest
972,Water,Water,Wetland,Non_Water,Wetland,NULL
973,Water,Water,Wetland,Non_Water,Wetland,Grassland
974,Water,Water,Wetland,Non_Water,Wetland,Cropland
975,Water,Water,Wetland,Non_Water,Wetland,Wetland
976,Water,Water,Wetland,Non_Water,Wetland,Water
977,Water,Water,Wetland,Non_Water,Wetland,Forest
978,Water,Water,Wetland,Water,Wetland,Grassland
979,Water,Water,Wetland,Water,Wetland,Cropland
980,Water,Water,Wetland,Water,Wetland,Wetland
981,Water,Water,Wetland,Water,Wetland,Bareland
982,Water,Water,Wetland,Water,Wetland,Water
983,Water,Water,Wetland,Water,Wetland,Forest
984,Water,Water,Bareland,NULL,Non_Wetland,Grassland
985,Water,Water,Bareland,NULL,Non_Wetland,Bareland
986,Water,Water,Bareland,NULL,Non_Wetland,Water
987,Water,Water,Bareland,Water,Non_Wetland,Cropland
988,Water,Water,Bareland,Water,Non_Wetland,Bareland
989,Water,Water,Bareland,Water,Non_Wetland,Water
990,Water,Water,Bareland,Water,Non_Wetland,Forest
991,Water,Water,Built-up,NULL,Non_Wetland,Bareland
992,Water,Water,Built-up,NULL,Non_Wetland,Water
993,Water,Water,Built-up,Water,Non_Wetland,Water
994,Water,Water,Water,NULL,Water,Bareland
995,Water,Water,Water,NULL,Water,Water
996,Water,Water,Water,NULL,Water,Forest
997,Water,Water,Water,Water,Water,Water
998,Water,Water,Forest,NULL,Non_Wetland,Grassland
999,Water,Water,Forest,NULL,Non_Wetland,Cropland
1000,Water,Water,Forest,NULL,Non_Wetland,Bareland
1001,Water,Water,Forest,NULL,Non_Wetland,Water
1002,Water,Water,Forest,NULL,Non_Wetland,Forest
1003,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1004,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1005,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1006,Water,Water,Forest,Non_Water,Non_Wetland,Water
1007,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1008,Water,Water,Forest,Water,Non_Wetland,Grassland
1009,Water,Water,Forest,Water,Non_Wetland,Cropland
1010,Water,Water,Forest,Water,Non_Wetland,Water
1011,Water,Water,Forest,Water,Non_Wetland,Forest
1012,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1013,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1014,Water,Forest,Wetland,NULL,Wetland,Grassland
1015,Water,Forest,Wetland,NULL,Wetland,Forest
1016,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1017,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1018,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1019,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1020,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1021,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1022,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1023,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1024,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1025,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1026,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1027,Forest,NULL,NULL,Water,Non_Wetland,Cropland
1028,Forest,NULL,NULL,Water,Non_Wetland,Forest
1029,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1030,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1031,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1032,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1033,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1034,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1035,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1036,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1037,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1038,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1039,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1040,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1041,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1042,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1043,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1044,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1045,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1046,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1047,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1048,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1049,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1050,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1051,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1052,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1053,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1054,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1055,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1056,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1057,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1058,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1059,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1060,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1061,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1062,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1063,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1064,Forest,NULL,Wetland,NULL,Wetland,NULL
1065,Forest,NULL,Wetland,NULL,Wetland,Grassland
1066,Forest,NULL,Wetland,NULL,Wetland,Cropland
1067,Forest,NULL,Wetland,NULL,Wetland,Wetland
1068,Forest,NULL,Wetland,NULL,Wetland,Forest
1069,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1070,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1071,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1072,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1073,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1074,Forest,NULL,Wetland,Water,Wetland,Wetland
1075,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1076,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1077,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1078,Forest,NULL,Water,NULL,Water,Grassland
1079,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1080,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1081,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1082,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1083,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1084,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1085,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1086,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1087,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1088,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1089,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1090,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1091,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1092,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1093,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1094,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1095,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1096,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
1097,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1098,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1099,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1100,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1101,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1102,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1103,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1104,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1105,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1106,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1107,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1108,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1109,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1110,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1111,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1112,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1113,Forest,Cropland,Wetland,NULL,Wetland,Forest
1114,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
1115,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1116,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1117,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1118,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1119,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1120,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1121,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1122,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1123,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1124,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1125,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1126,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1127,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1128,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1129,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1130,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1131,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1132,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1133,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1134,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1135,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1136,Forest,Built-up,Wetland,NULL,Wetland,Forest
1137,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1138,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1139,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1140,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1141,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1142,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1143,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1144,Forest,Water,Wetland,Non_Water,Wetland,Forest
1145,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1146,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1147,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1148,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1149,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1150,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1151,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1152,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1153,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1154,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1155,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1156,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1157,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1158,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1159,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1160,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1161,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1162,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1163,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1164,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1165,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1166,Forest,Forest,Wetland,NULL,Wetland,NULL
1167,Forest,Forest,Wetland,NULL,Wetland,Grassland
1168,Forest,Forest,Wetland,NULL,Wetland,Wetland
1169,Forest,Forest,Wetland,NULL,Wetland,Forest
1170,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1171,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1172,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1173,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1174,Forest,Forest,Wetland,Water,Wetland,Forest
1175,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1176,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1177,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1178,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1179,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1180,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1181,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1182,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1183,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
