Value,AFRICA_2024_DynamicWorld_2024_36NTN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NTN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NTN_M_R,AFRICA_2024_GSW_Yearly_2021_36NTN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NTN_M_R,AFRICA_2024_WorldCover_2021_36NTN_M_R
1294,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1295,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1296,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1297,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1298,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1299,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1300,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland
1301,Forest,Water,Wetland,NULL,Wetland,Grassland
1302,Forest,Water,Wetland,NULL,Wetland,Wetland
1303,Forest,Water,Wetland,NULL,Wetland,Forest
1304,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1305,Forest,Water,Wetland,Non_Water,Wetland,Forest
1306,Forest,Water,Wetland,Water,Wetland,Wetland
1307,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1308,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1309,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1310,Forest,Water,Bareland,Water,Non_Wetland,Forest
1311,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1312,Forest,Water,Built-up,Water,Non_Wetland,Grassland
1313,Forest,Water,Water,NULL,Water,Wetland
1314,Forest,Water,Water,NULL,Water,Forest
1315,Forest,Water,Water,Non_Water,Water,Wetland
1316,Forest,Water,Water,Water,Water,Wetland
1317,Forest,Water,Water,Water,Water,Forest
1318,Forest,Water,Forest,NULL,Non_Wetland,NULL
1319,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1320,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1321,Forest,Water,Forest,NULL,Non_Wetland,Forest
1322,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1323,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1324,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1325,Forest,Water,Forest,Water,Non_Wetland,Grassland
1326,Forest,Water,Forest,Water,Non_Wetland,Forest
1327,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1328,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1329,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1330,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1331,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1332,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1333,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1334,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1335,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1336,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1337,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1338,Forest,Forest,NULL,Water,Non_Wetland,Forest
1339,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1340,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1341,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1342,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1343,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1344,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1345,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1346,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1347,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1348,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1349,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1350,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1351,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1352,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1353,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1354,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1355,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1356,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1357,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1358,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1359,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1360,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1361,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1362,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1363,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1364,Forest,Forest,Wetland,NULL,Wetland,NULL
1365,Forest,Forest,Wetland,NULL,Wetland,Grassland
1366,Forest,Forest,Wetland,NULL,Wetland,Wetland
1367,Forest,Forest,Wetland,NULL,Wetland,Forest
1368,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1369,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1370,Forest,Forest,Wetland,Water,Wetland,Wetland
1371,Forest,Forest,Wetland,Water,Wetland,Forest
1372,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1373,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1374,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1375,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1376,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1377,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1378,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1379,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1380,Forest,Forest,Water,NULL,Water,Wetland
1381,Forest,Forest,Water,Non_Water,Water,Wetland
1382,Forest,Forest,Water,Water,Water,Wetland
1383,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1384,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1385,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1386,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1387,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1388,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1389,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1390,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1391,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1392,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1393,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1394,Forest,Forest,Forest,Water,Non_Wetland,NULL
1395,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1396,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1397,Forest,Forest,Forest,Water,Non_Wetland,Forest
