Value,AFRICA_2024_DynamicWorld_2024_37PCM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCM_M_R,AFRICA_2024_GSW_Yearly_2021_37PCM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCM_M_R,AFRICA_2024_WorldCover_2021_37PCM_M_R
843,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
844,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
845,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
846,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
847,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
848,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
849,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL
850,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
851,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
852,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
853,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
854,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
855,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
856,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
857,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
858,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
859,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
860,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
861,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
862,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
863,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
864,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
865,Cropland,Forest,Wetland,Water,Wetland,NULL
866,Cropland,Forest,Wetland,Water,Wetland,Water
867,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
868,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
869,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
870,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
871,Cropland,Forest,Built-up,NULL,Non_Wetland,Water
872,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
873,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
874,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
875,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
876,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
877,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
878,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
879,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
880,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
881,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
882,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
883,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
884,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
885,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
886,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
887,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
888,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
889,Wetland,NULL,Wetland,NULL,Wetland,Forest
890,Wetland,NULL,Wetland,Water,Wetland,Cropland
891,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
892,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
893,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
894,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
895,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
896,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
897,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
898,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
899,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
900,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
901,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
902,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
903,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
904,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
905,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
906,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
907,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
908,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
909,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
910,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
911,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
912,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
913,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
914,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
915,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
916,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
917,Wetland,Water,Wetland,NULL,Wetland,Wetland
918,Wetland,Water,Wetland,NULL,Wetland,Forest
919,Wetland,Water,Wetland,Water,Wetland,Cropland
920,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
921,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
922,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
923,Wetland,Water,Bareland,Water,Non_Wetland,Water
924,Wetland,Water,Water,NULL,Water,Wetland
925,Wetland,Water,Water,Water,Water,Wetland
926,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
927,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
928,Wetland,Water,Forest,NULL,Non_Wetland,Forest
929,Wetland,Water,Forest,Water,Non_Wetland,Cropland
930,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
931,Wetland,Forest,Water,NULL,Water,Wetland
932,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
933,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
934,Wetland,Forest,Forest,NULL,Non_Wetland,Water
935,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
936,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
937,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
938,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
939,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
940,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
941,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
942,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
943,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
944,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
945,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
946,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
947,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
948,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
949,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
950,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
951,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
952,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
953,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
954,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
955,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
956,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
957,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
958,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
959,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
960,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
961,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
962,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
963,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
964,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
965,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
966,Bareland,NULL,Grassland,Water,Non_Wetland,Water
967,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
968,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
969,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
970,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
971,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
972,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
973,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
974,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
975,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
976,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
977,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
978,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
979,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
980,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
981,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
982,Bareland,NULL,Cropland,Water,Non_Wetland,Water
983,Bareland,NULL,Wetland,NULL,Wetland,Bareland
984,Bareland,NULL,Wetland,NULL,Wetland,Forest
985,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
986,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
987,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
988,Bareland,NULL,Wetland,Non_Water,Wetland,Water
989,Bareland,NULL,Wetland,Water,Wetland,Grassland
990,Bareland,NULL,Wetland,Water,Wetland,Bareland
991,Bareland,NULL,Wetland,Water,Wetland,Water
992,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
993,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
994,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
995,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
996,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Cropland
997,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
998,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
999,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1000,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1001,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1002,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1003,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1004,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1005,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1006,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1007,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1008,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1009,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1010,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1011,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1012,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1013,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1014,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1015,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1016,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1017,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1018,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1019,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1020,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
1021,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1022,Bareland,NULL,Water,NULL,Water,Bareland
1023,Bareland,NULL,Water,Non_Water,Water,Bareland
1024,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1025,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1026,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1027,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1028,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1029,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1030,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
1031,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1032,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1033,Bareland,NULL,Forest,Water,Non_Wetland,Water
1034,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1035,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1036,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1037,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
1038,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1039,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
1040,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1041,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1042,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1043,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1044,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1045,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1046,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1047,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1048,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1049,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1050,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1051,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1052,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1053,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1054,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1055,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1056,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1057,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1058,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1059,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1060,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1061,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1062,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1063,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1064,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1065,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1066,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1067,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1068,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1069,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1070,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1071,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1072,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1073,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1074,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1075,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1076,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1077,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1078,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1079,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1080,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1081,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1082,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1083,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1084,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1085,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1086,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1087,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1088,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1089,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1090,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1091,Bareland,Cropland,Water,NULL,Water,Grassland
1092,Bareland,Cropland,Water,Non_Water,Water,Water
1093,Bareland,Cropland,Water,Water,Water,Bareland
1094,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1095,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1096,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1097,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1098,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1099,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
1100,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1101,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1102,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1103,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1104,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1105,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1106,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1107,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1108,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1109,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1110,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1111,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1112,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1113,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1114,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1115,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1116,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1117,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1118,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1119,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1120,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1121,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1122,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1123,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1124,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1125,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1126,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1127,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1128,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
1129,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1130,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1131,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1132,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1133,Bareland,Bareland,Wetland,Water,Wetland,Water
1134,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1135,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1136,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1137,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1138,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1139,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1140,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1141,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1142,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1143,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1144,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1145,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1146,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1147,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1148,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1149,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1150,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1151,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1152,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1153,Bareland,Bareland,Water,Non_Water,Water,Cropland
1154,Bareland,Bareland,Water,Non_Water,Water,Bareland
1155,Bareland,Bareland,Water,Non_Water,Water,Water
1156,Bareland,Bareland,Water,Water,Water,Bareland
1157,Bareland,Bareland,Water,Water,Water,Water
1158,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1159,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1160,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1161,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
1162,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1163,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1164,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1165,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1166,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1167,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1168,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1169,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1170,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1171,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1172,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1173,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1174,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1175,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1176,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1177,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1178,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1179,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1180,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1181,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1182,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1183,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1184,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1185,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1186,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1187,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1188,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1189,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1190,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1191,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1192,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1193,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1194,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1195,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1196,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1197,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1198,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1199,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1200,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1201,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1202,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1203,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1204,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1205,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1206,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1207,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1208,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1209,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1210,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1211,Bareland,Water,Grassland,Water,Non_Wetland,Water
1212,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1213,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1214,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1215,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1216,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1217,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1218,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL
1219,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1220,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1221,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1222,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1223,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1224,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1225,Bareland,Water,Cropland,Water,Non_Wetland,Water
1226,Bareland,Water,Wetland,NULL,Wetland,Bareland
1227,Bareland,Water,Wetland,NULL,Wetland,Water
1228,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1229,Bareland,Water,Wetland,Non_Water,Wetland,Water
1230,Bareland,Water,Wetland,Water,Wetland,Cropland
1231,Bareland,Water,Wetland,Water,Wetland,Bareland
1232,Bareland,Water,Wetland,Water,Wetland,Water
1233,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1234,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1235,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1236,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1237,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1238,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1239,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1240,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1241,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1242,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1243,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1244,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1245,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1246,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1247,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1248,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1249,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1250,Bareland,Water,Bareland,Water,Non_Wetland,Water
1251,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1252,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1253,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1254,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1255,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1256,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL
