Value,AFRICA_2024_DynamicWorld_2024_37PDT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDT_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDT_M_R,AFRICA_2024_GSW_Yearly_2021_37PDT_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDT_M_R,AFRICA_2024_WorldCover_2021_37PDT_M_R
846,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
847,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
848,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
849,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
850,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
851,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
852,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
853,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
854,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
855,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
856,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
857,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
858,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
859,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
860,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
861,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
862,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
863,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
864,Bareland,Bareland,Wetland,Water,Wetland,Cropland
865,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
866,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
867,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
868,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
869,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
870,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
871,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
872,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
873,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
874,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
875,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
876,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
877,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
878,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
879,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
880,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
881,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
882,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
883,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
884,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
885,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
886,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
887,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
888,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
889,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
890,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
891,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
892,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
893,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
894,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
895,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
896,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
897,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
898,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
899,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
900,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
901,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
902,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
903,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
904,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
905,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
906,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
907,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
908,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
909,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
910,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
911,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
912,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
913,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
914,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
915,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
916,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
917,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
918,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
919,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
920,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
921,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
922,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
923,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
924,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
925,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
926,Bareland,Water,NULL,NULL,Non_Wetland,NULL
927,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
928,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
929,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
930,Bareland,Water,NULL,NULL,Non_Wetland,Built-up
931,Bareland,Water,NULL,Non_Water,Non_Wetland,Cropland
932,Bareland,Water,NULL,Water,Non_Wetland,Grassland
933,Bareland,Water,NULL,Water,Non_Wetland,Water
934,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
935,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
936,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
937,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
938,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
939,Bareland,Water,Shrubland,Water,Non_Wetland,Water
940,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
941,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
942,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
943,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
944,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
945,Bareland,Water,Grassland,NULL,Non_Wetland,Water
946,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
947,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
948,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
949,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
950,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
951,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
952,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
953,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
954,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
955,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
956,Bareland,Water,Cropland,NULL,Non_Wetland,Water
957,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
958,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
959,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
960,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
961,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
962,Bareland,Water,Cropland,Water,Non_Wetland,Water
963,Bareland,Water,Wetland,NULL,Wetland,Grassland
964,Bareland,Water,Wetland,NULL,Wetland,Cropland
965,Bareland,Water,Wetland,NULL,Wetland,Bareland
966,Bareland,Water,Wetland,NULL,Wetland,Water
967,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
968,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
969,Bareland,Water,Wetland,Water,Wetland,Grassland
970,Bareland,Water,Wetland,Water,Wetland,Cropland
971,Bareland,Water,Wetland,Water,Wetland,Bareland
972,Bareland,Water,Wetland,Water,Wetland,Built-up
973,Bareland,Water,Wetland,Water,Wetland,Water
974,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
975,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
976,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
977,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
978,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
979,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
980,Bareland,Water,Bareland,NULL,Non_Wetland,Water
981,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
982,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
983,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
984,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
985,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
986,Bareland,Water,Bareland,Water,Non_Wetland,Water
987,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
988,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
989,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
990,Bareland,Water,Built-up,Water,Non_Wetland,Cropland
991,Bareland,Water,Water,Water,Water,Water
992,Bareland,Water,Forest,NULL,Non_Wetland,NULL
993,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
994,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
995,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
996,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
997,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
998,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
999,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1000,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1001,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1002,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1003,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1004,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1005,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1006,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1007,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1008,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1009,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1010,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1011,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1012,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1013,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
1014,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1015,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1016,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1017,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1018,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1019,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1020,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1021,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1022,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
1023,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1024,Bareland,Forest,Built-up,NULL,Non_Wetland,Cropland
1025,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1026,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1027,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1028,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1029,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1030,Water,NULL,NULL,NULL,Non_Wetland,NULL
1031,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1032,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1033,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1034,Water,NULL,NULL,NULL,Non_Wetland,Water
1035,Water,NULL,NULL,NULL,Non_Wetland,Forest
1036,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1037,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1038,Water,NULL,NULL,Water,Non_Wetland,Cropland
1039,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1040,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1041,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1042,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1043,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1044,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1045,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1046,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1047,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1048,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1049,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1050,Water,NULL,Grassland,NULL,Non_Wetland,Water
1051,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1052,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1053,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1054,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1055,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1056,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1057,Water,NULL,Grassland,Water,Non_Wetland,Water
1058,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1059,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1060,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1061,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1062,Water,NULL,Cropland,NULL,Non_Wetland,Water
1063,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1064,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1065,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1066,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1067,Water,NULL,Cropland,Water,Non_Wetland,NULL
1068,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1069,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1070,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1071,Water,NULL,Cropland,Water,Non_Wetland,Water
1072,Water,NULL,Wetland,NULL,Wetland,Cropland
1073,Water,NULL,Wetland,NULL,Wetland,Bareland
1074,Water,NULL,Wetland,NULL,Wetland,Water
1075,Water,NULL,Wetland,Non_Water,Wetland,Water
1076,Water,NULL,Wetland,Water,Wetland,Cropland
1077,Water,NULL,Wetland,Water,Wetland,Bareland
1078,Water,NULL,Wetland,Water,Wetland,Water
1079,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1080,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1081,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1082,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1083,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1084,Water,NULL,Bareland,NULL,Non_Wetland,Water
1085,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1086,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1087,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1088,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1089,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1090,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1091,Water,NULL,Bareland,Water,Non_Wetland,Water
1092,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1093,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1094,Water,NULL,Built-up,NULL,Non_Wetland,Water
1095,Water,NULL,Built-up,Water,Non_Wetland,NULL
1096,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1097,Water,NULL,Built-up,Water,Non_Wetland,Forest
1098,Water,NULL,Water,NULL,Water,NULL
1099,Water,NULL,Water,NULL,Water,Grassland
1100,Water,NULL,Water,NULL,Water,Bareland
1101,Water,NULL,Water,Water,Water,Water
1102,Water,NULL,Water,Water,Water,Forest
1103,Water,NULL,Forest,NULL,Non_Wetland,NULL
1104,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1105,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1106,Water,NULL,Forest,NULL,Non_Wetland,Forest
1107,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1108,Water,NULL,Forest,Water,Non_Wetland,Cropland
1109,Water,NULL,Forest,Water,Non_Wetland,Water
1110,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1111,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1112,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1113,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1114,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1115,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1116,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1117,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1118,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1119,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1120,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1121,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1122,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1123,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1124,Water,Cropland,Cropland,Water,Non_Wetland,NULL
1125,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1126,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1127,Water,Cropland,Cropland,Water,Non_Wetland,Water
1128,Water,Cropland,Wetland,NULL,Wetland,Cropland
1129,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1130,Water,Cropland,Wetland,Water,Wetland,Water
1131,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1132,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1133,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1134,Water,Cropland,Bareland,Water,Non_Wetland,Water
1135,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1136,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1137,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1138,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1139,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1140,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1141,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1142,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1143,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1144,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1145,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1146,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
1147,Water,Built-up,Wetland,NULL,Wetland,Cropland
1148,Water,Built-up,Wetland,Water,Wetland,Water
1149,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1150,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1151,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1152,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1153,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1154,Water,Built-up,Bareland,Water,Non_Wetland,Water
1155,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1156,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1157,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1158,Water,Water,NULL,NULL,Non_Wetland,NULL
1159,Water,Water,NULL,NULL,Non_Wetland,Grassland
1160,Water,Water,NULL,NULL,Non_Wetland,Cropland
1161,Water,Water,NULL,NULL,Non_Wetland,Wetland
1162,Water,Water,NULL,NULL,Non_Wetland,Bareland
1163,Water,Water,NULL,NULL,Non_Wetland,Water
1164,Water,Water,NULL,NULL,Non_Wetland,Forest
1165,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1166,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1167,Water,Water,NULL,Non_Water,Non_Wetland,Water
1168,Water,Water,NULL,Water,Non_Wetland,Grassland
1169,Water,Water,NULL,Water,Non_Wetland,Cropland
1170,Water,Water,NULL,Water,Non_Wetland,Water
1171,Water,Water,NULL,Water,Non_Wetland,Forest
1172,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1173,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1174,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1175,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1176,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1177,Water,Water,Shrubland,NULL,Non_Wetland,Water
1178,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1179,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1180,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1181,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1182,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1183,Water,Water,Shrubland,Water,Non_Wetland,Water
1184,Water,Water,Grassland,NULL,Non_Wetland,NULL
1185,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1186,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1187,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1188,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1189,Water,Water,Grassland,NULL,Non_Wetland,Water
1190,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1191,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1192,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1193,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1194,Water,Water,Grassland,Water,Non_Wetland,Grassland
1195,Water,Water,Grassland,Water,Non_Wetland,Cropland
1196,Water,Water,Grassland,Water,Non_Wetland,Wetland
1197,Water,Water,Grassland,Water,Non_Wetland,Bareland
1198,Water,Water,Grassland,Water,Non_Wetland,Water
1199,Water,Water,Cropland,NULL,Non_Wetland,NULL
1200,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1201,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1202,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1203,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1204,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1205,Water,Water,Cropland,NULL,Non_Wetland,Water
1206,Water,Water,Cropland,NULL,Non_Wetland,Forest
1207,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1208,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1209,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1210,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1211,Water,Water,Cropland,Water,Non_Wetland,NULL
1212,Water,Water,Cropland,Water,Non_Wetland,Grassland
1213,Water,Water,Cropland,Water,Non_Wetland,Cropland
1214,Water,Water,Cropland,Water,Non_Wetland,Bareland
1215,Water,Water,Cropland,Water,Non_Wetland,Water
1216,Water,Water,Wetland,NULL,Wetland,Grassland
1217,Water,Water,Wetland,NULL,Wetland,Cropland
1218,Water,Water,Wetland,NULL,Wetland,Wetland
1219,Water,Water,Wetland,NULL,Wetland,Bareland
1220,Water,Water,Wetland,NULL,Wetland,Water
1221,Water,Water,Wetland,NULL,Wetland,Forest
1222,Water,Water,Wetland,Non_Water,Wetland,Grassland
1223,Water,Water,Wetland,Non_Water,Wetland,Cropland
1224,Water,Water,Wetland,Non_Water,Wetland,Wetland
1225,Water,Water,Wetland,Non_Water,Wetland,Bareland
1226,Water,Water,Wetland,Non_Water,Wetland,Water
1227,Water,Water,Wetland,Water,Wetland,NULL
1228,Water,Water,Wetland,Water,Wetland,Grassland
1229,Water,Water,Wetland,Water,Wetland,Cropland
1230,Water,Water,Wetland,Water,Wetland,Wetland
1231,Water,Water,Wetland,Water,Wetland,Bareland
1232,Water,Water,Wetland,Water,Wetland,Water
1233,Water,Water,Wetland,Water,Wetland,Forest
1234,Water,Water,Bareland,NULL,Non_Wetland,NULL
1235,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1236,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1237,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1238,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1239,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1240,Water,Water,Bareland,NULL,Non_Wetland,Water
1241,Water,Water,Bareland,NULL,Non_Wetland,Forest
1242,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1243,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1244,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1245,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1246,Water,Water,Bareland,Water,Non_Wetland,NULL
1247,Water,Water,Bareland,Water,Non_Wetland,Grassland
1248,Water,Water,Bareland,Water,Non_Wetland,Cropland
1249,Water,Water,Bareland,Water,Non_Wetland,Bareland
1250,Water,Water,Bareland,Water,Non_Wetland,Water
1251,Water,Water,Bareland,Water,Non_Wetland,Forest
1252,Water,Water,Built-up,NULL,Non_Wetland,NULL
1253,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1254,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1255,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1256,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1257,Water,Water,Built-up,NULL,Non_Wetland,Water
1258,Water,Water,Built-up,NULL,Non_Wetland,Forest
1259,Water,Water,Built-up,Water,Non_Wetland,NULL
1260,Water,Water,Built-up,Water,Non_Wetland,Cropland
1261,Water,Water,Built-up,Water,Non_Wetland,Bareland
1262,Water,Water,Built-up,Water,Non_Wetland,Water
1263,Water,Water,Water,NULL,Water,Grassland
1264,Water,Water,Water,NULL,Water,Cropland
1265,Water,Water,Water,NULL,Water,Wetland
1266,Water,Water,Water,NULL,Water,Water
1267,Water,Water,Water,NULL,Water,Forest
1268,Water,Water,Water,Non_Water,Water,Cropland
1269,Water,Water,Water,Non_Water,Water,Bareland
1270,Water,Water,Water,Non_Water,Water,Water
1271,Water,Water,Water,Water,Water,Cropland
1272,Water,Water,Water,Water,Water,Water
1273,Water,Water,Water,Water,Water,Forest
1274,Water,Water,Forest,NULL,Non_Wetland,NULL
1275,Water,Water,Forest,NULL,Non_Wetland,Grassland
1276,Water,Water,Forest,NULL,Non_Wetland,Cropland
1277,Water,Water,Forest,NULL,Non_Wetland,Wetland
1278,Water,Water,Forest,NULL,Non_Wetland,Bareland
1279,Water,Water,Forest,NULL,Non_Wetland,Water
1280,Water,Water,Forest,NULL,Non_Wetland,Forest
1281,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1282,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1283,Water,Water,Forest,Water,Non_Wetland,NULL
1284,Water,Water,Forest,Water,Non_Wetland,Grassland
