Value,AFRICA_2024_DynamicWorld_2024_36NYK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NYK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NYK_M_R,AFRICA_2024_GSW_Yearly_2021_36NYK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NYK_M_R,AFRICA_2024_WorldCover_2021_36NYK_M_R
853,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
854,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
855,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
856,Forest,Forest,Wetland,NULL,Wetland,NULL
857,Forest,Forest,Wetland,NULL,Wetland,Grassland
858,Forest,Forest,Wetland,NULL,Wetland,Wetland
859,Forest,Forest,Wetland,NULL,Wetland,Forest
860,Forest,Forest,Wetland,Non_Water,Wetland,Forest
861,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
862,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
863,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
864,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
865,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
866,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
867,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
868,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
869,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
870,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
871,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
872,Forest,Forest,Water,NULL,Water,Grassland
873,Forest,Forest,Water,NULL,Water,Forest
874,Forest,Forest,Forest,NULL,Non_Wetland,NULL
875,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
876,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
877,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
878,Forest,Forest,Forest,NULL,Non_Wetland,Forest
879,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
