Value,AFRICA_2024_DynamicWorld_2024_37PEM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,AFRICA_2024_WorldCover_2021_37PEM_M_R
846,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
847,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
848,Cropland,Cropland,Wetland,NULL,Wetland,Forest
849,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
850,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
851,Cropland,Cropland,Wetland,Water,Wetland,Grassland
852,Cropland,Cropland,Wetland,Water,Wetland,Cropland
853,Cropland,Cropland,Wetland,Water,Wetland,Wetland
854,Cropland,Cropland,Wetland,Water,Wetland,Water
855,Cropland,Cropland,Wetland,Water,Wetland,Forest
856,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
857,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
858,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
859,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
860,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
861,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
862,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
863,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
864,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
865,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
866,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
867,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
868,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
869,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
870,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
871,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
872,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
873,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
874,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
875,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
876,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
877,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
878,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
879,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
880,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
881,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
882,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
883,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
884,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
885,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
886,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
887,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
888,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
889,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
890,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
891,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
892,Cropland,Cropland,Water,NULL,Water,Grassland
893,Cropland,Cropland,Water,NULL,Water,Cropland
894,Cropland,Cropland,Water,Water,Water,Cropland
895,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
896,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
897,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
898,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
899,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
900,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
901,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
902,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
903,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
904,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
905,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
906,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
907,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
908,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
909,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
910,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
911,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
912,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
913,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
914,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
915,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
916,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
917,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
918,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
919,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
920,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
921,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
922,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
923,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
924,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
925,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
926,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
927,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
928,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
929,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
930,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
931,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
932,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL
933,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
934,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
935,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
936,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
937,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
938,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
939,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
940,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
941,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
942,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
943,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
944,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
945,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
946,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
947,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
948,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
949,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
950,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
951,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
952,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
953,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
954,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
955,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
956,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
957,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
958,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
959,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
960,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
961,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
962,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
963,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
964,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
965,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
966,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
967,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
968,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
969,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
970,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
971,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
972,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
973,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
974,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
975,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
976,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
977,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
978,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
979,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
980,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
981,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
982,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
983,Cropland,Water,NULL,NULL,Non_Wetland,NULL
984,Cropland,Water,NULL,NULL,Non_Wetland,Forest
985,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
986,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
987,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
988,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
989,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
990,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
991,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
992,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
993,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
994,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
995,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
996,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
997,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
998,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
999,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1000,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1001,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1002,Cropland,Water,Bareland,NULL,Non_Wetland,Water
1003,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1004,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1005,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1006,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
1007,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
1008,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
1009,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1010,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1011,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1012,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1013,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1014,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1015,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1016,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
1017,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1018,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1019,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1020,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1021,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1022,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1023,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1024,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1025,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1026,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1027,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1028,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1029,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
1030,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1031,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1032,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1033,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1034,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1035,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1036,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1037,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1038,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1039,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1040,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1041,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1042,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1043,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1044,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1045,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
1046,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1047,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1048,Cropland,Forest,Bareland,Water,Non_Wetland,Cropland
1049,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1050,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
1051,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1052,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1053,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1054,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1055,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1056,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1057,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1058,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1059,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1060,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1061,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1062,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1063,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1064,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1065,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1066,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1067,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1068,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1069,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1070,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1071,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1072,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1073,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1074,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1075,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1076,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1077,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1078,Wetland,NULL,Wetland,Water,Wetland,Cropland
1079,Wetland,NULL,Wetland,Water,Wetland,Wetland
1080,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1081,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1082,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1083,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1084,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1085,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1086,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1087,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1088,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1089,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1090,Wetland,NULL,Water,Water,Water,Water
1091,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1092,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1093,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1094,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1095,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1096,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1097,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1098,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1099,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1100,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1101,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1102,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1103,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1104,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1105,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1106,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1107,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1108,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1109,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1110,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1111,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1112,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1113,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1114,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1115,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1116,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1117,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1118,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1119,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1120,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1121,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1122,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1123,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
1124,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1125,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1126,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1127,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1128,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1129,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1130,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1131,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1132,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1133,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1134,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1135,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1136,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1137,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1138,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1139,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1140,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1141,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1142,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1143,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
1144,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1145,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1146,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1147,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1148,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1149,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1150,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1151,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1152,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1153,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1154,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1155,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1156,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1157,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1158,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1159,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1160,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
1161,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1162,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1163,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1164,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1165,Wetland,Water,Wetland,NULL,Wetland,Wetland
1166,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1167,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1168,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1169,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1170,Wetland,Water,Bareland,Water,Non_Wetland,Water
1171,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
1172,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1173,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1174,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1175,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1176,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1177,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1178,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1179,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1180,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1181,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1182,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1183,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1184,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1185,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1186,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1187,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1188,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1189,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1190,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1191,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1192,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1193,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1194,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1195,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1196,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1197,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1198,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1199,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1200,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1201,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1202,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1203,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1204,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1205,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1206,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1207,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1208,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1209,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1210,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1211,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1212,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1213,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1214,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1215,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1216,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1217,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1218,Bareland,NULL,Wetland,NULL,Wetland,NULL
1219,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1220,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1221,Bareland,NULL,Wetland,NULL,Wetland,Water
1222,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
1223,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1224,Bareland,NULL,Wetland,Water,Wetland,Grassland
1225,Bareland,NULL,Wetland,Water,Wetland,Bareland
1226,Bareland,NULL,Wetland,Water,Wetland,Water
1227,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1228,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1229,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1230,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1231,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1232,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1233,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1234,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1235,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1236,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1237,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1238,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1239,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1240,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1241,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1242,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1243,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1244,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1245,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1246,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1247,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1248,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1249,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1250,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1251,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1252,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1253,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1254,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1255,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1256,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
