Value,AFRICA_2024_DynamicWorld_2024_35PPK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPK_M_R,AFRICA_2024_GSW_Yearly_2021_35PPK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPK_M_R,AFRICA_2024_WorldCover_2021_35PPK_M_R
849,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
850,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
851,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
852,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
853,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
854,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
855,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
856,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
857,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
858,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
859,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
860,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
861,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
862,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
863,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
864,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
865,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
866,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
867,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
868,Wetland,Cropland,Wetland,Water,Wetland,Grassland
869,Wetland,Cropland,Wetland,Water,Wetland,Wetland
870,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
871,Wetland,Cropland,Water,NULL,Water,Wetland
872,Wetland,Cropland,Water,Non_Water,Water,Wetland
873,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
874,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
875,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
876,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
877,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
878,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
879,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland
880,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
881,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
882,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
883,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
884,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
885,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland
886,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
887,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
888,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
889,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
890,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
891,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
892,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
893,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
894,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
895,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
896,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
897,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
898,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
899,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Built-up
900,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
901,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
902,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
903,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
904,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
905,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
906,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
907,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
908,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
909,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
910,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
911,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
912,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
913,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
914,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
915,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
916,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
917,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
918,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
919,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
920,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
921,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
922,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
923,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
924,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
925,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
926,Wetland,Wetland,Wetland,NULL,Wetland,NULL
927,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
928,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
929,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
930,Wetland,Wetland,Wetland,NULL,Wetland,Forest
931,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
932,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
933,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
934,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
935,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
936,Wetland,Wetland,Wetland,Water,Wetland,NULL
937,Wetland,Wetland,Wetland,Water,Wetland,Grassland
938,Wetland,Wetland,Wetland,Water,Wetland,Wetland
939,Wetland,Wetland,Wetland,Water,Wetland,Bareland
940,Wetland,Wetland,Wetland,Water,Wetland,Water
941,Wetland,Wetland,Wetland,Water,Wetland,Forest
942,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
943,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
944,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
945,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
946,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
947,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
948,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
949,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
950,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
951,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
952,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
953,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
954,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
955,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
956,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
957,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
958,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
959,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
960,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
961,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
962,Wetland,Wetland,Water,NULL,Water,Grassland
963,Wetland,Wetland,Water,NULL,Water,Wetland
964,Wetland,Wetland,Water,NULL,Water,Forest
965,Wetland,Wetland,Water,Non_Water,Water,Wetland
966,Wetland,Wetland,Water,Water,Water,Grassland
967,Wetland,Wetland,Water,Water,Water,Wetland
968,Wetland,Wetland,Water,Water,Water,Water
969,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
970,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
971,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
972,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
973,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
974,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
975,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
976,Wetland,Wetland,Forest,Water,Non_Wetland,Water
977,Wetland,Bareland,NULL,NULL,Non_Wetland,Wetland
978,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
979,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
980,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
981,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
982,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
983,Wetland,Bareland,Shrubland,Water,Non_Wetland,Grassland
984,Wetland,Bareland,Shrubland,Water,Non_Wetland,Wetland
985,Wetland,Bareland,Shrubland,Water,Non_Wetland,Bareland
986,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
987,Wetland,Bareland,Cropland,Water,Non_Wetland,Bareland
988,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
989,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
990,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
991,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
992,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
993,Wetland,Bareland,Water,NULL,Water,Wetland
994,Wetland,Bareland,Water,Non_Water,Water,Water
995,Wetland,Bareland,Water,Water,Water,Wetland
996,Wetland,Bareland,Water,Water,Water,Bareland
997,Wetland,Bareland,Water,Water,Water,Water
998,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland
999,Wetland,Built-up,NULL,NULL,Non_Wetland,Wetland
1000,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1001,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1002,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1003,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1004,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1005,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1006,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1007,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1008,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1009,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1010,Wetland,Water,NULL,NULL,Non_Wetland,Bareland
1011,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
1012,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1013,Wetland,Water,NULL,Non_Water,Non_Wetland,Water
1014,Wetland,Water,NULL,Water,Non_Wetland,Grassland
1015,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1016,Wetland,Water,NULL,Water,Non_Wetland,Bareland
1017,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1018,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1019,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1020,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1021,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1022,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1023,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1024,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1025,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1026,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1027,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1028,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1029,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1030,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1031,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1032,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
1033,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1034,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1035,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1036,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1037,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1038,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1039,Wetland,Water,Grassland,Water,Non_Wetland,Bareland
1040,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1041,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1042,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1043,Wetland,Water,Cropland,NULL,Non_Wetland,Water
1044,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1045,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1046,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1047,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
1048,Wetland,Water,Cropland,Water,Non_Wetland,Water
1049,Wetland,Water,Wetland,NULL,Wetland,Grassland
1050,Wetland,Water,Wetland,NULL,Wetland,Wetland
1051,Wetland,Water,Wetland,NULL,Wetland,Forest
1052,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1053,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1054,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1055,Wetland,Water,Wetland,Water,Wetland,Grassland
1056,Wetland,Water,Wetland,Water,Wetland,Wetland
1057,Wetland,Water,Wetland,Water,Wetland,Bareland
1058,Wetland,Water,Wetland,Water,Wetland,Water
1059,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1060,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1061,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1062,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1063,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1064,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1065,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1066,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1067,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1068,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1069,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1070,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1071,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
1072,Wetland,Water,Water,NULL,Water,Grassland
1073,Wetland,Water,Water,NULL,Water,Wetland
1074,Wetland,Water,Water,NULL,Water,Water
1075,Wetland,Water,Water,Non_Water,Water,Grassland
1076,Wetland,Water,Water,Non_Water,Water,Wetland
1077,Wetland,Water,Water,Non_Water,Water,Water
1078,Wetland,Water,Water,Water,Water,Grassland
1079,Wetland,Water,Water,Water,Water,Wetland
1080,Wetland,Water,Water,Water,Water,Water
1081,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1082,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1083,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1084,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1085,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1086,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1087,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1088,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1089,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1090,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1091,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1092,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1093,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1094,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1095,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1096,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1097,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1098,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL
1099,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1100,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1101,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1102,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1103,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1104,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1105,Wetland,Forest,Wetland,NULL,Wetland,NULL
1106,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1107,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1108,Wetland,Forest,Wetland,NULL,Wetland,Forest
1109,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1110,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1111,Wetland,Forest,Wetland,Water,Wetland,NULL
1112,Wetland,Forest,Wetland,Water,Wetland,Grassland
1113,Wetland,Forest,Wetland,Water,Wetland,Wetland
1114,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1115,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1116,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL
1117,Wetland,Forest,Water,NULL,Water,Wetland
1118,Wetland,Forest,Water,Non_Water,Water,Wetland
1119,Wetland,Forest,Water,Water,Water,Wetland
1120,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1121,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1122,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1123,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1124,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1125,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1126,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1127,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1128,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1129,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1130,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1131,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1132,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1133,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1134,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1135,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1136,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1137,Bareland,NULL,NULL,Water,Non_Wetland,Water
1138,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1139,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1140,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1141,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1142,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1143,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1144,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1145,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1146,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1147,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1148,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1149,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1150,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1151,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
1152,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1153,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1154,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1155,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1156,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1157,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1158,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1159,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1160,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1161,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1162,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1163,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1164,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1165,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1166,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1167,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1168,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
1169,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1170,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1171,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1172,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1173,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1174,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1175,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1176,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1177,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1178,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1179,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1180,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1181,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1182,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1183,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1184,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1185,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1186,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1187,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1188,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1189,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1190,Bareland,NULL,Wetland,Water,Wetland,Grassland
1191,Bareland,NULL,Wetland,Water,Wetland,Wetland
1192,Bareland,NULL,Wetland,Water,Wetland,Bareland
1193,Bareland,NULL,Wetland,Water,Wetland,Water
1194,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1195,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1196,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1197,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1198,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1199,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1200,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1201,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1202,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1203,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1204,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1205,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1206,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1207,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1208,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1209,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1210,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1211,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1212,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1213,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1214,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1215,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1216,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1217,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1218,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1219,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1220,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1221,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1222,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1223,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1224,Bareland,NULL,Water,NULL,Water,Wetland
1225,Bareland,NULL,Water,NULL,Water,Bareland
1226,Bareland,NULL,Water,Water,Water,Grassland
1227,Bareland,NULL,Water,Water,Water,Cropland
1228,Bareland,NULL,Water,Water,Water,Wetland
1229,Bareland,NULL,Water,Water,Water,Bareland
1230,Bareland,NULL,Water,Water,Water,Water
1231,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1232,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1233,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1234,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1235,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1236,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1237,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1238,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1239,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1240,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1241,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1242,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1243,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1244,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1245,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1246,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1247,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1248,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1249,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1250,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1251,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1252,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1253,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1254,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1255,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1256,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
1257,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
1258,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland
1259,Bareland,Wetland,NULL,Water,Non_Wetland,Grassland
1260,Bareland,Wetland,NULL,Water,Non_Wetland,Wetland
1261,Bareland,Wetland,NULL,Water,Non_Wetland,Water
1262,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1263,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1264,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1265,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1266,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
