Value,AFRICA_2024_DynamicWorld_2024_36PWU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWU_M_R,AFRICA_2024_GSW_Yearly_2021_36PWU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWU_M_R,AFRICA_2024_WorldCover_2021_36PWU_M_R
857,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
858,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
859,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
860,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
861,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
862,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
863,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
864,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
865,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
866,Forest,NULL,Cropland,Water,Non_Wetland,Forest
867,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
868,Forest,NULL,Forest,NULL,Non_Wetland,NULL
869,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
870,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
871,Forest,NULL,Forest,NULL,Non_Wetland,Forest
872,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
873,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
874,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
875,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
876,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
877,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
878,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
879,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
880,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
881,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
882,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
883,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
884,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
885,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
886,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
887,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
888,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
889,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
890,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
891,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
892,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
893,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
894,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
895,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
896,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
897,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
898,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
899,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
900,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
901,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
902,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
903,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
904,Forest,Water,Cropland,NULL,Non_Wetland,NULL
905,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
906,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
907,Forest,Forest,NULL,NULL,Non_Wetland,NULL
908,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
909,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
910,Forest,Forest,NULL,NULL,Non_Wetland,Forest
911,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
912,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
913,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
914,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
915,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
916,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
917,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
918,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
919,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
920,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
921,Forest,Forest,Wetland,NULL,Wetland,NULL
922,Forest,Forest,Wetland,NULL,Wetland,Forest
923,Forest,Forest,Forest,NULL,Non_Wetland,NULL
924,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
925,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
926,Forest,Forest,Forest,NULL,Non_Wetland,Forest
