Value,AFRICA_2024_DynamicWorld_2024_36PXR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXR_M_R,AFRICA_2024_GSW_Yearly_2021_36PXR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXR_M_R,AFRICA_2024_WorldCover_2021_36PXR_M_R
855,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
856,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
857,Wetland,Cropland,Bareland,Water,Non_Wetland,Bareland
858,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
859,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
860,Wetland,Cropland,Water,NULL,Water,Cropland
861,Wetland,Cropland,Water,NULL,Water,Bareland
862,Wetland,Cropland,Water,NULL,Water,Water
863,Wetland,Cropland,Water,Non_Water,Water,Cropland
864,Wetland,Cropland,Water,Non_Water,Water,Bareland
865,Wetland,Cropland,Water,Non_Water,Water,Water
866,Wetland,Cropland,Water,Water,Water,Grassland
867,Wetland,Cropland,Water,Water,Water,Cropland
868,Wetland,Cropland,Water,Water,Water,Bareland
869,Wetland,Cropland,Water,Water,Water,Water
870,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
871,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
872,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
873,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
874,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
875,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
876,Wetland,Cropland,Forest,Water,Non_Wetland,Water
877,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
878,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
879,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
880,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
881,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
882,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
883,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
884,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
885,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
886,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
887,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
888,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
889,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
890,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
891,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
892,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
893,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
894,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
895,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
896,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
897,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
898,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
899,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
900,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
901,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
902,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
903,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
904,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
905,Wetland,Wetland,Wetland,NULL,Wetland,Water
906,Wetland,Wetland,Wetland,NULL,Wetland,Forest
907,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
908,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
909,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
910,Wetland,Wetland,Wetland,Water,Wetland,Grassland
911,Wetland,Wetland,Wetland,Water,Wetland,Cropland
912,Wetland,Wetland,Wetland,Water,Wetland,Wetland
913,Wetland,Wetland,Wetland,Water,Wetland,Water
914,Wetland,Wetland,Wetland,Water,Wetland,Forest
915,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
916,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
917,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
918,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
919,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
920,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
921,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
922,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
923,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
924,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
925,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
926,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
927,Wetland,Wetland,Built-up,NULL,Non_Wetland,Cropland
928,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
929,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
930,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
931,Wetland,Wetland,Built-up,Water,Non_Wetland,Cropland
932,Wetland,Wetland,Water,NULL,Water,Cropland
933,Wetland,Wetland,Water,NULL,Water,Water
934,Wetland,Wetland,Water,NULL,Water,Forest
935,Wetland,Wetland,Water,Non_Water,Water,Grassland
936,Wetland,Wetland,Water,Non_Water,Water,Cropland
937,Wetland,Wetland,Water,Non_Water,Water,Wetland
938,Wetland,Wetland,Water,Non_Water,Water,Water
939,Wetland,Wetland,Water,Water,Water,Grassland
940,Wetland,Wetland,Water,Water,Water,Cropland
941,Wetland,Wetland,Water,Water,Water,Wetland
942,Wetland,Wetland,Water,Water,Water,Bareland
943,Wetland,Wetland,Water,Water,Water,Water
944,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
945,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
946,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
947,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
948,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
949,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
950,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
951,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
952,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
953,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
954,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
955,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
956,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
957,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
958,Wetland,Water,NULL,Water,Non_Wetland,Water
959,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
960,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
961,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
962,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
963,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
964,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
965,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
966,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
967,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
968,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
969,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
970,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
971,Wetland,Water,Shrubland,Water,Non_Wetland,Water
972,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
973,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
974,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
975,Wetland,Water,Wetland,NULL,Wetland,Grassland
976,Wetland,Water,Wetland,NULL,Wetland,Cropland
977,Wetland,Water,Wetland,NULL,Wetland,Water
978,Wetland,Water,Wetland,NULL,Wetland,Forest
979,Wetland,Water,Wetland,Water,Wetland,Cropland
980,Wetland,Water,Wetland,Water,Wetland,Forest
981,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
982,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
983,Wetland,Water,Bareland,NULL,Non_Wetland,Water
984,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
985,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
986,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
987,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
988,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
989,Wetland,Water,Bareland,Water,Non_Wetland,Water
990,Wetland,Water,Bareland,Water,Non_Wetland,Forest
991,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
992,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
993,Wetland,Water,Built-up,Water,Non_Wetland,Cropland
994,Wetland,Water,Water,NULL,Water,Cropland
995,Wetland,Water,Water,NULL,Water,Bareland
996,Wetland,Water,Water,NULL,Water,Water
997,Wetland,Water,Water,NULL,Water,Forest
998,Wetland,Water,Water,Non_Water,Water,Cropland
999,Wetland,Water,Water,Non_Water,Water,Wetland
1000,Wetland,Water,Water,Non_Water,Water,Water
1001,Wetland,Water,Water,Water,Water,Cropland
1002,Wetland,Water,Water,Water,Water,Bareland
1003,Wetland,Water,Water,Water,Water,Water
1004,Wetland,Water,Water,Water,Water,Forest
1005,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1006,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1007,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1008,Wetland,Water,Forest,NULL,Non_Wetland,Water
1009,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1010,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
1011,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1012,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1013,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1014,Wetland,Water,Forest,Water,Non_Wetland,Forest
1015,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1016,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1017,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1018,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1019,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1020,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1021,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1022,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1023,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1024,Wetland,Forest,Wetland,NULL,Wetland,Forest
1025,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1026,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1027,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1028,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1029,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1030,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1031,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1032,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1033,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1034,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1035,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1036,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1037,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1038,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1039,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1040,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1041,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1042,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1043,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1044,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1045,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1046,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1047,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1048,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1049,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1050,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1051,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1052,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1053,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1054,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1055,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1056,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1057,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1058,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1059,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1060,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1061,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1062,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1063,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1064,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1065,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1066,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1067,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1068,Bareland,Water,NULL,NULL,Non_Wetland,Water
1069,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1070,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1071,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1072,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1073,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1074,Bareland,Water,Grassland,Water,Non_Wetland,Water
1075,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1076,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1077,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1078,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1079,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1080,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1081,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1082,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1083,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1084,Water,NULL,NULL,NULL,Non_Wetland,Forest
1085,Water,NULL,NULL,Water,Non_Wetland,Cropland
1086,Water,NULL,NULL,Water,Non_Wetland,Bareland
1087,Water,NULL,NULL,Water,Non_Wetland,Water
1088,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1089,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1090,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1091,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1092,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1093,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1094,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1095,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1096,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1097,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1098,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1099,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1100,Water,NULL,Shrubland,Water,Non_Wetland,Water
1101,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1102,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1103,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1104,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1105,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1106,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1107,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1108,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1109,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1110,Water,NULL,Wetland,NULL,Wetland,Grassland
1111,Water,NULL,Wetland,NULL,Wetland,Cropland
1112,Water,NULL,Wetland,NULL,Wetland,Forest
1113,Water,NULL,Wetland,Non_Water,Wetland,Forest
1114,Water,NULL,Wetland,Water,Wetland,Cropland
1115,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1116,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1117,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1118,Water,NULL,Bareland,NULL,Non_Wetland,Water
1119,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1120,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1121,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1122,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1123,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1124,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1125,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1126,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1127,Water,NULL,Water,NULL,Water,Grassland
1128,Water,NULL,Water,NULL,Water,Cropland
1129,Water,NULL,Water,NULL,Water,Wetland
1130,Water,NULL,Water,NULL,Water,Bareland
1131,Water,NULL,Water,NULL,Water,Water
1132,Water,NULL,Water,NULL,Water,Forest
1133,Water,NULL,Water,Non_Water,Water,Cropland
1134,Water,NULL,Water,Water,Water,Grassland
1135,Water,NULL,Water,Water,Water,Cropland
1136,Water,NULL,Water,Water,Water,Wetland
1137,Water,NULL,Water,Water,Water,Bareland
1138,Water,NULL,Water,Water,Water,Water
1139,Water,NULL,Forest,NULL,Non_Wetland,NULL
1140,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1141,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1142,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1143,Water,NULL,Forest,NULL,Non_Wetland,Water
1144,Water,NULL,Forest,NULL,Non_Wetland,Forest
1145,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1146,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1147,Water,NULL,Forest,Water,Non_Wetland,Grassland
1148,Water,NULL,Forest,Water,Non_Wetland,Cropland
1149,Water,NULL,Forest,Water,Non_Wetland,Wetland
1150,Water,NULL,Forest,Water,Non_Wetland,Forest
1151,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1152,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1153,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1154,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1155,Water,Cropland,NULL,Water,Non_Wetland,Bareland
1156,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1157,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1158,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1159,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1160,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1161,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1162,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1163,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1164,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1165,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1166,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1167,Water,Cropland,Cropland,Water,Non_Wetland,Water
1168,Water,Cropland,Wetland,NULL,Wetland,Cropland
1169,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1170,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1171,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1172,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1173,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1174,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1175,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1176,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1177,Water,Cropland,Water,NULL,Water,Cropland
1178,Water,Cropland,Water,NULL,Water,Water
1179,Water,Cropland,Water,Non_Water,Water,Cropland
1180,Water,Cropland,Water,Water,Water,Cropland
1181,Water,Cropland,Water,Water,Water,Bareland
1182,Water,Cropland,Water,Water,Water,Water
1183,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1184,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1185,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1186,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1187,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1188,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1189,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1190,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1191,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1192,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1193,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1194,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1195,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1196,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1197,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1198,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1199,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1200,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1201,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1202,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1203,Water,Wetland,Grassland,Water,Non_Wetland,Water
1204,Water,Wetland,Wetland,NULL,Wetland,Cropland
1205,Water,Wetland,Wetland,NULL,Wetland,Water
1206,Water,Wetland,Wetland,NULL,Wetland,Forest
1207,Water,Wetland,Wetland,Non_Water,Wetland,Water
1208,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1209,Water,Wetland,Wetland,Water,Wetland,Cropland
1210,Water,Wetland,Wetland,Water,Wetland,Water
1211,Water,Wetland,Wetland,Water,Wetland,Forest
1212,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1213,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1214,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1215,Water,Wetland,Bareland,Water,Non_Wetland,Water
1216,Water,Wetland,Water,NULL,Water,Cropland
1217,Water,Wetland,Water,NULL,Water,Water
1218,Water,Wetland,Water,NULL,Water,Forest
1219,Water,Wetland,Water,Non_Water,Water,Grassland
1220,Water,Wetland,Water,Non_Water,Water,Water
1221,Water,Wetland,Water,Non_Water,Water,Forest
1222,Water,Wetland,Water,Water,Water,Grassland
1223,Water,Wetland,Water,Water,Water,Cropland
1224,Water,Wetland,Water,Water,Water,Water
1225,Water,Wetland,Water,Water,Water,Forest
1226,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1227,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1228,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1229,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
1230,Water,Wetland,Forest,NULL,Non_Wetland,Water
1231,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1232,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1233,Water,Wetland,Forest,Water,Non_Wetland,Cropland
1234,Water,Wetland,Forest,Water,Non_Wetland,Forest
1235,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1236,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1237,Water,Water,NULL,NULL,Non_Wetland,Grassland
1238,Water,Water,NULL,NULL,Non_Wetland,Cropland
1239,Water,Water,NULL,NULL,Non_Wetland,Wetland
1240,Water,Water,NULL,NULL,Non_Wetland,Bareland
1241,Water,Water,NULL,NULL,Non_Wetland,Water
1242,Water,Water,NULL,NULL,Non_Wetland,Forest
1243,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1244,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1245,Water,Water,NULL,Non_Water,Non_Wetland,Water
1246,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1247,Water,Water,NULL,Water,Non_Wetland,Grassland
1248,Water,Water,NULL,Water,Non_Wetland,Cropland
1249,Water,Water,NULL,Water,Non_Wetland,Bareland
1250,Water,Water,NULL,Water,Non_Wetland,Water
1251,Water,Water,NULL,Water,Non_Wetland,Forest
1252,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1253,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1254,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1255,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1256,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1257,Water,Water,Shrubland,NULL,Non_Wetland,Water
1258,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1259,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1260,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1261,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1262,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1263,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1264,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1265,Water,Water,Shrubland,Water,Non_Wetland,NULL
1266,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1267,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1268,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1269,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1270,Water,Water,Shrubland,Water,Non_Wetland,Water
1271,Water,Water,Shrubland,Water,Non_Wetland,Forest
1272,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1273,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1274,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1275,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1276,Water,Water,Grassland,NULL,Non_Wetland,Water
1277,Water,Water,Grassland,NULL,Non_Wetland,Forest
1278,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1279,Water,Water,Grassland,Water,Non_Wetland,Grassland
1280,Water,Water,Grassland,Water,Non_Wetland,Cropland
1281,Water,Water,Grassland,Water,Non_Wetland,Wetland
1282,Water,Water,Grassland,Water,Non_Wetland,Water
1283,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1284,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1285,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1286,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1287,Water,Water,Cropland,NULL,Non_Wetland,Water
1288,Water,Water,Cropland,NULL,Non_Wetland,Forest
1289,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1290,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1291,Water,Water,Cropland,Water,Non_Wetland,Grassland
1292,Water,Water,Cropland,Water,Non_Wetland,Cropland
1293,Water,Water,Cropland,Water,Non_Wetland,Bareland
1294,Water,Water,Cropland,Water,Non_Wetland,Water
1295,Water,Water,Cropland,Water,Non_Wetland,Forest
1296,Water,Water,Wetland,NULL,Wetland,Grassland
