Value,AFRICA_2024_DynamicWorld_2024_37PET_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PET_M_R,AFRICA_2024_GLC_FCS30D_2022_37PET_M_R,AFRICA_2024_GSW_Yearly_2021_37PET_M_R,AFRICA_2024_GWL_FCS30D_2022_37PET_M_R,AFRICA_2024_WorldCover_2021_37PET_M_R
839,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
840,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
841,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
842,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
843,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL
844,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
845,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
846,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
847,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
848,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
849,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
850,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
851,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
852,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
853,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
854,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
855,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
856,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
857,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
858,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL
859,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
860,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
861,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
862,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
863,Bareland,Bareland,Wetland,NULL,NULL,NULL
864,Bareland,Bareland,Wetland,NULL,NULL,Bareland
865,Bareland,Bareland,Wetland,NULL,NULL,Water
866,Bareland,Bareland,Wetland,NULL,Wetland,NULL
867,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
868,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
869,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
870,Bareland,Bareland,Wetland,NULL,Wetland,Built-up
871,Bareland,Bareland,Wetland,NULL,Wetland,Water
872,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland
873,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL
874,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
875,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
876,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
877,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
878,Bareland,Bareland,Wetland,Water,NULL,Grassland
879,Bareland,Bareland,Wetland,Water,NULL,Bareland
880,Bareland,Bareland,Wetland,Water,NULL,Built-up
881,Bareland,Bareland,Wetland,Water,NULL,Water
882,Bareland,Bareland,Wetland,Water,Wetland,NULL
883,Bareland,Bareland,Wetland,Water,Wetland,Grassland
884,Bareland,Bareland,Wetland,Water,Wetland,Cropland
885,Bareland,Bareland,Wetland,Water,Wetland,Wetland
886,Bareland,Bareland,Wetland,Water,Wetland,Bareland
887,Bareland,Bareland,Wetland,Water,Wetland,Built-up
888,Bareland,Bareland,Wetland,Water,Wetland,Water
889,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
890,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
891,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
892,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
893,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL
894,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
895,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
896,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
897,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
898,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
899,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
900,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
901,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
902,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
903,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
904,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
905,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
906,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
907,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
908,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
909,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
910,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
911,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
912,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
913,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
914,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
915,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
916,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
917,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
918,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
919,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
920,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
921,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL
922,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
923,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
924,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
925,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
926,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
927,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
928,Bareland,Bareland,Water,NULL,NULL,Bareland
929,Bareland,Bareland,Water,NULL,Water,Bareland
930,Bareland,Bareland,Water,Non_Water,NULL,Bareland
931,Bareland,Bareland,Water,Non_Water,Water,Bareland
932,Bareland,Bareland,Water,Water,NULL,Bareland
933,Bareland,Bareland,Water,Water,NULL,Water
934,Bareland,Bareland,Water,Water,Water,Wetland
935,Bareland,Bareland,Water,Water,Water,Bareland
936,Bareland,Bareland,Water,Water,Water,Water
937,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
938,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
939,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
940,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
941,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
942,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
943,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
944,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
945,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
946,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
947,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
948,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
949,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
950,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
951,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
952,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
953,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
954,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
955,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
956,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
957,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
958,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
959,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL
960,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
961,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
962,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
963,Bareland,Built-up,Wetland,NULL,NULL,Bareland
964,Bareland,Built-up,Wetland,NULL,NULL,Built-up
965,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
966,Bareland,Built-up,Wetland,NULL,Wetland,Water
967,Bareland,Built-up,Wetland,Water,NULL,Bareland
968,Bareland,Built-up,Wetland,Water,NULL,Water
969,Bareland,Built-up,Wetland,Water,Wetland,Bareland
970,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
971,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
972,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
973,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
974,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
975,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
976,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
977,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
978,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
979,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
980,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
981,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
982,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
983,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
984,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
985,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
986,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
987,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
988,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
989,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
990,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
991,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
992,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
993,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
994,Bareland,Built-up,Built-up,Water,Non_Wetland,Water
995,Bareland,Built-up,Water,Water,NULL,Bareland
996,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
997,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
998,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
999,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1000,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1001,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1002,Bareland,Water,NULL,NULL,Non_Wetland,Water
1003,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1004,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1005,Bareland,Water,NULL,Water,Non_Wetland,Water
1006,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1007,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1008,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1009,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1010,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1011,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1012,Bareland,Water,Shrubland,Water,Non_Wetland,NULL
1013,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1014,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1015,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1016,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1017,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1018,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1019,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1020,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1021,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL
1022,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1023,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1024,Bareland,Water,Grassland,Water,Non_Wetland,NULL
1025,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1026,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1027,Bareland,Water,Grassland,Water,Non_Wetland,Water
1028,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1029,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1030,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1031,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
1032,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1033,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1034,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1035,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1036,Bareland,Water,Cropland,Water,Non_Wetland,Water
1037,Bareland,Water,Wetland,NULL,NULL,Bareland
1038,Bareland,Water,Wetland,NULL,NULL,Water
1039,Bareland,Water,Wetland,NULL,Wetland,NULL
1040,Bareland,Water,Wetland,NULL,Wetland,Grassland
1041,Bareland,Water,Wetland,NULL,Wetland,Cropland
1042,Bareland,Water,Wetland,NULL,Wetland,Wetland
1043,Bareland,Water,Wetland,NULL,Wetland,Bareland
1044,Bareland,Water,Wetland,NULL,Wetland,Water
1045,Bareland,Water,Wetland,NULL,Wetland,Forest
1046,Bareland,Water,Wetland,Non_Water,NULL,NULL
1047,Bareland,Water,Wetland,Non_Water,NULL,Grassland
1048,Bareland,Water,Wetland,Non_Water,NULL,Bareland
1049,Bareland,Water,Wetland,Non_Water,NULL,Water
1050,Bareland,Water,Wetland,Non_Water,Wetland,NULL
1051,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1052,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1053,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1054,Bareland,Water,Wetland,Non_Water,Wetland,Water
1055,Bareland,Water,Wetland,Water,NULL,Grassland
1056,Bareland,Water,Wetland,Water,NULL,Wetland
1057,Bareland,Water,Wetland,Water,NULL,Bareland
1058,Bareland,Water,Wetland,Water,NULL,Built-up
1059,Bareland,Water,Wetland,Water,NULL,Water
1060,Bareland,Water,Wetland,Water,Wetland,NULL
1061,Bareland,Water,Wetland,Water,Wetland,Grassland
1062,Bareland,Water,Wetland,Water,Wetland,Wetland
1063,Bareland,Water,Wetland,Water,Wetland,Bareland
1064,Bareland,Water,Wetland,Water,Wetland,Water
1065,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1066,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1067,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1068,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1069,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1070,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1071,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1072,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1073,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1074,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
1075,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1076,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1077,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1078,Bareland,Water,Bareland,Water,Non_Wetland,NULL
1079,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1080,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1081,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1082,Bareland,Water,Bareland,Water,Non_Wetland,Water
1083,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1084,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1085,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1086,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1087,Bareland,Water,Built-up,Water,Non_Wetland,Water
1088,Bareland,Water,Water,NULL,NULL,Bareland
1089,Bareland,Water,Water,NULL,Water,Bareland
1090,Bareland,Water,Water,Non_Water,Water,Water
1091,Bareland,Water,Water,Water,NULL,Bareland
1092,Bareland,Water,Water,Water,NULL,Water
1093,Bareland,Water,Water,Water,Water,Bareland
1094,Bareland,Water,Water,Water,Water,Water
1095,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1096,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
1097,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1098,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1099,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1100,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1101,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1102,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1103,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1104,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1105,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1106,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1107,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1108,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1109,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1110,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland
1111,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1112,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1113,Bareland,Forest,Wetland,NULL,Wetland,NULL
1114,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1115,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1116,Bareland,Forest,Wetland,NULL,Wetland,Bareland
1117,Bareland,Forest,Wetland,NULL,Wetland,Water
1118,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1119,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1120,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1121,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1122,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1123,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
1124,Bareland,Forest,Built-up,NULL,Non_Wetland,Cropland
1125,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1126,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1127,Water,NULL,NULL,Water,Non_Wetland,Bareland
1128,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1129,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1130,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1131,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1132,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1133,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1134,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1135,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1136,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1137,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1138,Water,NULL,Grassland,NULL,Non_Wetland,Water
1139,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1140,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1141,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1142,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1143,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1144,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1145,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1146,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1147,Water,NULL,Cropland,NULL,Non_Wetland,Water
1148,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1149,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1150,Water,NULL,Cropland,Water,Non_Wetland,Water
1151,Water,NULL,Wetland,NULL,Wetland,NULL
1152,Water,NULL,Wetland,NULL,Wetland,Grassland
1153,Water,NULL,Wetland,NULL,Wetland,Wetland
1154,Water,NULL,Wetland,NULL,Wetland,Bareland
1155,Water,NULL,Wetland,NULL,Wetland,Water
1156,Water,NULL,Wetland,Non_Water,NULL,Wetland
1157,Water,NULL,Wetland,Non_Water,NULL,Bareland
1158,Water,NULL,Wetland,Non_Water,Wetland,NULL
1159,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1160,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1161,Water,NULL,Wetland,Water,NULL,Bareland
1162,Water,NULL,Wetland,Water,NULL,Water
1163,Water,NULL,Wetland,Water,Wetland,NULL
1164,Water,NULL,Wetland,Water,Wetland,Cropland
1165,Water,NULL,Wetland,Water,Wetland,Wetland
1166,Water,NULL,Wetland,Water,Wetland,Bareland
1167,Water,NULL,Wetland,Water,Wetland,Water
1168,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1169,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1170,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1171,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1172,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1173,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1174,Water,NULL,Bareland,NULL,Non_Wetland,Water
1175,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1176,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1177,Water,NULL,Bareland,Water,Non_Wetland,NULL
1178,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1179,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1180,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1181,Water,NULL,Bareland,Water,Non_Wetland,Built-up
1182,Water,NULL,Bareland,Water,Non_Wetland,Water
1183,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1184,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1185,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1186,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1187,Water,NULL,Built-up,Water,Non_Wetland,Built-up
1188,Water,NULL,Built-up,Water,Non_Wetland,Water
1189,Water,NULL,Water,Water,Water,Bareland
1190,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1191,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1192,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1193,Water,Cropland,Wetland,Water,Wetland,NULL
1194,Water,Cropland,Wetland,Water,Wetland,Grassland
1195,Water,Cropland,Wetland,Water,Wetland,Cropland
1196,Water,Cropland,Wetland,Water,Wetland,Bareland
1197,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1198,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1199,Water,Wetland,Wetland,NULL,Wetland,Wetland
1200,Water,Wetland,Wetland,Water,Wetland,Bareland
1201,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1202,Water,Bareland,NULL,NULL,Non_Wetland,Water
1203,Water,Bareland,NULL,Non_Water,Non_Wetland,Water
1204,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1205,Water,Bareland,NULL,Water,Non_Wetland,Water
1206,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1207,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1208,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1209,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1210,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1211,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1212,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1213,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1214,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1215,Water,Bareland,Grassland,Water,Non_Wetland,Water
1216,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1217,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1218,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1219,Water,Bareland,Cropland,Water,Non_Wetland,Water
1220,Water,Bareland,Wetland,NULL,NULL,Bareland
1221,Water,Bareland,Wetland,NULL,NULL,Water
1222,Water,Bareland,Wetland,NULL,Wetland,Grassland
1223,Water,Bareland,Wetland,NULL,Wetland,Wetland
1224,Water,Bareland,Wetland,NULL,Wetland,Bareland
1225,Water,Bareland,Wetland,NULL,Wetland,Water
1226,Water,Bareland,Wetland,Non_Water,NULL,Grassland
1227,Water,Bareland,Wetland,Non_Water,NULL,Water
1228,Water,Bareland,Wetland,Non_Water,Wetland,NULL
1229,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1230,Water,Bareland,Wetland,Water,NULL,Grassland
1231,Water,Bareland,Wetland,Water,NULL,Bareland
1232,Water,Bareland,Wetland,Water,NULL,Water
1233,Water,Bareland,Wetland,Water,Wetland,NULL
1234,Water,Bareland,Wetland,Water,Wetland,Grassland
1235,Water,Bareland,Wetland,Water,Wetland,Wetland
1236,Water,Bareland,Wetland,Water,Wetland,Bareland
1237,Water,Bareland,Wetland,Water,Wetland,Built-up
1238,Water,Bareland,Wetland,Water,Wetland,Water
1239,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1240,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1241,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1242,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1243,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1244,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1245,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1246,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1247,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1248,Water,Bareland,Bareland,Water,Non_Wetland,Water
1249,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1250,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1251,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1252,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1253,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1254,Water,Bareland,Built-up,Water,Non_Wetland,Built-up
1255,Water,Bareland,Built-up,Water,Non_Wetland,Water
1256,Water,Bareland,Water,NULL,Water,Water
1257,Water,Bareland,Water,Water,NULL,Bareland
1258,Water,Bareland,Water,Water,NULL,Water
1259,Water,Bareland,Water,Water,Water,Wetland
1260,Water,Bareland,Water,Water,Water,Bareland
1261,Water,Bareland,Water,Water,Water,Water
1262,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1263,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1264,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1265,Water,Built-up,Wetland,NULL,NULL,Bareland
1266,Water,Built-up,Wetland,NULL,NULL,Water
1267,Water,Built-up,Wetland,NULL,Wetland,Bareland
1268,Water,Built-up,Wetland,NULL,Wetland,Built-up
1269,Water,Built-up,Wetland,NULL,Wetland,Water
1270,Water,Built-up,Wetland,Non_Water,Wetland,Wetland
1271,Water,Built-up,Wetland,Non_Water,Wetland,Water
1272,Water,Built-up,Wetland,Water,NULL,Bareland
1273,Water,Built-up,Wetland,Water,NULL,Built-up
1274,Water,Built-up,Wetland,Water,NULL,Water
