Value,AFRICA_2024_DynamicWorld_2024_37PFL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFL_M_R,AFRICA_2024_GSW_Yearly_2021_37PFL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFL_M_R,AFRICA_2024_WorldCover_2021_37PFL_M_R
851,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
852,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
853,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
854,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
855,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
856,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
857,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
858,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
859,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
860,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
861,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
862,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
863,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
864,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
865,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
866,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
867,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
868,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
869,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
870,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
871,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
872,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
873,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
874,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
875,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
876,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
877,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
878,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
879,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
880,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
881,Cropland,Wetland,Cropland,Water,Non_Wetland,Water
882,Cropland,Wetland,Wetland,NULL,Wetland,NULL
883,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
884,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
885,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
886,Cropland,Wetland,Wetland,NULL,Wetland,Forest
887,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
888,Cropland,Wetland,Wetland,Water,Wetland,Wetland
889,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
890,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
891,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
892,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
893,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
894,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
895,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
896,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL
897,Cropland,Wetland,Water,NULL,Water,Wetland
898,Cropland,Wetland,Water,Water,Water,Wetland
899,Cropland,Wetland,Water,Water,Water,Water
900,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
901,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
902,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
903,Cropland,Bareland,NULL,NULL,Non_Wetland,Wetland
904,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
905,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
906,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
907,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
908,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
909,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
910,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
911,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
912,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
913,Cropland,Bareland,Cropland,NULL,Non_Wetland,Wetland
914,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
915,Cropland,Bareland,Wetland,NULL,Wetland,Water
916,Cropland,Bareland,Wetland,Water,Wetland,Wetland
917,Cropland,Bareland,Wetland,Water,Wetland,Bareland
918,Cropland,Bareland,Wetland,Water,Wetland,Water
919,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
920,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
921,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
922,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
923,Cropland,Bareland,Water,NULL,Water,NULL
924,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
925,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
926,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
927,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
928,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
929,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Wetland
930,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
931,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
932,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
933,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
934,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
935,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
936,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
937,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
938,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
939,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
940,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
941,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
942,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
943,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
944,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
945,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
946,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
947,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
948,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
949,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
950,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
951,Cropland,Built-up,Wetland,NULL,Wetland,NULL
952,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
953,Cropland,Built-up,Wetland,NULL,Wetland,Cropland
954,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
955,Cropland,Built-up,Wetland,NULL,Wetland,Forest
956,Cropland,Built-up,Wetland,Water,Wetland,Wetland
957,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
958,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
959,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
960,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
961,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
962,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland
963,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
964,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
965,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
966,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
967,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
968,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
969,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
970,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
971,Cropland,Built-up,Water,NULL,Water,Wetland
972,Cropland,Built-up,Water,Water,Water,Wetland
973,Cropland,Built-up,Water,Water,Water,Water
974,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
975,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
976,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
977,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
978,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
979,Cropland,Water,NULL,NULL,Non_Wetland,NULL
980,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
981,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
982,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
983,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
984,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
985,Cropland,Water,Grassland,Water,Non_Wetland,Water
986,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
987,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
988,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
989,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
990,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
991,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
992,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
993,Cropland,Water,Cropland,Water,Non_Wetland,NULL
994,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
995,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
996,Cropland,Water,Wetland,NULL,Wetland,NULL
997,Cropland,Water,Wetland,NULL,Wetland,Grassland
998,Cropland,Water,Wetland,NULL,Wetland,Cropland
999,Cropland,Water,Wetland,NULL,Wetland,Wetland
1000,Cropland,Water,Wetland,NULL,Wetland,Water
1001,Cropland,Water,Wetland,NULL,Wetland,Forest
1002,Cropland,Water,Wetland,Non_Water,Wetland,NULL
1003,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1004,Cropland,Water,Wetland,Water,Wetland,Cropland
1005,Cropland,Water,Wetland,Water,Wetland,Wetland
1006,Cropland,Water,Wetland,Water,Wetland,Water
1007,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
1008,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1009,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland
1010,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1011,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1012,Cropland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1013,Cropland,Water,Bareland,Water,Non_Wetland,NULL
1014,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
1015,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1016,Cropland,Water,Built-up,NULL,Non_Wetland,NULL
1017,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
1018,Cropland,Water,Water,Non_Water,Water,Water
1019,Cropland,Water,Water,Water,Water,Wetland
1020,Cropland,Water,Water,Water,Water,Bareland
1021,Cropland,Water,Forest,NULL,Non_Wetland,NULL
1022,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1023,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
1024,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1025,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1026,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1027,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1028,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
1029,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1030,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL
1031,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1032,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1033,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1034,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1035,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1036,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1037,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1038,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1039,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
1040,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1041,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1042,Cropland,Forest,Grassland,Water,Non_Wetland,Wetland
1043,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1044,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1045,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1046,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1047,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1048,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1049,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1050,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
1051,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1052,Cropland,Forest,Cropland,Water,Non_Wetland,NULL
1053,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland
1054,Cropland,Forest,Wetland,NULL,Wetland,NULL
1055,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1056,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1057,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1058,Cropland,Forest,Wetland,NULL,Wetland,Water
1059,Cropland,Forest,Wetland,NULL,Wetland,Forest
1060,Cropland,Forest,Wetland,Non_Water,Wetland,NULL
1061,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
1062,Cropland,Forest,Wetland,Water,Wetland,NULL
1063,Cropland,Forest,Wetland,Water,Wetland,Wetland
1064,Cropland,Forest,Wetland,Water,Wetland,Forest
1065,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1066,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1067,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1068,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1069,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
1070,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1071,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1072,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1073,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland
1074,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1075,Cropland,Forest,Water,NULL,Water,Wetland
1076,Cropland,Forest,Water,Water,Water,Wetland
1077,Cropland,Forest,Water,Water,Water,Water
1078,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1079,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1080,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1081,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1082,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1083,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
1084,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1085,Cropland,Forest,Forest,Water,Non_Wetland,NULL
1086,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
1087,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1088,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1089,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1090,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1091,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1092,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
1093,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1094,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1095,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1096,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1097,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1098,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1099,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1100,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1101,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1102,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1103,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1104,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1105,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1106,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1107,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1108,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1109,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1110,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1111,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
1112,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1113,Wetland,NULL,Wetland,NULL,Wetland,NULL
1114,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1115,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1116,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1117,Wetland,NULL,Wetland,NULL,Wetland,Water
1118,Wetland,NULL,Wetland,NULL,Wetland,Forest
1119,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1120,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1121,Wetland,NULL,Wetland,Water,Wetland,NULL
1122,Wetland,NULL,Wetland,Water,Wetland,Cropland
1123,Wetland,NULL,Wetland,Water,Wetland,Wetland
1124,Wetland,NULL,Wetland,Water,Wetland,Bareland
1125,Wetland,NULL,Wetland,Water,Wetland,Water
1126,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1127,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1128,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1129,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1130,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1131,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1132,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1133,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
1134,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1135,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1136,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1137,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
1138,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
1139,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1140,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1141,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1142,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1143,Wetland,NULL,Water,NULL,Water,NULL
1144,Wetland,NULL,Water,NULL,Water,Wetland
1145,Wetland,NULL,Water,Non_Water,Water,Wetland
1146,Wetland,NULL,Water,Water,Water,Cropland
1147,Wetland,NULL,Water,Water,Water,Wetland
1148,Wetland,NULL,Water,Water,Water,Water
1149,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1150,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1151,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1152,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1153,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1154,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1155,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1156,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1157,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1158,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1159,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1160,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1161,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1162,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1163,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1164,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1165,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1166,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1167,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1168,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1169,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1170,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1171,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1172,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1173,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1174,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1175,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1176,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1177,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1178,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1179,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL
1180,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1181,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1182,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1183,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1184,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1185,Wetland,Cropland,Wetland,NULL,Wetland,Bareland
1186,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1187,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1188,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1189,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
1190,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1191,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1192,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1193,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1194,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL
1195,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1196,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1197,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1198,Wetland,Cropland,Built-up,Water,Non_Wetland,Wetland
1199,Wetland,Cropland,Water,NULL,Water,Wetland
1200,Wetland,Cropland,Water,Non_Water,Water,NULL
1201,Wetland,Cropland,Water,Non_Water,Water,Wetland
1202,Wetland,Cropland,Water,Water,Water,Wetland
1203,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1204,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1205,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1206,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1207,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1208,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1209,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1210,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1211,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1212,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1213,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1214,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1215,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1216,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
1217,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1218,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1219,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1220,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1221,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1222,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1223,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
1224,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1225,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1226,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1227,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1228,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1229,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1230,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1231,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1232,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1233,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1234,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1235,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1236,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL
1237,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1238,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1239,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1240,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1241,Wetland,Wetland,Wetland,NULL,Wetland,Water
1242,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1243,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1244,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1245,Wetland,Wetland,Wetland,Water,Wetland,NULL
1246,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1247,Wetland,Wetland,Wetland,Water,Wetland,Water
1248,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1249,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
1250,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1251,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1252,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1253,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1254,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1255,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL
1256,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1257,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
1258,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1259,Wetland,Wetland,Water,NULL,Water,NULL
1260,Wetland,Wetland,Water,NULL,Water,Wetland
1261,Wetland,Wetland,Water,NULL,Water,Water
1262,Wetland,Wetland,Water,Non_Water,Water,Wetland
1263,Wetland,Wetland,Water,Water,Water,NULL
1264,Wetland,Wetland,Water,Water,Water,Wetland
1265,Wetland,Wetland,Water,Water,Water,Water
1266,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1267,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1268,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1269,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1270,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1271,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1272,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
