Value,AFRICA_2024_DynamicWorld_2024_37NEH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NEH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NEH_M_R,AFRICA_2024_GSW_Yearly_2021_37NEH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NEH_M_R,AFRICA_2024_WorldCover_2021_37NEH_M_R
836,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
837,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
838,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
839,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
840,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
841,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
842,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
843,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
844,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
845,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
846,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
847,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
848,Wetland,Cropland,Wetland,Water,Wetland,Cropland
849,Wetland,Cropland,Water,Non_Water,Water,Grassland
850,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
851,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
852,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
853,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
854,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
855,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
856,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
857,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
858,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
859,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
860,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
861,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
862,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
863,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
864,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
865,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
866,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
867,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
868,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
869,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
870,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
871,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
872,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
873,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
874,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
875,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
876,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
877,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
878,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
879,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
880,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
881,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
882,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
883,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
884,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
885,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
886,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
887,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
888,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
889,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
890,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
891,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
892,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
893,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
894,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
895,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
896,Bareland,NULL,Wetland,NULL,Wetland,Cropland
897,Bareland,NULL,Wetland,NULL,Wetland,Bareland
898,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
899,Bareland,NULL,Wetland,Water,Wetland,Cropland
900,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
901,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
902,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
903,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
904,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
905,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
906,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
907,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
908,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
909,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
910,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
911,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
912,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
913,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
914,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
915,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
916,Bareland,NULL,Water,NULL,Water,Bareland
917,Bareland,NULL,Water,Water,Water,Grassland
918,Bareland,NULL,Water,Water,Water,Cropland
919,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
920,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
921,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
922,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
923,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
924,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
925,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
926,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
927,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
928,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
929,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
930,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
931,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
932,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
933,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
934,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
935,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
936,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
937,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
938,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
939,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
940,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
941,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
942,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
943,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
944,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
945,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
946,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
947,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
948,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
949,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
950,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
951,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
952,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
953,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
954,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
955,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
956,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
957,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
958,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland
959,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
960,Bareland,Cropland,Wetland,Water,Wetland,Grassland
961,Bareland,Cropland,Wetland,Water,Wetland,Cropland
962,Bareland,Cropland,Wetland,Water,Wetland,Bareland
963,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
964,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
965,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
966,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
967,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
968,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
969,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
970,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
971,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
972,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
973,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
974,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
975,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
976,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
977,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
978,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
979,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
980,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
981,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
982,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
983,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
984,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
985,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
986,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
987,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
988,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
989,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
990,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
991,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
992,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
993,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
994,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
995,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
996,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
997,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
998,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
999,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1000,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1001,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1002,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1003,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1004,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1005,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1006,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1007,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1008,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1009,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1010,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1011,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1012,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1013,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1014,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1015,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1016,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1017,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1018,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1019,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1020,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1021,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1022,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1023,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1024,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1025,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1026,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1027,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1028,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1029,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1030,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1031,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1032,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1033,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1034,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1035,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1036,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1037,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1038,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1039,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1040,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1041,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1042,Bareland,Water,Wetland,NULL,Wetland,Cropland
1043,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
1044,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1045,Bareland,Water,Wetland,Water,Wetland,Grassland
1046,Bareland,Water,Wetland,Water,Wetland,Cropland
1047,Bareland,Water,Wetland,Water,Wetland,Bareland
1048,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1049,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1050,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1051,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1052,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1053,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1054,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1055,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1056,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1057,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
1058,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1059,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1060,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1061,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1062,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1063,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1064,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1065,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1066,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1067,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1068,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
1069,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1070,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up
1071,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1072,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1073,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1074,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1075,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1076,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1077,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1078,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1079,Water,NULL,NULL,Water,Non_Wetland,Grassland
1080,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1081,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1082,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1083,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1084,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1085,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1086,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1087,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1088,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1089,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1090,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1091,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1092,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1093,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1094,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1095,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1096,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1097,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1098,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1099,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1100,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1101,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1102,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1103,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1104,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1105,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1106,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1107,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1108,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1109,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1110,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1111,Water,NULL,Wetland,NULL,Wetland,Grassland
1112,Water,NULL,Wetland,NULL,Wetland,Cropland
1113,Water,NULL,Wetland,NULL,Wetland,Wetland
1114,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1115,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1116,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1117,Water,NULL,Wetland,Water,Wetland,Grassland
1118,Water,NULL,Wetland,Water,Wetland,Cropland
1119,Water,NULL,Wetland,Water,Wetland,Wetland
1120,Water,NULL,Wetland,Water,Wetland,Bareland
1121,Water,NULL,Wetland,Water,Wetland,Water
1122,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1123,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1124,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1125,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1126,Water,NULL,Bareland,NULL,Non_Wetland,Water
1127,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1128,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1129,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1130,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1131,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1132,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1133,Water,NULL,Water,NULL,Water,Grassland
1134,Water,NULL,Water,NULL,Water,Cropland
1135,Water,NULL,Water,NULL,Water,Wetland
1136,Water,NULL,Water,Water,Water,Grassland
1137,Water,NULL,Water,Water,Water,Cropland
1138,Water,NULL,Water,Water,Water,Wetland
1139,Water,NULL,Water,Water,Water,Bareland
1140,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1141,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1142,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1143,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1144,Water,NULL,Forest,NULL,Non_Wetland,Forest
1145,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1146,Water,NULL,Forest,Water,Non_Wetland,Cropland
1147,Water,NULL,Forest,Water,Non_Wetland,Wetland
1148,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1149,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1150,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1151,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1152,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1153,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1154,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1155,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1156,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1157,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1158,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1159,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1160,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1161,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1162,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1163,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1164,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1165,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1166,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1167,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1168,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1169,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1170,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1171,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1172,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1173,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1174,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1175,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1176,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1177,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1178,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1179,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1180,Water,Cropland,Wetland,NULL,Wetland,Cropland
1181,Water,Cropland,Wetland,NULL,Wetland,Wetland
1182,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1183,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1184,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1185,Water,Cropland,Wetland,Water,Wetland,Grassland
1186,Water,Cropland,Wetland,Water,Wetland,Cropland
1187,Water,Cropland,Wetland,Water,Wetland,Wetland
1188,Water,Cropland,Wetland,Water,Wetland,Bareland
1189,Water,Cropland,Wetland,Water,Wetland,Water
1190,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1191,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1192,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1193,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1194,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1195,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1196,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1197,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1198,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1199,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1200,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1201,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1202,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1203,Water,Cropland,Water,NULL,Water,Bareland
1204,Water,Cropland,Water,Water,Water,Bareland
1205,Water,Cropland,Water,Water,Water,Water
1206,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1207,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1208,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1209,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1210,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1211,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1212,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1213,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1214,Water,Wetland,Wetland,NULL,Wetland,Wetland
1215,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1216,Water,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1217,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1218,Water,Wetland,Water,NULL,Water,Grassland
1219,Water,Wetland,Water,NULL,Water,Wetland
1220,Water,Wetland,Water,Water,Water,Wetland
1221,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1222,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1223,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1224,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1225,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1226,Water,Bareland,Wetland,Water,Wetland,Bareland
1227,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1228,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1229,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1230,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1231,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1232,Water,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1233,Water,Water,NULL,NULL,Non_Wetland,Grassland
1234,Water,Water,NULL,NULL,Non_Wetland,Cropland
1235,Water,Water,NULL,NULL,Non_Wetland,Wetland
1236,Water,Water,NULL,NULL,Non_Wetland,Water
1237,Water,Water,NULL,NULL,Non_Wetland,Forest
1238,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1239,Water,Water,NULL,Water,Non_Wetland,Wetland
1240,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1241,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1242,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1243,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1244,Water,Water,Shrubland,NULL,Non_Wetland,Water
1245,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1246,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1247,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1248,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1249,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1250,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1251,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1252,Water,Water,Shrubland,Water,Non_Wetland,Water
1253,Water,Water,Shrubland,Water,Non_Wetland,Forest
1254,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1255,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1256,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1257,Water,Water,Grassland,NULL,Non_Wetland,Water
1258,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1259,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1260,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
