Value,AFRICA_2024_DynamicWorld_2024_37PBK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBK_M_R,AFRICA_2024_GSW_Yearly_2021_37PBK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBK_M_R,AFRICA_2024_WorldCover_2021_37PBK_M_R
845,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
846,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
847,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
848,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
849,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
850,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
851,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
852,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
853,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
854,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
855,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
856,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
857,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
858,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
859,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
860,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
861,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
862,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
863,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
864,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
865,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
866,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
867,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
868,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
869,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
870,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
871,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
872,Cropland,Water,NULL,Water,Non_Wetland,Grassland
873,Cropland,Water,NULL,Water,Non_Wetland,Cropland
874,Cropland,Water,NULL,Water,Non_Wetland,Wetland
875,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
876,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
877,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
878,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
879,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
880,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
881,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
882,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
883,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
884,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
885,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
886,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
887,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
888,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
889,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
890,Cropland,Water,Wetland,NULL,Wetland,Cropland
891,Cropland,Water,Wetland,NULL,Wetland,Forest
892,Cropland,Water,Wetland,Water,Wetland,Grassland
893,Cropland,Water,Wetland,Water,Wetland,Cropland
894,Cropland,Water,Wetland,Water,Wetland,Wetland
895,Cropland,Water,Wetland,Water,Wetland,Forest
896,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
897,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
898,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
899,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
900,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
901,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
902,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
903,Cropland,Water,Built-up,Water,Non_Wetland,Cropland
904,Cropland,Water,Water,Water,Water,Grassland
905,Cropland,Water,Water,Water,Water,Cropland
906,Cropland,Water,Water,Water,Water,Wetland
907,Cropland,Water,Water,Water,Water,Forest
908,Cropland,Water,Forest,NULL,Non_Wetland,NULL
909,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
910,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
911,Cropland,Water,Forest,NULL,Non_Wetland,Forest
912,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
913,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
914,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
915,Cropland,Water,Forest,Water,Non_Wetland,Grassland
916,Cropland,Water,Forest,Water,Non_Wetland,Cropland
917,Cropland,Water,Forest,Water,Non_Wetland,Wetland
918,Cropland,Water,Forest,Water,Non_Wetland,Forest
919,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
920,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
921,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
922,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
923,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
924,Cropland,Forest,NULL,Water,Non_Wetland,Grassland
925,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
926,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
927,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
928,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
929,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
930,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
931,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
932,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
933,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
934,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
935,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
936,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
937,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
938,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
939,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
940,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
941,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland
942,Cropland,Forest,Wetland,NULL,Wetland,Cropland
943,Cropland,Forest,Wetland,NULL,Wetland,Forest
944,Cropland,Forest,Wetland,Water,Wetland,Cropland
945,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
946,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
947,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
948,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
949,Cropland,Forest,Bareland,Water,Non_Wetland,Cropland
950,Cropland,Forest,Bareland,Water,Non_Wetland,Wetland
951,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
952,Cropland,Forest,Water,Water,Water,Cropland
953,Cropland,Forest,Water,Water,Water,Wetland
954,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
955,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
956,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
957,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
958,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
959,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
960,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
961,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
962,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
963,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
964,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
965,Cropland,Forest,Forest,Water,Non_Wetland,Forest
966,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
967,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
968,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
969,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
970,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
971,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
972,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
973,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
974,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
975,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
976,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
977,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
978,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
979,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
980,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
981,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
982,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
983,Wetland,NULL,Wetland,NULL,Wetland,Cropland
984,Wetland,NULL,Wetland,NULL,Wetland,Wetland
985,Wetland,NULL,Wetland,NULL,Wetland,Forest
986,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
987,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
988,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
989,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
990,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
991,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
992,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
993,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
994,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
995,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
996,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
997,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
998,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
999,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1000,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1001,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1002,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1003,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1004,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1005,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1006,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1007,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1008,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1009,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1010,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1011,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1012,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1013,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1014,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1015,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1016,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1017,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1018,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1019,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1020,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1021,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1022,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1023,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1024,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1025,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1026,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1027,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1028,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1029,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1030,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1031,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1032,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1033,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1034,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1035,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1036,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1037,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1038,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1039,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1040,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1041,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1042,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1043,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1044,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1045,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1046,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1047,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1048,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1049,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1050,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1051,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1052,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1053,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1054,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1055,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1056,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1057,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1058,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1059,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1060,Wetland,Water,Wetland,NULL,Wetland,Cropland
1061,Wetland,Water,Wetland,NULL,Wetland,Wetland
1062,Wetland,Water,Wetland,NULL,Wetland,Forest
1063,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1064,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1065,Wetland,Water,Wetland,Water,Wetland,Grassland
1066,Wetland,Water,Wetland,Water,Wetland,Cropland
1067,Wetland,Water,Wetland,Water,Wetland,Wetland
1068,Wetland,Water,Wetland,Water,Wetland,Forest
1069,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1070,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1071,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1072,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1073,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1074,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1075,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1076,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1077,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1078,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
1079,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1080,Wetland,Water,Water,NULL,Water,Cropland
1081,Wetland,Water,Water,Non_Water,Water,Cropland
1082,Wetland,Water,Water,Non_Water,Water,Wetland
1083,Wetland,Water,Water,Water,Water,Cropland
1084,Wetland,Water,Water,Water,Water,Water
1085,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1086,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1087,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1088,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1089,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1090,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1091,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1092,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1093,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1094,Wetland,Water,Forest,Water,Non_Wetland,Forest
1095,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
1096,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1097,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1098,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1099,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1100,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
1101,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1102,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1103,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1104,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1105,Wetland,Forest,Built-up,NULL,Non_Wetland,Cropland
1106,Wetland,Forest,Built-up,Water,Non_Wetland,Cropland
1107,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1108,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1109,Wetland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1110,Wetland,Forest,Forest,Water,Non_Wetland,Cropland
1111,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1112,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1113,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1114,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1115,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1116,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1117,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1118,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1119,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1120,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1121,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1122,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1123,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1124,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1125,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1126,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1127,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1128,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1129,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1130,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1131,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1132,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1133,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1134,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1135,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1136,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1137,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1138,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1139,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1140,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1141,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1142,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1143,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1144,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1145,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1146,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1147,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1148,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1149,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1150,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1151,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1152,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1153,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1154,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1155,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1156,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1157,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1158,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1159,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1160,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1161,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1162,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1163,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1164,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1165,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1166,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1167,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1168,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1169,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1170,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1171,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1172,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1173,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
1174,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1175,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1176,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1177,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1178,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1179,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1180,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1181,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1182,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1183,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1184,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1185,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1186,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1187,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1188,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1189,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1190,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1191,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1192,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1193,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1194,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1195,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1196,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1197,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1198,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1199,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1200,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1201,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1202,Bareland,Water,Forest,NULL,Non_Wetland,Built-up
1203,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1204,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up
1205,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1206,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1207,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1208,Water,NULL,NULL,NULL,Non_Wetland,NULL
1209,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1210,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1211,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1212,Water,NULL,NULL,NULL,Non_Wetland,Forest
1213,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1214,Water,NULL,NULL,Water,Non_Wetland,Cropland
1215,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1216,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1217,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1218,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1219,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1220,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1221,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1222,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1223,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1224,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1225,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1226,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1227,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1228,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1229,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1230,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1231,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1232,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1233,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1234,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1235,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1236,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1237,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1238,Water,NULL,Wetland,NULL,Wetland,NULL
1239,Water,NULL,Wetland,NULL,Wetland,Grassland
1240,Water,NULL,Wetland,NULL,Wetland,Cropland
1241,Water,NULL,Wetland,NULL,Wetland,Wetland
1242,Water,NULL,Wetland,NULL,Wetland,Bareland
1243,Water,NULL,Wetland,NULL,Wetland,Forest
1244,Water,NULL,Wetland,Water,Wetland,Cropland
1245,Water,NULL,Wetland,Water,Wetland,Wetland
1246,Water,NULL,Wetland,Water,Wetland,Bareland
1247,Water,NULL,Wetland,Water,Wetland,Water
1248,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1249,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1250,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1251,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1252,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1253,Water,NULL,Bareland,NULL,Non_Wetland,Water
1254,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1255,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1256,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1257,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1258,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1259,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1260,Water,NULL,Bareland,Water,Non_Wetland,Water
1261,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1262,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1263,Water,NULL,Water,NULL,Water,Wetland
1264,Water,NULL,Water,Water,Water,Cropland
1265,Water,NULL,Water,Water,Water,Wetland
1266,Water,NULL,Water,Water,Water,Water
1267,Water,NULL,Forest,NULL,Non_Wetland,NULL
1268,Water,NULL,Forest,NULL,Non_Wetland,Grassland
