Value,AFRICA_2024_DynamicWorld_2024_37NDE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDE_M_R,AFRICA_2024_GSW_Yearly_2021_37NDE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDE_M_R,AFRICA_2024_WorldCover_2021_37NDE_M_R
860,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
861,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
862,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
863,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
864,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
865,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
866,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
867,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
868,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
869,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
870,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
871,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
872,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
873,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
874,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
875,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
876,Forest,NULL,Water,NULL,Water,NULL
877,Forest,NULL,Water,NULL,Water,Grassland
878,Forest,NULL,Water,NULL,Water,Forest
879,Forest,NULL,Water,Non_Water,Water,Grassland
880,Forest,NULL,Forest,NULL,Non_Wetland,NULL
881,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
882,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
883,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
884,Forest,NULL,Forest,NULL,Non_Wetland,Forest
885,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
886,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
887,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
888,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
889,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
890,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
891,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
892,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
893,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
894,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
895,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
896,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
897,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
898,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
899,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
900,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
901,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
902,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
903,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
904,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
905,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
906,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
907,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
908,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
909,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
910,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
911,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
912,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
913,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
914,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
915,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
916,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
917,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
918,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
919,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
920,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
921,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
922,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
923,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
924,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
925,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
926,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
927,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
928,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
929,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
930,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
931,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
932,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
933,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
934,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
935,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
936,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
937,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
938,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
939,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
940,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
941,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
942,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
943,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
944,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
945,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
946,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
947,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
948,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
949,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
950,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
951,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
952,Forest,Water,Cropland,NULL,Non_Wetland,Forest
953,Forest,Water,Bareland,NULL,Non_Wetland,NULL
954,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
955,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
956,Forest,Water,Bareland,NULL,Non_Wetland,Water
957,Forest,Water,Bareland,NULL,Non_Wetland,Forest
958,Forest,Water,Built-up,NULL,Non_Wetland,Forest
959,Forest,Water,Forest,NULL,Non_Wetland,Forest
960,Forest,Forest,NULL,NULL,Non_Wetland,NULL
961,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
962,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
963,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
964,Forest,Forest,NULL,NULL,Non_Wetland,Forest
965,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
966,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
967,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
968,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
969,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
970,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
971,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
972,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
973,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
974,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
975,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
976,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
977,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
978,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
979,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
980,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
981,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
982,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
983,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
984,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
985,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
986,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
987,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
988,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
989,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
990,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
991,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
992,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
993,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
994,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
995,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
996,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
997,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
998,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
999,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1000,Forest,Forest,Water,NULL,Water,NULL
1001,Forest,Forest,Water,NULL,Water,Grassland
1002,Forest,Forest,Water,NULL,Water,Forest
1003,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1004,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1005,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1006,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1007,Forest,Forest,Forest,NULL,Non_Wetland,Water
1008,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1009,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
