Value,AFRICA_2024_DynamicWorld_2024_37NFF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFF_M_R,AFRICA_2024_GSW_Yearly_2021_37NFF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFF_M_R,AFRICA_2024_WorldCover_2021_37NFF_M_R
868,Bareland,Water,Shrubland,Water,Non_Wetland,Water
869,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
870,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
871,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
872,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
873,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
874,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
875,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
876,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
877,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
878,Bareland,Water,Grassland,Water,Non_Wetland,NULL
879,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
880,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
881,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
882,Bareland,Water,Grassland,Water,Non_Wetland,Forest
883,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
884,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
885,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
886,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
887,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
888,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
889,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
890,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
891,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
892,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
893,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
894,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
895,Bareland,Water,Cropland,Water,Non_Wetland,Forest
896,Bareland,Water,Wetland,NULL,Wetland,Grassland
897,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
898,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
899,Bareland,Water,Wetland,Water,Wetland,Grassland
900,Bareland,Water,Wetland,Water,Wetland,Bareland
901,Bareland,Water,Wetland,Water,Wetland,Forest
902,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
903,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
904,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
905,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
906,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
907,Bareland,Water,Bareland,Water,Non_Wetland,NULL
908,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
909,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
910,Bareland,Water,Bareland,Water,Non_Wetland,Forest
911,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
912,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
913,Bareland,Water,Water,NULL,Water,NULL
914,Bareland,Water,Water,NULL,Water,Grassland
915,Bareland,Water,Water,NULL,Water,Cropland
916,Bareland,Water,Water,NULL,Water,Bareland
917,Bareland,Water,Water,NULL,Water,Forest
918,Bareland,Water,Water,Non_Water,Water,Grassland
919,Bareland,Water,Water,Non_Water,Water,Bareland
920,Bareland,Water,Water,Water,Water,Cropland
921,Bareland,Water,Water,Water,Water,Bareland
922,Bareland,Water,Forest,NULL,Non_Wetland,NULL
923,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
924,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
925,Bareland,Water,Forest,NULL,Non_Wetland,Forest
926,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
927,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
928,Bareland,Water,Forest,Water,Non_Wetland,Grassland
929,Bareland,Water,Forest,Water,Non_Wetland,Cropland
930,Bareland,Water,Forest,Water,Non_Wetland,Bareland
931,Bareland,Water,Forest,Water,Non_Wetland,Forest
932,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
933,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
934,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
935,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
936,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
937,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
938,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
939,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
940,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
941,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
942,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
943,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
944,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
945,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
946,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland
947,Bareland,Forest,Grassland,Water,Non_Wetland,Cropland
948,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
949,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
950,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
951,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
952,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
953,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
954,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
955,Bareland,Forest,Wetland,NULL,Wetland,Forest
956,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
957,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
958,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
959,Bareland,Forest,Built-up,NULL,Non_Wetland,Cropland
960,Bareland,Forest,Water,NULL,Water,Grassland
961,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
962,Water,NULL,NULL,NULL,Non_Wetland,NULL
963,Water,NULL,NULL,NULL,Non_Wetland,Grassland
964,Water,NULL,NULL,NULL,Non_Wetland,Cropland
965,Water,NULL,NULL,NULL,Non_Wetland,Bareland
966,Water,NULL,NULL,NULL,Non_Wetland,Forest
967,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
968,Water,NULL,NULL,Water,Non_Wetland,Grassland
969,Water,NULL,NULL,Water,Non_Wetland,Forest
970,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
971,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
972,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
973,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
974,Water,NULL,Shrubland,NULL,Non_Wetland,Water
975,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
976,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
977,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
978,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
979,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
980,Water,NULL,Shrubland,Water,Non_Wetland,NULL
981,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
982,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
983,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
984,Water,NULL,Shrubland,Water,Non_Wetland,Water
985,Water,NULL,Shrubland,Water,Non_Wetland,Forest
986,Water,NULL,Grassland,NULL,Non_Wetland,NULL
987,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
988,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
989,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
990,Water,NULL,Grassland,NULL,Non_Wetland,Water
991,Water,NULL,Grassland,NULL,Non_Wetland,Forest
992,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
993,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
994,Water,NULL,Grassland,Water,Non_Wetland,NULL
995,Water,NULL,Grassland,Water,Non_Wetland,Grassland
996,Water,NULL,Grassland,Water,Non_Wetland,Cropland
997,Water,NULL,Grassland,Water,Non_Wetland,Bareland
998,Water,NULL,Grassland,Water,Non_Wetland,Water
999,Water,NULL,Grassland,Water,Non_Wetland,Forest
1000,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1001,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1002,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1003,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1004,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1005,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1006,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1007,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1008,Water,NULL,Cropland,Water,Non_Wetland,NULL
1009,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1010,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1011,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1012,Water,NULL,Cropland,Water,Non_Wetland,Forest
1013,Water,NULL,Wetland,NULL,Wetland,NULL
1014,Water,NULL,Wetland,NULL,Wetland,Grassland
1015,Water,NULL,Wetland,NULL,Wetland,Bareland
1016,Water,NULL,Wetland,NULL,Wetland,Water
1017,Water,NULL,Wetland,NULL,Wetland,Forest
1018,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1019,Water,NULL,Wetland,Water,Wetland,Grassland
1020,Water,NULL,Wetland,Water,Wetland,Bareland
1021,Water,NULL,Wetland,Water,Wetland,Water
1022,Water,NULL,Wetland,Water,Wetland,Forest
1023,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1024,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1025,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1026,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1027,Water,NULL,Bareland,NULL,Non_Wetland,Water
1028,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1029,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1030,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1031,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1032,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1033,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1034,Water,NULL,Bareland,Water,Non_Wetland,NULL
1035,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1036,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1037,Water,NULL,Bareland,Water,Non_Wetland,Water
1038,Water,NULL,Bareland,Water,Non_Wetland,Forest
1039,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1040,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1041,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1042,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1043,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1044,Water,NULL,Water,NULL,Water,NULL
1045,Water,NULL,Water,NULL,Water,Grassland
1046,Water,NULL,Water,NULL,Water,Bareland
1047,Water,NULL,Water,NULL,Water,Water
1048,Water,NULL,Water,NULL,Water,Forest
1049,Water,NULL,Water,Non_Water,Water,NULL
1050,Water,NULL,Water,Water,Water,Grassland
1051,Water,NULL,Water,Water,Water,Cropland
1052,Water,NULL,Water,Water,Water,Bareland
1053,Water,NULL,Water,Water,Water,Water
1054,Water,NULL,Forest,NULL,Non_Wetland,NULL
1055,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1056,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1057,Water,NULL,Forest,NULL,Non_Wetland,Water
1058,Water,NULL,Forest,NULL,Non_Wetland,Forest
1059,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1060,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1061,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1062,Water,NULL,Forest,Water,Non_Wetland,NULL
1063,Water,NULL,Forest,Water,Non_Wetland,Grassland
1064,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1065,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1066,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1067,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1068,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1069,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1070,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1071,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1072,Water,Bareland,Shrubland,Water,Non_Wetland,NULL
1073,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1074,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1075,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1076,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1077,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1078,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1079,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1080,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1081,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1082,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1083,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1084,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1085,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1086,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1087,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1088,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1089,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1090,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1091,Water,Bareland,Wetland,NULL,Wetland,Bareland
1092,Water,Bareland,Wetland,Water,Wetland,Bareland
1093,Water,Bareland,Wetland,Water,Wetland,Water
1094,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1095,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1096,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1097,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1098,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1099,Water,Bareland,Bareland,Water,Non_Wetland,Water
1100,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1101,Water,Bareland,Water,NULL,Water,Grassland
1102,Water,Bareland,Water,NULL,Water,Bareland
1103,Water,Bareland,Water,Non_Water,Water,Bareland
1104,Water,Bareland,Water,Water,Water,Grassland
1105,Water,Bareland,Water,Water,Water,Bareland
1106,Water,Bareland,Water,Water,Water,Water
1107,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1108,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1109,Water,Water,NULL,NULL,Non_Wetland,NULL
1110,Water,Water,NULL,NULL,Non_Wetland,Grassland
1111,Water,Water,NULL,NULL,Non_Wetland,Cropland
1112,Water,Water,NULL,NULL,Non_Wetland,Wetland
1113,Water,Water,NULL,NULL,Non_Wetland,Bareland
1114,Water,Water,NULL,NULL,Non_Wetland,Water
1115,Water,Water,NULL,NULL,Non_Wetland,Forest
1116,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1117,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1118,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1119,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1120,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1121,Water,Water,NULL,Water,Non_Wetland,NULL
1122,Water,Water,NULL,Water,Non_Wetland,Grassland
1123,Water,Water,NULL,Water,Non_Wetland,Cropland
1124,Water,Water,NULL,Water,Non_Wetland,Bareland
1125,Water,Water,NULL,Water,Non_Wetland,Water
1126,Water,Water,NULL,Water,Non_Wetland,Forest
1127,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1128,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1129,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1130,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1131,Water,Water,Shrubland,NULL,Non_Wetland,Water
1132,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1133,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1134,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1135,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1136,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1137,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1138,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1139,Water,Water,Shrubland,Water,Non_Wetland,NULL
1140,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1141,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1142,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1143,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1144,Water,Water,Shrubland,Water,Non_Wetland,Water
1145,Water,Water,Shrubland,Water,Non_Wetland,Forest
1146,Water,Water,Grassland,NULL,Non_Wetland,NULL
1147,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1148,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1149,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1150,Water,Water,Grassland,NULL,Non_Wetland,Water
1151,Water,Water,Grassland,NULL,Non_Wetland,Forest
1152,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1153,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1154,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1155,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1156,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1157,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1158,Water,Water,Grassland,Water,Non_Wetland,NULL
1159,Water,Water,Grassland,Water,Non_Wetland,Grassland
1160,Water,Water,Grassland,Water,Non_Wetland,Cropland
1161,Water,Water,Grassland,Water,Non_Wetland,Bareland
1162,Water,Water,Grassland,Water,Non_Wetland,Water
1163,Water,Water,Grassland,Water,Non_Wetland,Forest
1164,Water,Water,Cropland,NULL,Non_Wetland,NULL
1165,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1166,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1167,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1168,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1169,Water,Water,Cropland,NULL,Non_Wetland,Water
1170,Water,Water,Cropland,NULL,Non_Wetland,Forest
1171,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1172,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1173,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1174,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1175,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1176,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1177,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1178,Water,Water,Cropland,Water,Non_Wetland,NULL
1179,Water,Water,Cropland,Water,Non_Wetland,Grassland
1180,Water,Water,Cropland,Water,Non_Wetland,Cropland
1181,Water,Water,Cropland,Water,Non_Wetland,Wetland
1182,Water,Water,Cropland,Water,Non_Wetland,Bareland
1183,Water,Water,Cropland,Water,Non_Wetland,Water
1184,Water,Water,Cropland,Water,Non_Wetland,Forest
1185,Water,Water,Wetland,NULL,Wetland,NULL
1186,Water,Water,Wetland,NULL,Wetland,Grassland
1187,Water,Water,Wetland,NULL,Wetland,Cropland
1188,Water,Water,Wetland,NULL,Wetland,Wetland
1189,Water,Water,Wetland,NULL,Wetland,Bareland
1190,Water,Water,Wetland,NULL,Wetland,Water
1191,Water,Water,Wetland,NULL,Wetland,Forest
1192,Water,Water,Wetland,Non_Water,Wetland,NULL
1193,Water,Water,Wetland,Non_Water,Wetland,Grassland
1194,Water,Water,Wetland,Non_Water,Wetland,Bareland
1195,Water,Water,Wetland,Non_Water,Wetland,Water
1196,Water,Water,Wetland,Non_Water,Wetland,Forest
1197,Water,Water,Wetland,Water,Wetland,NULL
1198,Water,Water,Wetland,Water,Wetland,Grassland
1199,Water,Water,Wetland,Water,Wetland,Cropland
1200,Water,Water,Wetland,Water,Wetland,Wetland
1201,Water,Water,Wetland,Water,Wetland,Bareland
1202,Water,Water,Wetland,Water,Wetland,Water
1203,Water,Water,Wetland,Water,Wetland,Forest
1204,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1205,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1206,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1207,Water,Water,Bareland,NULL,Non_Wetland,NULL
1208,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1209,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1210,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1211,Water,Water,Bareland,NULL,Non_Wetland,Water
1212,Water,Water,Bareland,NULL,Non_Wetland,Forest
1213,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1214,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1215,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1216,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1217,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1218,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1219,Water,Water,Bareland,Water,Non_Wetland,NULL
1220,Water,Water,Bareland,Water,Non_Wetland,Grassland
1221,Water,Water,Bareland,Water,Non_Wetland,Cropland
1222,Water,Water,Bareland,Water,Non_Wetland,Bareland
1223,Water,Water,Bareland,Water,Non_Wetland,Water
1224,Water,Water,Bareland,Water,Non_Wetland,Forest
1225,Water,Water,Built-up,NULL,Non_Wetland,NULL
1226,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1227,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1228,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1229,Water,Water,Built-up,NULL,Non_Wetland,Water
1230,Water,Water,Built-up,NULL,Non_Wetland,Forest
1231,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1232,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1233,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1234,Water,Water,Built-up,Water,Non_Wetland,NULL
1235,Water,Water,Built-up,Water,Non_Wetland,Grassland
1236,Water,Water,Built-up,Water,Non_Wetland,Cropland
1237,Water,Water,Built-up,Water,Non_Wetland,Bareland
1238,Water,Water,Built-up,Water,Non_Wetland,Water
1239,Water,Water,Built-up,Water,Non_Wetland,Forest
1240,Water,Water,Water,NULL,Water,NULL
1241,Water,Water,Water,NULL,Water,Grassland
1242,Water,Water,Water,NULL,Water,Cropland
1243,Water,Water,Water,NULL,Water,Wetland
1244,Water,Water,Water,NULL,Water,Bareland
1245,Water,Water,Water,NULL,Water,Water
1246,Water,Water,Water,NULL,Water,Forest
1247,Water,Water,Water,Non_Water,Water,Grassland
1248,Water,Water,Water,Non_Water,Water,Cropland
1249,Water,Water,Water,Non_Water,Water,Bareland
1250,Water,Water,Water,Non_Water,Water,Water
1251,Water,Water,Water,Non_Water,Water,Forest
1252,Water,Water,Water,Water,Water,NULL
1253,Water,Water,Water,Water,Water,Grassland
1254,Water,Water,Water,Water,Water,Cropland
1255,Water,Water,Water,Water,Water,Wetland
1256,Water,Water,Water,Water,Water,Bareland
1257,Water,Water,Water,Water,Water,Water
1258,Water,Water,Water,Water,Water,Forest
1259,Water,Water,Forest,NULL,Non_Wetland,NULL
1260,Water,Water,Forest,NULL,Non_Wetland,Grassland
1261,Water,Water,Forest,NULL,Non_Wetland,Cropland
1262,Water,Water,Forest,NULL,Non_Wetland,Bareland
1263,Water,Water,Forest,NULL,Non_Wetland,Water
1264,Water,Water,Forest,NULL,Non_Wetland,Forest
1265,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1266,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1267,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1268,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1269,Water,Water,Forest,Non_Water,Non_Wetland,Water
1270,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1271,Water,Water,Forest,Water,Non_Wetland,NULL
1272,Water,Water,Forest,Water,Non_Wetland,Grassland
1273,Water,Water,Forest,Water,Non_Wetland,Cropland
1274,Water,Water,Forest,Water,Non_Wetland,Wetland
1275,Water,Water,Forest,Water,Non_Wetland,Bareland
1276,Water,Water,Forest,Water,Non_Wetland,Water
1277,Water,Water,Forest,Water,Non_Wetland,Forest
1278,Water,Forest,NULL,Water,Non_Wetland,Cropland
1279,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1280,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1281,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1282,Water,Forest,Shrubland,Water,Non_Wetland,NULL
1283,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1284,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1285,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1286,Water,Forest,Wetland,NULL,Wetland,Forest
1287,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1288,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1289,Water,Forest,Forest,NULL,Non_Wetland,Forest
1290,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1291,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1292,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1293,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1294,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1295,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1296,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1297,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1298,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1299,Forest,NULL,NULL,Water,Non_Wetland,NULL
1300,Forest,NULL,NULL,Water,Non_Wetland,Cropland
1301,Forest,NULL,NULL,Water,Non_Wetland,Forest
1302,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1303,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1304,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1305,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1306,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1307,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1308,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1309,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1310,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1311,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1312,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1313,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1314,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1315,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1316,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1317,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1318,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1319,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1320,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
