Value,AFRICA_2024_DynamicWorld_2024_36NWL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NWL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NWL_M_R,AFRICA_2024_GSW_Yearly_2021_36NWL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NWL_M_R,AFRICA_2024_WorldCover_2021_36NWL_M_R
852,Forest,Water,Grassland,NULL,Non_Wetland,NULL
853,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
854,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
855,Forest,Water,Grassland,NULL,Non_Wetland,Forest
856,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
857,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
858,Forest,Water,Cropland,NULL,Non_Wetland,Forest
859,Forest,Water,Wetland,NULL,Wetland,Forest
860,Forest,Water,Bareland,NULL,Non_Wetland,NULL
861,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
862,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
863,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
864,Forest,Water,Bareland,NULL,Non_Wetland,Forest
865,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
866,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
867,Forest,Water,Built-up,NULL,Non_Wetland,Forest
868,Forest,Water,Forest,NULL,Non_Wetland,Grassland
869,Forest,Water,Forest,NULL,Non_Wetland,Forest
870,Forest,Forest,NULL,NULL,Non_Wetland,NULL
871,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
872,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
873,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
874,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
875,Forest,Forest,NULL,NULL,Non_Wetland,Forest
876,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
877,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
878,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
879,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
880,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
881,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
882,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
883,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
884,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
885,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
886,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
887,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
888,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
889,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
890,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
891,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
892,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
893,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
894,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
895,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
896,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
897,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
898,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
899,Forest,Forest,Wetland,NULL,Wetland,NULL
900,Forest,Forest,Wetland,NULL,Wetland,Grassland
901,Forest,Forest,Wetland,NULL,Wetland,Forest
902,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
903,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
904,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
905,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
906,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
907,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
908,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
909,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
910,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
911,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
912,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
913,Forest,Forest,Water,NULL,Water,Grassland
914,Forest,Forest,Water,NULL,Water,Forest
915,Forest,Forest,Forest,NULL,Non_Wetland,NULL
916,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
917,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
918,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
919,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
920,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
921,Forest,Forest,Forest,NULL,Non_Wetland,Forest
922,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
923,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
