Value,AFRICA_2024_DynamicWorld_2024_36PVC_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVC_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVC_M_R,AFRICA_2024_GSW_Yearly_2021_36PVC_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVC_M_R,AFRICA_2024_WorldCover_2021_36PVC_M_R
840,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
841,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
842,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
843,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
844,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
845,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
846,Cropland,Water,Cropland,Water,Non_Wetland,Water
847,Cropland,Water,Cropland,Water,Non_Wetland,Forest
848,Cropland,Water,Wetland,NULL,Wetland,Water
849,Cropland,Water,Wetland,NULL,Wetland,Forest
850,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
851,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
852,Cropland,Water,Wetland,Non_Water,Wetland,Water
853,Cropland,Water,Wetland,Non_Water,Wetland,Forest
854,Cropland,Water,Wetland,Water,Wetland,Cropland
855,Cropland,Water,Wetland,Water,Wetland,Water
856,Cropland,Water,Wetland,Water,Wetland,Forest
857,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
858,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
859,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
860,Cropland,Water,Built-up,Non_Water,Non_Wetland,Forest
861,Cropland,Water,Built-up,Water,Non_Wetland,Cropland
862,Cropland,Water,Built-up,Water,Non_Wetland,Bareland
863,Cropland,Water,Built-up,Water,Non_Wetland,Water
864,Cropland,Water,Built-up,Water,Non_Wetland,Forest
865,Cropland,Water,Water,NULL,Water,Forest
866,Cropland,Water,Water,Non_Water,Water,Cropland
867,Cropland,Water,Water,Water,Water,Cropland
868,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
869,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
870,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
871,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
872,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
873,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
874,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
875,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
876,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
877,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
878,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
879,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
880,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
881,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
882,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
883,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
884,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
885,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
886,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
887,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
888,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
889,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
890,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
891,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
892,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
893,Wetland,NULL,Cropland,Water,Non_Wetland,Water
894,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
895,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
896,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
897,Wetland,NULL,Wetland,Non_Water,Wetland,Water
898,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
899,Wetland,NULL,Wetland,Water,Wetland,Cropland
900,Wetland,NULL,Wetland,Water,Wetland,Wetland
901,Wetland,NULL,Wetland,Water,Wetland,Water
902,Wetland,NULL,Wetland,Water,Wetland,Forest
903,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
904,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
905,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
906,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
907,Wetland,NULL,Bareland,Water,Non_Wetland,Water
908,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
909,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
910,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL
911,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Forest
912,Wetland,NULL,Built-up,Water,Non_Wetland,Cropland
913,Wetland,NULL,Built-up,Water,Non_Wetland,Water
914,Wetland,NULL,Built-up,Water,Non_Wetland,Forest
915,Wetland,NULL,Water,NULL,Water,Forest
916,Wetland,NULL,Water,Non_Water,Water,Forest
917,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
918,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
919,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
920,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
921,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
922,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
923,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
924,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
925,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
926,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
927,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
928,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
929,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
930,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
931,Wetland,Cropland,Wetland,NULL,Wetland,Forest
932,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
933,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
934,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
935,Wetland,Cropland,Wetland,Water,Wetland,Cropland
936,Wetland,Cropland,Wetland,Water,Wetland,Water
937,Wetland,Cropland,Wetland,Water,Wetland,Forest
938,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
939,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
940,Wetland,Cropland,Built-up,NULL,Non_Wetland,Forest
941,Wetland,Cropland,Built-up,Water,Non_Wetland,Water
942,Wetland,Cropland,Built-up,Water,Non_Wetland,Forest
943,Wetland,Cropland,Water,Non_Water,Water,Cropland
944,Wetland,Cropland,Water,Non_Water,Water,Water
945,Wetland,Cropland,Water,Non_Water,Water,Forest
946,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
947,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
948,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
949,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
950,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
951,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
952,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
953,Wetland,Wetland,Wetland,NULL,Wetland,Forest
954,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
955,Wetland,Wetland,Wetland,Water,Wetland,Cropland
956,Wetland,Wetland,Wetland,Water,Wetland,Wetland
957,Wetland,Wetland,Wetland,Water,Wetland,Water
958,Wetland,Wetland,Wetland,Water,Wetland,Forest
959,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
960,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
961,Wetland,Wetland,Built-up,Water,Non_Wetland,Forest
962,Wetland,Wetland,Water,Water,Water,Water
963,Wetland,Wetland,Water,Water,Water,Forest
964,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
965,Wetland,Bareland,Cropland,Water,Non_Wetland,Cropland
966,Wetland,Bareland,Cropland,Water,Non_Wetland,Water
967,Wetland,Bareland,Wetland,Water,Wetland,Water
968,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
969,Wetland,Built-up,Grassland,Water,Non_Wetland,Cropland
970,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
971,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
972,Wetland,Built-up,Cropland,Water,Non_Wetland,Forest
973,Wetland,Built-up,Wetland,Water,Wetland,Forest
974,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
975,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
976,Wetland,Water,Cropland,NULL,Non_Wetland,Water
977,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
978,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
979,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water
980,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
981,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
982,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
983,Wetland,Water,Cropland,Water,Non_Wetland,Water
984,Wetland,Water,Cropland,Water,Non_Wetland,Forest
985,Wetland,Water,Wetland,NULL,Wetland,Forest
986,Wetland,Water,Wetland,Non_Water,Wetland,Water
987,Wetland,Water,Wetland,Non_Water,Wetland,Forest
988,Wetland,Water,Wetland,Water,Wetland,Cropland
989,Wetland,Water,Wetland,Water,Wetland,Wetland
990,Wetland,Water,Wetland,Water,Wetland,Bareland
991,Wetland,Water,Wetland,Water,Wetland,Water
992,Wetland,Water,Wetland,Water,Wetland,Forest
993,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
994,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
995,Wetland,Water,Water,Non_Water,Water,Forest
996,Wetland,Water,Water,Water,Water,Water
997,Wetland,Water,Water,Water,Water,Forest
998,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
999,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1000,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1001,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1002,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1003,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1004,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1005,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1006,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1007,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1008,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1009,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1010,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1011,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1012,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1013,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1014,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1015,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1016,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1017,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1018,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1019,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1020,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1021,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1022,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1023,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1024,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1025,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1026,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1027,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1028,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1029,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1030,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1031,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1032,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1033,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1034,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1035,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1036,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
1037,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1038,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1039,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1040,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1041,Bareland,NULL,Grassland,Water,Non_Wetland,Built-up
1042,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1043,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1044,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1045,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1046,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1047,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1048,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1049,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1050,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1051,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1052,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1053,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1054,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1055,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1056,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1057,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
1058,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1059,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1060,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
1061,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1062,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1063,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1064,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1065,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1066,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1067,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1068,Bareland,NULL,Wetland,NULL,Wetland,Water
1069,Bareland,NULL,Wetland,NULL,Wetland,Forest
1070,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
1071,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1072,Bareland,NULL,Wetland,Water,Wetland,Grassland
1073,Bareland,NULL,Wetland,Water,Wetland,Cropland
1074,Bareland,NULL,Wetland,Water,Wetland,Bareland
1075,Bareland,NULL,Wetland,Water,Wetland,Water
1076,Bareland,NULL,Wetland,Water,Wetland,Forest
1077,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1078,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1079,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1080,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1081,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1082,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1083,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1084,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Cropland
1085,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1086,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1087,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1088,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1089,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1090,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1091,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1092,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1093,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1094,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1095,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1096,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1097,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1098,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1099,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1100,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1101,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1102,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1103,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1104,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1105,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
1106,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1107,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1108,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1109,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1110,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1111,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1112,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1113,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1114,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1115,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
1116,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1117,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1118,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1119,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1120,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1121,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1122,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
1123,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1124,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
1125,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1126,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
1127,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1128,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
1129,Bareland,NULL,Water,NULL,Water,Bareland
1130,Bareland,NULL,Water,NULL,Water,Water
1131,Bareland,NULL,Water,NULL,Water,Forest
1132,Bareland,NULL,Water,Non_Water,Water,Grassland
1133,Bareland,NULL,Water,Non_Water,Water,Cropland
1134,Bareland,NULL,Water,Non_Water,Water,Bareland
1135,Bareland,NULL,Water,Water,Water,Cropland
1136,Bareland,NULL,Water,Water,Water,Bareland
1137,Bareland,NULL,Water,Water,Water,Water
1138,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1139,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1140,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1141,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1142,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1143,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1144,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1145,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1146,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
1147,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1148,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
1149,Bareland,Cropland,NULL,NULL,Non_Wetland,Water
1150,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1151,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Water
1152,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1153,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
1154,Bareland,Cropland,NULL,Water,Non_Wetland,Forest
1155,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1156,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1157,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1158,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1159,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1160,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1161,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1162,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1163,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1164,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1165,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1166,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1167,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1168,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1169,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1170,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1171,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1172,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1173,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1174,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1175,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1176,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1177,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Water
1178,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1179,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1180,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1181,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1182,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1183,Bareland,Cropland,Grassland,Water,Non_Wetland,Forest
1184,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1185,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1186,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1187,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1188,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1189,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1190,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1191,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1192,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1193,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1194,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1195,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1196,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
1197,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1198,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1199,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL
1200,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1201,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1202,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
1203,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1204,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1205,Bareland,Cropland,Cropland,Water,Non_Wetland,Forest
1206,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1207,Bareland,Cropland,Wetland,NULL,Wetland,Water
1208,Bareland,Cropland,Wetland,NULL,Wetland,Forest
1209,Bareland,Cropland,Wetland,Non_Water,Wetland,Water
1210,Bareland,Cropland,Wetland,Non_Water,Wetland,Forest
1211,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1212,Bareland,Cropland,Wetland,Water,Wetland,Wetland
1213,Bareland,Cropland,Wetland,Water,Wetland,Water
1214,Bareland,Cropland,Wetland,Water,Wetland,Forest
1215,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1216,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1217,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1218,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1219,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1220,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1221,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1222,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1223,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1224,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1225,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1226,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1227,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1228,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1229,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1230,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1231,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1232,Bareland,Cropland,Bareland,Water,Non_Wetland,Built-up
1233,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1234,Bareland,Cropland,Bareland,Water,Non_Wetland,Forest
1235,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1236,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1237,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1238,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1239,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1240,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water
1241,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1242,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1243,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1244,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Water
1245,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
1246,Bareland,Cropland,Built-up,Water,Non_Wetland,Grassland
1247,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
1248,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
1249,Bareland,Cropland,Built-up,Water,Non_Wetland,Water
1250,Bareland,Cropland,Built-up,Water,Non_Wetland,Forest
1251,Bareland,Cropland,Water,NULL,Water,Grassland
1252,Bareland,Cropland,Water,NULL,Water,Cropland
1253,Bareland,Cropland,Water,NULL,Water,Wetland
1254,Bareland,Cropland,Water,NULL,Water,Bareland
1255,Bareland,Cropland,Water,NULL,Water,Water
1256,Bareland,Cropland,Water,NULL,Water,Forest
1257,Bareland,Cropland,Water,Non_Water,Water,Grassland
1258,Bareland,Cropland,Water,Non_Water,Water,Cropland
1259,Bareland,Cropland,Water,Non_Water,Water,Wetland
1260,Bareland,Cropland,Water,Non_Water,Water,Water
1261,Bareland,Cropland,Water,Non_Water,Water,Forest
