Value,AFRICA_2024_DynamicWorld_2024_36PYS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYS_M_R,AFRICA_2024_GSW_Yearly_2021_36PYS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYS_M_R,AFRICA_2024_WorldCover_2021_36PYS_M_R
872,Water,Water,Wetland,Water,Wetland,Wetland
873,Water,Water,Wetland,Water,Wetland,Bareland
874,Water,Water,Wetland,Water,Wetland,Water
875,Water,Water,Wetland,Water,Wetland,Forest
876,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
877,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
878,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
879,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
880,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
881,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
882,Water,Water,Bareland,NULL,Non_Wetland,NULL
883,Water,Water,Bareland,NULL,Non_Wetland,Grassland
884,Water,Water,Bareland,NULL,Non_Wetland,Cropland
885,Water,Water,Bareland,NULL,Non_Wetland,Wetland
886,Water,Water,Bareland,NULL,Non_Wetland,Bareland
887,Water,Water,Bareland,NULL,Non_Wetland,Water
888,Water,Water,Bareland,NULL,Non_Wetland,Forest
889,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
890,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
891,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
892,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
893,Water,Water,Bareland,Non_Water,Non_Wetland,Water
894,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
895,Water,Water,Bareland,Water,Non_Wetland,NULL
896,Water,Water,Bareland,Water,Non_Wetland,Grassland
897,Water,Water,Bareland,Water,Non_Wetland,Cropland
898,Water,Water,Bareland,Water,Non_Wetland,Wetland
899,Water,Water,Bareland,Water,Non_Wetland,Bareland
900,Water,Water,Bareland,Water,Non_Wetland,Water
901,Water,Water,Bareland,Water,Non_Wetland,Forest
902,Water,Water,Built-up,NULL,Non_Wetland,Grassland
903,Water,Water,Built-up,NULL,Non_Wetland,Cropland
904,Water,Water,Built-up,NULL,Non_Wetland,Bareland
905,Water,Water,Built-up,NULL,Non_Wetland,Water
906,Water,Water,Built-up,NULL,Non_Wetland,Forest
907,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
908,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
909,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
910,Water,Water,Built-up,Non_Water,Non_Wetland,Water
911,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
912,Water,Water,Built-up,Water,Non_Wetland,Grassland
913,Water,Water,Built-up,Water,Non_Wetland,Cropland
914,Water,Water,Built-up,Water,Non_Wetland,Bareland
915,Water,Water,Built-up,Water,Non_Wetland,Water
916,Water,Water,Built-up,Water,Non_Wetland,Forest
917,Water,Water,Water,NULL,Water,NULL
918,Water,Water,Water,NULL,Water,Grassland
919,Water,Water,Water,NULL,Water,Cropland
920,Water,Water,Water,NULL,Water,Wetland
921,Water,Water,Water,NULL,Water,Bareland
922,Water,Water,Water,NULL,Water,Water
923,Water,Water,Water,NULL,Water,Forest
924,Water,Water,Water,Non_Water,Water,NULL
925,Water,Water,Water,Non_Water,Water,Grassland
926,Water,Water,Water,Non_Water,Water,Cropland
927,Water,Water,Water,Non_Water,Water,Wetland
928,Water,Water,Water,Non_Water,Water,Bareland
929,Water,Water,Water,Non_Water,Water,Water
930,Water,Water,Water,Non_Water,Water,Forest
931,Water,Water,Water,Water,Water,NULL
932,Water,Water,Water,Water,Water,Grassland
933,Water,Water,Water,Water,Water,Cropland
934,Water,Water,Water,Water,Water,Wetland
935,Water,Water,Water,Water,Water,Bareland
936,Water,Water,Water,Water,Water,Water
937,Water,Water,Water,Water,Water,Forest
938,Water,Water,Forest,NULL,Non_Wetland,NULL
939,Water,Water,Forest,NULL,Non_Wetland,Grassland
940,Water,Water,Forest,NULL,Non_Wetland,Cropland
941,Water,Water,Forest,NULL,Non_Wetland,Wetland
942,Water,Water,Forest,NULL,Non_Wetland,Bareland
943,Water,Water,Forest,NULL,Non_Wetland,Water
944,Water,Water,Forest,NULL,Non_Wetland,Forest
945,Water,Water,Forest,Non_Water,Non_Wetland,NULL
946,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
947,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
948,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
949,Water,Water,Forest,Non_Water,Non_Wetland,Water
950,Water,Water,Forest,Non_Water,Non_Wetland,Forest
951,Water,Water,Forest,Water,Non_Wetland,NULL
952,Water,Water,Forest,Water,Non_Wetland,Grassland
953,Water,Water,Forest,Water,Non_Wetland,Cropland
954,Water,Water,Forest,Water,Non_Wetland,Wetland
955,Water,Water,Forest,Water,Non_Wetland,Bareland
956,Water,Water,Forest,Water,Non_Wetland,Water
957,Water,Water,Forest,Water,Non_Wetland,Forest
958,Water,Forest,NULL,NULL,Non_Wetland,NULL
959,Water,Forest,NULL,NULL,Non_Wetland,Grassland
960,Water,Forest,NULL,NULL,Non_Wetland,Forest
961,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
962,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
963,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
964,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
965,Water,Forest,Shrubland,NULL,Non_Wetland,Water
966,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
967,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
968,Water,Forest,Grassland,NULL,Non_Wetland,Forest
969,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
970,Water,Forest,Cropland,NULL,Non_Wetland,NULL
971,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
972,Water,Forest,Cropland,NULL,Non_Wetland,Forest
973,Water,Forest,Wetland,NULL,Wetland,Forest
974,Water,Forest,Wetland,Non_Water,Wetland,Forest
975,Water,Forest,Wetland,Water,Wetland,Forest
976,Water,Forest,Bareland,NULL,Non_Wetland,NULL
977,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
978,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
979,Water,Forest,Bareland,NULL,Non_Wetland,Forest
980,Water,Forest,Built-up,NULL,Non_Wetland,Forest
981,Water,Forest,Built-up,Water,Non_Wetland,Forest
982,Water,Forest,Water,NULL,Water,Forest
983,Water,Forest,Forest,NULL,Non_Wetland,NULL
984,Water,Forest,Forest,NULL,Non_Wetland,Grassland
985,Water,Forest,Forest,NULL,Non_Wetland,Bareland
986,Water,Forest,Forest,NULL,Non_Wetland,Forest
987,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
988,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
989,Water,Forest,Forest,Water,Non_Wetland,Forest
990,Forest,NULL,NULL,NULL,Non_Wetland,NULL
991,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
992,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
993,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
994,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
995,Forest,NULL,NULL,NULL,Non_Wetland,Water
996,Forest,NULL,NULL,NULL,Non_Wetland,Forest
997,Forest,NULL,NULL,Water,Non_Wetland,Wetland
998,Forest,NULL,NULL,Water,Non_Wetland,Forest
999,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1000,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1001,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1002,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1003,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1004,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1005,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1006,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1007,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1008,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1009,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1010,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1011,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1012,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1013,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1014,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1015,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1016,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1017,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1018,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1019,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1020,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1021,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1022,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1023,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1024,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1025,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1026,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1027,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1028,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1029,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1030,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1031,Forest,NULL,Wetland,NULL,Wetland,NULL
1032,Forest,NULL,Wetland,NULL,Wetland,Grassland
1033,Forest,NULL,Wetland,NULL,Wetland,Cropland
1034,Forest,NULL,Wetland,NULL,Wetland,Wetland
1035,Forest,NULL,Wetland,NULL,Wetland,Forest
1036,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1037,Forest,NULL,Wetland,Water,Wetland,Forest
1038,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1039,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1040,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1041,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1042,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1043,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1044,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1045,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1046,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1047,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1048,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1049,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1050,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1051,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1052,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1053,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1054,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1055,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1056,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1057,Forest,NULL,Water,NULL,Water,Grassland
1058,Forest,NULL,Water,NULL,Water,Bareland
1059,Forest,NULL,Water,NULL,Water,Forest
1060,Forest,NULL,Water,Water,Water,Forest
1061,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1062,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1063,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1064,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1065,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1066,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1067,Forest,NULL,Forest,NULL,Non_Wetland,Water
1068,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1069,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1070,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1071,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1072,Forest,NULL,Forest,Water,Non_Wetland,NULL
1073,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1074,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1075,Forest,NULL,Forest,Water,Non_Wetland,Forest
1076,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1077,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1078,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1079,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1080,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1081,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1082,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1083,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1084,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1085,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1086,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1087,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1088,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1089,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1090,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1091,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1092,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1093,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1094,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1095,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1096,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1097,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1098,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1099,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1100,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1101,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1102,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1103,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1104,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1105,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1106,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1107,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1108,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1109,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1110,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1111,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1112,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
1113,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1114,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1115,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1116,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1117,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1118,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1119,Forest,Wetland,Wetland,NULL,Wetland,Forest
1120,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1121,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1122,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1123,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
1124,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1125,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1126,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1127,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1128,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1129,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1130,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1131,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1132,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1133,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1134,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1135,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1136,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1137,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1138,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1139,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1140,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1141,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1142,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1143,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1144,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1145,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1146,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1147,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1148,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1149,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1150,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1151,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1152,Forest,Water,NULL,NULL,Non_Wetland,Forest
1153,Forest,Water,NULL,Non_Water,Non_Wetland,Water
1154,Forest,Water,NULL,Water,Non_Wetland,Forest
1155,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1156,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1157,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1158,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1159,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1160,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1161,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1162,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1163,Forest,Water,Shrubland,Water,Non_Wetland,Water
1164,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1165,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1166,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1167,Forest,Water,Grassland,NULL,Non_Wetland,Water
1168,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1169,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1170,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1171,Forest,Water,Grassland,Water,Non_Wetland,Forest
1172,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1173,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1174,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1175,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1176,Forest,Water,Cropland,NULL,Non_Wetland,Water
1177,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1178,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1179,Forest,Water,Cropland,Water,Non_Wetland,Water
1180,Forest,Water,Cropland,Water,Non_Wetland,Forest
1181,Forest,Water,Wetland,NULL,Wetland,NULL
1182,Forest,Water,Wetland,NULL,Wetland,Water
1183,Forest,Water,Wetland,NULL,Wetland,Forest
1184,Forest,Water,Wetland,Non_Water,Wetland,Forest
1185,Forest,Water,Wetland,Water,Wetland,Grassland
1186,Forest,Water,Wetland,Water,Wetland,Water
1187,Forest,Water,Wetland,Water,Wetland,Forest
1188,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1189,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1190,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1191,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1192,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1193,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1194,Forest,Water,Bareland,NULL,Non_Wetland,Water
1195,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1196,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL
1197,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1198,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1199,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1200,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1201,Forest,Water,Bareland,Water,Non_Wetland,Water
1202,Forest,Water,Bareland,Water,Non_Wetland,Forest
1203,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1204,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1205,Forest,Water,Built-up,NULL,Non_Wetland,Water
1206,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1207,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1208,Forest,Water,Built-up,Water,Non_Wetland,Forest
1209,Forest,Water,Water,NULL,Water,NULL
1210,Forest,Water,Water,NULL,Water,Water
1211,Forest,Water,Water,NULL,Water,Forest
1212,Forest,Water,Water,Non_Water,Water,Forest
1213,Forest,Water,Water,Water,Water,Water
1214,Forest,Water,Water,Water,Water,Forest
1215,Forest,Water,Forest,NULL,Non_Wetland,NULL
1216,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1217,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1218,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1219,Forest,Water,Forest,NULL,Non_Wetland,Water
1220,Forest,Water,Forest,NULL,Non_Wetland,Forest
1221,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1222,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1223,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1224,Forest,Water,Forest,Water,Non_Wetland,NULL
1225,Forest,Water,Forest,Water,Non_Wetland,Grassland
1226,Forest,Water,Forest,Water,Non_Wetland,Cropland
1227,Forest,Water,Forest,Water,Non_Wetland,Water
1228,Forest,Water,Forest,Water,Non_Wetland,Forest
1229,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1230,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1231,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1232,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1233,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1234,Forest,Forest,NULL,NULL,Non_Wetland,Water
1235,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1236,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1237,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1238,Forest,Forest,NULL,Water,Non_Wetland,Forest
1239,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1240,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1241,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1242,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1243,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1244,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1245,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1246,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1247,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1248,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1249,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1250,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1251,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1252,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1253,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1254,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1255,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1256,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1257,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1258,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1259,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1260,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1261,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1262,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1263,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1264,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1265,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1266,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1267,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1268,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1269,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1270,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1271,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1272,Forest,Forest,Wetland,NULL,Wetland,NULL
1273,Forest,Forest,Wetland,NULL,Wetland,Grassland
1274,Forest,Forest,Wetland,NULL,Wetland,Forest
1275,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1276,Forest,Forest,Wetland,Water,Wetland,NULL
1277,Forest,Forest,Wetland,Water,Wetland,Water
1278,Forest,Forest,Wetland,Water,Wetland,Forest
1279,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1280,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1281,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1282,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1283,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1284,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1285,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1286,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1287,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1288,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1289,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1290,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1291,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1292,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1293,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1294,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1295,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1296,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1297,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1298,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1299,Forest,Forest,Water,NULL,Water,Grassland
1300,Forest,Forest,Water,NULL,Water,Forest
1301,Forest,Forest,Water,Non_Water,Water,Forest
1302,Forest,Forest,Water,Water,Water,Forest
1303,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1304,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1305,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1306,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1307,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1308,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1309,Forest,Forest,Forest,NULL,Non_Wetland,Water
1310,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1311,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1312,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1313,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1314,Forest,Forest,Forest,Water,Non_Wetland,NULL
1315,Forest,Forest,Forest,Water,Non_Wetland,Grassland
