Value,AFRICA_2024_DynamicWorld_2024_37PHL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHL_M_R,AFRICA_2024_GSW_Yearly_2021_37PHL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHL_M_R,AFRICA_2024_WorldCover_2021_37PHL_M_R
845,Wetland,Wetland,Forest,Water,Non_Wetland,Water
846,Wetland,Built-up,Grassland,NULL,Non_Wetland,Cropland
847,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
848,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
849,Wetland,Water,NULL,Water,Non_Wetland,Wetland
850,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
851,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
852,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
853,Wetland,Water,Wetland,NULL,Wetland,Wetland
854,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
855,Wetland,Water,Wetland,Water,Wetland,Wetland
856,Wetland,Water,Wetland,Water,Wetland,Water
857,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
858,Wetland,Water,Water,NULL,Water,Wetland
859,Wetland,Water,Water,Non_Water,Water,Wetland
860,Wetland,Water,Water,Water,Water,Wetland
861,Wetland,Water,Water,Water,Water,Water
862,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
863,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
864,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
865,Wetland,Water,Forest,Water,Non_Wetland,Wetland
866,Wetland,Water,Forest,Water,Non_Wetland,Water
867,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
868,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
869,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
870,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
871,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
872,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
873,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
874,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
875,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
876,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
877,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
878,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
879,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
880,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
881,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
882,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
883,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
884,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
885,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
886,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
887,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
888,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
889,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
890,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
891,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
892,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
893,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
894,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
895,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
896,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
897,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
898,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
899,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
900,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
901,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
902,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
903,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
904,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
905,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
906,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
907,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
908,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
909,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
910,Bareland,NULL,Water,NULL,Water,Grassland
911,Bareland,NULL,Water,NULL,Water,Cropland
912,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
913,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
914,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
915,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
916,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
917,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
918,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
919,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
920,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
921,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
922,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
923,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
924,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
925,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
926,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
927,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
928,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
929,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
930,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
931,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
932,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
933,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
934,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
935,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
936,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
937,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
938,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
939,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
940,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
941,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
942,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
943,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
944,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
945,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
946,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
947,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
948,Bareland,Cropland,Water,NULL,Water,Grassland
949,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
950,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
951,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
952,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
953,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
954,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
955,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
956,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
957,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
958,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
959,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
960,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
961,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
962,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
963,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
964,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
965,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
966,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
967,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
968,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
969,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
970,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
971,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
972,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
973,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
974,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
975,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
976,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
977,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
978,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
979,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
980,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
981,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
982,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
983,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
984,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
985,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
986,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
987,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
988,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
989,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
990,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
991,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
992,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
993,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
994,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
995,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
996,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
997,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
998,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
999,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1000,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1001,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1002,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1003,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1004,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1005,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1006,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1007,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1008,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1009,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1010,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1011,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1012,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1013,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1014,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1015,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1016,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1017,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1018,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1019,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1020,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1021,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
1022,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1023,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1024,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1025,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1026,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1027,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1028,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1029,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1030,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1031,Bareland,Forest,Bareland,NULL,Non_Wetland,Built-up
1032,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1033,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1034,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1035,Water,NULL,NULL,NULL,Non_Wetland,NULL
1036,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1037,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1038,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1039,Water,NULL,NULL,Water,Non_Wetland,Wetland
1040,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1041,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1042,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1043,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1044,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1045,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1046,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1047,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1048,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1049,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1050,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1051,Water,NULL,Grassland,NULL,Non_Wetland,Water
1052,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1053,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1054,Water,NULL,Grassland,Water,Non_Wetland,Water
1055,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1056,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1057,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1058,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1059,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1060,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1061,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1062,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1063,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1064,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1065,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1066,Water,NULL,Cropland,Water,Non_Wetland,Water
1067,Water,NULL,Wetland,NULL,Wetland,Water
1068,Water,NULL,Wetland,Water,Wetland,Water
1069,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1070,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1071,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1072,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1073,Water,NULL,Bareland,NULL,Non_Wetland,Water
1074,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1075,Water,NULL,Bareland,Water,Non_Wetland,Water
1076,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1077,Water,NULL,Water,NULL,Water,Grassland
1078,Water,NULL,Water,NULL,Water,Cropland
1079,Water,NULL,Water,NULL,Water,Wetland
1080,Water,NULL,Water,Water,Water,Cropland
1081,Water,NULL,Water,Water,Water,Water
1082,Water,NULL,Forest,NULL,Non_Wetland,NULL
1083,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1084,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1085,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1086,Water,NULL,Forest,NULL,Non_Wetland,Water
1087,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1088,Water,NULL,Forest,Water,Non_Wetland,Wetland
1089,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1090,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1091,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1092,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1093,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1094,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1095,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1096,Water,Cropland,NULL,Water,Non_Wetland,Water
1097,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1098,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1099,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1100,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1101,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1102,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1103,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1104,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1105,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1106,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1107,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1108,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1109,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1110,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1111,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1112,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1113,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1114,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1115,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1116,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1117,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1118,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1119,Water,Cropland,Cropland,Water,Non_Wetland,NULL
1120,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1121,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1122,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1123,Water,Cropland,Cropland,Water,Non_Wetland,Water
1124,Water,Cropland,Wetland,NULL,Wetland,NULL
1125,Water,Cropland,Wetland,NULL,Wetland,Cropland
1126,Water,Cropland,Wetland,NULL,Wetland,Water
1127,Water,Cropland,Wetland,Water,Wetland,NULL
1128,Water,Cropland,Wetland,Water,Wetland,Cropland
1129,Water,Cropland,Wetland,Water,Wetland,Wetland
1130,Water,Cropland,Wetland,Water,Wetland,Water
1131,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1132,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1133,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1134,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1135,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1136,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1137,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1138,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1139,Water,Cropland,Bareland,Water,Non_Wetland,Water
1140,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1141,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1142,Water,Cropland,Built-up,Water,Non_Wetland,Wetland
1143,Water,Cropland,Water,NULL,Water,Grassland
1144,Water,Cropland,Water,NULL,Water,Cropland
1145,Water,Cropland,Water,NULL,Water,Wetland
1146,Water,Cropland,Water,Non_Water,Water,Wetland
1147,Water,Cropland,Water,Water,Water,Grassland
1148,Water,Cropland,Water,Water,Water,Cropland
1149,Water,Cropland,Water,Water,Water,Wetland
1150,Water,Cropland,Water,Water,Water,Water
1151,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1152,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1153,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1154,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1155,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1156,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL
1157,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1158,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1159,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1160,Water,Cropland,Forest,Water,Non_Wetland,NULL
1161,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1162,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1163,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1164,Water,Cropland,Forest,Water,Non_Wetland,Water
1165,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1166,Water,Wetland,NULL,Water,Non_Wetland,Water
1167,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1168,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1169,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1170,Water,Wetland,Cropland,Water,Non_Wetland,Water
1171,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1172,Water,Wetland,Wetland,Water,Wetland,Water
1173,Water,Wetland,Water,Non_Water,Water,Wetland
1174,Water,Wetland,Water,Water,Water,Wetland
1175,Water,Wetland,Water,Water,Water,Water
1176,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1177,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1178,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1179,Water,Wetland,Forest,Water,Non_Wetland,Water
1180,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1181,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1182,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1183,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1184,Water,Bareland,Water,NULL,Water,Cropland
1185,Water,Built-up,NULL,NULL,Non_Wetland,NULL
1186,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
1187,Water,Built-up,NULL,Water,Non_Wetland,Forest
1188,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1189,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1190,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1191,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1192,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1193,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1194,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1195,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1196,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1197,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
1198,Water,Built-up,Cropland,Water,Non_Wetland,Water
1199,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1200,Water,Built-up,Bareland,Water,Non_Wetland,Cropland
1201,Water,Built-up,Bareland,Water,Non_Wetland,Water
1202,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1203,Water,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1204,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1205,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
1206,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1207,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL
1208,Water,Built-up,Forest,Non_Water,Non_Wetland,Cropland
1209,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1210,Water,Water,NULL,NULL,Non_Wetland,NULL
1211,Water,Water,NULL,NULL,Non_Wetland,Cropland
1212,Water,Water,NULL,NULL,Non_Wetland,Wetland
1213,Water,Water,NULL,NULL,Non_Wetland,Forest
1214,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1215,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1216,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1217,Water,Water,NULL,Water,Non_Wetland,Cropland
1218,Water,Water,NULL,Water,Non_Wetland,Wetland
1219,Water,Water,NULL,Water,Non_Wetland,Water
1220,Water,Water,NULL,Water,Non_Wetland,Forest
1221,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1222,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1223,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1224,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1225,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1226,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1227,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1228,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1229,Water,Water,Shrubland,Water,Non_Wetland,Built-up
1230,Water,Water,Shrubland,Water,Non_Wetland,Water
1231,Water,Water,Shrubland,Water,Non_Wetland,Forest
1232,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1233,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1234,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1235,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1236,Water,Water,Grassland,NULL,Non_Wetland,Water
1237,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1238,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1239,Water,Water,Grassland,Water,Non_Wetland,Bareland
1240,Water,Water,Grassland,Water,Non_Wetland,Water
1241,Water,Water,Cropland,NULL,Non_Wetland,NULL
1242,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1243,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1244,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1245,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1246,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1247,Water,Water,Cropland,NULL,Non_Wetland,Water
1248,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1249,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1250,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1251,Water,Water,Cropland,Water,Non_Wetland,NULL
1252,Water,Water,Cropland,Water,Non_Wetland,Cropland
1253,Water,Water,Cropland,Water,Non_Wetland,Wetland
1254,Water,Water,Cropland,Water,Non_Wetland,Water
1255,Water,Water,Wetland,NULL,Wetland,NULL
1256,Water,Water,Wetland,NULL,Wetland,Grassland
1257,Water,Water,Wetland,NULL,Wetland,Cropland
1258,Water,Water,Wetland,NULL,Wetland,Wetland
1259,Water,Water,Wetland,NULL,Wetland,Water
1260,Water,Water,Wetland,Non_Water,Wetland,Wetland
1261,Water,Water,Wetland,Non_Water,Wetland,Water
1262,Water,Water,Wetland,Water,Wetland,Cropland
1263,Water,Water,Wetland,Water,Wetland,Wetland
1264,Water,Water,Wetland,Water,Wetland,Water
1265,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1266,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1267,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1268,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1269,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1270,Water,Water,Bareland,NULL,Non_Wetland,Water
1271,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1272,Water,Water,Bareland,Water,Non_Wetland,Grassland
1273,Water,Water,Bareland,Water,Non_Wetland,Cropland
1274,Water,Water,Bareland,Water,Non_Wetland,Wetland
1275,Water,Water,Bareland,Water,Non_Wetland,Bareland
1276,Water,Water,Bareland,Water,Non_Wetland,Built-up
1277,Water,Water,Bareland,Water,Non_Wetland,Water
1278,Water,Water,Built-up,NULL,Non_Wetland,Built-up
