Value,AFRICA_2024_DynamicWorld_2024_37NBH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBH_M_R,AFRICA_2024_GSW_Yearly_2021_37NBH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBH_M_R,AFRICA_2024_WorldCover_2021_37NBH_M_R
839,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
840,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
841,Bareland,Water,Forest,NULL,Non_Wetland,NULL
842,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
843,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
844,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
845,Bareland,Water,Forest,NULL,Non_Wetland,Forest
846,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
847,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
848,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
849,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
850,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
851,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
852,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
853,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
854,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
855,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
856,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
857,Water,NULL,NULL,NULL,Non_Wetland,NULL
858,Water,NULL,NULL,NULL,Non_Wetland,Grassland
859,Water,NULL,NULL,NULL,Non_Wetland,Cropland
860,Water,NULL,NULL,NULL,Non_Wetland,Bareland
861,Water,NULL,NULL,NULL,Non_Wetland,Forest
862,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
863,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
864,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
865,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
866,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
867,Water,NULL,Shrubland,NULL,Non_Wetland,Water
868,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
869,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
870,Water,NULL,Shrubland,Water,Non_Wetland,Forest
871,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
872,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
873,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
874,Water,NULL,Cropland,NULL,Non_Wetland,NULL
875,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
876,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
877,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
878,Water,NULL,Cropland,NULL,Non_Wetland,Forest
879,Water,NULL,Cropland,Water,Non_Wetland,Bareland
880,Water,NULL,Cropland,Water,Non_Wetland,Forest
881,Water,NULL,Wetland,NULL,Wetland,NULL
882,Water,NULL,Wetland,NULL,Wetland,Grassland
883,Water,NULL,Wetland,NULL,Wetland,Cropland
884,Water,NULL,Wetland,NULL,Wetland,Forest
885,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
886,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
887,Water,NULL,Bareland,NULL,Non_Wetland,NULL
888,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
889,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
890,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
891,Water,NULL,Bareland,NULL,Non_Wetland,Forest
892,Water,NULL,Bareland,Water,Non_Wetland,Bareland
893,Water,NULL,Built-up,NULL,Non_Wetland,NULL
894,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
895,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
896,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
897,Water,NULL,Built-up,NULL,Non_Wetland,Forest
898,Water,NULL,Forest,NULL,Non_Wetland,NULL
899,Water,NULL,Forest,NULL,Non_Wetland,Grassland
900,Water,NULL,Forest,NULL,Non_Wetland,Cropland
901,Water,NULL,Forest,NULL,Non_Wetland,Wetland
902,Water,NULL,Forest,NULL,Non_Wetland,Bareland
903,Water,NULL,Forest,NULL,Non_Wetland,Built-up
904,Water,NULL,Forest,NULL,Non_Wetland,Forest
905,Water,Cropland,NULL,NULL,Non_Wetland,NULL
906,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
907,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
908,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
909,Water,Cropland,NULL,NULL,Non_Wetland,Forest
910,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
911,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
912,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
913,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
914,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
915,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
916,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
917,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
918,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
919,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
920,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
921,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
922,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
923,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
924,Water,Cropland,Wetland,NULL,Wetland,Grassland
925,Water,Cropland,Wetland,NULL,Wetland,Bareland
926,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
927,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
928,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
929,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
930,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
931,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
932,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
933,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
934,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
935,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
936,Water,Cropland,Built-up,NULL,Non_Wetland,Water
937,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
938,Water,Cropland,Forest,NULL,Non_Wetland,NULL
939,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
940,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
941,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
942,Water,Cropland,Forest,NULL,Non_Wetland,Forest
943,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
944,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
945,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
946,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
947,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
948,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
949,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
950,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
951,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
952,Water,Bareland,Bareland,NULL,Non_Wetland,Water
953,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
954,Water,Bareland,Built-up,NULL,Non_Wetland,NULL
955,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
956,Water,Bareland,Water,NULL,Water,Water
957,Water,Bareland,Water,Water,Water,Bareland
958,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
959,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
960,Water,Bareland,Forest,NULL,Non_Wetland,Forest
961,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
962,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
963,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
964,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
965,Water,Built-up,Shrubland,Water,Non_Wetland,Water
966,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
967,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
968,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
969,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
970,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
971,Water,Built-up,Cropland,NULL,Non_Wetland,Water
972,Water,Built-up,Cropland,Water,Non_Wetland,Water
973,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
974,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
975,Water,Built-up,Bareland,NULL,Non_Wetland,Water
976,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
977,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
978,Water,Built-up,Bareland,Water,Non_Wetland,Water
979,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
980,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
981,Water,Built-up,Water,NULL,Water,Bareland
982,Water,Built-up,Forest,NULL,Non_Wetland,NULL
983,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
984,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
985,Water,Built-up,Forest,NULL,Non_Wetland,Forest
986,Water,Water,NULL,NULL,Non_Wetland,NULL
987,Water,Water,NULL,NULL,Non_Wetland,Grassland
988,Water,Water,NULL,NULL,Non_Wetland,Cropland
989,Water,Water,NULL,NULL,Non_Wetland,Wetland
990,Water,Water,NULL,NULL,Non_Wetland,Bareland
991,Water,Water,NULL,NULL,Non_Wetland,Water
992,Water,Water,NULL,NULL,Non_Wetland,Forest
993,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
994,Water,Water,NULL,Water,Non_Wetland,Grassland
995,Water,Water,NULL,Water,Non_Wetland,Wetland
996,Water,Water,NULL,Water,Non_Wetland,Bareland
997,Water,Water,NULL,Water,Non_Wetland,Water
998,Water,Water,NULL,Water,Non_Wetland,Forest
999,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1000,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1001,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1002,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1003,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1004,Water,Water,Shrubland,NULL,Non_Wetland,Water
1005,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1006,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1007,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1008,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1009,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1010,Water,Water,Shrubland,Water,Non_Wetland,NULL
1011,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1012,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1013,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1014,Water,Water,Shrubland,Water,Non_Wetland,Water
1015,Water,Water,Shrubland,Water,Non_Wetland,Forest
1016,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1017,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1018,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1019,Water,Water,Grassland,NULL,Non_Wetland,Water
1020,Water,Water,Grassland,NULL,Non_Wetland,Forest
1021,Water,Water,Grassland,Water,Non_Wetland,Bareland
1022,Water,Water,Grassland,Water,Non_Wetland,Water
1023,Water,Water,Grassland,Water,Non_Wetland,Forest
1024,Water,Water,Cropland,NULL,Non_Wetland,NULL
1025,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1026,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1027,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1028,Water,Water,Cropland,NULL,Non_Wetland,Water
1029,Water,Water,Cropland,NULL,Non_Wetland,Forest
1030,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1031,Water,Water,Cropland,Water,Non_Wetland,Grassland
1032,Water,Water,Cropland,Water,Non_Wetland,Cropland
1033,Water,Water,Cropland,Water,Non_Wetland,Bareland
1034,Water,Water,Cropland,Water,Non_Wetland,Water
1035,Water,Water,Cropland,Water,Non_Wetland,Forest
1036,Water,Water,Wetland,NULL,Wetland,NULL
1037,Water,Water,Wetland,NULL,Wetland,Grassland
1038,Water,Water,Wetland,NULL,Wetland,Cropland
1039,Water,Water,Wetland,NULL,Wetland,Wetland
1040,Water,Water,Wetland,NULL,Wetland,Bareland
1041,Water,Water,Wetland,NULL,Wetland,Water
1042,Water,Water,Wetland,NULL,Wetland,Forest
1043,Water,Water,Wetland,Non_Water,Wetland,Wetland
1044,Water,Water,Wetland,Non_Water,Wetland,Bareland
1045,Water,Water,Wetland,Non_Water,Wetland,Water
1046,Water,Water,Wetland,Non_Water,Wetland,Forest
1047,Water,Water,Wetland,Water,Wetland,Grassland
1048,Water,Water,Wetland,Water,Wetland,Cropland
1049,Water,Water,Wetland,Water,Wetland,Wetland
1050,Water,Water,Wetland,Water,Wetland,Bareland
1051,Water,Water,Wetland,Water,Wetland,Water
1052,Water,Water,Wetland,Water,Wetland,Forest
1053,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1054,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1055,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1056,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1057,Water,Water,Bareland,NULL,Non_Wetland,NULL
1058,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1059,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1060,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1061,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1062,Water,Water,Bareland,NULL,Non_Wetland,Water
1063,Water,Water,Bareland,NULL,Non_Wetland,Forest
1064,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1065,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1066,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1067,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1068,Water,Water,Bareland,Water,Non_Wetland,NULL
1069,Water,Water,Bareland,Water,Non_Wetland,Grassland
1070,Water,Water,Bareland,Water,Non_Wetland,Cropland
1071,Water,Water,Bareland,Water,Non_Wetland,Wetland
1072,Water,Water,Bareland,Water,Non_Wetland,Bareland
1073,Water,Water,Bareland,Water,Non_Wetland,Water
1074,Water,Water,Bareland,Water,Non_Wetland,Forest
1075,Water,Water,Built-up,NULL,Non_Wetland,NULL
1076,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1077,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1078,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1079,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1080,Water,Water,Built-up,NULL,Non_Wetland,Water
1081,Water,Water,Built-up,NULL,Non_Wetland,Forest
1082,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1083,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1084,Water,Water,Built-up,Water,Non_Wetland,NULL
1085,Water,Water,Built-up,Water,Non_Wetland,Bareland
1086,Water,Water,Built-up,Water,Non_Wetland,Water
1087,Water,Water,Built-up,Water,Non_Wetland,Forest
1088,Water,Water,Water,NULL,Water,NULL
1089,Water,Water,Water,NULL,Water,Grassland
1090,Water,Water,Water,NULL,Water,Cropland
1091,Water,Water,Water,NULL,Water,Wetland
1092,Water,Water,Water,NULL,Water,Bareland
1093,Water,Water,Water,NULL,Water,Water
1094,Water,Water,Water,NULL,Water,Forest
1095,Water,Water,Water,Non_Water,Water,Wetland
1096,Water,Water,Water,Non_Water,Water,Bareland
1097,Water,Water,Water,Non_Water,Water,Water
1098,Water,Water,Water,Non_Water,Water,Forest
1099,Water,Water,Water,Water,Water,NULL
1100,Water,Water,Water,Water,Water,Grassland
1101,Water,Water,Water,Water,Water,Cropland
1102,Water,Water,Water,Water,Water,Wetland
1103,Water,Water,Water,Water,Water,Bareland
1104,Water,Water,Water,Water,Water,Water
1105,Water,Water,Water,Water,Water,Forest
1106,Water,Water,Forest,NULL,Non_Wetland,NULL
1107,Water,Water,Forest,NULL,Non_Wetland,Grassland
1108,Water,Water,Forest,NULL,Non_Wetland,Cropland
1109,Water,Water,Forest,NULL,Non_Wetland,Wetland
1110,Water,Water,Forest,NULL,Non_Wetland,Bareland
1111,Water,Water,Forest,NULL,Non_Wetland,Water
1112,Water,Water,Forest,NULL,Non_Wetland,Forest
1113,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1114,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1115,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1116,Water,Water,Forest,Non_Water,Non_Wetland,Water
1117,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1118,Water,Water,Forest,Water,Non_Wetland,NULL
1119,Water,Water,Forest,Water,Non_Wetland,Grassland
1120,Water,Water,Forest,Water,Non_Wetland,Wetland
1121,Water,Water,Forest,Water,Non_Wetland,Bareland
1122,Water,Water,Forest,Water,Non_Wetland,Water
1123,Water,Water,Forest,Water,Non_Wetland,Forest
1124,Water,Forest,NULL,NULL,Non_Wetland,NULL
1125,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1126,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1127,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1128,Water,Forest,NULL,NULL,Non_Wetland,Forest
1129,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1130,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1131,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1132,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1133,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1134,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
1135,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1136,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1137,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1138,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1139,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1140,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1141,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1142,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1143,Water,Forest,Cropland,Water,Non_Wetland,Grassland
1144,Water,Forest,Wetland,NULL,Wetland,NULL
1145,Water,Forest,Wetland,NULL,Wetland,Forest
1146,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1147,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1148,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1149,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1150,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1151,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1152,Water,Forest,Bareland,Water,Non_Wetland,Bareland
1153,Water,Forest,Bareland,Water,Non_Wetland,Forest
1154,Water,Forest,Built-up,NULL,Non_Wetland,NULL
1155,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
1156,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1157,Water,Forest,Water,NULL,Water,Grassland
1158,Water,Forest,Forest,NULL,Non_Wetland,NULL
1159,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1160,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1161,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1162,Water,Forest,Forest,NULL,Non_Wetland,Water
1163,Water,Forest,Forest,NULL,Non_Wetland,Forest
1164,Water,Forest,Forest,Water,Non_Wetland,Forest
1165,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1166,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1167,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1168,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL
1169,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1170,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1171,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1172,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1173,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1174,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1175,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1176,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1177,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1178,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1179,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1180,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1181,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1182,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1183,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1184,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1185,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1186,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1187,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1188,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1189,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1190,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1191,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1192,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1193,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1194,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1195,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1196,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1197,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1198,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1199,Forest,NULL,Wetland,NULL,Wetland,NULL
1200,Forest,NULL,Wetland,NULL,Wetland,Cropland
1201,Forest,NULL,Wetland,NULL,Wetland,Forest
1202,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1203,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1204,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1205,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1206,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1207,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1208,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1209,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1210,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1211,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1212,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1213,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1214,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1215,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1216,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1217,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1218,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1219,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1220,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1221,Forest,NULL,Water,NULL,Water,NULL
1222,Forest,NULL,Water,NULL,Water,Grassland
1223,Forest,NULL,Water,NULL,Water,Forest
1224,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1225,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1226,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1227,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1228,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1229,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1230,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1231,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1232,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1233,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1234,Forest,NULL,Forest,Water,Non_Wetland,NULL
1235,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1236,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1237,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1238,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1239,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1240,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1241,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1242,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1243,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1244,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1245,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1246,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1247,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1248,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1249,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1250,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1251,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1252,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1253,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1254,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1255,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1256,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1257,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1258,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1259,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1260,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1261,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1262,Forest,Cropland,Wetland,NULL,Wetland,NULL
1263,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1264,Forest,Cropland,Wetland,NULL,Wetland,Forest
1265,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1266,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1267,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1268,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1269,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1270,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1271,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1272,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1273,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1274,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1275,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1276,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1277,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1278,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1279,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1280,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1281,Forest,Cropland,Water,NULL,Water,Forest
1282,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
