Value,AFRICA_2024_DynamicWorld_2024_37PCS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCS_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCS_M_R,AFRICA_2024_GSW_Yearly_2021_37PCS_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCS_M_R,AFRICA_2024_WorldCover_2021_37PCS_M_R
849,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
850,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
851,Water,Water,Shrubland,Water,Non_Wetland,Grassland
852,Water,Water,Shrubland,Water,Non_Wetland,Bareland
853,Water,Water,Shrubland,Water,Non_Wetland,Water
854,Water,Water,Shrubland,Water,Non_Wetland,Forest
855,Water,Water,Grassland,NULL,Non_Wetland,NULL
856,Water,Water,Grassland,NULL,Non_Wetland,Grassland
857,Water,Water,Grassland,NULL,Non_Wetland,Cropland
858,Water,Water,Grassland,NULL,Non_Wetland,Bareland
859,Water,Water,Grassland,NULL,Non_Wetland,Water
860,Water,Water,Grassland,NULL,Non_Wetland,Forest
861,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
862,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
863,Water,Water,Grassland,Non_Water,Non_Wetland,Water
864,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
865,Water,Water,Grassland,Water,Non_Wetland,Grassland
866,Water,Water,Grassland,Water,Non_Wetland,Cropland
867,Water,Water,Grassland,Water,Non_Wetland,Bareland
868,Water,Water,Grassland,Water,Non_Wetland,Water
869,Water,Water,Cropland,NULL,Non_Wetland,NULL
870,Water,Water,Cropland,NULL,Non_Wetland,Grassland
871,Water,Water,Cropland,NULL,Non_Wetland,Cropland
872,Water,Water,Cropland,NULL,Non_Wetland,Bareland
873,Water,Water,Cropland,NULL,Non_Wetland,Water
874,Water,Water,Cropland,NULL,Non_Wetland,Forest
875,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
876,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
877,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
878,Water,Water,Cropland,Non_Water,Non_Wetland,Water
879,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
880,Water,Water,Cropland,Water,Non_Wetland,Grassland
881,Water,Water,Cropland,Water,Non_Wetland,Cropland
882,Water,Water,Cropland,Water,Non_Wetland,Bareland
883,Water,Water,Cropland,Water,Non_Wetland,Water
884,Water,Water,Cropland,Water,Non_Wetland,Forest
885,Water,Water,Wetland,NULL,Wetland,Grassland
886,Water,Water,Wetland,NULL,Wetland,Cropland
887,Water,Water,Wetland,NULL,Wetland,Bareland
888,Water,Water,Wetland,NULL,Wetland,Water
889,Water,Water,Wetland,NULL,Wetland,Forest
890,Water,Water,Wetland,Non_Water,Wetland,Grassland
891,Water,Water,Wetland,Non_Water,Wetland,Cropland
892,Water,Water,Wetland,Non_Water,Wetland,Bareland
893,Water,Water,Wetland,Non_Water,Wetland,Water
894,Water,Water,Wetland,Non_Water,Wetland,Forest
895,Water,Water,Wetland,Water,Wetland,Grassland
896,Water,Water,Wetland,Water,Wetland,Cropland
897,Water,Water,Wetland,Water,Wetland,Bareland
898,Water,Water,Wetland,Water,Wetland,Water
899,Water,Water,Wetland,Water,Wetland,Forest
900,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
901,Water,Water,Bareland,NULL,Non_Wetland,NULL
902,Water,Water,Bareland,NULL,Non_Wetland,Grassland
903,Water,Water,Bareland,NULL,Non_Wetland,Cropland
904,Water,Water,Bareland,NULL,Non_Wetland,Bareland
905,Water,Water,Bareland,NULL,Non_Wetland,Water
906,Water,Water,Bareland,NULL,Non_Wetland,Forest
907,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
908,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
909,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
910,Water,Water,Bareland,Non_Water,Non_Wetland,Water
911,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
912,Water,Water,Bareland,Water,Non_Wetland,Grassland
913,Water,Water,Bareland,Water,Non_Wetland,Cropland
914,Water,Water,Bareland,Water,Non_Wetland,Bareland
915,Water,Water,Bareland,Water,Non_Wetland,Water
916,Water,Water,Bareland,Water,Non_Wetland,Forest
917,Water,Water,Built-up,NULL,Non_Wetland,Cropland
918,Water,Water,Built-up,NULL,Non_Wetland,Bareland
919,Water,Water,Built-up,NULL,Non_Wetland,Water
920,Water,Water,Built-up,NULL,Non_Wetland,Forest
921,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
922,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
923,Water,Water,Built-up,Non_Water,Non_Wetland,Water
924,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
925,Water,Water,Built-up,Water,Non_Wetland,Grassland
926,Water,Water,Built-up,Water,Non_Wetland,Bareland
927,Water,Water,Built-up,Water,Non_Wetland,Water
928,Water,Water,Built-up,Water,Non_Wetland,Forest
929,Water,Water,Water,NULL,Water,Bareland
930,Water,Water,Water,NULL,Water,Water
931,Water,Water,Water,NULL,Water,Forest
932,Water,Water,Water,Non_Water,Water,Bareland
933,Water,Water,Water,Non_Water,Water,Water
934,Water,Water,Water,Non_Water,Water,Forest
935,Water,Water,Water,Water,Water,Grassland
936,Water,Water,Water,Water,Water,Cropland
937,Water,Water,Water,Water,Water,Bareland
938,Water,Water,Water,Water,Water,Water
939,Water,Water,Water,Water,Water,Forest
940,Water,Water,Forest,NULL,Non_Wetland,Grassland
941,Water,Water,Forest,NULL,Non_Wetland,Cropland
942,Water,Water,Forest,NULL,Non_Wetland,Bareland
943,Water,Water,Forest,NULL,Non_Wetland,Water
944,Water,Water,Forest,NULL,Non_Wetland,Forest
945,Water,Water,Forest,Water,Non_Wetland,Grassland
946,Water,Water,Forest,Water,Non_Wetland,Water
947,Water,Water,Forest,Water,Non_Wetland,Forest
948,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
949,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
950,Water,Forest,Cropland,NULL,Non_Wetland,Forest
951,Forest,NULL,NULL,NULL,Non_Wetland,NULL
952,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
953,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
954,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
955,Forest,NULL,NULL,NULL,Non_Wetland,Forest
956,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
957,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
958,Forest,NULL,NULL,Water,Non_Wetland,NULL
959,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
960,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
961,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
962,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
963,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
964,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
965,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
966,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
967,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
968,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
969,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
970,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
971,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
972,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
973,Forest,NULL,Grassland,NULL,Non_Wetland,Water
974,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
975,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
976,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
977,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
978,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
979,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
980,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
981,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
982,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
983,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
984,Forest,NULL,Cropland,Water,Non_Wetland,NULL
985,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
986,Forest,NULL,Cropland,Water,Non_Wetland,Forest
987,Forest,NULL,Wetland,NULL,Wetland,Forest
988,Forest,NULL,Wetland,Non_Water,Wetland,NULL
989,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
990,Forest,NULL,Wetland,Non_Water,Wetland,Forest
991,Forest,NULL,Wetland,Water,Wetland,Forest
992,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
993,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
994,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
995,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
996,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
997,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
998,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
999,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1000,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1001,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1002,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1003,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1004,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1005,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1006,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1007,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1008,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1009,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1010,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1011,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1012,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1013,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1014,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1015,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1016,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1017,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1018,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1019,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1020,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1021,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1022,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1023,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1024,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1025,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1026,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1027,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1028,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1029,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1030,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1031,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1032,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1033,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1034,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1035,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1036,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1037,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
1038,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1039,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1040,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1041,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1042,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1043,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1044,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1045,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1046,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1047,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1048,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1049,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1050,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1051,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1052,Forest,Water,NULL,NULL,Non_Wetland,Forest
1053,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1054,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1055,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1056,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1057,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1058,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1059,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1060,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1061,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1062,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1063,Forest,Water,Grassland,NULL,Non_Wetland,Water
1064,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1065,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1066,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1067,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1068,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1069,Forest,Water,Cropland,NULL,Non_Wetland,Water
1070,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1071,Forest,Water,Wetland,NULL,Wetland,Forest
1072,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1073,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1074,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1075,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1076,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1077,Forest,Water,Forest,NULL,Non_Wetland,Forest
1078,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1079,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1080,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1081,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1082,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1083,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1084,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1085,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1086,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1087,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1088,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1089,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1090,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1091,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1092,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1093,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1094,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1095,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1096,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1097,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1098,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1099,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1100,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1101,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1102,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1103,Forest,Forest,Wetland,NULL,Wetland,Cropland
1104,Forest,Forest,Wetland,NULL,Wetland,Forest
1105,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1106,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1107,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1108,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1109,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1110,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1111,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1112,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1113,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1114,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1115,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1116,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1117,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1118,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1119,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1120,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1121,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1122,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
