Value,AFRICA_2024_DynamicWorld_2024_37NBG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBG_M_R,AFRICA_2024_GSW_Yearly_2021_37NBG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBG_M_R,AFRICA_2024_WorldCover_2021_37NBG_M_R
840,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
841,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
842,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
843,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
844,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
845,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
846,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
847,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
848,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
849,Cropland,Forest,Forest,NULL,Non_Wetland,Water
850,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
851,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
852,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
853,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
854,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
855,Cropland,Forest,Forest,Water,Non_Wetland,Water
856,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
857,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
858,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
859,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
860,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
861,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
862,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
863,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
864,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
865,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
866,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
867,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
868,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
869,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
870,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
871,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
872,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
873,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
874,Wetland,NULL,Wetland,NULL,Wetland,NULL
875,Wetland,NULL,Wetland,NULL,Wetland,Grassland
876,Wetland,NULL,Wetland,NULL,Wetland,Cropland
877,Wetland,NULL,Wetland,NULL,Wetland,Forest
878,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
879,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
880,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
881,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
882,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
883,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
884,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
885,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
886,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
887,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
888,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
889,Wetland,NULL,Forest,NULL,Non_Wetland,Water
890,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
891,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
892,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
893,Wetland,NULL,Forest,Water,Non_Wetland,Forest
894,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
895,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
896,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
897,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland
898,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
899,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
900,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
901,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
902,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
903,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
904,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
905,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
906,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
907,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
908,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
909,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
910,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
911,Wetland,Cropland,Wetland,NULL,Wetland,Forest
912,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
913,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
914,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water
915,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
916,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland
917,Wetland,Cropland,Built-up,NULL,Non_Wetland,Forest
918,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
919,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
920,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
921,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
922,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland
923,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
924,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
925,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
926,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
927,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
928,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
929,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
930,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
931,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
932,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
933,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
934,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
935,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
936,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
937,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
938,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
939,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
940,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
941,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
942,Wetland,Wetland,Wetland,NULL,Wetland,NULL
943,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
944,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
945,Wetland,Wetland,Wetland,NULL,Wetland,Forest
946,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
947,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
948,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
949,Wetland,Wetland,Wetland,Water,Wetland,Grassland
950,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
951,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
952,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
953,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
954,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
955,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
956,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
957,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
958,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
959,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
960,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
961,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
962,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
963,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
964,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
965,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
966,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
967,Wetland,Water,Wetland,NULL,Wetland,NULL
968,Wetland,Water,Wetland,NULL,Wetland,Grassland
969,Wetland,Water,Wetland,NULL,Wetland,Forest
970,Wetland,Water,Wetland,Non_Water,Wetland,Forest
971,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
972,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
973,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
974,Wetland,Water,Bareland,NULL,Non_Wetland,Water
975,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
976,Wetland,Water,Bareland,Water,Non_Wetland,Water
977,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
978,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
979,Wetland,Water,Water,NULL,Water,Water
980,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
981,Wetland,Water,Forest,NULL,Non_Wetland,Water
982,Wetland,Water,Forest,NULL,Non_Wetland,Forest
983,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
984,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
985,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
986,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
987,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
988,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
989,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
990,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
991,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
992,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
993,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
994,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
995,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
996,Wetland,Forest,Wetland,NULL,Wetland,Grassland
997,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
998,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
999,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1000,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1001,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1002,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1003,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1004,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1005,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1006,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1007,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1008,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1009,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1010,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1011,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1012,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1013,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1014,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1015,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1016,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1017,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1018,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1019,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1020,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1021,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1022,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1023,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1024,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1025,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1026,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1027,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1028,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1029,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1030,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1031,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1032,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1033,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1034,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1035,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1036,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1037,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1038,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1039,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1040,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1041,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1042,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1043,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1044,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1045,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1046,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1047,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1048,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1049,Bareland,NULL,Wetland,NULL,Wetland,Water
1050,Bareland,NULL,Wetland,NULL,Wetland,Forest
1051,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1052,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1053,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1054,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1055,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1056,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1057,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1058,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1059,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1060,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1061,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1062,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1063,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1064,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1065,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1066,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1067,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1068,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1069,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1070,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1071,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1072,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1073,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1074,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1075,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1076,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1077,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1078,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1079,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1080,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1081,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1082,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1083,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1084,Bareland,NULL,Forest,Water,Non_Wetland,Water
1085,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1086,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1087,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1088,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1089,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1090,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1091,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1092,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1093,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1094,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1095,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1096,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1097,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1098,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1099,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1100,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1101,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1102,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1103,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1104,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1105,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1106,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1107,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1108,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1109,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1110,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1111,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1112,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1113,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1114,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1115,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
1116,Bareland,Cropland,Wetland,NULL,Wetland,Forest
1117,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1118,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1119,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1120,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1121,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1122,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1123,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1124,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1125,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1126,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1127,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1128,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1129,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1130,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1131,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1132,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1133,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1134,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1135,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1136,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1137,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1138,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
1139,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1140,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
1141,Bareland,Cropland,Forest,Water,Non_Wetland,Water
1142,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1143,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1144,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1145,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1146,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1147,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1148,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1149,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1150,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1151,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1152,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1153,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1154,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1155,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1156,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1157,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1158,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1159,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1160,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1161,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1162,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1163,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1164,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1165,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1166,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1167,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1168,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1169,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1170,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1171,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1172,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1173,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1174,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1175,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1176,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1177,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1178,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
1179,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1180,Bareland,Bareland,Wetland,NULL,Wetland,Water
1181,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1182,Bareland,Bareland,Wetland,Water,Wetland,Water
1183,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1184,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1185,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1186,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1187,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1188,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1189,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1190,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1191,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1192,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1193,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1194,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1195,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1196,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1197,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1198,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1199,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1200,Bareland,Bareland,Water,NULL,Water,Cropland
1201,Bareland,Bareland,Water,NULL,Water,Water
1202,Bareland,Bareland,Water,Water,Water,Water
1203,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1204,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1205,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1206,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1207,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1208,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1209,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1210,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1211,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1212,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1213,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1214,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1215,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1216,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1217,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1218,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1219,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1220,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1221,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1222,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1223,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1224,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1225,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1226,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1227,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1228,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1229,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1230,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1231,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
1232,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1233,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1234,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1235,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest
1236,Bareland,Water,NULL,Water,Non_Wetland,Water
1237,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1238,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1239,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1240,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1241,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1242,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1243,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1244,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1245,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1246,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1247,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1248,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1249,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1250,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1251,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1252,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1253,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1254,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
