Value,AFRICA_2024_DynamicWorld_2024_36PZT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZT_M_R,AFRICA_2024_GSW_Yearly_2021_36PZT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZT_M_R,AFRICA_2024_WorldCover_2021_36PZT_M_R
852,Water,Cropland,Water,NULL,Water,Cropland
853,Water,Cropland,Water,NULL,Water,Wetland
854,Water,Cropland,Water,Water,Water,Grassland
855,Water,Cropland,Water,Water,Water,Cropland
856,Water,Cropland,Water,Water,Water,Water
857,Water,Cropland,Forest,NULL,Non_Wetland,NULL
858,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
859,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
860,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
861,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
862,Water,Cropland,Forest,NULL,Non_Wetland,Water
863,Water,Cropland,Forest,NULL,Non_Wetland,Forest
864,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
865,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
866,Water,Cropland,Forest,Water,Non_Wetland,NULL
867,Water,Cropland,Forest,Water,Non_Wetland,Cropland
868,Water,Cropland,Forest,Water,Non_Wetland,Bareland
869,Water,Cropland,Forest,Water,Non_Wetland,Forest
870,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
871,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
872,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
873,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
874,Water,Bareland,Water,NULL,Water,Forest
875,Water,Bareland,Forest,NULL,Non_Wetland,Forest
876,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
877,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
878,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
879,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
880,Water,Water,NULL,NULL,Non_Wetland,NULL
881,Water,Water,NULL,NULL,Non_Wetland,Grassland
882,Water,Water,NULL,NULL,Non_Wetland,Cropland
883,Water,Water,NULL,NULL,Non_Wetland,Bareland
884,Water,Water,NULL,NULL,Non_Wetland,Water
885,Water,Water,NULL,NULL,Non_Wetland,Forest
886,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
887,Water,Water,NULL,Non_Water,Non_Wetland,Water
888,Water,Water,NULL,Non_Water,Non_Wetland,Forest
889,Water,Water,NULL,Water,Non_Wetland,Grassland
890,Water,Water,NULL,Water,Non_Wetland,Cropland
891,Water,Water,NULL,Water,Non_Wetland,Bareland
892,Water,Water,NULL,Water,Non_Wetland,Water
893,Water,Water,NULL,Water,Non_Wetland,Forest
894,Water,Water,Shrubland,NULL,Non_Wetland,NULL
895,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
896,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
897,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
898,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
899,Water,Water,Shrubland,NULL,Non_Wetland,Water
900,Water,Water,Shrubland,NULL,Non_Wetland,Forest
901,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
902,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
903,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
904,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
905,Water,Water,Shrubland,Water,Non_Wetland,NULL
906,Water,Water,Shrubland,Water,Non_Wetland,Grassland
907,Water,Water,Shrubland,Water,Non_Wetland,Cropland
908,Water,Water,Shrubland,Water,Non_Wetland,Bareland
909,Water,Water,Shrubland,Water,Non_Wetland,Water
910,Water,Water,Shrubland,Water,Non_Wetland,Forest
911,Water,Water,Grassland,NULL,Non_Wetland,NULL
912,Water,Water,Grassland,NULL,Non_Wetland,Grassland
913,Water,Water,Grassland,NULL,Non_Wetland,Cropland
914,Water,Water,Grassland,NULL,Non_Wetland,Bareland
915,Water,Water,Grassland,NULL,Non_Wetland,Water
916,Water,Water,Grassland,NULL,Non_Wetland,Forest
917,Water,Water,Grassland,Water,Non_Wetland,Grassland
918,Water,Water,Grassland,Water,Non_Wetland,Cropland
919,Water,Water,Grassland,Water,Non_Wetland,Bareland
920,Water,Water,Grassland,Water,Non_Wetland,Water
921,Water,Water,Grassland,Water,Non_Wetland,Forest
922,Water,Water,Cropland,NULL,Non_Wetland,NULL
923,Water,Water,Cropland,NULL,Non_Wetland,Grassland
924,Water,Water,Cropland,NULL,Non_Wetland,Cropland
925,Water,Water,Cropland,NULL,Non_Wetland,Bareland
926,Water,Water,Cropland,NULL,Non_Wetland,Water
927,Water,Water,Cropland,NULL,Non_Wetland,Forest
928,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
929,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
930,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
931,Water,Water,Cropland,Water,Non_Wetland,NULL
932,Water,Water,Cropland,Water,Non_Wetland,Grassland
933,Water,Water,Cropland,Water,Non_Wetland,Cropland
934,Water,Water,Cropland,Water,Non_Wetland,Bareland
935,Water,Water,Cropland,Water,Non_Wetland,Water
936,Water,Water,Cropland,Water,Non_Wetland,Forest
937,Water,Water,Wetland,NULL,Wetland,NULL
938,Water,Water,Wetland,NULL,Wetland,Grassland
939,Water,Water,Wetland,NULL,Wetland,Cropland
940,Water,Water,Wetland,NULL,Wetland,Wetland
941,Water,Water,Wetland,NULL,Wetland,Bareland
942,Water,Water,Wetland,NULL,Wetland,Water
943,Water,Water,Wetland,NULL,Wetland,Forest
944,Water,Water,Wetland,Non_Water,Wetland,Cropland
945,Water,Water,Wetland,Non_Water,Wetland,Wetland
946,Water,Water,Wetland,Non_Water,Wetland,Bareland
947,Water,Water,Wetland,Non_Water,Wetland,Water
948,Water,Water,Wetland,Non_Water,Wetland,Forest
949,Water,Water,Wetland,Water,Wetland,NULL
950,Water,Water,Wetland,Water,Wetland,Grassland
951,Water,Water,Wetland,Water,Wetland,Cropland
952,Water,Water,Wetland,Water,Wetland,Bareland
953,Water,Water,Wetland,Water,Wetland,Water
954,Water,Water,Wetland,Water,Wetland,Forest
955,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
956,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
957,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
958,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
959,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
960,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
961,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
962,Water,Water,Bareland,NULL,Non_Wetland,NULL
963,Water,Water,Bareland,NULL,Non_Wetland,Grassland
964,Water,Water,Bareland,NULL,Non_Wetland,Cropland
965,Water,Water,Bareland,NULL,Non_Wetland,Wetland
966,Water,Water,Bareland,NULL,Non_Wetland,Bareland
967,Water,Water,Bareland,NULL,Non_Wetland,Built-up
968,Water,Water,Bareland,NULL,Non_Wetland,Water
969,Water,Water,Bareland,NULL,Non_Wetland,Forest
970,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
971,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
972,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
973,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
974,Water,Water,Bareland,Non_Water,Non_Wetland,Water
975,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
976,Water,Water,Bareland,Water,Non_Wetland,NULL
977,Water,Water,Bareland,Water,Non_Wetland,Grassland
978,Water,Water,Bareland,Water,Non_Wetland,Cropland
979,Water,Water,Bareland,Water,Non_Wetland,Bareland
980,Water,Water,Bareland,Water,Non_Wetland,Water
981,Water,Water,Bareland,Water,Non_Wetland,Forest
982,Water,Water,Built-up,NULL,Non_Wetland,NULL
983,Water,Water,Built-up,NULL,Non_Wetland,Grassland
984,Water,Water,Built-up,NULL,Non_Wetland,Cropland
985,Water,Water,Built-up,NULL,Non_Wetland,Bareland
986,Water,Water,Built-up,NULL,Non_Wetland,Water
987,Water,Water,Built-up,NULL,Non_Wetland,Forest
988,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
989,Water,Water,Built-up,Water,Non_Wetland,Grassland
990,Water,Water,Built-up,Water,Non_Wetland,Cropland
991,Water,Water,Built-up,Water,Non_Wetland,Bareland
992,Water,Water,Built-up,Water,Non_Wetland,Water
993,Water,Water,Built-up,Water,Non_Wetland,Forest
994,Water,Water,Water,NULL,Water,NULL
995,Water,Water,Water,NULL,Water,Grassland
996,Water,Water,Water,NULL,Water,Cropland
997,Water,Water,Water,NULL,Water,Wetland
998,Water,Water,Water,NULL,Water,Bareland
999,Water,Water,Water,NULL,Water,Water
1000,Water,Water,Water,NULL,Water,Forest
1001,Water,Water,Water,Non_Water,Water,Grassland
1002,Water,Water,Water,Non_Water,Water,Cropland
1003,Water,Water,Water,Non_Water,Water,Wetland
1004,Water,Water,Water,Non_Water,Water,Bareland
1005,Water,Water,Water,Non_Water,Water,Water
1006,Water,Water,Water,Non_Water,Water,Forest
1007,Water,Water,Water,Water,Water,Grassland
1008,Water,Water,Water,Water,Water,Cropland
1009,Water,Water,Water,Water,Water,Wetland
1010,Water,Water,Water,Water,Water,Bareland
1011,Water,Water,Water,Water,Water,Water
1012,Water,Water,Water,Water,Water,Forest
1013,Water,Water,Forest,NULL,Non_Wetland,NULL
1014,Water,Water,Forest,NULL,Non_Wetland,Grassland
1015,Water,Water,Forest,NULL,Non_Wetland,Cropland
1016,Water,Water,Forest,NULL,Non_Wetland,Bareland
1017,Water,Water,Forest,NULL,Non_Wetland,Water
1018,Water,Water,Forest,NULL,Non_Wetland,Forest
1019,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1020,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1021,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1022,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1023,Water,Water,Forest,Water,Non_Wetland,NULL
1024,Water,Water,Forest,Water,Non_Wetland,Grassland
1025,Water,Water,Forest,Water,Non_Wetland,Cropland
1026,Water,Water,Forest,Water,Non_Wetland,Bareland
1027,Water,Water,Forest,Water,Non_Wetland,Water
1028,Water,Water,Forest,Water,Non_Wetland,Forest
1029,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1030,Water,Forest,NULL,NULL,Non_Wetland,Forest
1031,Water,Forest,NULL,Water,Non_Wetland,Forest
1032,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1033,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1034,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1035,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1036,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1037,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1038,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1039,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1040,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1041,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1042,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1043,Water,Forest,Wetland,NULL,Wetland,Forest
1044,Water,Forest,Wetland,Water,Wetland,Forest
1045,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1046,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1047,Water,Forest,Bareland,Water,Non_Wetland,Forest
1048,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1049,Water,Forest,Water,NULL,Water,NULL
1050,Water,Forest,Water,NULL,Water,Grassland
1051,Water,Forest,Water,NULL,Water,Forest
1052,Water,Forest,Water,Water,Water,Forest
1053,Water,Forest,Forest,NULL,Non_Wetland,NULL
1054,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1055,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1056,Water,Forest,Forest,NULL,Non_Wetland,Water
1057,Water,Forest,Forest,NULL,Non_Wetland,Forest
1058,Water,Forest,Forest,Water,Non_Wetland,NULL
1059,Water,Forest,Forest,Water,Non_Wetland,Grassland
1060,Water,Forest,Forest,Water,Non_Wetland,Forest
1061,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1062,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1063,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1064,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1065,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1066,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1067,Forest,NULL,NULL,NULL,Non_Wetland,Water
1068,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1069,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1070,Forest,NULL,NULL,Water,Non_Wetland,Forest
1071,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1072,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1073,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1074,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1075,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1076,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1077,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1078,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1079,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1080,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1081,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1082,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1083,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1084,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1085,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1086,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1087,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1088,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1089,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1090,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1091,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1092,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1093,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1094,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1095,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1096,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1097,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1098,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1099,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1100,Forest,NULL,Wetland,NULL,Wetland,NULL
1101,Forest,NULL,Wetland,NULL,Wetland,Grassland
1102,Forest,NULL,Wetland,NULL,Wetland,Cropland
1103,Forest,NULL,Wetland,NULL,Wetland,Forest
1104,Forest,NULL,Wetland,Water,Wetland,Forest
1105,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1106,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1107,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1108,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1109,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1110,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1111,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1112,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1113,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1114,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1115,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1116,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1117,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1118,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1119,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1120,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1121,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1122,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1123,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1124,Forest,NULL,Water,NULL,Water,NULL
1125,Forest,NULL,Water,NULL,Water,Grassland
1126,Forest,NULL,Water,NULL,Water,Forest
1127,Forest,NULL,Water,Water,Water,NULL
1128,Forest,NULL,Water,Water,Water,Grassland
1129,Forest,NULL,Water,Water,Water,Forest
1130,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1131,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1132,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1133,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1134,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1135,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1136,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1137,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1138,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1139,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1140,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1141,Forest,NULL,Forest,Water,Non_Wetland,NULL
1142,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1143,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1144,Forest,NULL,Forest,Water,Non_Wetland,Forest
1145,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1146,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1147,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1148,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1149,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1150,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1151,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1152,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1153,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1154,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1155,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1156,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1157,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1158,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1159,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1160,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1161,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1162,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1163,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1164,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1165,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1166,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1167,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1168,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1169,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1170,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1171,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1172,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1173,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1174,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1175,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1176,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1177,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1178,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1179,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1180,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1181,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1182,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1183,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1184,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1185,Forest,Cropland,Wetland,NULL,Wetland,Water
1186,Forest,Cropland,Wetland,NULL,Wetland,Forest
1187,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
1188,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
1189,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland
1190,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1191,Forest,Cropland,Wetland,Water,Wetland,Cropland
1192,Forest,Cropland,Wetland,Water,Wetland,Water
1193,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1194,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1195,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1196,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1197,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1198,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1199,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1200,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
1201,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1202,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1203,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1204,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland
1205,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
1206,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1207,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1208,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1209,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1210,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1211,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1212,Forest,Cropland,Water,NULL,Water,Grassland
1213,Forest,Cropland,Water,NULL,Water,Forest
1214,Forest,Cropland,Water,Water,Water,Forest
1215,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1216,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1217,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1218,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1219,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1220,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1221,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1222,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1223,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1224,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1225,Forest,Cropland,Forest,Water,Non_Wetland,NULL
1226,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1227,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1228,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1229,Forest,Bareland,Water,NULL,Water,Grassland
1230,Forest,Bareland,Water,NULL,Water,Forest
1231,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1232,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1233,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1234,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1235,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1236,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1237,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1238,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1239,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1240,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1241,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1242,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1243,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1244,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1245,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1246,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1247,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1248,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1249,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1250,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1251,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1252,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1253,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1254,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1255,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1256,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1257,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1258,Forest,Water,NULL,NULL,Non_Wetland,NULL
1259,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1260,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1261,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1262,Forest,Water,NULL,NULL,Non_Wetland,Forest
1263,Forest,Water,NULL,Water,Non_Wetland,Forest
1264,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1265,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1266,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1267,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1268,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1269,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1270,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1271,Forest,Water,Shrubland,Water,Non_Wetland,Water
1272,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1273,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1274,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1275,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1276,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1277,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1278,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1279,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1280,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1281,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1282,Forest,Water,Cropland,Water,Non_Wetland,Forest
1283,Forest,Water,Wetland,NULL,Wetland,Cropland
1284,Forest,Water,Wetland,NULL,Wetland,Forest
1285,Forest,Water,Wetland,Non_Water,Wetland,Forest
1286,Forest,Water,Wetland,Water,Wetland,NULL
1287,Forest,Water,Wetland,Water,Wetland,Water
1288,Forest,Water,Wetland,Water,Wetland,Forest
1289,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1290,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1291,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1292,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1293,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1294,Forest,Water,Bareland,NULL,Non_Wetland,Water
1295,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1296,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1297,Forest,Water,Bareland,Water,Non_Wetland,NULL
1298,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1299,Forest,Water,Bareland,Water,Non_Wetland,Cropland
