Value,AFRICA_2024_DynamicWorld_2024_37NBF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBF_M_R,AFRICA_2024_GSW_Yearly_2021_37NBF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBF_M_R,AFRICA_2024_WorldCover_2021_37NBF_M_R
844,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
845,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
846,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
847,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
848,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
849,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
850,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
851,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
852,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
853,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
854,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
855,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
856,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
857,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
858,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
859,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
860,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
861,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
862,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
863,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
864,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
865,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
866,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
867,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
868,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
869,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
870,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
871,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
872,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
873,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
874,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
875,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
876,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
877,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
878,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
879,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
880,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
881,Cropland,Cropland,Wetland,NULL,Wetland,NULL
882,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
883,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
884,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
885,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
886,Cropland,Cropland,Wetland,NULL,Wetland,Forest
887,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
888,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
889,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
890,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
891,Cropland,Cropland,Wetland,Water,Wetland,Grassland
892,Cropland,Cropland,Wetland,Water,Wetland,Wetland
893,Cropland,Cropland,Wetland,Water,Wetland,Water
894,Cropland,Cropland,Wetland,Water,Wetland,Forest
895,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
896,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
897,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
898,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
899,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
900,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
901,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
902,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
903,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
904,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
905,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
906,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
907,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
908,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
909,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
910,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
911,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
912,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
913,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
914,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
915,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
916,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
917,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
918,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
919,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
920,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
921,Cropland,Cropland,Water,Water,Water,Water
922,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
923,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
924,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
925,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
926,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
927,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
928,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
929,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
930,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
931,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
932,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
933,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
934,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
935,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
936,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
937,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
938,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
939,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
940,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
941,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
942,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
943,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
944,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
945,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
946,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
947,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
948,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
949,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
950,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
951,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
952,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
953,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
954,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland
955,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
956,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
957,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
958,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
959,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
960,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
961,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
962,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
963,Cropland,Wetland,Wetland,NULL,Wetland,NULL
964,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
965,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
966,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
967,Cropland,Wetland,Wetland,NULL,Wetland,Forest
968,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
969,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
970,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
971,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
972,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
973,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
974,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
975,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
976,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
977,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
978,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
979,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland
980,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
981,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
982,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
983,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
984,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
985,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
986,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
987,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
988,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
989,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
990,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
991,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
992,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
993,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
994,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
995,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
996,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
997,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
998,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
999,Cropland,Bareland,Wetland,NULL,Wetland,Cropland
1000,Cropland,Bareland,Wetland,NULL,Wetland,Bareland
1001,Cropland,Bareland,Wetland,NULL,Wetland,Forest
1002,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1003,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1004,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1005,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1006,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1007,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
1008,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
1009,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
1010,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1011,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
1012,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
1013,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
1014,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
1015,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1016,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1017,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1018,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1019,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1020,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1021,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1022,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1023,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1024,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1025,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1026,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1027,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1028,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1029,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1030,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1031,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1032,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1033,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1034,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1035,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1036,Cropland,Water,NULL,NULL,Non_Wetland,NULL
1037,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
1038,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
1039,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
1040,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1041,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1042,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1043,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1044,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
1045,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1046,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1047,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1048,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1049,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
1050,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1051,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1052,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1053,Cropland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1054,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1055,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
1056,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1057,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
1058,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1059,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1060,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1061,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1062,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
1063,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1064,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1065,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1066,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1067,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1068,Cropland,Water,Wetland,NULL,Wetland,Grassland
1069,Cropland,Water,Wetland,NULL,Wetland,Bareland
1070,Cropland,Water,Wetland,NULL,Wetland,Water
1071,Cropland,Water,Wetland,NULL,Wetland,Forest
1072,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1073,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1074,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1075,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1076,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1077,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1078,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
1079,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
1080,Cropland,Water,Forest,NULL,Non_Wetland,NULL
1081,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1082,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1083,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1084,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1085,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1086,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1087,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1088,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
1089,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
1090,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
1091,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1092,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland
1093,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1094,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1095,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1096,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1097,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1098,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1099,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1100,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1101,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1102,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
1103,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1104,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1105,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1106,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
1107,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1108,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1109,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1110,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1111,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1112,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
1113,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
1114,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1115,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1116,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1117,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1118,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1119,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1120,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1121,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1122,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1123,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1124,Cropland,Forest,Wetland,NULL,Wetland,NULL
1125,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1126,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1127,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1128,Cropland,Forest,Wetland,NULL,Wetland,Bareland
1129,Cropland,Forest,Wetland,NULL,Wetland,Forest
1130,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1131,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1132,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1133,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1134,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1135,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
1136,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1137,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1138,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
1139,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1140,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1141,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
1142,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
1143,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1144,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1145,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1146,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1147,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1148,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1149,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1150,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1151,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1152,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1153,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1154,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1155,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1156,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1157,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1158,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1159,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1160,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1161,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1162,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1163,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1164,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1165,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1166,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1167,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1168,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1169,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1170,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1171,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1172,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
1173,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1174,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1175,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1176,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1177,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1178,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1179,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1180,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1181,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1182,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1183,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1184,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
1185,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1186,Wetland,NULL,Grassland,Water,Non_Wetland,NULL
1187,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1188,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1189,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1190,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1191,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1192,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1193,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1194,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1195,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
1196,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1197,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1198,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1199,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1200,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1201,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1202,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1203,Wetland,NULL,Wetland,NULL,Wetland,NULL
1204,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1205,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1206,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1207,Wetland,NULL,Wetland,NULL,Wetland,Forest
1208,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1209,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1210,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1211,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
1212,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1213,Wetland,NULL,Wetland,Water,Wetland,Grassland
1214,Wetland,NULL,Wetland,Water,Wetland,Wetland
1215,Wetland,NULL,Wetland,Water,Wetland,Bareland
1216,Wetland,NULL,Wetland,Water,Wetland,Water
1217,Wetland,NULL,Wetland,Water,Wetland,Forest
1218,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1219,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1220,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1221,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1222,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1223,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1224,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1225,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1226,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1227,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1228,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1229,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1230,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
1231,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1232,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1233,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1234,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1235,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
1236,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1237,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1238,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1239,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL
1240,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1241,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1242,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1243,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
1244,Wetland,NULL,Water,NULL,Water,Grassland
1245,Wetland,NULL,Water,NULL,Water,Wetland
1246,Wetland,NULL,Water,NULL,Water,Bareland
1247,Wetland,NULL,Water,Non_Water,Water,Grassland
1248,Wetland,NULL,Water,Non_Water,Water,Wetland
1249,Wetland,NULL,Water,Non_Water,Water,Bareland
1250,Wetland,NULL,Water,Water,Water,Grassland
1251,Wetland,NULL,Water,Water,Water,Wetland
1252,Wetland,NULL,Water,Water,Water,Bareland
1253,Wetland,NULL,Water,Water,Water,Water
1254,Wetland,NULL,Water,Water,Water,Forest
1255,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1256,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1257,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
