Value,AFRICA_2024_DynamicWorld_2024_36NVK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NVK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NVK_M_R,AFRICA_2024_GSW_Yearly_2021_36NVK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NVK_M_R,AFRICA_2024_WorldCover_2021_36NVK_M_R
875,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
876,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
877,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
878,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
879,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
880,Forest,Forest,NULL,NULL,Non_Wetland,Forest
881,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
882,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
883,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
884,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
885,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
886,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
887,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
888,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
889,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
890,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
891,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
892,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
893,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
894,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
895,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
896,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
897,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
898,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
899,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
900,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
901,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
902,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
903,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
904,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
905,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
906,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
907,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
908,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
909,Forest,Forest,Wetland,NULL,Wetland,NULL
910,Forest,Forest,Wetland,NULL,Wetland,Grassland
911,Forest,Forest,Wetland,NULL,Wetland,Wetland
912,Forest,Forest,Wetland,NULL,Wetland,Water
913,Forest,Forest,Wetland,NULL,Wetland,Forest
914,Forest,Forest,Wetland,Non_Water,Wetland,Forest
915,Forest,Forest,Wetland,Water,Wetland,Forest
916,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
917,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
918,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
919,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
920,Forest,Forest,Bareland,Water,Non_Wetland,Forest
921,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
922,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
923,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
924,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
925,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
926,Forest,Forest,Water,NULL,Water,Grassland
927,Forest,Forest,Water,NULL,Water,Forest
928,Forest,Forest,Forest,NULL,Non_Wetland,NULL
929,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
930,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
931,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
932,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
933,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
934,Forest,Forest,Forest,NULL,Non_Wetland,Forest
935,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
936,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
937,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
938,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
939,Forest,Forest,Forest,Water,Non_Wetland,Forest
