Value,AFRICA_2024_DynamicWorld_2024_35NPJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NPJ_M_R,AFRICA_2024_GLC_FCS30D_2022_35NPJ_M_R,AFRICA_2024_GSW_Yearly_2021_35NPJ_M_R,AFRICA_2024_GWL_FCS30D_2022_35NPJ_M_R,AFRICA_2024_WorldCover_2021_35NPJ_M_R
1256,Water,NULL,NULL,NULL,Non_Wetland,NULL
1257,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1258,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1259,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1260,Water,NULL,NULL,NULL,Non_Wetland,Water
1261,Water,NULL,NULL,NULL,Non_Wetland,Forest
1262,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1263,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1264,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1265,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
1266,Water,NULL,NULL,Non_Water,Non_Wetland,Water
1267,Water,NULL,NULL,Water,Non_Wetland,Grassland
1268,Water,NULL,NULL,Water,Non_Wetland,Cropland
1269,Water,NULL,NULL,Water,Non_Wetland,Wetland
1270,Water,NULL,NULL,Water,Non_Wetland,Bareland
1271,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1272,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1273,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1274,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1275,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1276,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1277,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1278,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1279,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1280,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1281,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1282,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1283,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1284,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1285,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1286,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1287,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1288,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1289,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1290,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1291,Water,NULL,Shrubland,Water,Non_Wetland,Water
1292,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1293,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1294,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1295,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1296,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1297,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1298,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1299,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1300,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1301,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1302,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1303,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1304,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1305,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1306,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1307,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1308,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1309,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1310,Water,NULL,Wetland,NULL,Wetland,NULL
1311,Water,NULL,Wetland,NULL,Wetland,Grassland
1312,Water,NULL,Wetland,NULL,Wetland,Cropland
1313,Water,NULL,Wetland,NULL,Wetland,Wetland
1314,Water,NULL,Wetland,NULL,Wetland,Bareland
1315,Water,NULL,Wetland,NULL,Wetland,Forest
1316,Water,NULL,Wetland,Non_Water,Wetland,NULL
1317,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1318,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1319,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1320,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1321,Water,NULL,Wetland,Non_Water,Wetland,Water
1322,Water,NULL,Wetland,Non_Water,Wetland,Forest
1323,Water,NULL,Wetland,Water,Wetland,NULL
1324,Water,NULL,Wetland,Water,Wetland,Grassland
1325,Water,NULL,Wetland,Water,Wetland,Cropland
1326,Water,NULL,Wetland,Water,Wetland,Wetland
1327,Water,NULL,Wetland,Water,Wetland,Forest
1328,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1329,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1330,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1331,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1332,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1333,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1334,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1335,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1336,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1337,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1338,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1339,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1340,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1341,Water,NULL,Bareland,Water,Non_Wetland,Water
1342,Water,NULL,Bareland,Water,Non_Wetland,Forest
1343,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1344,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1345,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1346,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1347,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1348,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL
1349,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1350,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1351,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1352,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1353,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1354,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1355,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1356,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1357,Water,NULL,Water,NULL,Water,Grassland
1358,Water,NULL,Water,NULL,Water,Wetland
1359,Water,NULL,Water,NULL,Water,Water
1360,Water,NULL,Water,NULL,Water,Forest
1361,Water,NULL,Water,Non_Water,Water,Grassland
1362,Water,NULL,Water,Water,Water,Wetland
1363,Water,NULL,Water,Water,Water,Bareland
1364,Water,NULL,Water,Water,Water,Water
1365,Water,NULL,Forest,NULL,Non_Wetland,NULL
1366,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1367,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1368,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1369,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1370,Water,NULL,Forest,NULL,Non_Wetland,Forest
1371,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1372,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1373,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1374,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1375,Water,NULL,Forest,Water,Non_Wetland,Grassland
1376,Water,NULL,Forest,Water,Non_Wetland,Cropland
1377,Water,NULL,Forest,Water,Non_Wetland,Wetland
1378,Water,NULL,Forest,Water,Non_Wetland,Forest
1379,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1380,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland
1381,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1382,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1383,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1384,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1385,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1386,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1387,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1388,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1389,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1390,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1391,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1392,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1393,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1394,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1395,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1396,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1397,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1398,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1399,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1400,Water,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1401,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1402,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1403,Water,Cropland,Built-up,Water,Non_Wetland,Grassland
1404,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1405,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1406,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1407,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1408,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1409,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1410,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1411,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1412,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland
1413,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1414,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1415,Water,Wetland,NULL,Water,Non_Wetland,Bareland
1416,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1417,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1418,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1419,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1420,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1421,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1422,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1423,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1424,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1425,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1426,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1427,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1428,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1429,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1430,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1431,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1432,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1433,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1434,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
1435,Water,Wetland,Grassland,Water,Non_Wetland,Bareland
1436,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1437,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1438,Water,Wetland,Wetland,NULL,Wetland,NULL
1439,Water,Wetland,Wetland,NULL,Wetland,Grassland
1440,Water,Wetland,Wetland,NULL,Wetland,Cropland
1441,Water,Wetland,Wetland,NULL,Wetland,Wetland
1442,Water,Wetland,Wetland,NULL,Wetland,Bareland
1443,Water,Wetland,Wetland,NULL,Wetland,Forest
1444,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1445,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1446,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
1447,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1448,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1449,Water,Wetland,Wetland,Water,Wetland,Grassland
1450,Water,Wetland,Wetland,Water,Wetland,Wetland
1451,Water,Wetland,Wetland,Water,Wetland,Forest
1452,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1453,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1454,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1455,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1456,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
1457,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
1458,Water,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1459,Water,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1460,Water,Wetland,Built-up,Water,Non_Wetland,Grassland
1461,Water,Wetland,Built-up,Water,Non_Wetland,Bareland
1462,Water,Wetland,Water,NULL,Water,Grassland
1463,Water,Wetland,Water,NULL,Water,Wetland
1464,Water,Wetland,Water,Non_Water,Water,Cropland
1465,Water,Wetland,Water,Non_Water,Water,Wetland
1466,Water,Wetland,Water,Water,Water,Grassland
1467,Water,Wetland,Water,Water,Water,Wetland
1468,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1469,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1470,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1471,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1472,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1473,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1474,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1475,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1476,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1477,Water,Wetland,Forest,Water,Non_Wetland,Bareland
1478,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1479,Water,Bareland,NULL,Water,Non_Wetland,Wetland
1480,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1481,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1482,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1483,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1484,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1485,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1486,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1487,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1488,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
1489,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1490,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1491,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1492,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1493,Water,Bareland,Water,Water,Water,Wetland
1494,Water,Bareland,Water,Water,Water,Water
1495,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1496,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1497,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1498,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1499,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1500,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1501,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1502,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1503,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1504,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1505,Water,Water,NULL,NULL,Non_Wetland,NULL
1506,Water,Water,NULL,NULL,Non_Wetland,Grassland
1507,Water,Water,NULL,NULL,Non_Wetland,Wetland
1508,Water,Water,NULL,NULL,Non_Wetland,Bareland
1509,Water,Water,NULL,NULL,Non_Wetland,Water
1510,Water,Water,NULL,NULL,Non_Wetland,Forest
1511,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1512,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1513,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1514,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1515,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1516,Water,Water,NULL,Non_Water,Non_Wetland,Water
1517,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1518,Water,Water,NULL,Water,Non_Wetland,Grassland
1519,Water,Water,NULL,Water,Non_Wetland,Cropland
1520,Water,Water,NULL,Water,Non_Wetland,Wetland
1521,Water,Water,NULL,Water,Non_Wetland,Bareland
1522,Water,Water,NULL,Water,Non_Wetland,Water
1523,Water,Water,NULL,Water,Non_Wetland,Forest
1524,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1525,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1526,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1527,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1528,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1529,Water,Water,Shrubland,NULL,Non_Wetland,Water
1530,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1531,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1532,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1533,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1534,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1535,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1536,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1537,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1538,Water,Water,Shrubland,Water,Non_Wetland,NULL
1539,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1540,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1541,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1542,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1543,Water,Water,Shrubland,Water,Non_Wetland,Water
1544,Water,Water,Shrubland,Water,Non_Wetland,Forest
1545,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1546,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1547,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1548,Water,Water,Grassland,NULL,Non_Wetland,Forest
1549,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1550,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1551,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1552,Water,Water,Grassland,Water,Non_Wetland,Grassland
1553,Water,Water,Grassland,Water,Non_Wetland,Cropland
1554,Water,Water,Grassland,Water,Non_Wetland,Wetland
1555,Water,Water,Grassland,Water,Non_Wetland,Bareland
1556,Water,Water,Grassland,Water,Non_Wetland,Water
1557,Water,Water,Grassland,Water,Non_Wetland,Forest
1558,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1559,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1560,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1561,Water,Water,Cropland,NULL,Non_Wetland,Water
1562,Water,Water,Cropland,NULL,Non_Wetland,Forest
1563,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1564,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1565,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1566,Water,Water,Cropland,Water,Non_Wetland,Grassland
1567,Water,Water,Cropland,Water,Non_Wetland,Cropland
1568,Water,Water,Cropland,Water,Non_Wetland,Wetland
1569,Water,Water,Cropland,Water,Non_Wetland,Bareland
1570,Water,Water,Cropland,Water,Non_Wetland,Water
1571,Water,Water,Cropland,Water,Non_Wetland,Forest
1572,Water,Water,Wetland,NULL,Wetland,NULL
1573,Water,Water,Wetland,NULL,Wetland,Grassland
1574,Water,Water,Wetland,NULL,Wetland,Cropland
1575,Water,Water,Wetland,NULL,Wetland,Wetland
1576,Water,Water,Wetland,NULL,Wetland,Bareland
1577,Water,Water,Wetland,NULL,Wetland,Water
1578,Water,Water,Wetland,NULL,Wetland,Forest
1579,Water,Water,Wetland,Non_Water,Wetland,NULL
1580,Water,Water,Wetland,Non_Water,Wetland,Grassland
1581,Water,Water,Wetland,Non_Water,Wetland,Cropland
1582,Water,Water,Wetland,Non_Water,Wetland,Wetland
1583,Water,Water,Wetland,Non_Water,Wetland,Bareland
1584,Water,Water,Wetland,Non_Water,Wetland,Water
1585,Water,Water,Wetland,Non_Water,Wetland,Forest
1586,Water,Water,Wetland,Water,Wetland,NULL
1587,Water,Water,Wetland,Water,Wetland,Grassland
1588,Water,Water,Wetland,Water,Wetland,Cropland
1589,Water,Water,Wetland,Water,Wetland,Wetland
1590,Water,Water,Wetland,Water,Wetland,Bareland
1591,Water,Water,Wetland,Water,Wetland,Water
1592,Water,Water,Wetland,Water,Wetland,Forest
1593,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1594,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1595,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1596,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1597,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1598,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1599,Water,Water,Bareland,NULL,Non_Wetland,Water
1600,Water,Water,Bareland,NULL,Non_Wetland,Forest
1601,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1602,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1603,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1604,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1605,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1606,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1607,Water,Water,Bareland,Water,Non_Wetland,NULL
1608,Water,Water,Bareland,Water,Non_Wetland,Grassland
1609,Water,Water,Bareland,Water,Non_Wetland,Cropland
1610,Water,Water,Bareland,Water,Non_Wetland,Wetland
1611,Water,Water,Bareland,Water,Non_Wetland,Bareland
1612,Water,Water,Bareland,Water,Non_Wetland,Water
1613,Water,Water,Bareland,Water,Non_Wetland,Forest
1614,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1615,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1616,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1617,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1618,Water,Water,Built-up,NULL,Non_Wetland,Water
1619,Water,Water,Built-up,NULL,Non_Wetland,Forest
1620,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1621,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1622,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1623,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1624,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1625,Water,Water,Built-up,Water,Non_Wetland,Grassland
1626,Water,Water,Built-up,Water,Non_Wetland,Cropland
1627,Water,Water,Built-up,Water,Non_Wetland,Wetland
1628,Water,Water,Built-up,Water,Non_Wetland,Bareland
1629,Water,Water,Built-up,Water,Non_Wetland,Water
1630,Water,Water,Built-up,Water,Non_Wetland,Forest
1631,Water,Water,Water,NULL,Water,NULL
1632,Water,Water,Water,NULL,Water,Grassland
1633,Water,Water,Water,NULL,Water,Wetland
1634,Water,Water,Water,NULL,Water,Bareland
1635,Water,Water,Water,NULL,Water,Water
1636,Water,Water,Water,NULL,Water,Forest
1637,Water,Water,Water,Non_Water,Water,NULL
1638,Water,Water,Water,Non_Water,Water,Grassland
1639,Water,Water,Water,Non_Water,Water,Cropland
1640,Water,Water,Water,Non_Water,Water,Wetland
1641,Water,Water,Water,Non_Water,Water,Bareland
1642,Water,Water,Water,Non_Water,Water,Water
1643,Water,Water,Water,Non_Water,Water,Forest
1644,Water,Water,Water,Water,Water,NULL
1645,Water,Water,Water,Water,Water,Grassland
1646,Water,Water,Water,Water,Water,Cropland
1647,Water,Water,Water,Water,Water,Wetland
1648,Water,Water,Water,Water,Water,Bareland
1649,Water,Water,Water,Water,Water,Water
1650,Water,Water,Water,Water,Water,Forest
1651,Water,Water,Forest,NULL,Non_Wetland,NULL
1652,Water,Water,Forest,NULL,Non_Wetland,Grassland
1653,Water,Water,Forest,NULL,Non_Wetland,Cropland
1654,Water,Water,Forest,NULL,Non_Wetland,Wetland
1655,Water,Water,Forest,NULL,Non_Wetland,Bareland
1656,Water,Water,Forest,NULL,Non_Wetland,Water
1657,Water,Water,Forest,NULL,Non_Wetland,Forest
1658,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1659,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1660,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1661,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1662,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1663,Water,Water,Forest,Non_Water,Non_Wetland,Water
1664,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1665,Water,Water,Forest,Water,Non_Wetland,Grassland
1666,Water,Water,Forest,Water,Non_Wetland,Cropland
1667,Water,Water,Forest,Water,Non_Wetland,Wetland
1668,Water,Water,Forest,Water,Non_Wetland,Bareland
1669,Water,Water,Forest,Water,Non_Wetland,Water
1670,Water,Water,Forest,Water,Non_Wetland,Forest
1671,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1672,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1673,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1674,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1675,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1676,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1677,Water,Forest,Wetland,NULL,Wetland,NULL
1678,Water,Forest,Wetland,NULL,Wetland,Grassland
1679,Water,Forest,Wetland,NULL,Wetland,Wetland
1680,Water,Forest,Wetland,NULL,Wetland,Forest
1681,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1682,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1683,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1684,Water,Forest,Forest,NULL,Non_Wetland,Forest
1685,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1686,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1687,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland
1688,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1689,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1690,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1691,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
1692,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
1693,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1694,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1695,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1696,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Wetland
