Value,AFRICA_2024_DynamicWorld_2024_38NKM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKM_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKM_M_R,AFRICA_2024_GSW_Yearly_2021_38NKM_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKM_M_R,AFRICA_2024_WorldCover_2021_38NKM_M_R
851,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
852,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
853,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
854,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
855,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
856,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
857,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
858,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
859,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
860,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
861,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
862,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
863,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
864,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
865,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
866,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
867,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
868,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
869,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
870,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
871,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
872,Bareland,NULL,Wetland,NULL,Wetland,Grassland
873,Bareland,NULL,Wetland,NULL,Wetland,Cropland
874,Bareland,NULL,Wetland,NULL,Wetland,Bareland
875,Bareland,NULL,Wetland,NULL,Wetland,Forest
876,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
877,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
878,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
879,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
880,Bareland,NULL,Wetland,Water,Wetland,Grassland
881,Bareland,NULL,Wetland,Water,Wetland,Cropland
882,Bareland,NULL,Wetland,Water,Wetland,Bareland
883,Bareland,NULL,Wetland,Water,Wetland,Forest
884,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
885,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
886,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
887,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
888,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
889,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
890,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
891,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
892,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
893,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
894,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
895,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
896,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
897,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
898,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
899,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
900,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
901,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
902,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
903,Bareland,NULL,Water,NULL,Water,Grassland
904,Bareland,NULL,Water,NULL,Water,Cropland
905,Bareland,NULL,Water,NULL,Water,Bareland
906,Bareland,NULL,Water,NULL,Water,Forest
907,Bareland,NULL,Water,Non_Water,Water,Grassland
908,Bareland,NULL,Water,Non_Water,Water,Cropland
909,Bareland,NULL,Water,Non_Water,Water,Bareland
910,Bareland,NULL,Water,Water,Water,Grassland
911,Bareland,NULL,Water,Water,Water,Cropland
912,Bareland,NULL,Water,Water,Water,Bareland
913,Bareland,NULL,Water,Water,Water,Forest
914,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
915,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
916,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
917,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
918,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
919,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
920,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
921,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Forest
922,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
923,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
924,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
925,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
926,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
927,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
928,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
929,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
930,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
931,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
932,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
933,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
934,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
935,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
936,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
937,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
938,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
939,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
940,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
941,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
942,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
943,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
944,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
945,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
946,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
947,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
948,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
949,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
950,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
951,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
952,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
953,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
954,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
955,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
956,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
957,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL
958,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
959,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
960,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
961,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
962,Bareland,Cropland,Cropland,Water,Non_Wetland,Forest
963,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
964,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
965,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
966,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
967,Bareland,Cropland,Wetland,NULL,Wetland,Forest
968,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland
969,Bareland,Cropland,Wetland,Non_Water,Wetland,Cropland
970,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
971,Bareland,Cropland,Wetland,Non_Water,Wetland,Forest
972,Bareland,Cropland,Wetland,Water,Wetland,Grassland
973,Bareland,Cropland,Wetland,Water,Wetland,Cropland
974,Bareland,Cropland,Wetland,Water,Wetland,Wetland
975,Bareland,Cropland,Wetland,Water,Wetland,Bareland
976,Bareland,Cropland,Wetland,Water,Wetland,Forest
977,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
978,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
979,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
980,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
981,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
982,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
983,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
984,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
985,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
986,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
987,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
988,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
989,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
990,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
991,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
992,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
993,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
994,Bareland,Cropland,Water,NULL,Water,Grassland
995,Bareland,Cropland,Water,NULL,Water,Cropland
996,Bareland,Cropland,Water,NULL,Water,Bareland
997,Bareland,Cropland,Water,NULL,Water,Forest
998,Bareland,Cropland,Water,Non_Water,Water,Grassland
999,Bareland,Cropland,Water,Non_Water,Water,Cropland
1000,Bareland,Cropland,Water,Non_Water,Water,Bareland
1001,Bareland,Cropland,Water,Non_Water,Water,Forest
1002,Bareland,Cropland,Water,Water,Water,Grassland
1003,Bareland,Cropland,Water,Water,Water,Cropland
1004,Bareland,Cropland,Water,Water,Water,Bareland
1005,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1006,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1007,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1008,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1009,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1010,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
1011,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1012,Bareland,Wetland,Wetland,NULL,Wetland,Forest
1013,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1014,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1015,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1016,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1017,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1018,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1019,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1020,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1021,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1022,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1023,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1024,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1025,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1026,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1027,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1028,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1029,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1030,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1031,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1032,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1033,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1034,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1035,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1036,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1037,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1038,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1039,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1040,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1041,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1042,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1043,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1044,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1045,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1046,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1047,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1048,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1049,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
1050,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1051,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1052,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1053,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
1054,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
1055,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1056,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1057,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1058,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
1059,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1060,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1061,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1062,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1063,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1064,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1065,Bareland,Bareland,Wetland,Water,Wetland,Forest
1066,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1067,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1068,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1069,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1070,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1071,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1072,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1073,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1074,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1075,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1076,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1077,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1078,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1079,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1080,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1081,Bareland,Bareland,Water,NULL,Water,Grassland
1082,Bareland,Bareland,Water,NULL,Water,Cropland
1083,Bareland,Bareland,Water,NULL,Water,Wetland
1084,Bareland,Bareland,Water,NULL,Water,Bareland
1085,Bareland,Bareland,Water,NULL,Water,Forest
1086,Bareland,Bareland,Water,Non_Water,Water,Grassland
1087,Bareland,Bareland,Water,Non_Water,Water,Cropland
1088,Bareland,Bareland,Water,Non_Water,Water,Bareland
1089,Bareland,Bareland,Water,Non_Water,Water,Forest
1090,Bareland,Bareland,Water,Water,Water,Grassland
1091,Bareland,Bareland,Water,Water,Water,Cropland
1092,Bareland,Bareland,Water,Water,Water,Bareland
1093,Bareland,Bareland,Water,Water,Water,Forest
1094,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1095,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
1096,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1097,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1098,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1099,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1100,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1101,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1102,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1103,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1104,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1105,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1106,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1107,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1108,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1109,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1110,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1111,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1112,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1113,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1114,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1115,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1116,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1117,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1118,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1119,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1120,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1121,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1122,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1123,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1124,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1125,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1126,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1127,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1128,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1129,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1130,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1131,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1132,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1133,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1134,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1135,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
1136,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1137,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1138,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1139,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1140,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1141,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1142,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1143,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1144,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
1145,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1146,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1147,Bareland,Water,Wetland,NULL,Wetland,Grassland
1148,Bareland,Water,Wetland,NULL,Wetland,Cropland
1149,Bareland,Water,Wetland,NULL,Wetland,Wetland
1150,Bareland,Water,Wetland,NULL,Wetland,Bareland
1151,Bareland,Water,Wetland,NULL,Wetland,Forest
1152,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1153,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
1154,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1155,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1156,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1157,Bareland,Water,Wetland,Water,Wetland,Grassland
1158,Bareland,Water,Wetland,Water,Wetland,Cropland
1159,Bareland,Water,Wetland,Water,Wetland,Bareland
1160,Bareland,Water,Wetland,Water,Wetland,Forest
1161,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1162,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1163,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1164,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1165,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1166,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1167,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1168,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1169,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1170,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1171,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1172,Bareland,Water,Water,NULL,Water,Grassland
1173,Bareland,Water,Water,NULL,Water,Cropland
1174,Bareland,Water,Water,NULL,Water,Wetland
1175,Bareland,Water,Water,NULL,Water,Bareland
1176,Bareland,Water,Water,NULL,Water,Forest
1177,Bareland,Water,Water,Non_Water,Water,Grassland
1178,Bareland,Water,Water,Non_Water,Water,Cropland
1179,Bareland,Water,Water,Non_Water,Water,Wetland
1180,Bareland,Water,Water,Non_Water,Water,Bareland
1181,Bareland,Water,Water,Non_Water,Water,Forest
1182,Bareland,Water,Water,Water,Water,Grassland
1183,Bareland,Water,Water,Water,Water,Cropland
1184,Bareland,Water,Water,Water,Water,Wetland
1185,Bareland,Water,Water,Water,Water,Bareland
1186,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1187,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1188,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1189,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1190,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1191,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1192,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1193,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1194,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1195,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1196,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1197,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1198,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1199,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1200,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1201,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1202,Bareland,Forest,Wetland,NULL,Wetland,Bareland
1203,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
1204,Bareland,Forest,Wetland,Water,Wetland,Grassland
1205,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1206,Bareland,Forest,Water,Non_Water,Water,Grassland
1207,Bareland,Forest,Water,Water,Water,Bareland
1208,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1209,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1210,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1211,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1212,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1213,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1214,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1215,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1216,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1217,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1218,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1219,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1220,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1221,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1222,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1223,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1224,Water,NULL,Grassland,Water,Non_Wetland,Forest
1225,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1226,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1227,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1228,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1229,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1230,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1231,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1232,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1233,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1234,Water,NULL,Cropland,Water,Non_Wetland,NULL
1235,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1236,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1237,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1238,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1239,Water,NULL,Wetland,NULL,Wetland,NULL
1240,Water,NULL,Wetland,NULL,Wetland,Grassland
1241,Water,NULL,Wetland,NULL,Wetland,Cropland
1242,Water,NULL,Wetland,NULL,Wetland,Bareland
1243,Water,NULL,Wetland,NULL,Wetland,Water
1244,Water,NULL,Wetland,NULL,Wetland,Forest
1245,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1246,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1247,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1248,Water,NULL,Wetland,Non_Water,Wetland,Forest
1249,Water,NULL,Wetland,Water,Wetland,Grassland
1250,Water,NULL,Wetland,Water,Wetland,Cropland
1251,Water,NULL,Wetland,Water,Wetland,Wetland
1252,Water,NULL,Wetland,Water,Wetland,Bareland
1253,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1254,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1255,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1256,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1257,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1258,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1259,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1260,Water,NULL,Water,NULL,Water,Grassland
1261,Water,NULL,Water,NULL,Water,Cropland
1262,Water,NULL,Water,NULL,Water,Bareland
1263,Water,NULL,Water,NULL,Water,Forest
1264,Water,NULL,Water,Non_Water,Water,Bareland
1265,Water,NULL,Water,Non_Water,Water,Forest
1266,Water,NULL,Water,Water,Water,Bareland
1267,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1268,Water,NULL,Forest,NULL,Non_Wetland,Forest
1269,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1270,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1271,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1272,Water,Cropland,NULL,Water,Non_Wetland,Bareland
1273,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1274,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1275,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1276,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
