Value,AFRICA_2024_DynamicWorld_2024_36PZA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZA_M_R,AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZA_M_R,AFRICA_2024_WorldCover_2021_36PZA_M_R
852,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
853,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
854,Cropland,Water,Grassland,Water,Non_Wetland,Water
855,Cropland,Water,Grassland,Water,Non_Wetland,Forest
856,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
857,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
858,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
859,Cropland,Water,Cropland,NULL,Non_Wetland,Water
860,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
861,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
862,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
863,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
864,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
865,Cropland,Water,Cropland,Water,Non_Wetland,Water
866,Cropland,Water,Cropland,Water,Non_Wetland,Forest
867,Cropland,Water,Wetland,NULL,Wetland,Cropland
868,Cropland,Water,Wetland,NULL,Wetland,Water
869,Cropland,Water,Wetland,NULL,Wetland,Forest
870,Cropland,Water,Wetland,Non_Water,Wetland,Water
871,Cropland,Water,Wetland,Non_Water,Wetland,Forest
872,Cropland,Water,Wetland,Water,Wetland,Grassland
873,Cropland,Water,Wetland,Water,Wetland,Cropland
874,Cropland,Water,Wetland,Water,Wetland,Wetland
875,Cropland,Water,Wetland,Water,Wetland,Bareland
876,Cropland,Water,Wetland,Water,Wetland,Water
877,Cropland,Water,Wetland,Water,Wetland,Forest
878,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
879,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
880,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
881,Cropland,Water,Bareland,NULL,Non_Wetland,Water
882,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
883,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
884,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
885,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
886,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
887,Cropland,Water,Bareland,Water,Non_Wetland,Water
888,Cropland,Water,Bareland,Water,Non_Wetland,Forest
889,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
890,Cropland,Water,Built-up,Non_Water,Non_Wetland,Cropland
891,Cropland,Water,Built-up,Water,Non_Wetland,Cropland
892,Cropland,Water,Water,Non_Water,Water,Cropland
893,Cropland,Water,Water,Water,Water,Cropland
894,Cropland,Water,Water,Water,Water,Wetland
895,Cropland,Water,Water,Water,Water,Water
896,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
897,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
898,Cropland,Water,Forest,NULL,Non_Wetland,Forest
899,Cropland,Water,Forest,Water,Non_Wetland,Cropland
900,Cropland,Water,Forest,Water,Non_Wetland,Water
901,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
902,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
903,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
904,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
905,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland
906,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
907,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
908,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
909,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
910,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
911,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
912,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
913,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
914,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
915,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
916,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
917,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
918,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
919,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
920,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
921,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
922,Cropland,Forest,Wetland,Water,Wetland,Water
923,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
924,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
925,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
926,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
927,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
928,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
929,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
930,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
931,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
932,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
933,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
934,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
935,Wetland,NULL,NULL,NULL,Non_Wetland,Water
936,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
937,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
938,Wetland,NULL,NULL,Water,Non_Wetland,Water
939,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
940,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
941,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
942,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
943,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
944,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
945,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
946,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
947,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
948,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
949,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
950,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
951,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
952,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
953,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
954,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
955,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
956,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
957,Wetland,NULL,Grassland,Water,Non_Wetland,Water
958,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
959,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
960,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
961,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
962,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
963,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
964,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
965,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
966,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
967,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
968,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
969,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
970,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
971,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
972,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
973,Wetland,NULL,Cropland,Water,Non_Wetland,Water
974,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
975,Wetland,NULL,Wetland,NULL,Wetland,Grassland
976,Wetland,NULL,Wetland,NULL,Wetland,Cropland
977,Wetland,NULL,Wetland,NULL,Wetland,Water
978,Wetland,NULL,Wetland,NULL,Wetland,Forest
979,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
980,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
981,Wetland,NULL,Wetland,Non_Water,Wetland,Water
982,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
983,Wetland,NULL,Wetland,Water,Wetland,Grassland
984,Wetland,NULL,Wetland,Water,Wetland,Cropland
985,Wetland,NULL,Wetland,Water,Wetland,Bareland
986,Wetland,NULL,Wetland,Water,Wetland,Water
987,Wetland,NULL,Wetland,Water,Wetland,Forest
988,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
989,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
990,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
991,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
992,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
993,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
994,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
995,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
996,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
997,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
998,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
999,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1000,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1001,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1002,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1003,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1004,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
1005,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1006,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
1007,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1008,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1009,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1010,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1011,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
1012,Wetland,NULL,Built-up,Water,Non_Wetland,Cropland
1013,Wetland,NULL,Water,NULL,Water,Forest
1014,Wetland,NULL,Water,Non_Water,Water,Water
1015,Wetland,NULL,Water,Water,Water,Forest
1016,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1017,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1018,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1019,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1020,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1021,Wetland,NULL,Forest,Water,Non_Wetland,Water
1022,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1023,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1024,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1025,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1026,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1027,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1028,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1029,Wetland,Cropland,Grassland,NULL,Non_Wetland,Water
1030,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1031,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1032,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1033,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1034,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1035,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1036,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
1037,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1038,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1039,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1040,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1041,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1042,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1043,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1044,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1045,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1046,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1047,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1048,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1049,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1050,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1051,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1052,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1053,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1054,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
1055,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1056,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1057,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1058,Wetland,Cropland,Wetland,Water,Wetland,Bareland
1059,Wetland,Cropland,Wetland,Water,Wetland,Water
1060,Wetland,Cropland,Wetland,Water,Wetland,Forest
1061,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1062,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1063,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water
1064,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1065,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1066,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1067,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1068,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1069,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
1070,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1071,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1072,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1073,Wetland,Cropland,Bareland,Water,Non_Wetland,Forest
1074,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1075,Wetland,Cropland,Built-up,NULL,Non_Wetland,Forest
1076,Wetland,Cropland,Water,Water,Water,Cropland
1077,Wetland,Cropland,Water,Water,Water,Water
1078,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1079,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1080,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1081,Wetland,Cropland,Forest,Water,Non_Wetland,Bareland
1082,Wetland,Cropland,Forest,Water,Non_Wetland,Water
1083,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1084,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1085,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1086,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1087,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1088,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1089,Wetland,Water,NULL,Non_Water,Non_Wetland,Cropland
1090,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1091,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1092,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1093,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1094,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1095,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1096,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1097,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1098,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1099,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1100,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1101,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1102,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1103,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1104,Wetland,Water,Grassland,Water,Non_Wetland,Water
1105,Wetland,Water,Grassland,Water,Non_Wetland,Forest
1106,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1107,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1108,Wetland,Water,Cropland,NULL,Non_Wetland,Water
1109,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1110,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1111,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1112,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1113,Wetland,Water,Cropland,Water,Non_Wetland,Water
1114,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1115,Wetland,Water,Wetland,NULL,Wetland,Water
1116,Wetland,Water,Wetland,NULL,Wetland,Forest
1117,Wetland,Water,Wetland,Water,Wetland,Cropland
1118,Wetland,Water,Wetland,Water,Wetland,Water
1119,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1120,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1121,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1122,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1123,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1124,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1125,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1126,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1127,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1128,Wetland,Water,Bareland,Water,Non_Wetland,Water
1129,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1130,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1131,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1132,Wetland,Water,Water,Non_Water,Water,Water
1133,Wetland,Water,Water,Water,Water,Forest
1134,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1135,Wetland,Water,Forest,Water,Non_Wetland,Water
1136,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1137,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1138,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1139,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1140,Wetland,Forest,Wetland,Water,Wetland,Water
1141,Wetland,Forest,Wetland,Water,Wetland,Forest
1142,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1143,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1144,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1145,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1146,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1147,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
1148,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1149,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1150,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1151,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1152,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1153,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1154,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1155,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1156,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1157,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1158,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1159,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1160,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1161,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1162,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1163,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1164,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1165,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1166,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1167,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1168,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1169,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1170,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1171,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1172,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1173,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1174,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1175,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1176,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1177,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1178,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1179,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1180,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1181,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1182,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1183,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1184,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1185,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1186,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1187,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1188,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1189,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1190,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1191,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1192,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1193,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1194,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1195,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1196,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1197,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1198,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1199,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1200,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1201,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1202,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1203,Bareland,NULL,Wetland,NULL,Wetland,Water
1204,Bareland,NULL,Wetland,NULL,Wetland,Forest
1205,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1206,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
1207,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1208,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1209,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1210,Bareland,NULL,Wetland,Water,Wetland,Grassland
1211,Bareland,NULL,Wetland,Water,Wetland,Cropland
1212,Bareland,NULL,Wetland,Water,Wetland,Wetland
1213,Bareland,NULL,Wetland,Water,Wetland,Bareland
1214,Bareland,NULL,Wetland,Water,Wetland,Water
1215,Bareland,NULL,Wetland,Water,Wetland,Forest
1216,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1217,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1218,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1219,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1220,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1221,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1222,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1223,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1224,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1225,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1226,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1227,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1228,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1229,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1230,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1231,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1232,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1233,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1234,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1235,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1236,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1237,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1238,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1239,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1240,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1241,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1242,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1243,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1244,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1245,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1246,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1247,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1248,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1249,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1250,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1251,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
1252,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1253,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1254,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1255,Bareland,NULL,Water,NULL,Water,Grassland
1256,Bareland,NULL,Water,NULL,Water,Bareland
1257,Bareland,NULL,Water,Non_Water,Water,Bareland
1258,Bareland,NULL,Water,Non_Water,Water,Forest
1259,Bareland,NULL,Water,Water,Water,Grassland
1260,Bareland,NULL,Water,Water,Water,Cropland
1261,Bareland,NULL,Water,Water,Water,Wetland
1262,Bareland,NULL,Water,Water,Water,Bareland
1263,Bareland,NULL,Water,Water,Water,Water
1264,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1265,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1266,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1267,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1268,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1269,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1270,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1271,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1272,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1273,Bareland,NULL,Forest,Water,Non_Wetland,Water
1274,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1275,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1276,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1277,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
