Value,AFRICA_2024_DynamicWorld_2024_36PYQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PYQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYQ_M_R,AFRICA_2024_WorldCover_2021_36PYQ_M_R
873,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
874,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
875,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
876,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
877,Forest,NULL,Water,NULL,Water,Grassland
878,Forest,NULL,Water,NULL,Water,Cropland
879,Forest,NULL,Water,NULL,Water,Forest
880,Forest,NULL,Forest,NULL,Non_Wetland,NULL
881,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
882,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
883,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
884,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
885,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
886,Forest,NULL,Forest,NULL,Non_Wetland,Forest
887,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
888,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
889,Forest,NULL,Forest,Water,Non_Wetland,Grassland
890,Forest,NULL,Forest,Water,Non_Wetland,Cropland
891,Forest,NULL,Forest,Water,Non_Wetland,Forest
892,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
893,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
894,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
895,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
896,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
897,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
898,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
899,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
900,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
901,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
902,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
903,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
904,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
905,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
906,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
907,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
908,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
909,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
910,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
911,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
912,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
913,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
914,Forest,Cropland,Wetland,NULL,Wetland,Grassland
915,Forest,Cropland,Wetland,NULL,Wetland,Cropland
916,Forest,Cropland,Wetland,NULL,Wetland,Forest
917,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
918,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
919,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
920,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
921,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
922,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
923,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
924,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
925,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
926,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
927,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
928,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
929,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
930,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
931,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
932,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
933,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
934,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
935,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
936,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
937,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
938,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
939,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
940,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
941,Forest,Wetland,Water,NULL,Water,Forest
942,Forest,Wetland,Water,Water,Water,Water
943,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
944,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
945,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
946,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
947,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
948,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
949,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
950,Forest,Wetland,Forest,Water,Non_Wetland,Forest
951,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
952,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
953,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
954,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
955,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
956,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
957,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
958,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
959,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
960,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
961,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
962,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
963,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
964,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
965,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
966,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
967,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
968,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
969,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
970,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
971,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
972,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
973,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
974,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
975,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
976,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
977,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
978,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
979,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
980,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
981,Forest,Water,NULL,NULL,Non_Wetland,Grassland
982,Forest,Water,NULL,NULL,Non_Wetland,Cropland
983,Forest,Water,NULL,NULL,Non_Wetland,Bareland
984,Forest,Water,NULL,NULL,Non_Wetland,Water
985,Forest,Water,NULL,NULL,Non_Wetland,Forest
986,Forest,Water,NULL,Water,Non_Wetland,Grassland
987,Forest,Water,NULL,Water,Non_Wetland,Cropland
988,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
989,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
990,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
991,Forest,Water,Shrubland,NULL,Non_Wetland,Water
992,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
993,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
994,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
995,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
996,Forest,Water,Shrubland,Water,Non_Wetland,Water
997,Forest,Water,Shrubland,Water,Non_Wetland,Forest
998,Forest,Water,Grassland,NULL,Non_Wetland,Forest
999,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1000,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1001,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1002,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1003,Forest,Water,Wetland,NULL,Wetland,Grassland
1004,Forest,Water,Wetland,NULL,Wetland,Cropland
1005,Forest,Water,Wetland,NULL,Wetland,Bareland
1006,Forest,Water,Wetland,NULL,Wetland,Water
1007,Forest,Water,Wetland,NULL,Wetland,Forest
1008,Forest,Water,Wetland,Non_Water,Wetland,Forest
1009,Forest,Water,Wetland,Water,Wetland,Bareland
1010,Forest,Water,Wetland,Water,Wetland,Water
1011,Forest,Water,Wetland,Water,Wetland,Forest
1012,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1013,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1014,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1015,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1016,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1017,Forest,Water,Bareland,NULL,Non_Wetland,Water
1018,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1019,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1020,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1021,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1022,Forest,Water,Bareland,Water,Non_Wetland,Water
1023,Forest,Water,Bareland,Water,Non_Wetland,Forest
1024,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1025,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1026,Forest,Water,Built-up,NULL,Non_Wetland,Water
1027,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1028,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1029,Forest,Water,Built-up,Water,Non_Wetland,Forest
1030,Forest,Water,Water,NULL,Water,NULL
1031,Forest,Water,Water,NULL,Water,Grassland
1032,Forest,Water,Water,NULL,Water,Bareland
1033,Forest,Water,Water,NULL,Water,Water
1034,Forest,Water,Water,NULL,Water,Forest
1035,Forest,Water,Water,Non_Water,Water,Water
1036,Forest,Water,Water,Non_Water,Water,Forest
1037,Forest,Water,Water,Water,Water,Grassland
1038,Forest,Water,Water,Water,Water,Cropland
1039,Forest,Water,Water,Water,Water,Bareland
1040,Forest,Water,Water,Water,Water,Water
1041,Forest,Water,Water,Water,Water,Forest
1042,Forest,Water,Forest,NULL,Non_Wetland,NULL
1043,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1044,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1045,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1046,Forest,Water,Forest,NULL,Non_Wetland,Water
1047,Forest,Water,Forest,NULL,Non_Wetland,Forest
1048,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1049,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
1050,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1051,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1052,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1053,Forest,Water,Forest,Water,Non_Wetland,Grassland
1054,Forest,Water,Forest,Water,Non_Wetland,Cropland
1055,Forest,Water,Forest,Water,Non_Wetland,Bareland
1056,Forest,Water,Forest,Water,Non_Wetland,Water
1057,Forest,Water,Forest,Water,Non_Wetland,Forest
1058,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1059,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1060,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1061,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1062,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1063,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1064,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1065,Forest,Forest,NULL,Water,Non_Wetland,Forest
1066,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1067,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1068,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1069,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1070,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1071,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1072,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1073,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1074,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1075,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1076,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1077,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1078,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1079,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1080,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1081,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1082,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1083,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1084,Forest,Forest,Wetland,NULL,Wetland,NULL
1085,Forest,Forest,Wetland,NULL,Wetland,Grassland
1086,Forest,Forest,Wetland,NULL,Wetland,Cropland
1087,Forest,Forest,Wetland,NULL,Wetland,Wetland
1088,Forest,Forest,Wetland,NULL,Wetland,Forest
1089,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1090,Forest,Forest,Wetland,Water,Wetland,Forest
1091,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1092,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1093,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1094,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1095,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1096,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1097,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1098,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1099,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1100,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1101,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1102,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1103,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1104,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1105,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1106,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1107,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1108,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
1109,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1110,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1111,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1112,Forest,Forest,Water,NULL,Water,Grassland
1113,Forest,Forest,Water,NULL,Water,Forest
1114,Forest,Forest,Water,Non_Water,Water,Forest
1115,Forest,Forest,Water,Water,Water,Grassland
1116,Forest,Forest,Water,Water,Water,Forest
1117,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1118,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1119,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1120,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1121,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1122,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1123,Forest,Forest,Forest,NULL,Non_Wetland,Water
1124,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1125,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1126,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1127,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1128,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1129,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1130,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1131,Forest,Forest,Forest,Water,Non_Wetland,Water
1132,Forest,Forest,Forest,Water,Non_Wetland,Forest
