Value,AFRICA_2024_DynamicWorld_2024_37PBQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PBQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBQ_M_R,AFRICA_2024_WorldCover_2021_37PBQ_M_R
854,Water,Water,Cropland,NULL,Non_Wetland,Wetland
855,Water,Water,Cropland,NULL,Non_Wetland,Bareland
856,Water,Water,Cropland,NULL,Non_Wetland,Water
857,Water,Water,Cropland,NULL,Non_Wetland,Forest
858,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
859,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
860,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
861,Water,Water,Cropland,Non_Water,Non_Wetland,Water
862,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
863,Water,Water,Cropland,Water,Non_Wetland,NULL
864,Water,Water,Cropland,Water,Non_Wetland,Grassland
865,Water,Water,Cropland,Water,Non_Wetland,Cropland
866,Water,Water,Cropland,Water,Non_Wetland,Bareland
867,Water,Water,Cropland,Water,Non_Wetland,Water
868,Water,Water,Cropland,Water,Non_Wetland,Forest
869,Water,Water,Wetland,NULL,Wetland,NULL
870,Water,Water,Wetland,NULL,Wetland,Grassland
871,Water,Water,Wetland,NULL,Wetland,Cropland
872,Water,Water,Wetland,NULL,Wetland,Wetland
873,Water,Water,Wetland,NULL,Wetland,Bareland
874,Water,Water,Wetland,NULL,Wetland,Water
875,Water,Water,Wetland,NULL,Wetland,Forest
876,Water,Water,Wetland,Non_Water,Wetland,NULL
877,Water,Water,Wetland,Non_Water,Wetland,Grassland
878,Water,Water,Wetland,Non_Water,Wetland,Cropland
879,Water,Water,Wetland,Non_Water,Wetland,Bareland
880,Water,Water,Wetland,Non_Water,Wetland,Water
881,Water,Water,Wetland,Non_Water,Wetland,Forest
882,Water,Water,Wetland,Water,Wetland,NULL
883,Water,Water,Wetland,Water,Wetland,Grassland
884,Water,Water,Wetland,Water,Wetland,Cropland
885,Water,Water,Wetland,Water,Wetland,Wetland
886,Water,Water,Wetland,Water,Wetland,Bareland
887,Water,Water,Wetland,Water,Wetland,Water
888,Water,Water,Wetland,Water,Wetland,Forest
889,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
890,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
891,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
892,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
893,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
894,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
895,Water,Water,Bareland,NULL,Non_Wetland,NULL
896,Water,Water,Bareland,NULL,Non_Wetland,Grassland
897,Water,Water,Bareland,NULL,Non_Wetland,Cropland
898,Water,Water,Bareland,NULL,Non_Wetland,Wetland
899,Water,Water,Bareland,NULL,Non_Wetland,Bareland
900,Water,Water,Bareland,NULL,Non_Wetland,Water
901,Water,Water,Bareland,NULL,Non_Wetland,Forest
902,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
903,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
904,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
905,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
906,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
907,Water,Water,Bareland,Non_Water,Non_Wetland,Water
908,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
909,Water,Water,Bareland,Water,Non_Wetland,NULL
910,Water,Water,Bareland,Water,Non_Wetland,Grassland
911,Water,Water,Bareland,Water,Non_Wetland,Cropland
912,Water,Water,Bareland,Water,Non_Wetland,Wetland
913,Water,Water,Bareland,Water,Non_Wetland,Bareland
914,Water,Water,Bareland,Water,Non_Wetland,Water
915,Water,Water,Bareland,Water,Non_Wetland,Forest
916,Water,Water,Built-up,NULL,Non_Wetland,Grassland
917,Water,Water,Built-up,NULL,Non_Wetland,Cropland
918,Water,Water,Built-up,NULL,Non_Wetland,Bareland
919,Water,Water,Built-up,NULL,Non_Wetland,Water
920,Water,Water,Built-up,NULL,Non_Wetland,Forest
921,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
922,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
923,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
924,Water,Water,Built-up,Non_Water,Non_Wetland,Water
925,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
926,Water,Water,Built-up,Water,Non_Wetland,Cropland
927,Water,Water,Built-up,Water,Non_Wetland,Bareland
928,Water,Water,Built-up,Water,Non_Wetland,Water
929,Water,Water,Built-up,Water,Non_Wetland,Forest
930,Water,Water,Water,NULL,Water,Grassland
931,Water,Water,Water,NULL,Water,Cropland
932,Water,Water,Water,NULL,Water,Bareland
933,Water,Water,Water,NULL,Water,Water
934,Water,Water,Water,NULL,Water,Forest
935,Water,Water,Water,Non_Water,Water,Bareland
936,Water,Water,Water,Non_Water,Water,Water
937,Water,Water,Water,Non_Water,Water,Forest
938,Water,Water,Water,Water,Water,NULL
939,Water,Water,Water,Water,Water,Grassland
940,Water,Water,Water,Water,Water,Cropland
941,Water,Water,Water,Water,Water,Wetland
942,Water,Water,Water,Water,Water,Bareland
943,Water,Water,Water,Water,Water,Water
944,Water,Water,Water,Water,Water,Forest
945,Water,Water,Forest,NULL,Non_Wetland,NULL
946,Water,Water,Forest,NULL,Non_Wetland,Grassland
947,Water,Water,Forest,NULL,Non_Wetland,Cropland
948,Water,Water,Forest,NULL,Non_Wetland,Bareland
949,Water,Water,Forest,NULL,Non_Wetland,Water
950,Water,Water,Forest,NULL,Non_Wetland,Forest
951,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
952,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
953,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
954,Water,Water,Forest,Non_Water,Non_Wetland,Forest
955,Water,Water,Forest,Water,Non_Wetland,NULL
956,Water,Water,Forest,Water,Non_Wetland,Grassland
957,Water,Water,Forest,Water,Non_Wetland,Cropland
958,Water,Water,Forest,Water,Non_Wetland,Bareland
959,Water,Water,Forest,Water,Non_Wetland,Water
960,Water,Water,Forest,Water,Non_Wetland,Forest
961,Water,Forest,NULL,NULL,Non_Wetland,NULL
962,Water,Forest,NULL,NULL,Non_Wetland,Grassland
963,Water,Forest,NULL,NULL,Non_Wetland,Cropland
964,Water,Forest,NULL,NULL,Non_Wetland,Forest
965,Water,Forest,NULL,Water,Non_Wetland,Grassland
966,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
967,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
968,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
969,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
970,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
971,Water,Forest,Grassland,NULL,Non_Wetland,NULL
972,Water,Forest,Cropland,NULL,Non_Wetland,NULL
973,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
974,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
975,Water,Forest,Cropland,NULL,Non_Wetland,Forest
976,Water,Forest,Bareland,NULL,Non_Wetland,NULL
977,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
978,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
979,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
980,Water,Forest,Bareland,NULL,Non_Wetland,Forest
981,Water,Forest,Built-up,NULL,Non_Wetland,NULL
982,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
983,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
984,Water,Forest,Built-up,NULL,Non_Wetland,Forest
985,Water,Forest,Water,NULL,Water,Grassland
986,Water,Forest,Water,NULL,Water,Forest
987,Water,Forest,Forest,NULL,Non_Wetland,NULL
988,Water,Forest,Forest,NULL,Non_Wetland,Grassland
989,Water,Forest,Forest,NULL,Non_Wetland,Cropland
990,Water,Forest,Forest,NULL,Non_Wetland,Bareland
991,Water,Forest,Forest,NULL,Non_Wetland,Forest
992,Water,Forest,Forest,Water,Non_Wetland,Forest
993,Forest,NULL,NULL,NULL,Non_Wetland,NULL
994,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
995,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
996,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
997,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
998,Forest,NULL,NULL,NULL,Non_Wetland,Water
999,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1000,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1001,Forest,NULL,NULL,Water,Non_Wetland,NULL
1002,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1003,Forest,NULL,NULL,Water,Non_Wetland,Forest
1004,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1005,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1006,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1007,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1008,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1009,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1010,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1011,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1012,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1013,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1014,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1015,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1016,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1017,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1018,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1019,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1020,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1021,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1022,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1023,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1024,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1025,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1026,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1027,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1028,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1029,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1030,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1031,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1032,Forest,NULL,Wetland,NULL,Wetland,Grassland
1033,Forest,NULL,Wetland,NULL,Wetland,Forest
1034,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1035,Forest,NULL,Wetland,Water,Wetland,Forest
1036,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1037,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1038,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1039,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1040,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1041,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1042,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1043,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1044,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1045,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1046,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1047,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1048,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1049,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1050,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1051,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1052,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1053,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1054,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1055,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1056,Forest,NULL,Water,NULL,Water,NULL
1057,Forest,NULL,Water,NULL,Water,Grassland
1058,Forest,NULL,Water,NULL,Water,Cropland
1059,Forest,NULL,Water,NULL,Water,Forest
1060,Forest,NULL,Water,Water,Water,Grassland
1061,Forest,NULL,Water,Water,Water,Forest
1062,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1063,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1064,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1065,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1066,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1067,Forest,NULL,Forest,NULL,Non_Wetland,Water
1068,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1069,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1070,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1071,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1072,Forest,NULL,Forest,Water,Non_Wetland,Water
1073,Forest,NULL,Forest,Water,Non_Wetland,Forest
1074,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1075,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1076,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1077,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1078,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1079,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1080,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1081,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1082,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1083,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1084,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1085,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1086,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1087,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1088,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1089,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1090,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1091,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
1092,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1093,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1094,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1095,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1096,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1097,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1098,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1099,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1100,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1101,Forest,Cropland,Wetland,NULL,Wetland,Forest
1102,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1103,Forest,Cropland,Wetland,Water,Wetland,Forest
1104,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1105,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1106,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1107,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1108,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1109,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1110,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1111,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1112,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1113,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1114,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1115,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1116,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1117,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1118,Forest,Cropland,Water,NULL,Water,Grassland
1119,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1120,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1121,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1122,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1123,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1124,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1125,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1126,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1127,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1128,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1129,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1130,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1131,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1132,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1133,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1134,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1135,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1136,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1137,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1138,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1139,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1140,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1141,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1142,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1143,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1144,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1145,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1146,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1147,Forest,Water,NULL,NULL,Non_Wetland,NULL
1148,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1149,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1150,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1151,Forest,Water,NULL,NULL,Non_Wetland,Forest
1152,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1153,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1154,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1155,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1156,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1157,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1158,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1159,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1160,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1161,Forest,Water,Grassland,Water,Non_Wetland,Forest
1162,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1163,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1164,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1165,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1166,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1167,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1168,Forest,Water,Wetland,NULL,Wetland,Forest
1169,Forest,Water,Wetland,Non_Water,Wetland,Forest
1170,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1171,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1172,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1173,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1174,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1175,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1176,Forest,Water,Bareland,NULL,Non_Wetland,Water
1177,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1178,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1179,Forest,Water,Bareland,Water,Non_Wetland,Forest
1180,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1181,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1182,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1183,Forest,Water,Water,NULL,Water,Forest
1184,Forest,Water,Forest,NULL,Non_Wetland,NULL
1185,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1186,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1187,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1188,Forest,Water,Forest,NULL,Non_Wetland,Forest
1189,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1190,Forest,Water,Forest,Water,Non_Wetland,Forest
1191,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1192,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1193,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1194,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1195,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1196,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1197,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1198,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1199,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1200,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1201,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1202,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1203,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1204,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1205,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1206,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1207,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1208,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1209,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1210,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1211,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1212,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1213,Forest,Forest,Wetland,NULL,Wetland,Forest
1214,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1215,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1216,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1217,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1218,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1219,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1220,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1221,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1222,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1223,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1224,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1225,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1226,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1227,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1228,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1229,Forest,Forest,Water,NULL,Water,Grassland
1230,Forest,Forest,Water,NULL,Water,Forest
1231,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1232,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1233,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1234,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1235,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1236,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1237,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1238,Forest,Forest,Forest,Water,Non_Wetland,Forest
