Value,AFRICA_2024_DynamicWorld_2024_36PZV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZV_M_R,AFRICA_2024_GSW_Yearly_2021_36PZV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZV_M_R,AFRICA_2024_WorldCover_2021_36PZV_M_R
839,Water,NULL,Bareland,Water,Non_Wetland,Wetland
840,Water,NULL,Bareland,Water,Non_Wetland,Bareland
841,Water,NULL,Bareland,Water,Non_Wetland,Water
842,Water,NULL,Bareland,Water,Non_Wetland,Forest
843,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
844,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
845,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
846,Water,NULL,Built-up,NULL,Non_Wetland,Water
847,Water,NULL,Built-up,NULL,Non_Wetland,Forest
848,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
849,Water,NULL,Built-up,Water,Non_Wetland,Grassland
850,Water,NULL,Built-up,Water,Non_Wetland,Wetland
851,Water,NULL,Built-up,Water,Non_Wetland,Forest
852,Water,NULL,Water,NULL,Water,Cropland
853,Water,NULL,Water,NULL,Water,Forest
854,Water,NULL,Water,Non_Water,Water,Grassland
855,Water,NULL,Water,Water,Water,Cropland
856,Water,NULL,Water,Water,Water,Water
857,Water,NULL,Water,Water,Water,Forest
858,Water,NULL,Forest,NULL,Non_Wetland,NULL
859,Water,NULL,Forest,NULL,Non_Wetland,Grassland
860,Water,NULL,Forest,NULL,Non_Wetland,Cropland
861,Water,NULL,Forest,NULL,Non_Wetland,Bareland
862,Water,NULL,Forest,NULL,Non_Wetland,Forest
863,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
864,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
865,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
866,Water,NULL,Forest,Water,Non_Wetland,Grassland
867,Water,NULL,Forest,Water,Non_Wetland,Cropland
868,Water,NULL,Forest,Water,Non_Wetland,Forest
869,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
870,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
871,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
872,Water,Cropland,NULL,NULL,Non_Wetland,Water
873,Water,Cropland,NULL,NULL,Non_Wetland,Forest
874,Water,Cropland,NULL,Water,Non_Wetland,Grassland
875,Water,Cropland,NULL,Water,Non_Wetland,Cropland
876,Water,Cropland,NULL,Water,Non_Wetland,Wetland
877,Water,Cropland,NULL,Water,Non_Wetland,Bareland
878,Water,Cropland,NULL,Water,Non_Wetland,Forest
879,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
880,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
881,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
882,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
883,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
884,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
885,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
886,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
887,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
888,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
889,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
890,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
891,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
892,Water,Cropland,Shrubland,Water,Non_Wetland,Water
893,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
894,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
895,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
896,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
897,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
898,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
899,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
900,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
901,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
902,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
903,Water,Cropland,Grassland,Water,Non_Wetland,Water
904,Water,Cropland,Grassland,Water,Non_Wetland,Forest
905,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
906,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
907,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
908,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
909,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
910,Water,Cropland,Cropland,NULL,Non_Wetland,Water
911,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
912,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
913,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
914,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
915,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
916,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
917,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
918,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
919,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
920,Water,Cropland,Cropland,Water,Non_Wetland,Forest
921,Water,Cropland,Wetland,NULL,Wetland,Grassland
922,Water,Cropland,Wetland,NULL,Wetland,Cropland
923,Water,Cropland,Wetland,NULL,Wetland,Bareland
924,Water,Cropland,Wetland,NULL,Wetland,Forest
925,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
926,Water,Cropland,Wetland,Non_Water,Wetland,Forest
927,Water,Cropland,Wetland,Water,Wetland,Grassland
928,Water,Cropland,Wetland,Water,Wetland,Cropland
929,Water,Cropland,Wetland,Water,Wetland,Wetland
930,Water,Cropland,Wetland,Water,Wetland,Bareland
931,Water,Cropland,Wetland,Water,Wetland,Water
932,Water,Cropland,Wetland,Water,Wetland,Forest
933,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
934,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
935,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
936,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
937,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
938,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
939,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
940,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
941,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
942,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
943,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
944,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
945,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
946,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
947,Water,Cropland,Bareland,Water,Non_Wetland,Water
948,Water,Cropland,Bareland,Water,Non_Wetland,Forest
949,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
950,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
951,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
952,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
953,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
954,Water,Cropland,Built-up,Water,Non_Wetland,Forest
955,Water,Cropland,Water,Non_Water,Water,Cropland
956,Water,Cropland,Water,Non_Water,Water,Forest
957,Water,Cropland,Water,Water,Water,Wetland
958,Water,Cropland,Water,Water,Water,Bareland
959,Water,Cropland,Water,Water,Water,Forest
960,Water,Cropland,Forest,NULL,Non_Wetland,NULL
961,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
962,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
963,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
964,Water,Cropland,Forest,NULL,Non_Wetland,Forest
965,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
966,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
967,Water,Cropland,Forest,Water,Non_Wetland,Cropland
968,Water,Cropland,Forest,Water,Non_Wetland,Bareland
969,Water,Cropland,Forest,Water,Non_Wetland,Forest
970,Water,Bareland,Wetland,Water,Wetland,Cropland
971,Water,Bareland,Wetland,Water,Wetland,Bareland
972,Water,Bareland,Wetland,Water,Wetland,Water
973,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
974,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
975,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
976,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
977,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
978,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
979,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
980,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
981,Water,Water,NULL,NULL,Non_Wetland,NULL
982,Water,Water,NULL,NULL,Non_Wetland,Grassland
983,Water,Water,NULL,NULL,Non_Wetland,Cropland
984,Water,Water,NULL,NULL,Non_Wetland,Bareland
985,Water,Water,NULL,NULL,Non_Wetland,Water
986,Water,Water,NULL,NULL,Non_Wetland,Forest
987,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
988,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
989,Water,Water,NULL,Non_Water,Non_Wetland,Water
990,Water,Water,NULL,Non_Water,Non_Wetland,Forest
991,Water,Water,NULL,Water,Non_Wetland,Grassland
992,Water,Water,NULL,Water,Non_Wetland,Cropland
993,Water,Water,NULL,Water,Non_Wetland,Bareland
994,Water,Water,NULL,Water,Non_Wetland,Water
995,Water,Water,NULL,Water,Non_Wetland,Forest
996,Water,Water,Shrubland,NULL,Non_Wetland,NULL
997,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
998,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
999,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1000,Water,Water,Shrubland,NULL,Non_Wetland,Water
1001,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1002,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1003,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1004,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1005,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1006,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1007,Water,Water,Shrubland,Water,Non_Wetland,NULL
1008,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1009,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1010,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1011,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1012,Water,Water,Shrubland,Water,Non_Wetland,Water
1013,Water,Water,Shrubland,Water,Non_Wetland,Forest
1014,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1015,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1016,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1017,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1018,Water,Water,Grassland,NULL,Non_Wetland,Water
1019,Water,Water,Grassland,NULL,Non_Wetland,Forest
1020,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1021,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1022,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1023,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1024,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1025,Water,Water,Grassland,Water,Non_Wetland,Grassland
1026,Water,Water,Grassland,Water,Non_Wetland,Cropland
1027,Water,Water,Grassland,Water,Non_Wetland,Bareland
1028,Water,Water,Grassland,Water,Non_Wetland,Water
1029,Water,Water,Grassland,Water,Non_Wetland,Forest
1030,Water,Water,Cropland,NULL,Non_Wetland,NULL
1031,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1032,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1033,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1034,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1035,Water,Water,Cropland,NULL,Non_Wetland,Water
1036,Water,Water,Cropland,NULL,Non_Wetland,Forest
1037,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1038,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1039,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1040,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1041,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1042,Water,Water,Cropland,Water,Non_Wetland,Grassland
1043,Water,Water,Cropland,Water,Non_Wetland,Cropland
1044,Water,Water,Cropland,Water,Non_Wetland,Bareland
1045,Water,Water,Cropland,Water,Non_Wetland,Water
1046,Water,Water,Cropland,Water,Non_Wetland,Forest
1047,Water,Water,Wetland,NULL,Wetland,NULL
1048,Water,Water,Wetland,NULL,Wetland,Grassland
1049,Water,Water,Wetland,NULL,Wetland,Cropland
1050,Water,Water,Wetland,NULL,Wetland,Wetland
1051,Water,Water,Wetland,NULL,Wetland,Bareland
1052,Water,Water,Wetland,NULL,Wetland,Water
1053,Water,Water,Wetland,NULL,Wetland,Forest
1054,Water,Water,Wetland,Non_Water,Wetland,Grassland
1055,Water,Water,Wetland,Non_Water,Wetland,Cropland
1056,Water,Water,Wetland,Non_Water,Wetland,Wetland
1057,Water,Water,Wetland,Non_Water,Wetland,Bareland
1058,Water,Water,Wetland,Non_Water,Wetland,Water
1059,Water,Water,Wetland,Non_Water,Wetland,Forest
1060,Water,Water,Wetland,Water,Wetland,NULL
1061,Water,Water,Wetland,Water,Wetland,Grassland
1062,Water,Water,Wetland,Water,Wetland,Cropland
1063,Water,Water,Wetland,Water,Wetland,Wetland
1064,Water,Water,Wetland,Water,Wetland,Bareland
1065,Water,Water,Wetland,Water,Wetland,Water
1066,Water,Water,Wetland,Water,Wetland,Forest
1067,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1068,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1069,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1070,Water,Water,Bareland,NULL,Non_Wetland,NULL
1071,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1072,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1073,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1074,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1075,Water,Water,Bareland,NULL,Non_Wetland,Water
1076,Water,Water,Bareland,NULL,Non_Wetland,Forest
1077,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1078,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1079,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1080,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1081,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1082,Water,Water,Bareland,Water,Non_Wetland,NULL
1083,Water,Water,Bareland,Water,Non_Wetland,Grassland
1084,Water,Water,Bareland,Water,Non_Wetland,Cropland
1085,Water,Water,Bareland,Water,Non_Wetland,Wetland
1086,Water,Water,Bareland,Water,Non_Wetland,Bareland
1087,Water,Water,Bareland,Water,Non_Wetland,Water
1088,Water,Water,Bareland,Water,Non_Wetland,Forest
1089,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1090,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1091,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1092,Water,Water,Built-up,NULL,Non_Wetland,Water
1093,Water,Water,Built-up,NULL,Non_Wetland,Forest
1094,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1095,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1096,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1097,Water,Water,Built-up,Water,Non_Wetland,Grassland
1098,Water,Water,Built-up,Water,Non_Wetland,Cropland
1099,Water,Water,Built-up,Water,Non_Wetland,Bareland
1100,Water,Water,Built-up,Water,Non_Wetland,Water
1101,Water,Water,Built-up,Water,Non_Wetland,Forest
1102,Water,Water,Water,NULL,Water,Grassland
1103,Water,Water,Water,NULL,Water,Cropland
1104,Water,Water,Water,NULL,Water,Bareland
1105,Water,Water,Water,NULL,Water,Water
1106,Water,Water,Water,NULL,Water,Forest
1107,Water,Water,Water,Non_Water,Water,Cropland
1108,Water,Water,Water,Non_Water,Water,Bareland
1109,Water,Water,Water,Non_Water,Water,Water
1110,Water,Water,Water,Non_Water,Water,Forest
1111,Water,Water,Water,Water,Water,NULL
1112,Water,Water,Water,Water,Water,Grassland
1113,Water,Water,Water,Water,Water,Cropland
1114,Water,Water,Water,Water,Water,Wetland
1115,Water,Water,Water,Water,Water,Bareland
1116,Water,Water,Water,Water,Water,Water
1117,Water,Water,Water,Water,Water,Forest
1118,Water,Water,Forest,NULL,Non_Wetland,NULL
1119,Water,Water,Forest,NULL,Non_Wetland,Grassland
1120,Water,Water,Forest,NULL,Non_Wetland,Cropland
1121,Water,Water,Forest,NULL,Non_Wetland,Bareland
1122,Water,Water,Forest,NULL,Non_Wetland,Water
1123,Water,Water,Forest,NULL,Non_Wetland,Forest
1124,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1125,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1126,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1127,Water,Water,Forest,Non_Water,Non_Wetland,Water
1128,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1129,Water,Water,Forest,Water,Non_Wetland,Grassland
1130,Water,Water,Forest,Water,Non_Wetland,Cropland
1131,Water,Water,Forest,Water,Non_Wetland,Bareland
1132,Water,Water,Forest,Water,Non_Wetland,Water
1133,Water,Water,Forest,Water,Non_Wetland,Forest
1134,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1135,Water,Forest,NULL,NULL,Non_Wetland,Forest
1136,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1137,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1138,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1139,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1140,Water,Forest,Cropland,Water,Non_Wetland,Forest
1141,Water,Forest,Bareland,Water,Non_Wetland,Forest
1142,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1143,Water,Forest,Forest,NULL,Non_Wetland,Forest
1144,Water,Forest,Forest,Water,Non_Wetland,Forest
1145,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1146,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1147,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1148,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1149,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1150,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1151,Forest,NULL,NULL,Water,Non_Wetland,Forest
1152,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1153,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1154,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1155,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1156,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1157,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1158,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1159,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1160,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1161,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1162,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1163,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1164,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1165,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1166,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1167,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1168,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1169,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1170,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1171,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1172,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1173,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1174,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1175,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1176,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1177,Forest,NULL,Wetland,NULL,Wetland,Grassland
1178,Forest,NULL,Wetland,NULL,Wetland,Cropland
1179,Forest,NULL,Wetland,NULL,Wetland,Forest
1180,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1181,Forest,NULL,Wetland,Water,Wetland,Forest
1182,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1183,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1184,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1185,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1186,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1187,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1188,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1189,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1190,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1191,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1192,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1193,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1194,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1195,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1196,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1197,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1198,Forest,NULL,Water,NULL,Water,Grassland
1199,Forest,NULL,Water,NULL,Water,Forest
1200,Forest,NULL,Water,Non_Water,Water,Forest
1201,Forest,NULL,Water,Water,Water,Forest
1202,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1203,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1204,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1205,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1206,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1207,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1208,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1209,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1210,Forest,NULL,Forest,Water,Non_Wetland,Forest
1211,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1212,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1213,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1214,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1215,Forest,Cropland,NULL,Water,Non_Wetland,Forest
1216,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1217,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1218,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1219,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1220,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1221,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1222,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1223,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1224,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1225,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1226,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
1227,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1228,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1229,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1230,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1231,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1232,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1233,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1234,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1235,Forest,Cropland,Wetland,NULL,Wetland,Forest
1236,Forest,Cropland,Wetland,Water,Wetland,Forest
1237,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1238,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1239,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1240,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1241,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1242,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1243,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1244,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1245,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1246,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1247,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1248,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
1249,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1250,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1251,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1252,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1253,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1254,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1255,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1256,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1257,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1258,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1259,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1260,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1261,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1262,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1263,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1264,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1265,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1266,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1267,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1268,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1269,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1270,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1271,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1272,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1273,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1274,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1275,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1276,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1277,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1278,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1279,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1280,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1281,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1282,Forest,Water,NULL,NULL,Non_Wetland,Forest
1283,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1284,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
