Value,AFRICA_2024_DynamicWorld_2024_35PQK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQK_M_R,AFRICA_2024_GSW_Yearly_2021_35PQK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQK_M_R,AFRICA_2024_WorldCover_2021_35PQK_M_R
853,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
854,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL
855,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
856,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
857,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
858,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
859,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
860,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
861,Wetland,Forest,Shrubland,NULL,Non_Wetland,Built-up
862,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
863,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
864,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
865,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
866,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
867,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
868,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
869,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
870,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
871,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
872,Wetland,Forest,Wetland,NULL,Wetland,NULL
873,Wetland,Forest,Wetland,NULL,Wetland,Grassland
874,Wetland,Forest,Wetland,NULL,Wetland,Wetland
875,Wetland,Forest,Wetland,NULL,Wetland,Forest
876,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
877,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
878,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
879,Wetland,Forest,Wetland,Water,Wetland,Wetland
880,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
881,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
882,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
883,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
884,Wetland,Forest,Water,NULL,Water,Grassland
885,Wetland,Forest,Water,NULL,Water,Wetland
886,Wetland,Forest,Water,Non_Water,Water,Wetland
887,Wetland,Forest,Water,Water,Water,Grassland
888,Wetland,Forest,Water,Water,Water,Wetland
889,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
890,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
891,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
892,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
893,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
894,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
895,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
896,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
897,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
898,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
899,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
900,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
901,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
902,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
903,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
904,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
905,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
906,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
907,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
908,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
909,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
910,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
911,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
912,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
913,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
914,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
915,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
916,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
917,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
918,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
919,Bareland,NULL,Wetland,NULL,Wetland,Grassland
920,Bareland,NULL,Wetland,NULL,Wetland,Wetland
921,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
922,Bareland,NULL,Wetland,Water,Wetland,Wetland
923,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
924,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
925,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
926,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
927,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
928,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
929,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
930,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
931,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
932,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
933,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
934,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
935,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
936,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
937,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland
938,Bareland,Cropland,Wetland,Water,Wetland,Wetland
939,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
940,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
941,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
942,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
943,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
944,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
945,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
946,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
947,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
948,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
949,Bareland,Wetland,Wetland,Water,Wetland,Wetland
950,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
951,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
952,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
953,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
954,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
955,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
956,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
957,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
958,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
959,Bareland,Forest,Wetland,NULL,Wetland,Wetland
960,Water,NULL,NULL,NULL,Non_Wetland,Grassland
961,Water,NULL,NULL,NULL,Non_Wetland,Wetland
962,Water,NULL,NULL,NULL,Non_Wetland,Forest
963,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
964,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
965,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
966,Water,NULL,NULL,Water,Non_Wetland,Wetland
967,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
968,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
969,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
970,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
971,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
972,Water,NULL,Shrubland,NULL,Non_Wetland,Water
973,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
974,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
975,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
976,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
977,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
978,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
979,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
980,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
981,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
982,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
983,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
984,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
985,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
986,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
987,Water,NULL,Cropland,Water,Non_Wetland,Grassland
988,Water,NULL,Cropland,Water,Non_Wetland,Bareland
989,Water,NULL,Wetland,NULL,Wetland,Grassland
990,Water,NULL,Wetland,NULL,Wetland,Wetland
991,Water,NULL,Wetland,NULL,Wetland,Forest
992,Water,NULL,Wetland,Non_Water,Wetland,Grassland
993,Water,NULL,Wetland,Non_Water,Wetland,Wetland
994,Water,NULL,Wetland,Water,Wetland,Grassland
995,Water,NULL,Wetland,Water,Wetland,Wetland
996,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
997,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
998,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
999,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1000,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1001,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1002,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1003,Water,NULL,Water,NULL,Water,Wetland
1004,Water,NULL,Water,NULL,Water,Bareland
1005,Water,NULL,Water,Non_Water,Water,Wetland
1006,Water,NULL,Water,Water,Water,Wetland
1007,Water,NULL,Forest,NULL,Non_Wetland,NULL
1008,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1009,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1010,Water,NULL,Forest,NULL,Non_Wetland,Forest
1011,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1012,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1013,Water,NULL,Forest,Water,Non_Wetland,Wetland
1014,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1015,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1016,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1017,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1018,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1019,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1020,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1021,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1022,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1023,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1024,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1025,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1026,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1027,Water,Cropland,Wetland,NULL,Wetland,Grassland
1028,Water,Cropland,Wetland,NULL,Wetland,Wetland
1029,Water,Cropland,Wetland,NULL,Wetland,Bareland
1030,Water,Cropland,Wetland,NULL,Wetland,Built-up
1031,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1032,Water,Cropland,Wetland,Water,Wetland,Grassland
1033,Water,Cropland,Wetland,Water,Wetland,Wetland
1034,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1035,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1036,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1037,Water,Cropland,Water,Water,Water,Wetland
1038,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1039,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1040,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1041,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1042,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1043,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1044,Water,Wetland,NULL,NULL,Non_Wetland,Water
1045,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1046,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL
1047,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1048,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1049,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1050,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1051,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1052,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1053,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1054,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1055,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1056,Water,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1057,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1058,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1059,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1060,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1061,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1062,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1063,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1064,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1065,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1066,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1067,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1068,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1069,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1070,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1071,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1072,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1073,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1074,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1075,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1076,Water,Wetland,Wetland,NULL,Wetland,NULL
1077,Water,Wetland,Wetland,NULL,Wetland,Grassland
1078,Water,Wetland,Wetland,NULL,Wetland,Wetland
1079,Water,Wetland,Wetland,NULL,Wetland,Water
1080,Water,Wetland,Wetland,NULL,Wetland,Forest
1081,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1082,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1083,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1084,Water,Wetland,Wetland,Non_Water,Wetland,Water
1085,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1086,Water,Wetland,Wetland,Water,Wetland,Grassland
1087,Water,Wetland,Wetland,Water,Wetland,Wetland
1088,Water,Wetland,Wetland,Water,Wetland,Bareland
1089,Water,Wetland,Wetland,Water,Wetland,Water
1090,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1091,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1092,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1093,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1094,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1095,Water,Wetland,Bareland,Water,Non_Wetland,Water
1096,Water,Wetland,Built-up,NULL,Non_Wetland,Built-up
1097,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1098,Water,Wetland,Water,NULL,Water,Grassland
1099,Water,Wetland,Water,NULL,Water,Wetland
1100,Water,Wetland,Water,NULL,Water,Water
1101,Water,Wetland,Water,Non_Water,Water,NULL
1102,Water,Wetland,Water,Non_Water,Water,Grassland
1103,Water,Wetland,Water,Non_Water,Water,Wetland
1104,Water,Wetland,Water,Non_Water,Water,Water
1105,Water,Wetland,Water,Non_Water,Water,Forest
1106,Water,Wetland,Water,Water,Water,Grassland
1107,Water,Wetland,Water,Water,Water,Wetland
1108,Water,Wetland,Water,Water,Water,Water
1109,Water,Wetland,Water,Water,Water,Forest
1110,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1111,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1112,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1113,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1114,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
1115,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1116,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1117,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1118,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1119,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1120,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1121,Water,Bareland,Water,Water,Water,Wetland
1122,Water,Bareland,Water,Water,Water,Bareland
1123,Water,Bareland,Water,Water,Water,Water
1124,Water,Water,NULL,NULL,Non_Wetland,Grassland
1125,Water,Water,NULL,NULL,Non_Wetland,Wetland
1126,Water,Water,NULL,NULL,Non_Wetland,Water
1127,Water,Water,NULL,NULL,Non_Wetland,Forest
1128,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1129,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1130,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1131,Water,Water,NULL,Water,Non_Wetland,Grassland
1132,Water,Water,NULL,Water,Non_Wetland,Wetland
1133,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1134,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1135,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1136,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1137,Water,Water,Shrubland,NULL,Non_Wetland,Water
1138,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1139,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1140,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1141,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1142,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1143,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1144,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1145,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1146,Water,Water,Shrubland,Water,Non_Wetland,Water
1147,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1148,Water,Water,Grassland,Water,Non_Wetland,Grassland
1149,Water,Water,Grassland,Water,Non_Wetland,Wetland
1150,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1151,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1152,Water,Water,Cropland,NULL,Non_Wetland,Forest
1153,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1154,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1155,Water,Water,Cropland,Water,Non_Wetland,Wetland
1156,Water,Water,Wetland,NULL,Wetland,NULL
1157,Water,Water,Wetland,NULL,Wetland,Grassland
1158,Water,Water,Wetland,NULL,Wetland,Wetland
1159,Water,Water,Wetland,NULL,Wetland,Water
1160,Water,Water,Wetland,NULL,Wetland,Forest
1161,Water,Water,Wetland,Non_Water,Wetland,NULL
1162,Water,Water,Wetland,Non_Water,Wetland,Grassland
1163,Water,Water,Wetland,Non_Water,Wetland,Wetland
1164,Water,Water,Wetland,Non_Water,Wetland,Water
1165,Water,Water,Wetland,Non_Water,Wetland,Forest
1166,Water,Water,Wetland,Water,Wetland,Grassland
1167,Water,Water,Wetland,Water,Wetland,Wetland
1168,Water,Water,Wetland,Water,Wetland,Water
1169,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1170,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1171,Water,Water,Bareland,NULL,Non_Wetland,Water
1172,Water,Water,Bareland,NULL,Non_Wetland,Forest
1173,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1174,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1175,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1176,Water,Water,Bareland,Water,Non_Wetland,Wetland
1177,Water,Water,Bareland,Water,Non_Wetland,Water
1178,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1179,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1180,Water,Water,Built-up,Water,Non_Wetland,Wetland
1181,Water,Water,Built-up,Water,Non_Wetland,Water
1182,Water,Water,Water,NULL,Water,Grassland
1183,Water,Water,Water,NULL,Water,Wetland
1184,Water,Water,Water,NULL,Water,Water
1185,Water,Water,Water,Non_Water,Water,Grassland
1186,Water,Water,Water,Non_Water,Water,Wetland
1187,Water,Water,Water,Non_Water,Water,Water
1188,Water,Water,Water,Water,Water,Grassland
1189,Water,Water,Water,Water,Water,Wetland
1190,Water,Water,Water,Water,Water,Water
1191,Water,Water,Forest,NULL,Non_Wetland,NULL
1192,Water,Water,Forest,NULL,Non_Wetland,Grassland
1193,Water,Water,Forest,NULL,Non_Wetland,Wetland
1194,Water,Water,Forest,NULL,Non_Wetland,Water
1195,Water,Water,Forest,NULL,Non_Wetland,Forest
1196,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1197,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1198,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1199,Water,Water,Forest,Non_Water,Non_Wetland,Water
1200,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1201,Water,Water,Forest,Water,Non_Wetland,Grassland
1202,Water,Water,Forest,Water,Non_Wetland,Wetland
1203,Water,Water,Forest,Water,Non_Wetland,Water
1204,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1205,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1206,Water,Forest,NULL,NULL,Non_Wetland,Forest
1207,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1208,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1209,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1210,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1211,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1212,Water,Forest,Wetland,NULL,Wetland,Grassland
1213,Water,Forest,Wetland,NULL,Wetland,Wetland
1214,Water,Forest,Wetland,NULL,Wetland,Forest
1215,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1216,Water,Forest,Wetland,Water,Wetland,Wetland
1217,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1218,Water,Forest,Water,NULL,Water,Wetland
1219,Water,Forest,Water,Water,Water,Wetland
1220,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1221,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1222,Water,Forest,Forest,NULL,Non_Wetland,Forest
1223,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1224,Water,Forest,Forest,Water,Non_Wetland,Wetland
1225,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1226,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1227,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1228,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1229,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1230,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1231,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1232,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1233,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1234,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1235,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1236,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1237,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1238,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1239,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1240,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1241,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1242,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1243,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1244,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1245,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1246,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1247,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1248,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1249,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1250,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1251,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1252,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1253,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up
1254,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1255,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1256,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1257,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1258,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1259,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1260,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1261,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1262,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1263,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1264,Forest,NULL,Wetland,NULL,Wetland,NULL
1265,Forest,NULL,Wetland,NULL,Wetland,Grassland
1266,Forest,NULL,Wetland,NULL,Wetland,Wetland
1267,Forest,NULL,Wetland,NULL,Wetland,Built-up
1268,Forest,NULL,Wetland,NULL,Wetland,Forest
1269,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1270,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1271,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1272,Forest,NULL,Wetland,Water,Wetland,Grassland
1273,Forest,NULL,Wetland,Water,Wetland,Cropland
1274,Forest,NULL,Wetland,Water,Wetland,Wetland
1275,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1276,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1277,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1278,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1279,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1280,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1281,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1282,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1283,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1284,Forest,NULL,Water,NULL,Water,Wetland
1285,Forest,NULL,Water,Non_Water,Water,Wetland
1286,Forest,NULL,Water,Water,Water,Grassland
1287,Forest,NULL,Water,Water,Water,Wetland
1288,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1289,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1290,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1291,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1292,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
