Value,AFRICA_2024_DynamicWorld_2024_36NZK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZK_M_R,AFRICA_2024_GSW_Yearly_2021_36NZK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZK_M_R,AFRICA_2024_WorldCover_2021_36NZK_M_R
844,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
845,Water,Cropland,Grassland,Water,Non_Wetland,NULL
846,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
847,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
848,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
849,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
850,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
851,Water,Wetland,NULL,NULL,Non_Wetland,NULL
852,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
853,Water,Wetland,NULL,NULL,Non_Wetland,Forest
854,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL
855,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
856,Water,Wetland,NULL,Water,Non_Wetland,NULL
857,Water,Wetland,NULL,Water,Non_Wetland,Wetland
858,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
859,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
860,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
861,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
862,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
863,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
864,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
865,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
866,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
867,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
868,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
869,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
870,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
871,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
872,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
873,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
874,Water,Wetland,Grassland,NULL,Non_Wetland,Water
875,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
876,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
877,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
878,Water,Wetland,Grassland,Water,Non_Wetland,NULL
879,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
880,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
881,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
882,Water,Wetland,Grassland,Water,Non_Wetland,Bareland
883,Water,Wetland,Grassland,Water,Non_Wetland,Water
884,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
885,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
886,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
887,Water,Wetland,Cropland,Water,Non_Wetland,NULL
888,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
889,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
890,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
891,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
892,Water,Wetland,Wetland,NULL,Wetland,NULL
893,Water,Wetland,Wetland,NULL,Wetland,Grassland
894,Water,Wetland,Wetland,NULL,Wetland,Cropland
895,Water,Wetland,Wetland,NULL,Wetland,Wetland
896,Water,Wetland,Wetland,NULL,Wetland,Bareland
897,Water,Wetland,Wetland,NULL,Wetland,Forest
898,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
899,Water,Wetland,Wetland,Non_Water,Wetland,Forest
900,Water,Wetland,Wetland,Water,Wetland,NULL
901,Water,Wetland,Wetland,Water,Wetland,Grassland
902,Water,Wetland,Wetland,Water,Wetland,Cropland
903,Water,Wetland,Wetland,Water,Wetland,Wetland
904,Water,Wetland,Wetland,Water,Wetland,Bareland
905,Water,Wetland,Wetland,Water,Wetland,Water
906,Water,Wetland,Wetland,Water,Wetland,Forest
907,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
908,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
909,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
910,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
911,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
912,Water,Wetland,Bareland,NULL,Non_Wetland,Built-up
913,Water,Wetland,Bareland,NULL,Non_Wetland,Water
914,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
915,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL
916,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
917,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
918,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
919,Water,Wetland,Bareland,Water,Non_Wetland,NULL
920,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
921,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
922,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
923,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
924,Water,Wetland,Bareland,Water,Non_Wetland,Water
925,Water,Wetland,Bareland,Water,Non_Wetland,Forest
926,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
927,Water,Wetland,Built-up,NULL,Non_Wetland,Cropland
928,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
929,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
930,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
931,Water,Wetland,Water,NULL,Water,Wetland
932,Water,Wetland,Water,NULL,Water,Bareland
933,Water,Wetland,Water,Water,Water,Cropland
934,Water,Wetland,Water,Water,Water,Wetland
935,Water,Wetland,Water,Water,Water,Water
936,Water,Wetland,Water,Water,Water,Forest
937,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
938,Water,Wetland,Forest,NULL,Non_Wetland,Forest
939,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
940,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
941,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
942,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
943,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
944,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
945,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
946,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
947,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
948,Water,Bareland,Wetland,NULL,Wetland,Bareland
949,Water,Bareland,Wetland,Water,Wetland,Bareland
950,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
951,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
952,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
953,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
954,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
955,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
956,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
957,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
958,Water,Bareland,Bareland,Water,Non_Wetland,Water
959,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
960,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
961,Water,Bareland,Water,Water,Water,Bareland
962,Water,Bareland,Water,Water,Water,Water
963,Water,Built-up,NULL,NULL,Non_Wetland,Wetland
964,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
965,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
966,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
967,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
968,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
969,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
970,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
971,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
972,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland
973,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
974,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
975,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
976,Water,Built-up,Wetland,Water,Wetland,Bareland
977,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
978,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
979,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland
980,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
981,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
982,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
983,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
984,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
985,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
986,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
987,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
988,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
989,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
990,Water,Built-up,Built-up,Water,Non_Wetland,Wetland
991,Water,Water,NULL,NULL,Non_Wetland,NULL
992,Water,Water,NULL,NULL,Non_Wetland,Grassland
993,Water,Water,NULL,NULL,Non_Wetland,Wetland
994,Water,Water,NULL,NULL,Non_Wetland,Forest
995,Water,Water,NULL,Non_Water,Non_Wetland,NULL
996,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
997,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
998,Water,Water,NULL,Non_Water,Non_Wetland,Forest
999,Water,Water,NULL,Water,Non_Wetland,NULL
1000,Water,Water,NULL,Water,Non_Wetland,Wetland
1001,Water,Water,NULL,Water,Non_Wetland,Bareland
1002,Water,Water,NULL,Water,Non_Wetland,Forest
1003,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1004,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1005,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1006,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1007,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1008,Water,Water,Shrubland,NULL,Non_Wetland,Water
1009,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1010,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1011,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1012,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1013,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1014,Water,Water,Shrubland,Water,Non_Wetland,NULL
1015,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1016,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1017,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1018,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1019,Water,Water,Shrubland,Water,Non_Wetland,Water
1020,Water,Water,Shrubland,Water,Non_Wetland,Forest
1021,Water,Water,Grassland,NULL,Non_Wetland,NULL
1022,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1023,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1024,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1025,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1026,Water,Water,Grassland,NULL,Non_Wetland,Water
1027,Water,Water,Grassland,NULL,Non_Wetland,Forest
1028,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1029,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1030,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1031,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1032,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1033,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1034,Water,Water,Grassland,Water,Non_Wetland,NULL
1035,Water,Water,Grassland,Water,Non_Wetland,Grassland
1036,Water,Water,Grassland,Water,Non_Wetland,Cropland
1037,Water,Water,Grassland,Water,Non_Wetland,Wetland
1038,Water,Water,Grassland,Water,Non_Wetland,Bareland
1039,Water,Water,Grassland,Water,Non_Wetland,Water
1040,Water,Water,Grassland,Water,Non_Wetland,Forest
1041,Water,Water,Cropland,NULL,Non_Wetland,NULL
1042,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1043,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1044,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1045,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1046,Water,Water,Cropland,NULL,Non_Wetland,Water
1047,Water,Water,Cropland,NULL,Non_Wetland,Forest
1048,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1049,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1050,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1051,Water,Water,Cropland,Water,Non_Wetland,NULL
1052,Water,Water,Cropland,Water,Non_Wetland,Grassland
1053,Water,Water,Cropland,Water,Non_Wetland,Cropland
1054,Water,Water,Cropland,Water,Non_Wetland,Wetland
1055,Water,Water,Cropland,Water,Non_Wetland,Bareland
1056,Water,Water,Cropland,Water,Non_Wetland,Forest
1057,Water,Water,Wetland,NULL,Wetland,NULL
1058,Water,Water,Wetland,NULL,Wetland,Grassland
1059,Water,Water,Wetland,NULL,Wetland,Cropland
1060,Water,Water,Wetland,NULL,Wetland,Wetland
1061,Water,Water,Wetland,NULL,Wetland,Bareland
1062,Water,Water,Wetland,NULL,Wetland,Water
1063,Water,Water,Wetland,NULL,Wetland,Forest
1064,Water,Water,Wetland,Non_Water,Wetland,NULL
1065,Water,Water,Wetland,Non_Water,Wetland,Grassland
1066,Water,Water,Wetland,Non_Water,Wetland,Cropland
1067,Water,Water,Wetland,Non_Water,Wetland,Wetland
1068,Water,Water,Wetland,Non_Water,Wetland,Bareland
1069,Water,Water,Wetland,Non_Water,Wetland,Water
1070,Water,Water,Wetland,Non_Water,Wetland,Forest
1071,Water,Water,Wetland,Water,Wetland,NULL
1072,Water,Water,Wetland,Water,Wetland,Grassland
1073,Water,Water,Wetland,Water,Wetland,Cropland
1074,Water,Water,Wetland,Water,Wetland,Wetland
1075,Water,Water,Wetland,Water,Wetland,Bareland
1076,Water,Water,Wetland,Water,Wetland,Water
1077,Water,Water,Wetland,Water,Wetland,Forest
1078,Water,Water,Bareland,NULL,Non_Wetland,NULL
1079,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1080,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1081,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1082,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1083,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1084,Water,Water,Bareland,NULL,Non_Wetland,Water
1085,Water,Water,Bareland,NULL,Non_Wetland,Forest
1086,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1087,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1088,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1089,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1090,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1091,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1092,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1093,Water,Water,Bareland,Water,Non_Wetland,NULL
1094,Water,Water,Bareland,Water,Non_Wetland,Grassland
1095,Water,Water,Bareland,Water,Non_Wetland,Cropland
1096,Water,Water,Bareland,Water,Non_Wetland,Wetland
1097,Water,Water,Bareland,Water,Non_Wetland,Bareland
1098,Water,Water,Bareland,Water,Non_Wetland,Built-up
1099,Water,Water,Bareland,Water,Non_Wetland,Water
1100,Water,Water,Bareland,Water,Non_Wetland,Forest
1101,Water,Water,Built-up,NULL,Non_Wetland,NULL
1102,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1103,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1104,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1105,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1106,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1107,Water,Water,Built-up,NULL,Non_Wetland,Water
1108,Water,Water,Built-up,NULL,Non_Wetland,Forest
1109,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
1110,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1111,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1112,Water,Water,Built-up,Water,Non_Wetland,NULL
1113,Water,Water,Built-up,Water,Non_Wetland,Grassland
1114,Water,Water,Built-up,Water,Non_Wetland,Cropland
1115,Water,Water,Built-up,Water,Non_Wetland,Wetland
1116,Water,Water,Built-up,Water,Non_Wetland,Bareland
1117,Water,Water,Built-up,Water,Non_Wetland,Water
1118,Water,Water,Built-up,Water,Non_Wetland,Forest
1119,Water,Water,Water,NULL,Water,NULL
1120,Water,Water,Water,NULL,Water,Grassland
1121,Water,Water,Water,NULL,Water,Cropland
1122,Water,Water,Water,NULL,Water,Wetland
1123,Water,Water,Water,NULL,Water,Bareland
1124,Water,Water,Water,NULL,Water,Water
1125,Water,Water,Water,NULL,Water,Forest
1126,Water,Water,Water,Non_Water,Water,NULL
1127,Water,Water,Water,Non_Water,Water,Wetland
1128,Water,Water,Water,Non_Water,Water,Water
1129,Water,Water,Water,Non_Water,Water,Forest
1130,Water,Water,Water,Water,Water,NULL
1131,Water,Water,Water,Water,Water,Grassland
1132,Water,Water,Water,Water,Water,Cropland
1133,Water,Water,Water,Water,Water,Wetland
1134,Water,Water,Water,Water,Water,Bareland
1135,Water,Water,Water,Water,Water,Water
1136,Water,Water,Water,Water,Water,Forest
1137,Water,Water,Forest,NULL,Non_Wetland,NULL
1138,Water,Water,Forest,NULL,Non_Wetland,Grassland
1139,Water,Water,Forest,NULL,Non_Wetland,Wetland
1140,Water,Water,Forest,NULL,Non_Wetland,Forest
1141,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1142,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1143,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1144,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1145,Water,Water,Forest,Water,Non_Wetland,NULL
1146,Water,Water,Forest,Water,Non_Wetland,Wetland
1147,Water,Water,Forest,Water,Non_Wetland,Bareland
1148,Water,Water,Forest,Water,Non_Wetland,Forest
1149,Water,Forest,NULL,NULL,Non_Wetland,Forest
1150,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1151,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1152,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1153,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1154,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1155,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1156,Water,Forest,Wetland,NULL,Wetland,Forest
1157,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1158,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1159,Water,Forest,Bareland,Water,Non_Wetland,Wetland
1160,Water,Forest,Bareland,Water,Non_Wetland,Bareland
1161,Water,Forest,Forest,NULL,Non_Wetland,Forest
1162,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1163,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1164,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1165,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1166,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1167,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1168,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1169,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1170,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1171,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1172,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1173,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1174,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1175,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1176,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1177,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1178,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1179,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1180,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1181,Forest,NULL,Grassland,Water,Non_Wetland,NULL
1182,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1183,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1184,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1185,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1186,Forest,NULL,Wetland,NULL,Wetland,NULL
1187,Forest,NULL,Wetland,NULL,Wetland,Forest
1188,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1189,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1190,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1191,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1192,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1193,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1194,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1195,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1196,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1197,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1198,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1199,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1200,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1201,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1202,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1203,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1204,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1205,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1206,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1207,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1208,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1209,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1210,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1211,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1212,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1213,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1214,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1215,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1216,Forest,Cropland,Wetland,NULL,Wetland,NULL
1217,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1218,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1219,Forest,Cropland,Wetland,NULL,Wetland,Forest
1220,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1221,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1222,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1223,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1224,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1225,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1226,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1227,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1228,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1229,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1230,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1231,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1232,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1233,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1234,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1235,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
1236,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1237,Forest,Wetland,Grassland,Water,Non_Wetland,Cropland
1238,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
1239,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1240,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1241,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1242,Forest,Wetland,Wetland,NULL,Wetland,NULL
1243,Forest,Wetland,Wetland,NULL,Wetland,Forest
1244,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
1245,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1246,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1247,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
1248,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1249,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
1250,Forest,Wetland,Bareland,Water,Non_Wetland,Cropland
1251,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1252,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland
1253,Forest,Wetland,Bareland,Water,Non_Wetland,Water
1254,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
1255,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1256,Forest,Wetland,Water,Water,Water,Water
1257,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1258,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1259,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1260,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1261,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1262,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1263,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1264,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1265,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1266,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1267,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
1268,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1269,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1270,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL
1271,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1272,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1273,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1274,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1275,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1276,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1277,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL
1278,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1279,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1280,Forest,Built-up,Bareland,Water,Non_Wetland,Grassland
1281,Forest,Built-up,Bareland,Water,Non_Wetland,Wetland
1282,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1283,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1284,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1285,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1286,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1287,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1288,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1289,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1290,Forest,Water,Bareland,NULL,Non_Wetland,NULL
