Value,SIBERIA_2024_ESA_CALU_2024_41WPR_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPR_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPR_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPR_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPR_M_R,SIBERIA_2024_WorldCover_2021_41WPR_M_R
807,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
808,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
809,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
810,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
811,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Permanent_ice_and_snow
812,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
813,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
814,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
815,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
816,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
817,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
818,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Permanent_ice_and_snow
819,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
820,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
821,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
822,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
823,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
824,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
825,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Permanent_ice_and_snow
826,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
827,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
828,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
829,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
830,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
831,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
832,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
833,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
834,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
835,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
836,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
837,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
838,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
839,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
840,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
841,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
842,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
843,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
844,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
845,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
846,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Permanent_ice_and_snow
847,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
848,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
849,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
850,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
851,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
852,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
853,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
854,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
855,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
856,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
857,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
858,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
859,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
860,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
861,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
862,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
863,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
864,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
865,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
866,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
867,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
868,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
869,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
870,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
871,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
872,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
873,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
874,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
875,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
876,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
877,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
878,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
879,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
880,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
881,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
882,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
883,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
884,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
885,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
886,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
887,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
888,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
889,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
890,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
891,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
892,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
893,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
894,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
895,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
896,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
897,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
898,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Forest
899,NULL,Permanent_ice_and_snow,Water,NULL,Water,NULL
900,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
901,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
902,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
903,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
904,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
905,NULL,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
906,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
907,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Lichens_and_Mosses
908,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Bareland
909,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Water
910,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Permanent_ice_and_snow
911,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
912,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
913,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
914,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
915,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
916,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Permanent_ice_and_snow
917,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
918,NULL,Permanent_ice_and_snow,Water,Water,NULL,Grassland
919,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
920,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
921,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
922,NULL,Permanent_ice_and_snow,Water,Water,NULL,Permanent_ice_and_snow
923,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
924,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
925,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
926,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
927,NULL,Permanent_ice_and_snow,Water,Water,Water,Built-up
928,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
929,NULL,Permanent_ice_and_snow,Water,Water,Water,Permanent_ice_and_snow
930,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
931,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
932,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
933,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
934,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
935,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
936,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
937,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Grassland
938,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
939,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
940,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Water
941,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Permanent_ice_and_snow
942,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Grassland
943,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
944,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
945,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Water
946,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
947,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Forest
948,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
949,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
950,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
951,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
952,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
953,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
954,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
955,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
956,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,NULL
957,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
958,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
959,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
960,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
961,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
962,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
963,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,NULL
964,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
965,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
966,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
967,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
968,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
969,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
970,NULL,Forest,NULL,NULL,Non_Wetland,NULL
971,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
972,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
973,NULL,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
974,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
975,NULL,Forest,NULL,NULL,Non_Wetland,Water
976,NULL,Forest,NULL,NULL,Non_Wetland,Forest
977,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
978,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
979,NULL,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
980,NULL,Forest,NULL,Non_Water,Non_Wetland,Water
981,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
982,NULL,Forest,NULL,Water,Non_Wetland,Grassland
983,NULL,Forest,NULL,Water,Non_Wetland,Wetland
984,NULL,Forest,NULL,Water,Non_Wetland,Water
985,NULL,Forest,NULL,Water,Non_Wetland,Forest
986,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
987,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
988,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
989,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
990,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
991,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
992,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
993,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
994,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
995,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
996,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
997,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
998,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
999,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
1000,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1001,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
1002,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
1003,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
1004,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1005,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
1006,NULL,Forest,Shrubland,Water,Non_Wetland,Water
1007,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
1008,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
1009,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
1010,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
1011,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1012,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
1013,NULL,Forest,Grassland,NULL,Non_Wetland,Water
1014,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
1015,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1016,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1017,NULL,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1018,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
1019,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
1020,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
1021,NULL,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1022,NULL,Forest,Grassland,Water,Non_Wetland,Forest
1023,NULL,Forest,Wetland,NULL,Wetland,NULL
1024,NULL,Forest,Wetland,NULL,Wetland,Grassland
1025,NULL,Forest,Wetland,NULL,Wetland,Wetland
1026,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1027,NULL,Forest,Wetland,NULL,Wetland,Bareland
1028,NULL,Forest,Wetland,NULL,Wetland,Water
1029,NULL,Forest,Wetland,NULL,Wetland,Forest
1030,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
1031,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
1032,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1033,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
1034,NULL,Forest,Wetland,Non_Water,Wetland,Water
1035,NULL,Forest,Wetland,Non_Water,Wetland,Forest
1036,NULL,Forest,Wetland,Water,Wetland,Grassland
1037,NULL,Forest,Wetland,Water,Wetland,Wetland
1038,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1039,NULL,Forest,Wetland,Water,Wetland,Bareland
1040,NULL,Forest,Wetland,Water,Wetland,Water
1041,NULL,Forest,Wetland,Water,Wetland,Forest
1042,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1043,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1044,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1045,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1046,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1047,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1048,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1049,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1050,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1051,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1052,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1053,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1054,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1055,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1056,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1057,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1058,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1059,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
1060,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1061,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
1062,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
1063,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
1064,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1065,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
1066,NULL,Forest,Bareland,NULL,Non_Wetland,Water
1067,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
1068,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1069,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1070,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1071,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
1072,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
1073,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
1074,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
1075,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1076,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
1077,NULL,Forest,Bareland,Water,Non_Wetland,Water
1078,NULL,Forest,Bareland,Water,Non_Wetland,Forest
1079,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
1080,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1081,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
1082,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
1083,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
1084,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
1085,NULL,Forest,Water,NULL,Water,Grassland
1086,NULL,Forest,Water,NULL,Water,Wetland
1087,NULL,Forest,Water,NULL,Water,Lichens_and_Mosses
1088,NULL,Forest,Water,NULL,Water,Water
1089,NULL,Forest,Water,NULL,Water,Forest
1090,NULL,Forest,Water,Non_Water,Water,Grassland
1091,NULL,Forest,Water,Non_Water,Water,Wetland
1092,NULL,Forest,Water,Non_Water,Water,Water
1093,NULL,Forest,Water,Non_Water,Water,Forest
1094,NULL,Forest,Water,Water,Water,NULL
1095,NULL,Forest,Water,Water,Water,Grassland
1096,NULL,Forest,Water,Water,Water,Wetland
1097,NULL,Forest,Water,Water,Water,Lichens_and_Mosses
1098,NULL,Forest,Water,Water,Water,Bareland
1099,NULL,Forest,Water,Water,Water,Water
1100,NULL,Forest,Water,Water,Water,Forest
1101,NULL,Forest,Forest,NULL,Non_Wetland,NULL
1102,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
1103,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
1104,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1105,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
1106,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
1107,NULL,Forest,Forest,NULL,Non_Wetland,Water
1108,NULL,Forest,Forest,NULL,Non_Wetland,Forest
1109,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
1110,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
1111,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
1112,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1113,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
1114,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
1115,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
1116,NULL,Forest,Forest,Water,Non_Wetland,NULL
1117,NULL,Forest,Forest,Water,Non_Wetland,Grassland
1118,NULL,Forest,Forest,Water,Non_Wetland,Wetland
1119,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1120,NULL,Forest,Forest,Water,Non_Wetland,Bareland
1121,NULL,Forest,Forest,Water,Non_Wetland,Water
1122,NULL,Forest,Forest,Water,Non_Wetland,Forest
1123,Shrubland,NULL,NULL,NULL,Non_Wetland,Grassland
1124,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
1125,Shrubland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1126,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1127,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1128,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1129,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
1130,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
1131,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1132,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1133,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1134,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
1135,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
1136,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
1137,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
1138,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
1139,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1140,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
1141,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
1142,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1143,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
1144,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
1145,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
1146,Shrubland,NULL,Wetland,NULL,Wetland,Water
1147,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
1148,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
1149,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
1150,Shrubland,NULL,Wetland,Water,Wetland,Wetland
1151,Shrubland,NULL,Wetland,Water,Wetland,Water
1152,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1153,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1154,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1155,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1156,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1157,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1158,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1159,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
1160,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
1161,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1162,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
1163,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
1164,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1165,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1166,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
1167,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
1168,Shrubland,NULL,Water,NULL,Water,Grassland
1169,Shrubland,NULL,Water,NULL,Water,Wetland
1170,Shrubland,NULL,Water,Non_Water,Water,Grassland
1171,Shrubland,NULL,Water,Water,Water,Grassland
1172,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
