Value,SIBERIA_2024_ESA_CALU_2024_42WXD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXD_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXD_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXD_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXD_M_R,SIBERIA_2024_WorldCover_2021_42WXD_M_R
798,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
799,Shrubland,Water,Wetland,NULL,Wetland,Bareland
800,Shrubland,Water,Wetland,NULL,Wetland,Water
801,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
802,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
803,Shrubland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
804,Shrubland,Water,Wetland,Non_Water,Wetland,Bareland
805,Shrubland,Water,Wetland,Non_Water,Wetland,Water
806,Shrubland,Water,Wetland,Water,NULL,Water
807,Shrubland,Water,Wetland,Water,Wetland,Grassland
808,Shrubland,Water,Wetland,Water,Wetland,Wetland
809,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
810,Shrubland,Water,Wetland,Water,Wetland,Bareland
811,Shrubland,Water,Wetland,Water,Wetland,Water
812,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
813,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
814,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
815,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
816,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
817,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
818,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
819,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
820,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
821,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
822,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
823,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
824,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
825,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
826,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
827,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
828,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
829,Shrubland,Water,Bareland,NULL,Non_Wetland,Bareland
830,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
831,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
832,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
833,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
834,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
835,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
836,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
837,Shrubland,Water,Bareland,Water,Non_Wetland,Water
838,Shrubland,Water,Built-up,NULL,Non_Wetland,Grassland
839,Shrubland,Water,Built-up,NULL,Non_Wetland,Wetland
840,Shrubland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
841,Shrubland,Water,Built-up,NULL,Non_Wetland,Water
842,Shrubland,Water,Built-up,Non_Water,Non_Wetland,Bareland
843,Shrubland,Water,Built-up,Non_Water,Non_Wetland,Water
844,Shrubland,Water,Built-up,Water,Non_Wetland,Wetland
845,Shrubland,Water,Water,NULL,Water,Grassland
846,Shrubland,Water,Water,NULL,Water,Wetland
847,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
848,Shrubland,Water,Water,NULL,Water,Bareland
849,Shrubland,Water,Water,NULL,Water,Water
850,Shrubland,Water,Water,Non_Water,Water,Wetland
851,Shrubland,Water,Water,Non_Water,Water,Water
852,Shrubland,Water,Water,Water,NULL,Water
853,Shrubland,Water,Water,Water,Water,Grassland
854,Shrubland,Water,Water,Water,Water,Wetland
855,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
856,Shrubland,Water,Water,Water,Water,Water
857,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
858,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
859,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
860,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
861,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
862,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
863,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
864,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
865,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
866,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
867,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
868,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
869,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
870,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
871,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
872,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
873,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
874,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
875,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
876,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
877,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
878,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
879,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
880,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
881,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
882,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
883,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
884,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
885,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
886,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
887,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
888,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
889,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
890,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
891,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
892,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
893,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
894,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
895,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
896,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
897,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
898,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
899,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
900,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
901,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
902,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
903,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
904,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
905,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
906,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
907,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
908,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
909,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
910,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
911,Shrubland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
912,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
913,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
914,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
915,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
916,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
917,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Grassland
918,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
919,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
920,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
921,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
922,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
923,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
924,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
925,Shrubland,Forest,Grassland,NULL,Non_Wetland,Water
926,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
927,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
928,Shrubland,Forest,Wetland,Non_Water,Wetland,Wetland
929,Shrubland,Forest,Wetland,Non_Water,Wetland,Water
930,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
931,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
932,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
933,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
934,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
935,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
936,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
937,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
938,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
939,Shrubland,Forest,Bareland,NULL,Non_Wetland,Water
940,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
941,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
942,Shrubland,Forest,Built-up,NULL,Non_Wetland,Grassland
943,Shrubland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
944,Shrubland,Forest,Water,NULL,Water,Wetland
945,Shrubland,Forest,Water,NULL,Water,Water
946,Shrubland,Forest,Water,Non_Water,Water,Wetland
947,Shrubland,Forest,Water,Water,Water,Wetland
948,Shrubland,Forest,Water,Water,Water,Water
949,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
950,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
951,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
952,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
953,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
954,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
955,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
956,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
957,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
958,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
959,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
960,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
961,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
962,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
963,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
964,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
965,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
966,Wetland,NULL,Wetland,NULL,NULL,Wetland
967,Wetland,NULL,Wetland,NULL,NULL,Bareland
968,Wetland,NULL,Wetland,NULL,NULL,Water
969,Wetland,NULL,Wetland,NULL,Wetland,Grassland
970,Wetland,NULL,Wetland,NULL,Wetland,Wetland
971,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
972,Wetland,NULL,Wetland,NULL,Wetland,Bareland
973,Wetland,NULL,Wetland,NULL,Wetland,Water
974,Wetland,NULL,Wetland,NULL,Wetland,Forest
975,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
976,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
977,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
978,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
979,Wetland,NULL,Wetland,Non_Water,Wetland,Water
980,Wetland,NULL,Wetland,Water,NULL,Wetland
981,Wetland,NULL,Wetland,Water,Wetland,Grassland
982,Wetland,NULL,Wetland,Water,Wetland,Wetland
983,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
984,Wetland,NULL,Wetland,Water,Wetland,Bareland
985,Wetland,NULL,Wetland,Water,Wetland,Water
986,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
987,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
988,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
989,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
990,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
991,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
992,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
993,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
994,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
995,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
996,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
997,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
998,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
999,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1000,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1001,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1002,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1003,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1004,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1005,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1006,Wetland,NULL,Bareland,NULL,Non_Wetland,Built-up
1007,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1008,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1009,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1010,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1011,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1012,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1013,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1014,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1015,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1016,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1017,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1018,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1019,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1020,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1021,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1022,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
1023,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
1024,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1025,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1026,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1027,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1028,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1029,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water
1030,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1031,Wetland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1032,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
1033,Wetland,NULL,Water,NULL,Water,Grassland
1034,Wetland,NULL,Water,NULL,Water,Wetland
1035,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1036,Wetland,NULL,Water,NULL,Water,Water
1037,Wetland,NULL,Water,Non_Water,Water,Grassland
1038,Wetland,NULL,Water,Non_Water,Water,Wetland
1039,Wetland,NULL,Water,Non_Water,Water,Water
1040,Wetland,NULL,Water,Water,Water,Grassland
1041,Wetland,NULL,Water,Water,Water,Wetland
1042,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1043,Wetland,NULL,Water,Water,Water,Water
1044,Wetland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Wetland
1045,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1046,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1047,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1048,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1049,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1050,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1051,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1052,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1053,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1054,Wetland,Cropland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1055,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1056,Wetland,Cropland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1057,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1058,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1059,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1060,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1061,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1062,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1063,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1064,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1065,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1066,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1067,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1068,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1069,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1070,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1071,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1072,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1073,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1074,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1075,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1076,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1077,Wetland,Wetland,Wetland,NULL,NULL,Grassland
1078,Wetland,Wetland,Wetland,NULL,NULL,Wetland
1079,Wetland,Wetland,Wetland,NULL,NULL,Bareland
1080,Wetland,Wetland,Wetland,NULL,NULL,Water
1081,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1082,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1083,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1084,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1085,Wetland,Wetland,Wetland,NULL,Wetland,Water
1086,Wetland,Wetland,Wetland,Non_Water,NULL,Wetland
1087,Wetland,Wetland,Wetland,Non_Water,NULL,Water
1088,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1089,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1090,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1091,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
1092,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1093,Wetland,Wetland,Wetland,Water,NULL,Wetland
1094,Wetland,Wetland,Wetland,Water,NULL,Water
1095,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1096,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1097,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1098,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1099,Wetland,Wetland,Wetland,Water,Wetland,Water
1100,Wetland,Wetland,Wetland,Water,Wetland,Permanent_ice_and_snow
1101,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1102,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1103,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1104,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1105,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1106,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1107,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1108,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1109,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1110,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1111,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1112,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1113,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1114,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1115,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1116,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1117,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1118,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1119,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1120,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1121,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1122,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1123,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1124,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1125,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1126,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1127,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1128,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1129,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1130,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1131,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1132,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1133,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1134,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1135,Wetland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1136,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1137,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1138,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1139,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1140,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1141,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1142,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
1143,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1144,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1145,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
1146,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1147,Wetland,Wetland,Water,NULL,NULL,Wetland
1148,Wetland,Wetland,Water,NULL,Water,Grassland
1149,Wetland,Wetland,Water,NULL,Water,Wetland
1150,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1151,Wetland,Wetland,Water,NULL,Water,Bareland
1152,Wetland,Wetland,Water,NULL,Water,Water
1153,Wetland,Wetland,Water,NULL,Water,Forest
1154,Wetland,Wetland,Water,Non_Water,NULL,Water
1155,Wetland,Wetland,Water,Non_Water,Water,Grassland
1156,Wetland,Wetland,Water,Non_Water,Water,Wetland
1157,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1158,Wetland,Wetland,Water,Non_Water,Water,Water
1159,Wetland,Wetland,Water,Water,NULL,Wetland
1160,Wetland,Wetland,Water,Water,NULL,Water
1161,Wetland,Wetland,Water,Water,Water,Grassland
1162,Wetland,Wetland,Water,Water,Water,Wetland
1163,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1164,Wetland,Wetland,Water,Water,Water,Bareland
1165,Wetland,Wetland,Water,Water,Water,Water
1166,Wetland,Wetland,Water,Water,Water,Permanent_ice_and_snow
1167,Wetland,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,Wetland
1168,Wetland,Wetland,Permanent_ice_and_snow,Non_Water,Non_Wetland,Wetland
1169,Wetland,Wetland,Permanent_ice_and_snow,Water,Non_Wetland,Wetland
1170,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1171,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1172,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1173,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
1174,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
1175,Wetland,Bareland,Wetland,NULL,Wetland,Water
1176,Wetland,Bareland,Wetland,Non_Water,Wetland,Bareland
1177,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
1178,Wetland,Bareland,Wetland,Water,NULL,Bareland
1179,Wetland,Bareland,Wetland,Water,NULL,Water
