Value,SIBERIA_2024_ESA_CALU_2024_45XWB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XWB_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XWB_M_R,SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R,SIBERIA_2024_WorldCover_2021_45XWB_M_R
797,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
798,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
799,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
800,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
801,Wetland,Water,Shrubland,Water,Non_Wetland,Water
802,Wetland,Water,Grassland,NULL,Non_Wetland,Water
803,Wetland,Water,Wetland,NULL,Wetland,Grassland
804,Wetland,Water,Wetland,NULL,Wetland,Wetland
805,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
806,Wetland,Water,Wetland,NULL,Wetland,Water
807,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
808,Wetland,Water,Wetland,Non_Water,Wetland,Water
809,Wetland,Water,Wetland,Water,NULL,Water
810,Wetland,Water,Wetland,Water,Wetland,Wetland
811,Wetland,Water,Wetland,Water,Wetland,Bareland
812,Wetland,Water,Wetland,Water,Wetland,Water
813,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
814,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
815,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
816,Wetland,Water,Bareland,NULL,Non_Wetland,Water
817,Wetland,Water,Water,NULL,NULL,Water
818,Wetland,Water,Water,NULL,Water,Wetland
819,Wetland,Water,Water,NULL,Water,Water
820,Wetland,Water,Water,Non_Water,Water,Water
821,Wetland,Water,Water,Water,NULL,Water
822,Wetland,Water,Water,Water,Water,Wetland
823,Wetland,Water,Water,Water,Water,Water
824,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
825,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
826,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
827,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
828,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
829,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
830,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
831,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
832,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
833,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
834,Wetland,Forest,Wetland,NULL,Wetland,Wetland
835,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
836,Wetland,Forest,Wetland,Water,Wetland,Wetland
837,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
838,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
839,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
840,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
841,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
842,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
843,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
844,Bareland,NULL,Wetland,NULL,Wetland,Wetland
845,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
846,Bareland,NULL,Wetland,NULL,Wetland,Water
847,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
848,Bareland,NULL,Wetland,Water,Wetland,Wetland
849,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
850,Bareland,NULL,Wetland,Water,Wetland,Water
851,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
852,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
853,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
854,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
855,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
856,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
857,Bareland,NULL,Bareland,Water,Non_Wetland,Water
858,Bareland,NULL,Water,Water,Water,Water
859,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
860,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
861,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
862,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
863,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
864,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
865,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
866,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
867,Bareland,Wetland,Wetland,NULL,NULL,Wetland
868,Bareland,Wetland,Wetland,NULL,NULL,Water
869,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
870,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
871,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
872,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
873,Bareland,Wetland,Wetland,NULL,Wetland,Water
874,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
875,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
876,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
877,Bareland,Wetland,Wetland,Water,NULL,Wetland
878,Bareland,Wetland,Wetland,Water,NULL,Water
879,Bareland,Wetland,Wetland,Water,Wetland,Wetland
880,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
881,Bareland,Wetland,Wetland,Water,Wetland,Water
882,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
883,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
884,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
885,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
886,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
887,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
888,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
889,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
890,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
891,Bareland,Wetland,Water,NULL,Water,Wetland
892,Bareland,Wetland,Water,Water,Water,Wetland
893,Bareland,Wetland,Water,Water,Water,Water
894,Bareland,Bareland,Wetland,NULL,Wetland,Water
895,Bareland,Bareland,Wetland,Water,Wetland,Wetland
896,Bareland,Bareland,Wetland,Water,Wetland,Bareland
897,Bareland,Bareland,Wetland,Water,Wetland,Water
898,Bareland,Bareland,Water,Water,Water,Water
899,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
900,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
901,Bareland,Water,Shrubland,Water,Non_Wetland,Water
902,Bareland,Water,Wetland,NULL,NULL,Water
903,Bareland,Water,Wetland,NULL,Wetland,Grassland
904,Bareland,Water,Wetland,NULL,Wetland,Wetland
905,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
906,Bareland,Water,Wetland,NULL,Wetland,Water
907,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
908,Bareland,Water,Wetland,Non_Water,Wetland,Water
909,Bareland,Water,Wetland,Water,NULL,Water
910,Bareland,Water,Wetland,Water,Wetland,Wetland
911,Bareland,Water,Wetland,Water,Wetland,Water
912,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
913,Bareland,Water,Bareland,NULL,Non_Wetland,Water
914,Bareland,Water,Water,NULL,Water,Water
915,Bareland,Water,Water,Water,NULL,Water
916,Bareland,Water,Water,Water,Water,Water
917,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
918,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
919,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
920,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
921,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
922,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
923,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
924,Bareland,Forest,Shrubland,Water,Non_Wetland,Wetland
925,Bareland,Forest,Wetland,NULL,Wetland,Wetland
926,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland
927,Bareland,Forest,Wetland,Water,Wetland,Wetland
928,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
929,Water,Wetland,Shrubland,Water,Non_Wetland,Water
930,Water,Wetland,Wetland,NULL,Wetland,Water
931,Water,Wetland,Wetland,Non_Water,Wetland,Water
932,Water,Wetland,Wetland,Water,Wetland,Water
933,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
934,Water,Wetland,Bareland,NULL,Non_Wetland,Water
935,Water,Wetland,Water,NULL,Water,Water
936,Water,Wetland,Water,Non_Water,Water,Water
937,Water,Wetland,Water,Water,Water,Water
938,Water,Bareland,Wetland,NULL,Wetland,Water
939,Water,Bareland,Wetland,Water,Wetland,Water
940,Water,Bareland,Water,NULL,Water,Water
941,Water,Bareland,Water,Water,Water,Water
942,Water,Water,Shrubland,NULL,Non_Wetland,Water
943,Water,Water,Shrubland,Water,Non_Wetland,Water
944,Water,Water,Wetland,NULL,Wetland,Water
945,Water,Water,Wetland,Non_Water,Wetland,Water
946,Water,Water,Wetland,Water,NULL,Water
947,Water,Water,Wetland,Water,Wetland,Wetland
948,Water,Water,Wetland,Water,Wetland,Water
949,Water,Water,Water,NULL,NULL,Water
950,Water,Water,Water,NULL,Water,Water
951,Water,Water,Water,Non_Water,Water,Water
952,Water,Water,Water,Water,NULL,Water
953,Water,Water,Water,Water,Water,Wetland
954,Water,Water,Water,Water,Water,Water
955,Forest,NULL,Wetland,NULL,Wetland,Wetland
956,Forest,NULL,Wetland,Water,Wetland,Wetland
957,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
958,Forest,Wetland,Wetland,NULL,Wetland,Wetland
959,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
960,Forest,Wetland,Wetland,Water,Wetland,Wetland
961,Forest,Forest,Wetland,NULL,Wetland,Wetland
962,Forest,Forest,Wetland,Water,Wetland,Wetland
