Value,SIBERIA_2024_ESA_CALU_2024_42WXE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXE_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXE_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXE_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXE_M_R,SIBERIA_2024_WorldCover_2021_42WXE_M_R
802,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
803,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
804,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
805,Shrubland,Wetland,Wetland,NULL,Wetland,Built-up
806,Shrubland,Wetland,Wetland,NULL,Wetland,Water
807,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
808,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
809,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
810,Shrubland,Wetland,Wetland,Non_Water,Wetland,Built-up
811,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
812,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
813,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
814,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
815,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
816,Shrubland,Wetland,Wetland,Water,Wetland,Water
817,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
818,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
819,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
820,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
821,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
822,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
823,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
824,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
825,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
826,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
827,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
828,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
829,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
830,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
831,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
832,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
833,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
834,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
835,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
836,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Built-up
837,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
838,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
839,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
840,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
841,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
842,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
843,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
844,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
845,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
846,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
847,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
848,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
849,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
850,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
851,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Bareland
852,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Built-up
853,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Water
854,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
855,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
856,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
857,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Water
858,Shrubland,Wetland,Built-up,Water,Non_Wetland,Grassland
859,Shrubland,Wetland,Built-up,Water,Non_Wetland,Wetland
860,Shrubland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
861,Shrubland,Wetland,Built-up,Water,Non_Wetland,Bareland
862,Shrubland,Wetland,Built-up,Water,Non_Wetland,Water
863,Shrubland,Wetland,Water,NULL,NULL,Wetland
864,Shrubland,Wetland,Water,NULL,Water,Wetland
865,Shrubland,Wetland,Water,NULL,Water,Water
866,Shrubland,Wetland,Water,Non_Water,Water,Wetland
867,Shrubland,Wetland,Water,Non_Water,Water,Water
868,Shrubland,Wetland,Water,Water,Water,Grassland
869,Shrubland,Wetland,Water,Water,Water,Wetland
870,Shrubland,Wetland,Water,Water,Water,Water
871,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
872,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
873,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
874,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
875,Shrubland,Bareland,Wetland,Water,Wetland,Bareland
876,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
877,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
878,Shrubland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
879,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Wetland
880,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Built-up
881,Shrubland,Built-up,Wetland,NULL,Wetland,Grassland
882,Shrubland,Built-up,Wetland,NULL,Wetland,Wetland
883,Shrubland,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
884,Shrubland,Built-up,Wetland,NULL,Wetland,Bareland
885,Shrubland,Built-up,Wetland,NULL,Wetland,Water
886,Shrubland,Built-up,Wetland,Non_Water,Wetland,Wetland
887,Shrubland,Built-up,Wetland,Water,Wetland,Wetland
888,Shrubland,Built-up,Wetland,Water,Wetland,Bareland
889,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
890,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
891,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
892,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
893,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
894,Shrubland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
895,Shrubland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
896,Shrubland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
897,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
898,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Wetland
899,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Water
900,Shrubland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
901,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Grassland
902,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Wetland
903,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
904,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Bareland
905,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Built-up
906,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Forest
907,Shrubland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
908,Shrubland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
909,Shrubland,Built-up,Built-up,Water,Non_Wetland,Wetland
910,Shrubland,Built-up,Built-up,Water,Non_Wetland,Built-up
911,Shrubland,Built-up,Water,NULL,Water,Wetland
912,Shrubland,Built-up,Water,Water,Water,Wetland
913,Shrubland,Built-up,Water,Water,Water,Water
914,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
915,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
916,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
917,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
918,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
919,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
920,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
921,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
922,Shrubland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
923,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
924,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
925,Shrubland,Water,Grassland,Water,Non_Wetland,Water
926,Shrubland,Water,Wetland,NULL,Wetland,Grassland
927,Shrubland,Water,Wetland,NULL,Wetland,Wetland
928,Shrubland,Water,Wetland,NULL,Wetland,Water
929,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
930,Shrubland,Water,Wetland,Non_Water,Wetland,Water
931,Shrubland,Water,Wetland,Water,Wetland,Wetland
932,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
933,Shrubland,Water,Wetland,Water,Wetland,Water
934,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
935,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
936,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
937,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
938,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
939,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
940,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
941,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
942,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
943,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
944,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
945,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
946,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
947,Shrubland,Water,Bareland,NULL,Non_Wetland,Bareland
948,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
949,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
950,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
951,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
952,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
953,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
954,Shrubland,Water,Bareland,Water,Non_Wetland,Water
955,Shrubland,Water,Built-up,Non_Water,Non_Wetland,Wetland
956,Shrubland,Water,Water,NULL,Water,Grassland
957,Shrubland,Water,Water,NULL,Water,Wetland
958,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
959,Shrubland,Water,Water,NULL,Water,Water
960,Shrubland,Water,Water,Non_Water,Water,Wetland
961,Shrubland,Water,Water,Non_Water,Water,Water
962,Shrubland,Water,Water,Water,Water,Wetland
963,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
964,Shrubland,Water,Water,Water,Water,Water
965,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
966,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
967,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
968,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
969,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
970,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
971,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
972,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
973,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
974,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
975,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
976,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
977,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
978,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
979,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
980,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
981,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
982,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
983,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
984,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
985,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
986,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
987,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
988,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
989,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
990,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
991,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
992,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
993,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
994,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
995,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
996,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
997,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
998,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
999,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1000,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1001,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1002,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1003,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1004,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
1005,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1006,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1007,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1008,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1009,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1010,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1011,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1012,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1013,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1014,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1015,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1016,Shrubland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
1017,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1018,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
1019,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1020,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1021,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
1022,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1023,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Water
1024,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1025,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1026,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1027,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1028,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1029,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
1030,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1031,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1032,Shrubland,Forest,Bareland,NULL,Non_Wetland,Water
1033,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1034,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
1035,Shrubland,Forest,Built-up,NULL,Non_Wetland,Grassland
1036,Shrubland,Forest,Built-up,NULL,Non_Wetland,Wetland
1037,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1038,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1039,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1040,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1041,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1042,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1043,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1044,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1045,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1046,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1047,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1048,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1049,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1050,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1051,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1052,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1053,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1054,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1055,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1056,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1057,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1058,Wetland,NULL,Wetland,NULL,Wetland,Built-up
1059,Wetland,NULL,Wetland,NULL,Wetland,Water
1060,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1061,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1062,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
1063,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1064,Wetland,NULL,Wetland,Water,Wetland,Wetland
1065,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1066,Wetland,NULL,Wetland,Water,Wetland,Water
1067,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1068,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1069,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1070,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1071,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1072,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1073,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1074,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1075,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1076,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1077,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1078,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1079,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1080,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1081,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1082,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1083,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1084,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1085,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1086,Wetland,NULL,Bareland,NULL,Non_Wetland,Built-up
1087,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1088,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1089,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1090,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1091,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1092,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1093,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1094,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1095,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1096,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1097,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1098,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1099,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1100,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
1101,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
1102,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1103,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1104,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1105,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water
1106,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1107,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
1108,Wetland,NULL,Built-up,Water,Non_Wetland,Water
1109,Wetland,NULL,Water,NULL,Water,Grassland
1110,Wetland,NULL,Water,NULL,Water,Wetland
1111,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1112,Wetland,NULL,Water,NULL,Water,Water
1113,Wetland,NULL,Water,Non_Water,Water,Wetland
1114,Wetland,NULL,Water,Non_Water,Water,Water
1115,Wetland,NULL,Water,Water,Water,Wetland
1116,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1117,Wetland,NULL,Water,Water,Water,Water
1118,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1119,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1120,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1121,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1122,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1123,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1124,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1125,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1126,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1127,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1128,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1129,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1130,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1131,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1132,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1133,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1134,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1135,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1136,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1137,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1138,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1139,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1140,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1141,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1142,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1143,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1144,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1145,Wetland,Wetland,Wetland,NULL,Wetland,Water
1146,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1147,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1148,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1149,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
1150,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1151,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1152,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1153,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1154,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1155,Wetland,Wetland,Wetland,Water,Wetland,Built-up
1156,Wetland,Wetland,Wetland,Water,Wetland,Water
1157,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1158,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1159,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1160,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1161,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1162,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1163,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1164,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1165,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1166,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1167,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1168,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1169,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1170,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1171,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1172,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1173,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1174,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
