Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VDK_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VDK_M_R,SIBERIA_2024_GSW_Yearly_2021_43VDK_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VDK_M_R,SIBERIA_2024_WorldCover_2021_43VDK_M_R
953,Forest,Bareland,NULL,Non_Wetland,Bareland
954,Forest,Bareland,NULL,Non_Wetland,Built-up
955,Forest,Bareland,NULL,Non_Wetland,Water
956,Forest,Bareland,NULL,Non_Wetland,Forest
957,Forest,Bareland,Non_Water,Non_Wetland,Grassland
958,Forest,Bareland,Non_Water,Non_Wetland,Wetland
959,Forest,Bareland,Non_Water,Non_Wetland,Bareland
960,Forest,Bareland,Non_Water,Non_Wetland,Built-up
961,Forest,Bareland,Non_Water,Non_Wetland,Water
962,Forest,Bareland,Non_Water,Non_Wetland,Forest
963,Forest,Bareland,Water,Non_Wetland,Grassland
964,Forest,Bareland,Water,Non_Wetland,Wetland
965,Forest,Bareland,Water,Non_Wetland,Bareland
966,Forest,Bareland,Water,Non_Wetland,Water
967,Forest,Bareland,Water,Non_Wetland,Forest
968,Forest,Built-up,NULL,Non_Wetland,Grassland
969,Forest,Built-up,NULL,Non_Wetland,Wetland
970,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
971,Forest,Built-up,NULL,Non_Wetland,Bareland
972,Forest,Built-up,NULL,Non_Wetland,Built-up
973,Forest,Built-up,NULL,Non_Wetland,Forest
974,Forest,Built-up,Non_Water,Non_Wetland,Built-up
975,Forest,Built-up,Water,Non_Wetland,Forest
976,Forest,Water,NULL,Water,NULL
977,Forest,Water,NULL,Water,Grassland
978,Forest,Water,NULL,Water,Wetland
979,Forest,Water,NULL,Water,Water
980,Forest,Water,NULL,Water,Forest
981,Forest,Water,Non_Water,Water,Wetland
982,Forest,Water,Non_Water,Water,Bareland
983,Forest,Water,Non_Water,Water,Water
984,Forest,Water,Non_Water,Water,Forest
985,Forest,Water,Water,Water,Grassland
986,Forest,Water,Water,Water,Wetland
987,Forest,Water,Water,Water,Bareland
988,Forest,Water,Water,Water,Water
989,Forest,Water,Water,Water,Forest
990,Forest,Forest,NULL,Non_Wetland,NULL
991,Forest,Forest,NULL,Non_Wetland,Grassland
992,Forest,Forest,NULL,Non_Wetland,Wetland
993,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
994,Forest,Forest,NULL,Non_Wetland,Bareland
995,Forest,Forest,NULL,Non_Wetland,Built-up
996,Forest,Forest,NULL,Non_Wetland,Water
997,Forest,Forest,NULL,Non_Wetland,Forest
998,Forest,Forest,Non_Water,Non_Wetland,NULL
999,Forest,Forest,Non_Water,Non_Wetland,Grassland
1000,Forest,Forest,Non_Water,Non_Wetland,Wetland
1001,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1002,Forest,Forest,Non_Water,Non_Wetland,Bareland
1003,Forest,Forest,Non_Water,Non_Wetland,Water
1004,Forest,Forest,Non_Water,Non_Wetland,Forest
1005,Forest,Forest,Water,Non_Wetland,Grassland
1006,Forest,Forest,Water,Non_Wetland,Wetland
1007,Forest,Forest,Water,Non_Wetland,Water
1008,Forest,Forest,Water,Non_Wetland,Forest
