Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VEH_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VEH_M_R,SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R,SIBERIA_2024_WorldCover_2021_43VEH_M_R
962,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
963,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
964,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
965,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
966,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
967,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
968,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
969,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
970,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
971,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
972,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
973,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
974,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
975,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
976,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
977,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
978,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
979,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
980,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
981,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
982,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
983,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
984,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
985,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
986,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
987,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
988,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
989,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
990,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
991,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
992,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
993,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
994,Permanent_ice_and_snow,Water,NULL,Water,Grassland
995,Permanent_ice_and_snow,Water,NULL,Water,Wetland
996,Permanent_ice_and_snow,Water,NULL,Water,Water
997,Permanent_ice_and_snow,Water,NULL,Water,Forest
998,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
999,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1000,Permanent_ice_and_snow,Water,Non_Water,Water,Built-up
1001,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1002,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
1003,Permanent_ice_and_snow,Water,Water,Water,Grassland
1004,Permanent_ice_and_snow,Water,Water,Water,Wetland
1005,Permanent_ice_and_snow,Water,Water,Water,Built-up
1006,Permanent_ice_and_snow,Water,Water,Water,Water
1007,Permanent_ice_and_snow,Water,Water,Water,Forest
1008,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
1009,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1010,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1011,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1012,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1013,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
1014,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1015,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1016,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1017,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1018,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Built-up
1019,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1020,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1021,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1022,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1023,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Built-up
1024,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1025,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1026,Forest,NULL,NULL,Non_Wetland,NULL
1027,Forest,NULL,NULL,Non_Wetland,Grassland
1028,Forest,NULL,NULL,Non_Wetland,Wetland
1029,Forest,NULL,NULL,Non_Wetland,Bareland
1030,Forest,NULL,NULL,Non_Wetland,Built-up
1031,Forest,NULL,NULL,Non_Wetland,Water
1032,Forest,NULL,NULL,Non_Wetland,Forest
1033,Forest,NULL,Non_Water,Non_Wetland,NULL
1034,Forest,NULL,Non_Water,Non_Wetland,Grassland
1035,Forest,NULL,Non_Water,Non_Wetland,Wetland
1036,Forest,NULL,Non_Water,Non_Wetland,Water
1037,Forest,NULL,Non_Water,Non_Wetland,Forest
1038,Forest,NULL,Water,Non_Wetland,Grassland
1039,Forest,NULL,Water,Non_Wetland,Wetland
1040,Forest,NULL,Water,Non_Wetland,Water
1041,Forest,NULL,Water,Non_Wetland,Forest
1042,Forest,Shrubland,NULL,Non_Wetland,NULL
1043,Forest,Shrubland,NULL,Non_Wetland,Grassland
1044,Forest,Shrubland,NULL,Non_Wetland,Wetland
1045,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1046,Forest,Shrubland,NULL,Non_Wetland,Bareland
1047,Forest,Shrubland,NULL,Non_Wetland,Built-up
1048,Forest,Shrubland,NULL,Non_Wetland,Water
1049,Forest,Shrubland,NULL,Non_Wetland,Forest
1050,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1051,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1052,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1053,Forest,Shrubland,Water,Non_Wetland,Grassland
1054,Forest,Shrubland,Water,Non_Wetland,Wetland
1055,Forest,Shrubland,Water,Non_Wetland,Forest
1056,Forest,Grassland,NULL,Non_Wetland,NULL
1057,Forest,Grassland,NULL,Non_Wetland,Grassland
1058,Forest,Grassland,NULL,Non_Wetland,Wetland
1059,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1060,Forest,Grassland,NULL,Non_Wetland,Bareland
1061,Forest,Grassland,NULL,Non_Wetland,Built-up
1062,Forest,Grassland,NULL,Non_Wetland,Forest
1063,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1064,Forest,Grassland,Non_Water,Non_Wetland,Forest
1065,Forest,Grassland,Water,Non_Wetland,Grassland
1066,Forest,Grassland,Water,Non_Wetland,Wetland
1067,Forest,Grassland,Water,Non_Wetland,Forest
1068,Forest,Cropland,NULL,Non_Wetland,Forest
1069,Forest,Wetland,NULL,Wetland,NULL
1070,Forest,Wetland,NULL,Wetland,Grassland
1071,Forest,Wetland,NULL,Wetland,Wetland
1072,Forest,Wetland,NULL,Wetland,Bareland
1073,Forest,Wetland,NULL,Wetland,Built-up
1074,Forest,Wetland,NULL,Wetland,Water
1075,Forest,Wetland,NULL,Wetland,Forest
1076,Forest,Wetland,Non_Water,Wetland,NULL
1077,Forest,Wetland,Non_Water,Wetland,Grassland
1078,Forest,Wetland,Non_Water,Wetland,Wetland
1079,Forest,Wetland,Non_Water,Wetland,Water
1080,Forest,Wetland,Non_Water,Wetland,Forest
1081,Forest,Wetland,Water,Wetland,Grassland
1082,Forest,Wetland,Water,Wetland,Wetland
1083,Forest,Wetland,Water,Wetland,Water
1084,Forest,Wetland,Water,Wetland,Forest
1085,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1086,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1087,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1088,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1089,Forest,Bareland,NULL,Non_Wetland,NULL
1090,Forest,Bareland,NULL,Non_Wetland,Grassland
1091,Forest,Bareland,NULL,Non_Wetland,Wetland
1092,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1093,Forest,Bareland,NULL,Non_Wetland,Bareland
1094,Forest,Bareland,NULL,Non_Wetland,Built-up
1095,Forest,Bareland,NULL,Non_Wetland,Water
1096,Forest,Bareland,NULL,Non_Wetland,Forest
1097,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1098,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1099,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1100,Forest,Bareland,Non_Water,Non_Wetland,Water
1101,Forest,Bareland,Non_Water,Non_Wetland,Forest
1102,Forest,Bareland,Water,Non_Wetland,Grassland
1103,Forest,Bareland,Water,Non_Wetland,Wetland
1104,Forest,Bareland,Water,Non_Wetland,Bareland
1105,Forest,Bareland,Water,Non_Wetland,Built-up
1106,Forest,Bareland,Water,Non_Wetland,Water
1107,Forest,Bareland,Water,Non_Wetland,Forest
1108,Forest,Built-up,NULL,Non_Wetland,Grassland
1109,Forest,Built-up,NULL,Non_Wetland,Wetland
1110,Forest,Built-up,NULL,Non_Wetland,Bareland
1111,Forest,Built-up,NULL,Non_Wetland,Built-up
1112,Forest,Built-up,NULL,Non_Wetland,Forest
1113,Forest,Built-up,Non_Water,Non_Wetland,Forest
1114,Forest,Built-up,Water,Non_Wetland,Built-up
1115,Forest,Built-up,Water,Non_Wetland,Forest
1116,Forest,Water,NULL,Water,Grassland
1117,Forest,Water,NULL,Water,Wetland
1118,Forest,Water,NULL,Water,Water
1119,Forest,Water,NULL,Water,Forest
1120,Forest,Water,Non_Water,Water,Grassland
1121,Forest,Water,Non_Water,Water,Wetland
1122,Forest,Water,Non_Water,Water,Water
1123,Forest,Water,Non_Water,Water,Forest
1124,Forest,Water,Water,Water,Grassland
1125,Forest,Water,Water,Water,Wetland
1126,Forest,Water,Water,Water,Water
1127,Forest,Water,Water,Water,Forest
1128,Forest,Forest,NULL,Non_Wetland,NULL
1129,Forest,Forest,NULL,Non_Wetland,Grassland
1130,Forest,Forest,NULL,Non_Wetland,Wetland
1131,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1132,Forest,Forest,NULL,Non_Wetland,Bareland
1133,Forest,Forest,NULL,Non_Wetland,Built-up
1134,Forest,Forest,NULL,Non_Wetland,Water
1135,Forest,Forest,NULL,Non_Wetland,Forest
1136,Forest,Forest,Non_Water,Non_Wetland,NULL
1137,Forest,Forest,Non_Water,Non_Wetland,Grassland
1138,Forest,Forest,Non_Water,Non_Wetland,Wetland
1139,Forest,Forest,Non_Water,Non_Wetland,Water
1140,Forest,Forest,Non_Water,Non_Wetland,Forest
1141,Forest,Forest,Water,Non_Wetland,Grassland
1142,Forest,Forest,Water,Non_Wetland,Wetland
1143,Forest,Forest,Water,Non_Wetland,Bareland
1144,Forest,Forest,Water,Non_Wetland,Water
1145,Forest,Forest,Water,Non_Wetland,Forest
