Value,SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXC_M_R,SIBERIA_2024_WorldCover_2021_42WXC_M_R
813,NULL,Forest,Water,Water,Water,Water
814,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
815,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
816,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
817,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
818,NULL,Forest,Forest,NULL,Non_Wetland,Water
819,NULL,Forest,Forest,NULL,Non_Wetland,Forest
820,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
821,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
822,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
823,NULL,Forest,Forest,Water,Non_Wetland,Wetland
824,NULL,Forest,Forest,Water,Non_Wetland,Water
825,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
826,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
827,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
828,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
829,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
830,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
831,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
832,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
833,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
834,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
835,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
836,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
837,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
838,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
839,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
840,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
841,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
842,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
843,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Water
844,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
845,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
846,Shrubland,NULL,Grassland,Water,Non_Wetland,Water
847,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
848,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
849,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
850,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
851,Shrubland,NULL,Wetland,NULL,Wetland,Water
852,Shrubland,NULL,Wetland,NULL,Wetland,Forest
853,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
854,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
855,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
856,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
857,Shrubland,NULL,Wetland,Water,Wetland,Grassland
858,Shrubland,NULL,Wetland,Water,Wetland,Wetland
859,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
860,Shrubland,NULL,Wetland,Water,Wetland,Bareland
861,Shrubland,NULL,Wetland,Water,Wetland,Water
862,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
863,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
864,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
865,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
866,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
867,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
868,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
869,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
870,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
871,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
872,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
873,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
874,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
875,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
876,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
877,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
878,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
879,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
880,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
881,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
882,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
883,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
884,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
885,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
886,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
887,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
888,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
889,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
890,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
891,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
892,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
893,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
894,Shrubland,NULL,Built-up,NULL,Non_Wetland,Bareland
895,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
896,Shrubland,NULL,Built-up,Water,Non_Wetland,Wetland
897,Shrubland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
898,Shrubland,NULL,Water,NULL,Water,Grassland
899,Shrubland,NULL,Water,NULL,Water,Wetland
900,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
901,Shrubland,NULL,Water,NULL,Water,Bareland
902,Shrubland,NULL,Water,NULL,Water,Water
903,Shrubland,NULL,Water,Non_Water,Water,Grassland
904,Shrubland,NULL,Water,Non_Water,Water,Wetland
905,Shrubland,NULL,Water,Non_Water,Water,Water
906,Shrubland,NULL,Water,Water,Water,Grassland
907,Shrubland,NULL,Water,Water,Water,Wetland
908,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
909,Shrubland,NULL,Water,Water,Water,Water
910,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
911,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
912,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
913,Shrubland,NULL,Forest,NULL,Non_Wetland,Bareland
914,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
915,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
916,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
917,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
918,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
919,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Water
920,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Forest
921,Shrubland,NULL,Forest,Water,Non_Wetland,Grassland
922,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
923,Shrubland,NULL,Forest,Water,Non_Wetland,Bareland
924,Shrubland,NULL,Forest,Water,Non_Wetland,Water
925,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
926,Shrubland,Wetland,NULL,NULL,Non_Wetland,Water
927,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
928,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Water
929,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
930,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
931,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
932,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
933,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
934,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
935,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
936,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
937,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
938,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
939,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
940,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
941,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
942,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
943,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
944,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Bareland
945,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
946,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
947,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
948,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
949,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
950,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
951,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
952,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
953,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
954,Shrubland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
955,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
956,Shrubland,Wetland,Wetland,NULL,NULL,Wetland
957,Shrubland,Wetland,Wetland,NULL,NULL,Water
958,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
959,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
960,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
961,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
962,Shrubland,Wetland,Wetland,NULL,Wetland,Water
963,Shrubland,Wetland,Wetland,NULL,Wetland,Forest
964,Shrubland,Wetland,Wetland,Non_Water,NULL,Wetland
965,Shrubland,Wetland,Wetland,Non_Water,NULL,Water
966,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
967,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
968,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
969,Shrubland,Wetland,Wetland,Non_Water,Wetland,Bareland
970,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
971,Shrubland,Wetland,Wetland,Non_Water,Wetland,Forest
972,Shrubland,Wetland,Wetland,Water,NULL,Wetland
973,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
974,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
975,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
976,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
977,Shrubland,Wetland,Wetland,Water,Wetland,Water
978,Shrubland,Wetland,Wetland,Water,Wetland,Forest
979,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
980,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
981,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
982,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
983,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
984,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
985,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
986,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
987,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
988,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
989,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
990,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
991,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
992,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
993,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
994,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
995,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
996,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
997,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
998,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
999,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1000,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1001,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
1002,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
1003,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1004,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1005,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1006,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1007,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1008,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1009,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
1010,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
1011,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1012,Shrubland,Wetland,Bareland,Water,Non_Wetland,Bareland
1013,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
1014,Shrubland,Wetland,Bareland,Water,Non_Wetland,Forest
1015,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1016,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1017,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1018,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1019,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Water
1020,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1021,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1022,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1023,Shrubland,Wetland,Built-up,Water,Non_Wetland,Wetland
1024,Shrubland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1025,Shrubland,Wetland,Built-up,Water,Non_Wetland,Bareland
1026,Shrubland,Wetland,Water,NULL,NULL,Wetland
1027,Shrubland,Wetland,Water,NULL,Water,Grassland
1028,Shrubland,Wetland,Water,NULL,Water,Wetland
1029,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1030,Shrubland,Wetland,Water,NULL,Water,Bareland
1031,Shrubland,Wetland,Water,NULL,Water,Water
1032,Shrubland,Wetland,Water,NULL,Water,Forest
1033,Shrubland,Wetland,Water,Non_Water,Water,Grassland
1034,Shrubland,Wetland,Water,Non_Water,Water,Wetland
1035,Shrubland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1036,Shrubland,Wetland,Water,Non_Water,Water,Water
1037,Shrubland,Wetland,Water,Water,NULL,Water
1038,Shrubland,Wetland,Water,Water,Water,Grassland
1039,Shrubland,Wetland,Water,Water,Water,Wetland
1040,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
1041,Shrubland,Wetland,Water,Water,Water,Bareland
1042,Shrubland,Wetland,Water,Water,Water,Water
1043,Shrubland,Wetland,Water,Water,Water,Forest
1044,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
1045,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
1046,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1047,Shrubland,Wetland,Forest,NULL,Non_Wetland,Bareland
1048,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
1049,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
1050,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1051,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1052,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1053,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1054,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
1055,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1056,Shrubland,Wetland,Forest,Water,Non_Wetland,Grassland
1057,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
1058,Shrubland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1059,Shrubland,Wetland,Forest,Water,Non_Wetland,Bareland
1060,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
1061,Shrubland,Wetland,Forest,Water,Non_Wetland,Forest
1062,Shrubland,Bareland,Wetland,Water,Wetland,Wetland
1063,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1064,Shrubland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1065,Shrubland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1066,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1067,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1068,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
1069,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
1070,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
1071,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
1072,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
1073,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
1074,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
1075,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
1076,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
1077,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1078,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
1079,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
1080,Shrubland,Water,Grassland,Water,Non_Wetland,Water
1081,Shrubland,Water,Wetland,NULL,NULL,Water
1082,Shrubland,Water,Wetland,NULL,Wetland,Grassland
1083,Shrubland,Water,Wetland,NULL,Wetland,Wetland
1084,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1085,Shrubland,Water,Wetland,NULL,Wetland,Bareland
1086,Shrubland,Water,Wetland,NULL,Wetland,Water
1087,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
1088,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
1089,Shrubland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1090,Shrubland,Water,Wetland,Non_Water,Wetland,Bareland
1091,Shrubland,Water,Wetland,Non_Water,Wetland,Water
1092,Shrubland,Water,Wetland,Water,NULL,Water
1093,Shrubland,Water,Wetland,Water,Wetland,Grassland
1094,Shrubland,Water,Wetland,Water,Wetland,Wetland
1095,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1096,Shrubland,Water,Wetland,Water,Wetland,Bareland
1097,Shrubland,Water,Wetland,Water,Wetland,Water
1098,Shrubland,Water,Wetland,Water,Wetland,Forest
1099,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1100,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1101,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1102,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1103,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1104,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1105,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1106,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1107,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1108,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1109,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1110,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
1111,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1112,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1113,Shrubland,Water,Bareland,NULL,Non_Wetland,Bareland
1114,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
1115,Shrubland,Water,Bareland,NULL,Non_Wetland,Forest
1116,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1117,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1118,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
1119,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
1120,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1121,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1122,Shrubland,Water,Bareland,Water,Non_Wetland,Bareland
1123,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1124,Shrubland,Water,Water,NULL,Water,Grassland
1125,Shrubland,Water,Water,NULL,Water,Wetland
1126,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
1127,Shrubland,Water,Water,NULL,Water,Water
1128,Shrubland,Water,Water,NULL,Water,Forest
1129,Shrubland,Water,Water,Non_Water,Water,Grassland
1130,Shrubland,Water,Water,Non_Water,Water,Wetland
1131,Shrubland,Water,Water,Non_Water,Water,Water
1132,Shrubland,Water,Water,Water,Water,Grassland
1133,Shrubland,Water,Water,Water,Water,Wetland
1134,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
1135,Shrubland,Water,Water,Water,Water,Water
1136,Shrubland,Water,Water,Water,Water,Forest
1137,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
1138,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1139,Shrubland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1140,Shrubland,Water,Forest,NULL,Non_Wetland,Bareland
1141,Shrubland,Water,Forest,NULL,Non_Wetland,Water
1142,Shrubland,Water,Forest,NULL,Non_Wetland,Forest
1143,Shrubland,Water,Forest,Non_Water,Non_Wetland,Grassland
1144,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
1145,Shrubland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1146,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
1147,Shrubland,Water,Forest,Water,Non_Wetland,Grassland
1148,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
1149,Shrubland,Water,Forest,Water,Non_Wetland,Water
1150,Shrubland,Water,Forest,Water,Non_Wetland,Forest
1151,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1152,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1153,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1154,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1155,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1156,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1157,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1158,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1159,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1160,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
1161,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1162,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1163,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
1164,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1165,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1166,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1167,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1168,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1169,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1170,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1171,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1172,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1173,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1174,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1175,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1176,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1177,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1178,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1179,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1180,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1181,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1182,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1183,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1184,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1185,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1186,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1187,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1188,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1189,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1190,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1191,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1192,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1193,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1194,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1195,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
