Value,SIBERIA_2024_ESA_CALU_2024_44WNE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,SIBERIA_2024_WorldCover_2021_44WNE_M_R
801,Shrubland,NULL,Water,Non_Water,Water,Wetland
802,Shrubland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
803,Shrubland,NULL,Water,Non_Water,Water,Water
804,Shrubland,NULL,Water,Non_Water,Water,Forest
805,Shrubland,NULL,Water,Water,Water,Grassland
806,Shrubland,NULL,Water,Water,Water,Wetland
807,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
808,Shrubland,NULL,Water,Water,Water,Water
809,Shrubland,NULL,Water,Water,Water,Forest
810,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
811,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
812,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
813,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
814,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
815,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
816,Shrubland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
817,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
818,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
819,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
820,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
821,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
822,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
823,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
824,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
825,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
826,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
827,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
828,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
829,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
830,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Bareland
831,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
832,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Forest
833,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
834,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
835,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
836,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
837,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
838,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
839,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
840,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
841,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
842,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
843,Shrubland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
844,Shrubland,Wetland,Grassland,Water,Non_Wetland,Bareland
845,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
846,Shrubland,Wetland,Wetland,NULL,NULL,Grassland
847,Shrubland,Wetland,Wetland,NULL,NULL,Wetland
848,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
849,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
850,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
851,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
852,Shrubland,Wetland,Wetland,NULL,Wetland,Water
853,Shrubland,Wetland,Wetland,NULL,Wetland,Forest
854,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
855,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
856,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
857,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
858,Shrubland,Wetland,Wetland,Water,NULL,Grassland
859,Shrubland,Wetland,Wetland,Water,NULL,Wetland
860,Shrubland,Wetland,Wetland,Water,NULL,Water
861,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
862,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
863,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
864,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
865,Shrubland,Wetland,Wetland,Water,Wetland,Water
866,Shrubland,Wetland,Wetland,Water,Wetland,Forest
867,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
868,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
869,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
870,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
871,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
872,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
873,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
874,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
875,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
876,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
877,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
878,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
879,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
880,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
881,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
882,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
883,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
884,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
885,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
886,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
887,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
888,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
889,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
890,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
891,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
892,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
893,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
894,Shrubland,Wetland,Bareland,Water,Non_Wetland,Bareland
895,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
896,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
897,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
898,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
899,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Bareland
900,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Water
901,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
902,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
903,Shrubland,Wetland,Built-up,Water,Non_Wetland,Grassland
904,Shrubland,Wetland,Built-up,Water,Non_Wetland,Wetland
905,Shrubland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
906,Shrubland,Wetland,Built-up,Water,Non_Wetland,Bareland
907,Shrubland,Wetland,Built-up,Water,Non_Wetland,Water
908,Shrubland,Wetland,Water,NULL,Water,Grassland
909,Shrubland,Wetland,Water,NULL,Water,Wetland
910,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
911,Shrubland,Wetland,Water,NULL,Water,Water
912,Shrubland,Wetland,Water,Non_Water,Water,Grassland
913,Shrubland,Wetland,Water,Non_Water,Water,Wetland
914,Shrubland,Wetland,Water,Non_Water,Water,Water
915,Shrubland,Wetland,Water,Water,Water,Grassland
916,Shrubland,Wetland,Water,Water,Water,Wetland
917,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
918,Shrubland,Wetland,Water,Water,Water,Bareland
919,Shrubland,Wetland,Water,Water,Water,Water
920,Shrubland,Wetland,Water,Water,Water,Forest
921,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
922,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
923,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
924,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
925,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
926,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
927,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
928,Shrubland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
929,Shrubland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
930,Shrubland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
931,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Grassland
932,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Wetland
933,Shrubland,Built-up,Wetland,NULL,Wetland,Grassland
934,Shrubland,Built-up,Wetland,NULL,Wetland,Wetland
935,Shrubland,Built-up,Wetland,NULL,Wetland,Bareland
936,Shrubland,Built-up,Wetland,NULL,Wetland,Built-up
937,Shrubland,Built-up,Wetland,NULL,Wetland,Forest
938,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
939,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
940,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
941,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Wetland
942,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
943,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Forest
944,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Grassland
945,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
946,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Bareland
947,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Built-up
948,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Forest
949,Shrubland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
950,Shrubland,Built-up,Built-up,Non_Water,Non_Wetland,Water
951,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
952,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
953,Shrubland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
954,Shrubland,Water,Shrubland,NULL,Non_Wetland,Bareland
955,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
956,Shrubland,Water,Shrubland,NULL,Non_Wetland,Forest
957,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
958,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
959,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
960,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
961,Shrubland,Water,Shrubland,Water,Non_Wetland,Grassland
962,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
963,Shrubland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
964,Shrubland,Water,Shrubland,Water,Non_Wetland,Bareland
965,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
966,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
967,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
968,Shrubland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
969,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
970,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Grassland
971,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
972,Shrubland,Water,Grassland,Water,Non_Wetland,Grassland
973,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
974,Shrubland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
975,Shrubland,Water,Grassland,Water,Non_Wetland,Water
976,Shrubland,Water,Grassland,Water,Non_Wetland,Forest
977,Shrubland,Water,Wetland,NULL,NULL,Wetland
978,Shrubland,Water,Wetland,NULL,NULL,Lichens_and_Mosses
979,Shrubland,Water,Wetland,NULL,NULL,Bareland
980,Shrubland,Water,Wetland,NULL,NULL,Water
981,Shrubland,Water,Wetland,NULL,Wetland,Grassland
982,Shrubland,Water,Wetland,NULL,Wetland,Wetland
983,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
984,Shrubland,Water,Wetland,NULL,Wetland,Bareland
985,Shrubland,Water,Wetland,NULL,Wetland,Water
986,Shrubland,Water,Wetland,NULL,Wetland,Forest
987,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
988,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
989,Shrubland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
990,Shrubland,Water,Wetland,Non_Water,Wetland,Water
991,Shrubland,Water,Wetland,Non_Water,Wetland,Forest
992,Shrubland,Water,Wetland,Water,NULL,Wetland
993,Shrubland,Water,Wetland,Water,Wetland,Grassland
994,Shrubland,Water,Wetland,Water,Wetland,Wetland
995,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
996,Shrubland,Water,Wetland,Water,Wetland,Bareland
997,Shrubland,Water,Wetland,Water,Wetland,Water
998,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
999,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1000,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1001,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1002,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1003,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1004,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1005,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1006,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1007,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1008,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1009,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1010,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
1011,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1012,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1013,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
1014,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1015,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1016,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
1017,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
1018,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1019,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1020,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1021,Shrubland,Water,Water,NULL,Water,Grassland
1022,Shrubland,Water,Water,NULL,Water,Wetland
1023,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
1024,Shrubland,Water,Water,NULL,Water,Water
1025,Shrubland,Water,Water,Non_Water,Water,Grassland
1026,Shrubland,Water,Water,Non_Water,Water,Wetland
1027,Shrubland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1028,Shrubland,Water,Water,Non_Water,Water,Water
1029,Shrubland,Water,Water,Water,Water,Grassland
1030,Shrubland,Water,Water,Water,Water,Wetland
1031,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
1032,Shrubland,Water,Water,Water,Water,Bareland
1033,Shrubland,Water,Water,Water,Water,Water
1034,Shrubland,Water,Water,Water,Water,Forest
1035,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1036,Shrubland,Water,Forest,NULL,Non_Wetland,Water
1037,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
1038,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1039,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1040,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1041,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1042,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1043,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1044,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1045,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1046,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1047,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
1048,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1049,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1050,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1051,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
1052,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1053,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1054,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1055,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1056,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1057,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1058,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1059,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1060,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1061,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1062,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
1063,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1064,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1065,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1066,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1067,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1068,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1069,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1070,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1071,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1072,Shrubland,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
1073,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1074,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1075,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1076,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1077,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1078,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1079,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1080,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1081,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1082,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1083,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1084,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1085,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1086,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1087,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1088,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1089,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1090,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1091,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1092,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1093,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1094,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1095,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1096,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1097,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1098,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1099,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1100,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1101,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1102,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1103,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1104,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1105,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1106,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1107,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1108,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
1109,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1110,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1111,Shrubland,Permanent_ice_and_snow,Water,Water,NULL,Grassland
1112,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1113,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1114,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
1115,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Forest
1116,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1117,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1118,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1119,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1120,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1121,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1122,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Water
1123,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1124,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1125,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
1126,Shrubland,Forest,Shrubland,Water,Non_Wetland,Water
1127,Shrubland,Forest,Shrubland,Water,Non_Wetland,Forest
1128,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1129,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1130,Shrubland,Forest,Grassland,NULL,Non_Wetland,Water
1131,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1132,Shrubland,Forest,Grassland,Water,Non_Wetland,Wetland
1133,Shrubland,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1134,Shrubland,Forest,Wetland,NULL,NULL,Grassland
1135,Shrubland,Forest,Wetland,NULL,NULL,Wetland
1136,Shrubland,Forest,Wetland,NULL,Wetland,Grassland
1137,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1138,Shrubland,Forest,Wetland,NULL,Wetland,Forest
1139,Shrubland,Forest,Wetland,Non_Water,Wetland,Grassland
1140,Shrubland,Forest,Wetland,Non_Water,Wetland,Wetland
1141,Shrubland,Forest,Wetland,Water,Wetland,Wetland
1142,Shrubland,Forest,Wetland,Water,Wetland,Water
1143,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1144,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1145,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1146,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1147,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1148,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1149,Shrubland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1150,Shrubland,Forest,Bareland,NULL,Non_Wetland,Forest
1151,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
1152,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1153,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
1154,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1155,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1156,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1157,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1158,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1159,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1160,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1161,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1162,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1163,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1164,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1165,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1166,Wetland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1167,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
1168,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1169,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1170,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1171,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1172,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1173,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1174,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1175,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
