Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VDL_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VDL_M_R,SIBERIA_2024_GSW_Yearly_2021_43VDL_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VDL_M_R,SIBERIA_2024_WorldCover_2021_43VDL_M_R
933,Forest,Grassland,NULL,Non_Wetland,Wetland
934,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
935,Forest,Grassland,NULL,Non_Wetland,Bareland
936,Forest,Grassland,NULL,Non_Wetland,Built-up
937,Forest,Grassland,NULL,Non_Wetland,Forest
938,Forest,Grassland,Non_Water,Non_Wetland,NULL
939,Forest,Grassland,Non_Water,Non_Wetland,Grassland
940,Forest,Grassland,Non_Water,Non_Wetland,Wetland
941,Forest,Grassland,Non_Water,Non_Wetland,Forest
942,Forest,Grassland,Water,Non_Wetland,Grassland
943,Forest,Grassland,Water,Non_Wetland,Wetland
944,Forest,Grassland,Water,Non_Wetland,Forest
945,Forest,Cropland,NULL,Non_Wetland,Grassland
946,Forest,Cropland,NULL,Non_Wetland,Wetland
947,Forest,Cropland,NULL,Non_Wetland,Bareland
948,Forest,Cropland,NULL,Non_Wetland,Forest
949,Forest,Wetland,NULL,Wetland,NULL
950,Forest,Wetland,NULL,Wetland,Grassland
951,Forest,Wetland,NULL,Wetland,Wetland
952,Forest,Wetland,NULL,Wetland,Bareland
953,Forest,Wetland,NULL,Wetland,Built-up
954,Forest,Wetland,NULL,Wetland,Water
955,Forest,Wetland,NULL,Wetland,Forest
956,Forest,Wetland,Non_Water,Wetland,NULL
957,Forest,Wetland,Non_Water,Wetland,Grassland
958,Forest,Wetland,Non_Water,Wetland,Wetland
959,Forest,Wetland,Non_Water,Wetland,Water
960,Forest,Wetland,Non_Water,Wetland,Forest
961,Forest,Wetland,Water,Wetland,Grassland
962,Forest,Wetland,Water,Wetland,Wetland
963,Forest,Wetland,Water,Wetland,Bareland
964,Forest,Wetland,Water,Wetland,Water
965,Forest,Wetland,Water,Wetland,Forest
966,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
967,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
968,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
969,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
970,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
971,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
972,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
973,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
974,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
975,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
976,Forest,Bareland,NULL,Non_Wetland,NULL
977,Forest,Bareland,NULL,Non_Wetland,Grassland
978,Forest,Bareland,NULL,Non_Wetland,Wetland
979,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
980,Forest,Bareland,NULL,Non_Wetland,Bareland
981,Forest,Bareland,NULL,Non_Wetland,Built-up
982,Forest,Bareland,NULL,Non_Wetland,Water
983,Forest,Bareland,NULL,Non_Wetland,Forest
984,Forest,Bareland,Non_Water,Non_Wetland,Grassland
985,Forest,Bareland,Non_Water,Non_Wetland,Wetland
986,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
987,Forest,Bareland,Non_Water,Non_Wetland,Bareland
988,Forest,Bareland,Non_Water,Non_Wetland,Built-up
989,Forest,Bareland,Non_Water,Non_Wetland,Water
990,Forest,Bareland,Non_Water,Non_Wetland,Forest
991,Forest,Bareland,Water,Non_Wetland,Grassland
992,Forest,Bareland,Water,Non_Wetland,Wetland
993,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
994,Forest,Bareland,Water,Non_Wetland,Bareland
995,Forest,Bareland,Water,Non_Wetland,Built-up
996,Forest,Bareland,Water,Non_Wetland,Water
997,Forest,Bareland,Water,Non_Wetland,Forest
998,Forest,Built-up,NULL,Non_Wetland,Grassland
999,Forest,Built-up,NULL,Non_Wetland,Wetland
1000,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1001,Forest,Built-up,NULL,Non_Wetland,Bareland
1002,Forest,Built-up,NULL,Non_Wetland,Built-up
1003,Forest,Built-up,NULL,Non_Wetland,Water
1004,Forest,Built-up,NULL,Non_Wetland,Forest
1005,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1006,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1007,Forest,Built-up,Non_Water,Non_Wetland,Forest
1008,Forest,Built-up,Water,Non_Wetland,Grassland
1009,Forest,Built-up,Water,Non_Wetland,Wetland
1010,Forest,Built-up,Water,Non_Wetland,Built-up
1011,Forest,Built-up,Water,Non_Wetland,Water
1012,Forest,Water,NULL,Water,Grassland
1013,Forest,Water,NULL,Water,Wetland
1014,Forest,Water,NULL,Water,Lichens_and_Mosses
1015,Forest,Water,NULL,Water,Water
1016,Forest,Water,NULL,Water,Forest
1017,Forest,Water,Non_Water,Water,Grassland
1018,Forest,Water,Non_Water,Water,Wetland
1019,Forest,Water,Non_Water,Water,Water
1020,Forest,Water,Non_Water,Water,Forest
1021,Forest,Water,Water,Water,Grassland
1022,Forest,Water,Water,Water,Wetland
1023,Forest,Water,Water,Water,Water
1024,Forest,Water,Water,Water,Forest
1025,Forest,Forest,NULL,Non_Wetland,NULL
1026,Forest,Forest,NULL,Non_Wetland,Grassland
1027,Forest,Forest,NULL,Non_Wetland,Wetland
1028,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1029,Forest,Forest,NULL,Non_Wetland,Bareland
1030,Forest,Forest,NULL,Non_Wetland,Built-up
1031,Forest,Forest,NULL,Non_Wetland,Water
1032,Forest,Forest,NULL,Non_Wetland,Forest
1033,Forest,Forest,Non_Water,Non_Wetland,NULL
1034,Forest,Forest,Non_Water,Non_Wetland,Grassland
1035,Forest,Forest,Non_Water,Non_Wetland,Wetland
1036,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1037,Forest,Forest,Non_Water,Non_Wetland,Water
1038,Forest,Forest,Non_Water,Non_Wetland,Forest
1039,Forest,Forest,Water,Non_Wetland,Grassland
1040,Forest,Forest,Water,Non_Wetland,Wetland
1041,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1042,Forest,Forest,Water,Non_Wetland,Built-up
1043,Forest,Forest,Water,Non_Wetland,Water
1044,Forest,Forest,Water,Non_Wetland,Forest
