Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNV_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNV_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNV_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNV_M_R,SIBERIA_2024_WorldCover_2021_44WNV_M_R
906,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
907,Forest,Bareland,Non_Water,Non_Wetland,Bareland
908,Forest,Bareland,Non_Water,Non_Wetland,Water
909,Forest,Bareland,Non_Water,Non_Wetland,Forest
910,Forest,Bareland,Water,Non_Wetland,Grassland
911,Forest,Bareland,Water,Non_Wetland,Wetland
912,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
913,Forest,Bareland,Water,Non_Wetland,Bareland
914,Forest,Bareland,Water,Non_Wetland,Water
915,Forest,Bareland,Water,Non_Wetland,Forest
916,Forest,Built-up,NULL,Non_Wetland,Grassland
917,Forest,Built-up,NULL,Non_Wetland,Wetland
918,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
919,Forest,Built-up,NULL,Non_Wetland,Bareland
920,Forest,Built-up,NULL,Non_Wetland,Water
921,Forest,Built-up,NULL,Non_Wetland,Forest
922,Forest,Built-up,Non_Water,Non_Wetland,Grassland
923,Forest,Built-up,Non_Water,Non_Wetland,Wetland
924,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
925,Forest,Built-up,Non_Water,Non_Wetland,Bareland
926,Forest,Built-up,Non_Water,Non_Wetland,Water
927,Forest,Built-up,Non_Water,Non_Wetland,Forest
928,Forest,Built-up,Water,Non_Wetland,Grassland
929,Forest,Built-up,Water,Non_Wetland,Wetland
930,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
931,Forest,Built-up,Water,Non_Wetland,Bareland
932,Forest,Built-up,Water,Non_Wetland,Water
933,Forest,Built-up,Water,Non_Wetland,Forest
934,Forest,Water,NULL,Water,Grassland
935,Forest,Water,NULL,Water,Wetland
936,Forest,Water,NULL,Water,Lichens_and_Mosses
937,Forest,Water,NULL,Water,Bareland
938,Forest,Water,NULL,Water,Water
939,Forest,Water,NULL,Water,Forest
940,Forest,Water,Non_Water,Water,Grassland
941,Forest,Water,Non_Water,Water,Wetland
942,Forest,Water,Non_Water,Water,Lichens_and_Mosses
943,Forest,Water,Non_Water,Water,Bareland
944,Forest,Water,Non_Water,Water,Water
945,Forest,Water,Non_Water,Water,Forest
946,Forest,Water,Water,Water,Grassland
947,Forest,Water,Water,Water,Wetland
948,Forest,Water,Water,Water,Lichens_and_Mosses
949,Forest,Water,Water,Water,Bareland
950,Forest,Water,Water,Water,Water
951,Forest,Water,Water,Water,Forest
952,Forest,Forest,NULL,Non_Wetland,Grassland
953,Forest,Forest,NULL,Non_Wetland,Wetland
954,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
955,Forest,Forest,NULL,Non_Wetland,Bareland
956,Forest,Forest,NULL,Non_Wetland,Water
957,Forest,Forest,NULL,Non_Wetland,Forest
958,Forest,Forest,Non_Water,Non_Wetland,Grassland
959,Forest,Forest,Non_Water,Non_Wetland,Wetland
960,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
961,Forest,Forest,Non_Water,Non_Wetland,Bareland
962,Forest,Forest,Non_Water,Non_Wetland,Water
963,Forest,Forest,Non_Water,Non_Wetland,Forest
964,Forest,Forest,Water,Non_Wetland,Grassland
965,Forest,Forest,Water,Non_Wetland,Wetland
966,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
967,Forest,Forest,Water,Non_Wetland,Bareland
968,Forest,Forest,Water,Non_Wetland,Water
969,Forest,Forest,Water,Non_Wetland,Forest
