Value,SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPT_M_R,SIBERIA_2024_WorldCover_2021_41WPT_M_R
806,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
807,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
808,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
809,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
810,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
811,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
812,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
813,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
814,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
815,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
816,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
817,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
818,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
819,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
820,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
821,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
822,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
823,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
824,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
825,Shrubland,Wetland,Bareland,Water,Non_Wetland,Bareland
826,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
827,Shrubland,Wetland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
828,Shrubland,Wetland,Bareland,Water,Non_Wetland,Forest
829,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
830,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
831,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Bareland
832,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
833,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
834,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Water
835,Shrubland,Wetland,Built-up,Water,Non_Wetland,Wetland
836,Shrubland,Wetland,Built-up,Water,Non_Wetland,Bareland
837,Shrubland,Wetland,Water,NULL,NULL,Wetland
838,Shrubland,Wetland,Water,NULL,NULL,Water
839,Shrubland,Wetland,Water,NULL,Water,Grassland
840,Shrubland,Wetland,Water,NULL,Water,Wetland
841,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
842,Shrubland,Wetland,Water,NULL,Water,Bareland
843,Shrubland,Wetland,Water,NULL,Water,Water
844,Shrubland,Wetland,Water,Non_Water,NULL,Grassland
845,Shrubland,Wetland,Water,Non_Water,NULL,Wetland
846,Shrubland,Wetland,Water,Non_Water,NULL,Water
847,Shrubland,Wetland,Water,Non_Water,Water,Grassland
848,Shrubland,Wetland,Water,Non_Water,Water,Wetland
849,Shrubland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
850,Shrubland,Wetland,Water,Non_Water,Water,Water
851,Shrubland,Wetland,Water,Water,NULL,Wetland
852,Shrubland,Wetland,Water,Water,NULL,Water
853,Shrubland,Wetland,Water,Water,Water,Grassland
854,Shrubland,Wetland,Water,Water,Water,Wetland
855,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
856,Shrubland,Wetland,Water,Water,Water,Bareland
857,Shrubland,Wetland,Water,Water,Water,Water
858,Shrubland,Wetland,Water,Water,Water,Permanent_ice_and_snow
859,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
860,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
861,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
862,Shrubland,Wetland,Forest,NULL,Non_Wetland,Bareland
863,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
864,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
865,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
866,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
867,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
868,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
869,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
870,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Forest
871,Shrubland,Wetland,Forest,Water,Non_Wetland,Grassland
872,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
873,Shrubland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
874,Shrubland,Wetland,Forest,Water,Non_Wetland,Bareland
875,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
876,Shrubland,Bareland,Wetland,Water,Wetland,Water
877,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
878,Shrubland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
879,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Water
880,Shrubland,Bareland,Forest,NULL,Non_Wetland,Wetland
881,Shrubland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
882,Shrubland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
883,Shrubland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
884,Shrubland,Built-up,Shrubland,Water,Non_Wetland,Water
885,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Grassland
886,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Wetland
887,Shrubland,Built-up,Grassland,Water,Non_Wetland,Grassland
888,Shrubland,Built-up,Wetland,NULL,Wetland,Wetland
889,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
890,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
891,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
892,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
893,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
894,Shrubland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
895,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
896,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Wetland
897,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
898,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Bareland
899,Shrubland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
900,Shrubland,Built-up,Bareland,Water,Non_Wetland,Wetland
901,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Wetland
902,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Bareland
903,Shrubland,Built-up,Water,NULL,Water,Wetland
904,Shrubland,Built-up,Forest,NULL,Non_Wetland,Grassland
905,Shrubland,Built-up,Forest,NULL,Non_Wetland,Wetland
906,Shrubland,Built-up,Forest,NULL,Non_Wetland,Bareland
907,Shrubland,Built-up,Forest,Water,Non_Wetland,Wetland
908,Shrubland,Water,NULL,NULL,Non_Wetland,Grassland
909,Shrubland,Water,NULL,NULL,Non_Wetland,Wetland
910,Shrubland,Water,NULL,NULL,Non_Wetland,Water
911,Shrubland,Water,NULL,Non_Water,Non_Wetland,Wetland
912,Shrubland,Water,NULL,Non_Water,Non_Wetland,Water
913,Shrubland,Water,NULL,Water,Non_Wetland,Wetland
914,Shrubland,Water,NULL,Water,Non_Wetland,Water
915,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
916,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
917,Shrubland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
918,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
919,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
920,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
921,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
922,Shrubland,Water,Shrubland,Water,Non_Wetland,Grassland
923,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
924,Shrubland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
925,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
926,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
927,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
928,Shrubland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
929,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
930,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Wetland
931,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
932,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
933,Shrubland,Water,Grassland,Water,Non_Wetland,Water
934,Shrubland,Water,Wetland,NULL,NULL,Grassland
935,Shrubland,Water,Wetland,NULL,NULL,Wetland
936,Shrubland,Water,Wetland,NULL,NULL,Water
937,Shrubland,Water,Wetland,NULL,Wetland,Grassland
938,Shrubland,Water,Wetland,NULL,Wetland,Wetland
939,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
940,Shrubland,Water,Wetland,NULL,Wetland,Bareland
941,Shrubland,Water,Wetland,NULL,Wetland,Water
942,Shrubland,Water,Wetland,NULL,Wetland,Permanent_ice_and_snow
943,Shrubland,Water,Wetland,NULL,Wetland,Forest
944,Shrubland,Water,Wetland,Non_Water,NULL,Wetland
945,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
946,Shrubland,Water,Wetland,Non_Water,Wetland,Bareland
947,Shrubland,Water,Wetland,Non_Water,Wetland,Water
948,Shrubland,Water,Wetland,Non_Water,Wetland,Permanent_ice_and_snow
949,Shrubland,Water,Wetland,Water,NULL,Wetland
950,Shrubland,Water,Wetland,Water,Wetland,Grassland
951,Shrubland,Water,Wetland,Water,Wetland,Wetland
952,Shrubland,Water,Wetland,Water,Wetland,Bareland
953,Shrubland,Water,Wetland,Water,Wetland,Water
954,Shrubland,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
955,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
956,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
957,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
958,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
959,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
960,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
961,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
962,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
963,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
964,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
965,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
966,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
967,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
968,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
969,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
970,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
971,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
972,Shrubland,Water,Bareland,NULL,Non_Wetland,Bareland
973,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
974,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
975,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
976,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Bareland
977,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
978,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
979,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
980,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
981,Shrubland,Water,Bareland,Water,Non_Wetland,Bareland
982,Shrubland,Water,Bareland,Water,Non_Wetland,Water
983,Shrubland,Water,Built-up,NULL,Non_Wetland,Water
984,Shrubland,Water,Built-up,Non_Water,Non_Wetland,Water
985,Shrubland,Water,Water,NULL,Water,Grassland
986,Shrubland,Water,Water,NULL,Water,Wetland
987,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
988,Shrubland,Water,Water,NULL,Water,Bareland
989,Shrubland,Water,Water,NULL,Water,Water
990,Shrubland,Water,Water,NULL,Water,Forest
991,Shrubland,Water,Water,Non_Water,Water,Grassland
992,Shrubland,Water,Water,Non_Water,Water,Wetland
993,Shrubland,Water,Water,Non_Water,Water,Lichens_and_Mosses
994,Shrubland,Water,Water,Non_Water,Water,Water
995,Shrubland,Water,Water,Water,NULL,Grassland
996,Shrubland,Water,Water,Water,Water,Grassland
997,Shrubland,Water,Water,Water,Water,Wetland
998,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
999,Shrubland,Water,Water,Water,Water,Water
1000,Shrubland,Water,Water,Water,Water,Forest
1001,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
1002,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1003,Shrubland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1004,Shrubland,Water,Forest,NULL,Non_Wetland,Bareland
1005,Shrubland,Water,Forest,NULL,Non_Wetland,Water
1006,Shrubland,Water,Forest,NULL,Non_Wetland,Forest
1007,Shrubland,Water,Forest,Non_Water,Non_Wetland,Grassland
1008,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
1009,Shrubland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1010,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
1011,Shrubland,Water,Forest,Water,Non_Wetland,Grassland
1012,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
1013,Shrubland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1014,Shrubland,Water,Forest,Water,Non_Wetland,Bareland
1015,Shrubland,Water,Forest,Water,Non_Wetland,Water
1016,Shrubland,Water,Forest,Water,Non_Wetland,Forest
1017,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
1018,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
1019,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
1020,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
1021,Shrubland,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
1022,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1023,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1024,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1025,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1026,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1027,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1028,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1029,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1030,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1031,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1032,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1033,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1034,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1035,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1036,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1037,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1038,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1039,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
1040,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1041,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1042,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1043,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
1044,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1045,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1046,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1047,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1048,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1049,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1050,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1051,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1052,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1053,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1054,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1055,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1056,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1057,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1058,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1059,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1060,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1061,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1062,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1063,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1064,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1065,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1066,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1067,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1068,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1069,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1070,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1071,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1072,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1073,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1074,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1075,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1076,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1077,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1078,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1079,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1080,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1081,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1082,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1083,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1084,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1085,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1086,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1087,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1088,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1089,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1090,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1091,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
1092,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1093,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1094,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1095,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1096,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1097,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
1098,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1099,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1100,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1101,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1102,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1103,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1104,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1105,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1106,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1107,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1108,Shrubland,Forest,NULL,NULL,Non_Wetland,Grassland
1109,Shrubland,Forest,NULL,NULL,Non_Wetland,Wetland
1110,Shrubland,Forest,NULL,NULL,Non_Wetland,Forest
1111,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1112,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1113,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Water
1114,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1115,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1116,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1117,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1118,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1119,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1120,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1121,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1122,Shrubland,Forest,Wetland,NULL,Wetland,Water
1123,Shrubland,Forest,Wetland,Non_Water,Wetland,Grassland
1124,Shrubland,Forest,Wetland,Non_Water,Wetland,Wetland
1125,Shrubland,Forest,Wetland,Water,Wetland,Wetland
1126,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1127,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1128,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1129,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1130,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1131,Shrubland,Forest,Bareland,NULL,Non_Wetland,Bareland
1132,Shrubland,Forest,Bareland,NULL,Non_Wetland,Forest
1133,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1134,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1135,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
1136,Shrubland,Forest,Water,NULL,Water,Wetland
1137,Shrubland,Forest,Water,Water,Water,Wetland
1138,Shrubland,Forest,Forest,NULL,Non_Wetland,Grassland
1139,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1140,Shrubland,Forest,Forest,NULL,Non_Wetland,Water
1141,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
1142,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1143,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1144,Shrubland,Forest,Forest,Water,Non_Wetland,Wetland
1145,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1146,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1147,Wetland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1148,Wetland,NULL,NULL,NULL,Non_Wetland,Water
1149,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1150,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1151,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1152,Wetland,NULL,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
1153,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water
1154,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1155,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1156,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1157,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1158,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1159,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1160,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1161,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1162,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1163,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1164,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1165,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1166,Wetland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1167,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1168,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1169,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1170,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1171,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1172,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1173,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1174,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1175,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1176,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1177,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1178,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1179,Wetland,NULL,Wetland,NULL,NULL,Grassland
1180,Wetland,NULL,Wetland,NULL,NULL,Wetland
1181,Wetland,NULL,Wetland,NULL,Wetland,Grassland
