Value,SIBERIA_2024_ESA_CALU_2024_45XVB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XVB_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XVB_M_R,SIBERIA_2024_GSW_Yearly_2021_45XVB_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XVB_M_R,SIBERIA_2024_WorldCover_2021_45XVB_M_R
791,Shrubland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
792,Shrubland,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Grassland
793,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
794,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
795,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
796,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
797,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
798,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
799,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
800,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
801,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
802,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
803,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
804,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
805,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
806,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
807,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
808,Shrubland,Wetland,Wetland,NULL,NULL,Grassland
809,Shrubland,Wetland,Wetland,NULL,NULL,Wetland
810,Shrubland,Wetland,Wetland,NULL,NULL,Lichens_and_Mosses
811,Shrubland,Wetland,Wetland,NULL,NULL,Water
812,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
813,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
814,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
815,Shrubland,Wetland,Wetland,NULL,Wetland,Water
816,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
817,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
818,Shrubland,Wetland,Wetland,Water,NULL,Wetland
819,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
820,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
821,Shrubland,Wetland,Wetland,Water,Wetland,Water
822,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
823,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
824,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
825,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
826,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
827,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
828,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
829,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
830,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
831,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
832,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
833,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
834,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
835,Shrubland,Wetland,Water,NULL,NULL,Wetland
836,Shrubland,Wetland,Water,NULL,Water,Grassland
837,Shrubland,Wetland,Water,NULL,Water,Wetland
838,Shrubland,Wetland,Water,NULL,Water,Water
839,Shrubland,Wetland,Water,Non_Water,Water,Wetland
840,Shrubland,Wetland,Water,Water,Water,Wetland
841,Shrubland,Wetland,Water,Water,Water,Water
842,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
843,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
844,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
845,Shrubland,Water,Wetland,NULL,Wetland,Wetland
846,Shrubland,Water,Wetland,NULL,Wetland,Water
847,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
848,Shrubland,Water,Wetland,Water,Wetland,Wetland
849,Shrubland,Water,Wetland,Water,Wetland,Water
850,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
851,Shrubland,Water,Water,NULL,Water,Water
852,Shrubland,Water,Water,Water,Water,Wetland
853,Shrubland,Water,Water,Water,Water,Water
854,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
855,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
856,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
857,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
858,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
859,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
860,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
861,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
862,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
863,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
864,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
865,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
866,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
867,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
868,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
869,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
870,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
871,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
872,Shrubland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
873,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
874,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
875,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
876,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
877,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
878,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
879,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
880,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
881,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
882,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
883,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
884,Shrubland,Permanent_ice_and_snow,Water,NULL,NULL,Water
885,Shrubland,Permanent_ice_and_snow,Water,Water,NULL,Water
886,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
887,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
888,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
889,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
890,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
891,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
892,Shrubland,Forest,Wetland,Non_Water,Wetland,Wetland
893,Shrubland,Forest,Wetland,Water,Wetland,Wetland
894,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
895,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
896,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
897,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
898,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
899,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
900,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
901,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
902,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
903,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
904,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
905,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
906,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
907,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
908,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
909,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
910,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
911,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
912,Wetland,NULL,Wetland,NULL,NULL,Water
913,Wetland,NULL,Wetland,NULL,Wetland,Grassland
914,Wetland,NULL,Wetland,NULL,Wetland,Wetland
915,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
916,Wetland,NULL,Wetland,NULL,Wetland,Bareland
917,Wetland,NULL,Wetland,NULL,Wetland,Water
918,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
919,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
920,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
921,Wetland,NULL,Wetland,Non_Water,Wetland,Water
922,Wetland,NULL,Wetland,Water,NULL,Wetland
923,Wetland,NULL,Wetland,Water,NULL,Water
924,Wetland,NULL,Wetland,Water,Wetland,Grassland
925,Wetland,NULL,Wetland,Water,Wetland,Wetland
926,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
927,Wetland,NULL,Wetland,Water,Wetland,Bareland
928,Wetland,NULL,Wetland,Water,Wetland,Water
929,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
930,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
931,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
932,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
933,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
934,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
935,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
936,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
937,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
938,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
939,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
940,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
941,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
942,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
943,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
944,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
945,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
946,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
947,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
948,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
949,Wetland,NULL,Bareland,Water,Non_Wetland,Water
950,Wetland,NULL,Water,NULL,NULL,Water
951,Wetland,NULL,Water,NULL,Water,Wetland
952,Wetland,NULL,Water,NULL,Water,Water
953,Wetland,NULL,Water,Non_Water,Water,Grassland
954,Wetland,NULL,Water,Non_Water,Water,Wetland
955,Wetland,NULL,Water,Water,NULL,Water
956,Wetland,NULL,Water,Water,Water,Grassland
957,Wetland,NULL,Water,Water,Water,Wetland
958,Wetland,NULL,Water,Water,Water,Water
959,Wetland,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
960,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
961,Wetland,NULL,Forest,NULL,Non_Wetland,Water
962,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
963,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
964,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
965,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
966,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
967,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
968,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
969,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
970,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
971,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
972,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
973,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
974,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
975,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
976,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
977,Wetland,Wetland,Wetland,NULL,NULL,Water
978,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
979,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
980,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
981,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
982,Wetland,Wetland,Wetland,NULL,Wetland,Water
983,Wetland,Wetland,Wetland,Non_Water,NULL,Wetland
984,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
985,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
986,Wetland,Wetland,Wetland,Water,NULL,Wetland
987,Wetland,Wetland,Wetland,Water,NULL,Water
988,Wetland,Wetland,Wetland,Water,Wetland,Grassland
989,Wetland,Wetland,Wetland,Water,Wetland,Wetland
990,Wetland,Wetland,Wetland,Water,Wetland,Bareland
991,Wetland,Wetland,Wetland,Water,Wetland,Water
992,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
993,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
994,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
995,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
996,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
997,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
998,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
999,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1000,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1001,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1002,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1003,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1004,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1005,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1006,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1007,Wetland,Wetland,Water,NULL,NULL,Water
1008,Wetland,Wetland,Water,NULL,Water,Wetland
1009,Wetland,Wetland,Water,NULL,Water,Bareland
1010,Wetland,Wetland,Water,NULL,Water,Water
1011,Wetland,Wetland,Water,Non_Water,Water,Wetland
1012,Wetland,Wetland,Water,Non_Water,Water,Water
1013,Wetland,Wetland,Water,Water,NULL,Water
1014,Wetland,Wetland,Water,Water,Water,Wetland
1015,Wetland,Wetland,Water,Water,Water,Water
1016,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1017,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1018,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1019,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1020,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1021,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Water
1022,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1023,Wetland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1024,Wetland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1025,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
1026,Wetland,Bareland,Grassland,NULL,Non_Wetland,Water
1027,Wetland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1028,Wetland,Bareland,Wetland,NULL,NULL,Water
1029,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
1030,Wetland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1031,Wetland,Bareland,Wetland,NULL,Wetland,Water
1032,Wetland,Bareland,Wetland,Non_Water,NULL,Water
1033,Wetland,Bareland,Wetland,Non_Water,Wetland,Grassland
1034,Wetland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1035,Wetland,Bareland,Wetland,Non_Water,Wetland,Bareland
1036,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
1037,Wetland,Bareland,Wetland,Water,NULL,Water
1038,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1039,Wetland,Bareland,Wetland,Water,Wetland,Bareland
1040,Wetland,Bareland,Wetland,Water,Wetland,Water
1041,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1042,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
1043,Wetland,Bareland,Water,NULL,Water,Water
1044,Wetland,Bareland,Water,Non_Water,Water,Water
1045,Wetland,Bareland,Water,Water,NULL,Water
1046,Wetland,Bareland,Water,Water,Water,Wetland
1047,Wetland,Bareland,Water,Water,Water,Water
1048,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1049,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1050,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1051,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1052,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1053,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1054,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1055,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1056,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1057,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1058,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1059,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1060,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1061,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1062,Wetland,Water,Grassland,Water,Non_Wetland,Water
1063,Wetland,Water,Wetland,NULL,NULL,Water
1064,Wetland,Water,Wetland,NULL,Wetland,Grassland
1065,Wetland,Water,Wetland,NULL,Wetland,Wetland
1066,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1067,Wetland,Water,Wetland,NULL,Wetland,Bareland
1068,Wetland,Water,Wetland,NULL,Wetland,Water
1069,Wetland,Water,Wetland,Non_Water,NULL,Water
1070,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1071,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1072,Wetland,Water,Wetland,Non_Water,Wetland,Water
1073,Wetland,Water,Wetland,Water,NULL,Wetland
1074,Wetland,Water,Wetland,Water,NULL,Water
1075,Wetland,Water,Wetland,Water,Wetland,Wetland
1076,Wetland,Water,Wetland,Water,Wetland,Bareland
1077,Wetland,Water,Wetland,Water,Wetland,Water
1078,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1079,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1080,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1081,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1082,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1083,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1084,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1085,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1086,Wetland,Water,Bareland,Water,Non_Wetland,Water
1087,Wetland,Water,Water,NULL,NULL,Water
1088,Wetland,Water,Water,NULL,Water,Grassland
1089,Wetland,Water,Water,NULL,Water,Wetland
1090,Wetland,Water,Water,NULL,Water,Water
1091,Wetland,Water,Water,Non_Water,Water,Wetland
1092,Wetland,Water,Water,Non_Water,Water,Water
1093,Wetland,Water,Water,Water,NULL,Water
1094,Wetland,Water,Water,Water,Water,Grassland
1095,Wetland,Water,Water,Water,Water,Wetland
1096,Wetland,Water,Water,Water,Water,Water
1097,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1098,Wetland,Water,Forest,NULL,Non_Wetland,Water
1099,Wetland,Water,Forest,Water,Non_Wetland,Water
1100,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1101,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1102,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1103,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1104,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1105,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1106,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1107,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1108,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1109,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1110,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1111,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1112,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1113,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1114,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1115,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1116,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1117,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1118,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1119,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1120,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1121,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1122,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1123,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
1124,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
1125,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1126,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1127,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1128,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1129,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1130,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1131,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1132,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1133,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1134,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1135,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1136,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1137,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1138,Wetland,Permanent_ice_and_snow,Water,Water,NULL,Water
1139,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1140,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1141,Wetland,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Grassland
1142,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1143,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1144,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1145,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1146,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1147,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1148,Wetland,Forest,Wetland,Water,Wetland,Wetland
1149,Wetland,Forest,Water,NULL,Water,Wetland
1150,Wetland,Forest,Water,Water,Water,Wetland
1151,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1152,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1153,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1154,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1155,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1156,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1157,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1158,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1159,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1160,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1161,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1162,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1163,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1164,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1165,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1166,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1167,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1168,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1169,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1170,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1171,Bareland,NULL,Wetland,NULL,NULL,Wetland
1172,Bareland,NULL,Wetland,NULL,NULL,Lichens_and_Mosses
1173,Bareland,NULL,Wetland,NULL,NULL,Water
1174,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1175,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1176,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1177,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1178,Bareland,NULL,Wetland,NULL,Wetland,Water
1179,Bareland,NULL,Wetland,Non_Water,NULL,Water
1180,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1181,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1182,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1183,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1184,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1185,Bareland,NULL,Wetland,Water,NULL,Grassland
1186,Bareland,NULL,Wetland,Water,NULL,Wetland
1187,Bareland,NULL,Wetland,Water,NULL,Lichens_and_Mosses
