Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VXN_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VXN_M_R,SIBERIA_2024_GSW_Yearly_2021_42VXN_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VXN_M_R,SIBERIA_2024_WorldCover_2021_42VXN_M_R
969,Water,Water,Non_Water,Water,Cropland
970,Water,Water,Non_Water,Water,Wetland
971,Water,Water,Non_Water,Water,Lichens_and_Mosses
972,Water,Water,Non_Water,Water,Bareland
973,Water,Water,Non_Water,Water,Built-up
974,Water,Water,Non_Water,Water,Water
975,Water,Water,Non_Water,Water,Forest
976,Water,Water,Water,Water,NULL
977,Water,Water,Water,Water,Grassland
978,Water,Water,Water,Water,Wetland
979,Water,Water,Water,Water,Lichens_and_Mosses
980,Water,Water,Water,Water,Bareland
981,Water,Water,Water,Water,Built-up
982,Water,Water,Water,Water,Water
983,Water,Water,Water,Water,Forest
984,Water,Forest,NULL,Non_Wetland,NULL
985,Water,Forest,NULL,Non_Wetland,Grassland
986,Water,Forest,NULL,Non_Wetland,Cropland
987,Water,Forest,NULL,Non_Wetland,Wetland
988,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
989,Water,Forest,NULL,Non_Wetland,Bareland
990,Water,Forest,NULL,Non_Wetland,Built-up
991,Water,Forest,NULL,Non_Wetland,Water
992,Water,Forest,NULL,Non_Wetland,Forest
993,Water,Forest,Non_Water,Non_Wetland,Grassland
994,Water,Forest,Non_Water,Non_Wetland,Cropland
995,Water,Forest,Non_Water,Non_Wetland,Wetland
996,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
997,Water,Forest,Non_Water,Non_Wetland,Bareland
998,Water,Forest,Non_Water,Non_Wetland,Built-up
999,Water,Forest,Non_Water,Non_Wetland,Water
1000,Water,Forest,Non_Water,Non_Wetland,Forest
1001,Water,Forest,Water,Non_Wetland,NULL
1002,Water,Forest,Water,Non_Wetland,Grassland
1003,Water,Forest,Water,Non_Wetland,Cropland
1004,Water,Forest,Water,Non_Wetland,Wetland
1005,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1006,Water,Forest,Water,Non_Wetland,Bareland
1007,Water,Forest,Water,Non_Wetland,Built-up
1008,Water,Forest,Water,Non_Wetland,Water
1009,Water,Forest,Water,Non_Wetland,Forest
1010,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
1011,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
1012,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
1013,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
1014,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
1015,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
1016,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
1017,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
1018,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1019,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1020,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1021,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
1022,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1023,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1024,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
1025,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
1026,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1027,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
1028,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1029,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1030,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1031,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
1032,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1033,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1034,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1035,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
1036,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
1037,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
1038,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
1039,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
1040,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
1041,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Bareland
1042,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
1043,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1044,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1045,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1046,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
1047,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1048,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1049,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1050,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1051,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1052,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1053,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1054,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1055,Permanent_ice_and_snow,Wetland,Water,Wetland,Built-up
1056,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
1057,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1058,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1059,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1060,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1061,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1062,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1063,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1064,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1065,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1066,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
1067,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1068,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1069,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1070,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1071,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
1072,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1073,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1074,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1075,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1076,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1077,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
1078,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1079,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
1080,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1081,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1082,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1083,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1084,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1085,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Cropland
1086,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1087,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1088,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1089,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1090,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1091,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1092,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
1093,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
1094,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1095,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
1096,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
1097,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
1098,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
1099,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1100,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1101,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1102,Permanent_ice_and_snow,Water,NULL,Water,Water
1103,Permanent_ice_and_snow,Water,NULL,Water,Forest
1104,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1105,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
1106,Permanent_ice_and_snow,Water,Water,Water,Grassland
1107,Permanent_ice_and_snow,Water,Water,Water,Wetland
1108,Permanent_ice_and_snow,Water,Water,Water,Water
1109,Permanent_ice_and_snow,Water,Water,Water,Forest
1110,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
1111,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1112,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1113,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1114,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
1115,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1116,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1117,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1118,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1119,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Built-up
1120,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1121,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1122,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1123,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1124,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
1125,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1126,Forest,NULL,NULL,Non_Wetland,NULL
1127,Forest,NULL,NULL,Non_Wetland,Grassland
1128,Forest,NULL,NULL,Non_Wetland,Wetland
1129,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1130,Forest,NULL,NULL,Non_Wetland,Bareland
1131,Forest,NULL,NULL,Non_Wetland,Built-up
1132,Forest,NULL,NULL,Non_Wetland,Water
1133,Forest,NULL,NULL,Non_Wetland,Forest
1134,Forest,NULL,Non_Water,Non_Wetland,Grassland
1135,Forest,NULL,Non_Water,Non_Wetland,Wetland
1136,Forest,NULL,Non_Water,Non_Wetland,Water
1137,Forest,NULL,Non_Water,Non_Wetland,Forest
1138,Forest,NULL,Water,Non_Wetland,Grassland
1139,Forest,NULL,Water,Non_Wetland,Wetland
1140,Forest,NULL,Water,Non_Wetland,Bareland
1141,Forest,NULL,Water,Non_Wetland,Water
1142,Forest,NULL,Water,Non_Wetland,Forest
1143,Forest,Shrubland,NULL,Non_Wetland,NULL
1144,Forest,Shrubland,NULL,Non_Wetland,Grassland
1145,Forest,Shrubland,NULL,Non_Wetland,Wetland
1146,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1147,Forest,Shrubland,NULL,Non_Wetland,Bareland
1148,Forest,Shrubland,NULL,Non_Wetland,Built-up
1149,Forest,Shrubland,NULL,Non_Wetland,Water
1150,Forest,Shrubland,NULL,Non_Wetland,Forest
1151,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1152,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1153,Forest,Shrubland,Non_Water,Non_Wetland,Water
1154,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1155,Forest,Shrubland,Water,Non_Wetland,Grassland
1156,Forest,Shrubland,Water,Non_Wetland,Water
1157,Forest,Shrubland,Water,Non_Wetland,Forest
1158,Forest,Grassland,NULL,Non_Wetland,NULL
1159,Forest,Grassland,NULL,Non_Wetland,Grassland
1160,Forest,Grassland,NULL,Non_Wetland,Cropland
1161,Forest,Grassland,NULL,Non_Wetland,Wetland
1162,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1163,Forest,Grassland,NULL,Non_Wetland,Built-up
1164,Forest,Grassland,NULL,Non_Wetland,Forest
1165,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1166,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1167,Forest,Grassland,Non_Water,Non_Wetland,Forest
1168,Forest,Grassland,Water,Non_Wetland,Forest
1169,Forest,Cropland,NULL,Non_Wetland,Grassland
1170,Forest,Cropland,NULL,Non_Wetland,Wetland
1171,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
1172,Forest,Cropland,NULL,Non_Wetland,Bareland
1173,Forest,Cropland,NULL,Non_Wetland,Built-up
1174,Forest,Cropland,NULL,Non_Wetland,Forest
1175,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1176,Forest,Cropland,Non_Water,Non_Wetland,Forest
1177,Forest,Wetland,NULL,Wetland,NULL
1178,Forest,Wetland,NULL,Wetland,Grassland
1179,Forest,Wetland,NULL,Wetland,Wetland
1180,Forest,Wetland,NULL,Wetland,Bareland
1181,Forest,Wetland,NULL,Wetland,Built-up
1182,Forest,Wetland,NULL,Wetland,Water
1183,Forest,Wetland,NULL,Wetland,Forest
1184,Forest,Wetland,Non_Water,Wetland,Grassland
1185,Forest,Wetland,Non_Water,Wetland,Wetland
1186,Forest,Wetland,Non_Water,Wetland,Built-up
1187,Forest,Wetland,Non_Water,Wetland,Water
1188,Forest,Wetland,Non_Water,Wetland,Forest
1189,Forest,Wetland,Water,Wetland,Grassland
1190,Forest,Wetland,Water,Wetland,Wetland
1191,Forest,Wetland,Water,Wetland,Water
1192,Forest,Wetland,Water,Wetland,Forest
1193,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1194,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1195,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1196,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1197,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1198,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1199,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1200,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1201,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1202,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1203,Forest,Bareland,NULL,Non_Wetland,NULL
1204,Forest,Bareland,NULL,Non_Wetland,Grassland
1205,Forest,Bareland,NULL,Non_Wetland,Cropland
1206,Forest,Bareland,NULL,Non_Wetland,Wetland
1207,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1208,Forest,Bareland,NULL,Non_Wetland,Bareland
1209,Forest,Bareland,NULL,Non_Wetland,Built-up
1210,Forest,Bareland,NULL,Non_Wetland,Water
1211,Forest,Bareland,NULL,Non_Wetland,Forest
1212,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1213,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1214,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1215,Forest,Bareland,Non_Water,Non_Wetland,Built-up
1216,Forest,Bareland,Non_Water,Non_Wetland,Water
1217,Forest,Bareland,Non_Water,Non_Wetland,Forest
1218,Forest,Bareland,Water,Non_Wetland,Grassland
1219,Forest,Bareland,Water,Non_Wetland,Wetland
1220,Forest,Bareland,Water,Non_Wetland,Bareland
1221,Forest,Bareland,Water,Non_Wetland,Water
1222,Forest,Bareland,Water,Non_Wetland,Forest
1223,Forest,Built-up,NULL,Non_Wetland,NULL
1224,Forest,Built-up,NULL,Non_Wetland,Grassland
1225,Forest,Built-up,NULL,Non_Wetland,Cropland
1226,Forest,Built-up,NULL,Non_Wetland,Wetland
1227,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1228,Forest,Built-up,NULL,Non_Wetland,Bareland
1229,Forest,Built-up,NULL,Non_Wetland,Built-up
1230,Forest,Built-up,NULL,Non_Wetland,Water
1231,Forest,Built-up,NULL,Non_Wetland,Forest
1232,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1233,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1234,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1235,Forest,Built-up,Non_Water,Non_Wetland,Forest
1236,Forest,Built-up,Water,Non_Wetland,Forest
1237,Forest,Water,NULL,Water,Grassland
1238,Forest,Water,NULL,Water,Wetland
1239,Forest,Water,NULL,Water,Bareland
1240,Forest,Water,NULL,Water,Built-up
1241,Forest,Water,NULL,Water,Water
1242,Forest,Water,NULL,Water,Forest
1243,Forest,Water,Non_Water,Water,Wetland
1244,Forest,Water,Non_Water,Water,Water
1245,Forest,Water,Non_Water,Water,Forest
1246,Forest,Water,Water,Water,Grassland
1247,Forest,Water,Water,Water,Wetland
1248,Forest,Water,Water,Water,Water
1249,Forest,Water,Water,Water,Forest
1250,Forest,Forest,NULL,Non_Wetland,NULL
1251,Forest,Forest,NULL,Non_Wetland,Grassland
1252,Forest,Forest,NULL,Non_Wetland,Cropland
1253,Forest,Forest,NULL,Non_Wetland,Wetland
1254,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1255,Forest,Forest,NULL,Non_Wetland,Bareland
1256,Forest,Forest,NULL,Non_Wetland,Built-up
1257,Forest,Forest,NULL,Non_Wetland,Water
1258,Forest,Forest,NULL,Non_Wetland,Forest
1259,Forest,Forest,Non_Water,Non_Wetland,Grassland
1260,Forest,Forest,Non_Water,Non_Wetland,Cropland
1261,Forest,Forest,Non_Water,Non_Wetland,Wetland
1262,Forest,Forest,Non_Water,Non_Wetland,Built-up
1263,Forest,Forest,Non_Water,Non_Wetland,Water
1264,Forest,Forest,Non_Water,Non_Wetland,Forest
1265,Forest,Forest,Water,Non_Wetland,NULL
1266,Forest,Forest,Water,Non_Wetland,Grassland
1267,Forest,Forest,Water,Non_Wetland,Wetland
1268,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1269,Forest,Forest,Water,Non_Wetland,Bareland
1270,Forest,Forest,Water,Non_Wetland,Water
1271,Forest,Forest,Water,Non_Wetland,Forest
