Value,SIBERIA_2024_ESA_CALU_2024_43WDN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,SIBERIA_2024_WorldCover_2021_43WDN_M_R
813,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
814,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
815,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
816,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
817,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
818,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
819,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
820,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
821,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
822,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
823,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
824,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
825,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
826,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
827,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
828,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
829,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
830,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
831,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
832,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
833,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
834,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
835,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
836,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
837,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
838,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
839,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
840,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
841,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
842,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
843,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
844,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
845,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
846,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
847,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
848,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
849,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
850,NULL,Forest,NULL,NULL,Non_Wetland,NULL
851,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
852,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
853,NULL,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
854,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
855,NULL,Forest,NULL,NULL,Non_Wetland,Water
856,NULL,Forest,NULL,NULL,Non_Wetland,Forest
857,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
858,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
859,NULL,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
860,NULL,Forest,NULL,Non_Water,Non_Wetland,Water
861,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
862,NULL,Forest,NULL,Water,Non_Wetland,Grassland
863,NULL,Forest,NULL,Water,Non_Wetland,Wetland
864,NULL,Forest,NULL,Water,Non_Wetland,Bareland
865,NULL,Forest,NULL,Water,Non_Wetland,Water
866,NULL,Forest,NULL,Water,Non_Wetland,Forest
867,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
868,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
869,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
870,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
871,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
872,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
873,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
874,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
875,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
876,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
877,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
878,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
879,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
880,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
881,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
882,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
883,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
884,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
885,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
886,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
887,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
888,NULL,Forest,Grassland,NULL,Non_Wetland,Water
889,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
890,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
891,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
892,NULL,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
893,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
894,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water
895,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
896,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
897,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
898,NULL,Forest,Grassland,Water,Non_Wetland,Bareland
899,NULL,Forest,Grassland,Water,Non_Wetland,Water
900,NULL,Forest,Grassland,Water,Non_Wetland,Forest
901,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
902,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
903,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
904,NULL,Forest,Wetland,NULL,Wetland,NULL
905,NULL,Forest,Wetland,NULL,Wetland,Grassland
906,NULL,Forest,Wetland,NULL,Wetland,Wetland
907,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
908,NULL,Forest,Wetland,NULL,Wetland,Bareland
909,NULL,Forest,Wetland,NULL,Wetland,Built-up
910,NULL,Forest,Wetland,NULL,Wetland,Water
911,NULL,Forest,Wetland,NULL,Wetland,Forest
912,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
913,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
914,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
915,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
916,NULL,Forest,Wetland,Non_Water,Wetland,Built-up
917,NULL,Forest,Wetland,Non_Water,Wetland,Water
918,NULL,Forest,Wetland,Non_Water,Wetland,Forest
919,NULL,Forest,Wetland,Water,Wetland,Grassland
920,NULL,Forest,Wetland,Water,Wetland,Wetland
921,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
922,NULL,Forest,Wetland,Water,Wetland,Bareland
923,NULL,Forest,Wetland,Water,Wetland,Water
924,NULL,Forest,Wetland,Water,Wetland,Forest
925,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
926,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
927,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
928,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
929,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
930,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
931,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
932,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
933,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
934,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
935,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
936,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
937,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
938,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
939,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
940,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
941,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
942,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
943,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
944,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
945,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
946,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
947,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
948,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
949,NULL,Forest,Bareland,NULL,Non_Wetland,Water
950,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
951,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
952,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
953,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
954,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
955,NULL,Forest,Bareland,Non_Water,Non_Wetland,Built-up
956,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
957,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
958,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
959,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
960,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
961,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
962,NULL,Forest,Bareland,Water,Non_Wetland,Water
963,NULL,Forest,Bareland,Water,Non_Wetland,Forest
964,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
965,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
966,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
967,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
968,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
969,NULL,Forest,Built-up,NULL,Non_Wetland,Water
970,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
971,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
972,NULL,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
973,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland
974,NULL,Forest,Built-up,Non_Water,Non_Wetland,Water
975,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
976,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
977,NULL,Forest,Built-up,Water,Non_Wetland,Forest
978,NULL,Forest,Water,NULL,Water,Grassland
979,NULL,Forest,Water,NULL,Water,Wetland
980,NULL,Forest,Water,NULL,Water,Lichens_and_Mosses
981,NULL,Forest,Water,NULL,Water,Bareland
982,NULL,Forest,Water,NULL,Water,Water
983,NULL,Forest,Water,NULL,Water,Forest
984,NULL,Forest,Water,Non_Water,Water,Grassland
985,NULL,Forest,Water,Non_Water,Water,Wetland
986,NULL,Forest,Water,Non_Water,Water,Lichens_and_Mosses
987,NULL,Forest,Water,Non_Water,Water,Water
988,NULL,Forest,Water,Non_Water,Water,Forest
989,NULL,Forest,Water,Water,Water,Grassland
990,NULL,Forest,Water,Water,Water,Wetland
991,NULL,Forest,Water,Water,Water,Lichens_and_Mosses
992,NULL,Forest,Water,Water,Water,Bareland
993,NULL,Forest,Water,Water,Water,Water
994,NULL,Forest,Water,Water,Water,Forest
995,NULL,Forest,Forest,NULL,Non_Wetland,NULL
996,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
997,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
998,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
999,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
1000,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
1001,NULL,Forest,Forest,NULL,Non_Wetland,Water
1002,NULL,Forest,Forest,NULL,Non_Wetland,Forest
1003,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
1004,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
1005,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1006,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
1007,NULL,Forest,Forest,Non_Water,Non_Wetland,Built-up
1008,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
1009,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
1010,NULL,Forest,Forest,Water,Non_Wetland,Grassland
1011,NULL,Forest,Forest,Water,Non_Wetland,Wetland
1012,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1013,NULL,Forest,Forest,Water,Non_Wetland,Bareland
1014,NULL,Forest,Forest,Water,Non_Wetland,Water
1015,NULL,Forest,Forest,Water,Non_Wetland,Forest
1016,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1017,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1018,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1019,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
1020,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1021,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
1022,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
1023,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1024,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
1025,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1026,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1027,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
1028,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
1029,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1030,Shrubland,NULL,Wetland,NULL,Wetland,Forest
1031,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
1032,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
1033,Shrubland,NULL,Wetland,Water,Wetland,Grassland
1034,Shrubland,NULL,Wetland,Water,Wetland,Wetland
1035,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1036,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1037,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1038,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1039,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
1040,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
1041,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1042,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
1043,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1044,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1045,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1046,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
1047,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
1048,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
1049,Shrubland,NULL,Water,NULL,Water,Grassland
1050,Shrubland,NULL,Water,NULL,Water,Wetland
1051,Shrubland,NULL,Water,Non_Water,Water,Wetland
1052,Shrubland,NULL,Water,Water,Water,Grassland
1053,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
1054,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
1055,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1056,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
1057,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
1058,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1059,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1060,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1061,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Water
1062,Shrubland,NULL,Forest,Water,Non_Wetland,Grassland
1063,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
1064,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1065,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1066,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1067,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1068,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1069,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
1070,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
1071,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1072,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
1073,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
1074,Shrubland,Wetland,Wetland,NULL,Wetland,Forest
1075,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
1076,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
1077,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
1078,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
1079,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1080,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1081,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1082,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1083,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1084,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1085,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1086,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
1087,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
1088,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1089,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1090,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1091,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
1092,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
1093,Shrubland,Wetland,Water,NULL,Water,Grassland
1094,Shrubland,Wetland,Water,NULL,Water,Wetland
1095,Shrubland,Wetland,Water,NULL,Water,Water
1096,Shrubland,Wetland,Water,Non_Water,Water,Wetland
1097,Shrubland,Wetland,Water,Non_Water,Water,Water
1098,Shrubland,Wetland,Water,Water,Water,Grassland
1099,Shrubland,Wetland,Water,Water,Water,Wetland
1100,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
1101,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
1102,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
1103,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
1104,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1105,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1106,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
1107,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
1108,Shrubland,Water,Shrubland,NULL,Non_Wetland,Forest
1109,Shrubland,Water,Wetland,NULL,Wetland,Grassland
1110,Shrubland,Water,Wetland,NULL,Wetland,Wetland
1111,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1112,Shrubland,Water,Wetland,NULL,Wetland,Water
1113,Shrubland,Water,Wetland,NULL,Wetland,Forest
1114,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
1115,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
1116,Shrubland,Water,Wetland,Water,Wetland,Grassland
1117,Shrubland,Water,Wetland,Water,Wetland,Wetland
1118,Shrubland,Water,Wetland,Water,Wetland,Water
1119,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
1120,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1121,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
1122,Shrubland,Water,Bareland,NULL,Non_Wetland,Forest
1123,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1124,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1125,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
1126,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
1127,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1128,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1129,Shrubland,Water,Water,NULL,Water,Grassland
1130,Shrubland,Water,Water,NULL,Water,Wetland
1131,Shrubland,Water,Water,Non_Water,Water,Wetland
1132,Shrubland,Water,Water,Non_Water,Water,Water
1133,Shrubland,Water,Water,Water,Water,Grassland
1134,Shrubland,Water,Water,Water,Water,Water
1135,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
1136,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1137,Shrubland,Water,Forest,NULL,Non_Wetland,Water
1138,Shrubland,Water,Forest,NULL,Non_Wetland,Forest
1139,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
1140,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1141,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1142,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1143,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1144,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1145,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1146,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1147,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1148,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1149,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1150,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1151,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1152,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1153,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1154,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1155,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1156,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1157,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1158,Shrubland,Forest,NULL,NULL,Non_Wetland,Forest
1159,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1160,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1161,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1162,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1163,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1164,Shrubland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1165,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1166,Shrubland,Forest,Wetland,NULL,Wetland,Grassland
1167,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1168,Shrubland,Forest,Wetland,NULL,Wetland,Water
1169,Shrubland,Forest,Wetland,NULL,Wetland,Forest
1170,Shrubland,Forest,Wetland,Non_Water,Wetland,Bareland
1171,Shrubland,Forest,Wetland,Non_Water,Wetland,Forest
1172,Shrubland,Forest,Wetland,Water,Wetland,Forest
1173,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1174,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1175,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1176,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1177,Shrubland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1178,Shrubland,Forest,Bareland,NULL,Non_Wetland,Bareland
1179,Shrubland,Forest,Bareland,NULL,Non_Wetland,Water
1180,Shrubland,Forest,Bareland,NULL,Non_Wetland,Forest
1181,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1182,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1183,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Water
1184,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1185,Shrubland,Forest,Built-up,NULL,Non_Wetland,Forest
1186,Shrubland,Forest,Forest,NULL,Non_Wetland,Grassland
1187,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1188,Shrubland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1189,Shrubland,Forest,Forest,NULL,Non_Wetland,Bareland
1190,Shrubland,Forest,Forest,NULL,Non_Wetland,Water
1191,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
1192,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1193,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1194,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Water
1195,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Forest
1196,Shrubland,Forest,Forest,Water,Non_Wetland,Wetland
1197,Shrubland,Forest,Forest,Water,Non_Wetland,Water
1198,Shrubland,Forest,Forest,Water,Non_Wetland,Forest
1199,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1200,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1201,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1202,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1203,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1204,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1205,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1206,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1207,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1208,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1209,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1210,Wetland,NULL,Wetland,NULL,Wetland,Water
1211,Wetland,NULL,Wetland,NULL,Wetland,Forest
1212,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1213,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
