Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VEL_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VEL_M_R,SIBERIA_2024_GSW_Yearly_2021_43VEL_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VEL_M_R,SIBERIA_2024_WorldCover_2021_43VEL_M_R
944,Forest,Bareland,Water,Non_Wetland,Water
945,Forest,Bareland,Water,Non_Wetland,Forest
946,Forest,Built-up,NULL,Non_Wetland,Grassland
947,Forest,Built-up,NULL,Non_Wetland,Wetland
948,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
949,Forest,Built-up,NULL,Non_Wetland,Bareland
950,Forest,Built-up,NULL,Non_Wetland,Built-up
951,Forest,Built-up,NULL,Non_Wetland,Water
952,Forest,Built-up,NULL,Non_Wetland,Forest
953,Forest,Built-up,Non_Water,Non_Wetland,Grassland
954,Forest,Built-up,Non_Water,Non_Wetland,Wetland
955,Forest,Built-up,Non_Water,Non_Wetland,Bareland
956,Forest,Built-up,Non_Water,Non_Wetland,Water
957,Forest,Built-up,Non_Water,Non_Wetland,Forest
958,Forest,Built-up,Water,Non_Wetland,Grassland
959,Forest,Built-up,Water,Non_Wetland,Wetland
960,Forest,Built-up,Water,Non_Wetland,Forest
961,Forest,Water,NULL,Water,Grassland
962,Forest,Water,NULL,Water,Wetland
963,Forest,Water,NULL,Water,Water
964,Forest,Water,NULL,Water,Forest
965,Forest,Water,Non_Water,Water,Grassland
966,Forest,Water,Non_Water,Water,Wetland
967,Forest,Water,Non_Water,Water,Water
968,Forest,Water,Non_Water,Water,Forest
969,Forest,Water,Water,Water,Grassland
970,Forest,Water,Water,Water,Wetland
971,Forest,Water,Water,Water,Water
972,Forest,Water,Water,Water,Forest
973,Forest,Forest,NULL,Non_Wetland,NULL
974,Forest,Forest,NULL,Non_Wetland,Grassland
975,Forest,Forest,NULL,Non_Wetland,Wetland
976,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
977,Forest,Forest,NULL,Non_Wetland,Bareland
978,Forest,Forest,NULL,Non_Wetland,Built-up
979,Forest,Forest,NULL,Non_Wetland,Water
980,Forest,Forest,NULL,Non_Wetland,Forest
981,Forest,Forest,Non_Water,Non_Wetland,Grassland
982,Forest,Forest,Non_Water,Non_Wetland,Wetland
983,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
984,Forest,Forest,Non_Water,Non_Wetland,Built-up
985,Forest,Forest,Non_Water,Non_Wetland,Water
986,Forest,Forest,Non_Water,Non_Wetland,Forest
987,Forest,Forest,Water,Non_Wetland,Grassland
988,Forest,Forest,Water,Non_Wetland,Wetland
989,Forest,Forest,Water,Non_Wetland,Built-up
990,Forest,Forest,Water,Non_Wetland,Water
991,Forest,Forest,Water,Non_Wetland,Forest
