Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPP_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPP_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPP_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPP_M_R,SIBERIA_2024_WorldCover_2021_41WPP_M_R
914,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
915,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
916,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
917,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
918,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
919,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
920,Forest,NULL,NULL,Non_Wetland,NULL
921,Forest,NULL,NULL,Non_Wetland,Grassland
922,Forest,NULL,NULL,Non_Wetland,Wetland
923,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
924,Forest,NULL,NULL,Non_Wetland,Built-up
925,Forest,NULL,NULL,Non_Wetland,Water
926,Forest,NULL,NULL,Non_Wetland,Forest
927,Forest,NULL,Non_Water,Non_Wetland,Grassland
928,Forest,NULL,Non_Water,Non_Wetland,Wetland
929,Forest,NULL,Non_Water,Non_Wetland,Water
930,Forest,NULL,Non_Water,Non_Wetland,Forest
931,Forest,NULL,Water,Non_Wetland,Grassland
932,Forest,NULL,Water,Non_Wetland,Wetland
933,Forest,NULL,Water,Non_Wetland,Water
934,Forest,NULL,Water,Non_Wetland,Forest
935,Forest,Shrubland,NULL,Non_Wetland,NULL
936,Forest,Shrubland,NULL,Non_Wetland,Grassland
937,Forest,Shrubland,NULL,Non_Wetland,Wetland
938,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
939,Forest,Shrubland,NULL,Non_Wetland,Bareland
940,Forest,Shrubland,NULL,Non_Wetland,Built-up
941,Forest,Shrubland,NULL,Non_Wetland,Water
942,Forest,Shrubland,NULL,Non_Wetland,Forest
943,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
944,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
945,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
946,Forest,Shrubland,Non_Water,Non_Wetland,Water
947,Forest,Shrubland,Non_Water,Non_Wetland,Forest
948,Forest,Shrubland,Water,Non_Wetland,Grassland
949,Forest,Shrubland,Water,Non_Wetland,Wetland
950,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
951,Forest,Shrubland,Water,Non_Wetland,Water
952,Forest,Shrubland,Water,Non_Wetland,Forest
953,Forest,Grassland,NULL,Non_Wetland,Grassland
954,Forest,Grassland,NULL,Non_Wetland,Wetland
955,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
956,Forest,Grassland,NULL,Non_Wetland,Built-up
957,Forest,Grassland,NULL,Non_Wetland,Forest
958,Forest,Grassland,Non_Water,Non_Wetland,Grassland
959,Forest,Grassland,Non_Water,Non_Wetland,Wetland
960,Forest,Grassland,Water,Non_Wetland,Grassland
961,Forest,Grassland,Water,Non_Wetland,Wetland
962,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
963,Forest,Grassland,Water,Non_Wetland,Forest
964,Forest,Wetland,NULL,Wetland,NULL
965,Forest,Wetland,NULL,Wetland,Grassland
966,Forest,Wetland,NULL,Wetland,Wetland
967,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
968,Forest,Wetland,NULL,Wetland,Bareland
969,Forest,Wetland,NULL,Wetland,Built-up
970,Forest,Wetland,NULL,Wetland,Water
971,Forest,Wetland,NULL,Wetland,Forest
972,Forest,Wetland,Non_Water,Wetland,Grassland
973,Forest,Wetland,Non_Water,Wetland,Wetland
974,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
975,Forest,Wetland,Non_Water,Wetland,Bareland
976,Forest,Wetland,Non_Water,Wetland,Water
977,Forest,Wetland,Non_Water,Wetland,Forest
978,Forest,Wetland,Water,Wetland,Grassland
979,Forest,Wetland,Water,Wetland,Wetland
980,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
981,Forest,Wetland,Water,Wetland,Bareland
982,Forest,Wetland,Water,Wetland,Water
983,Forest,Wetland,Water,Wetland,Forest
984,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
985,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
986,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
987,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
988,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
989,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
990,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
991,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
992,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
993,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
994,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
995,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
996,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
997,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
998,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
999,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1000,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1001,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1002,Forest,Bareland,NULL,Non_Wetland,NULL
1003,Forest,Bareland,NULL,Non_Wetland,Grassland
1004,Forest,Bareland,NULL,Non_Wetland,Wetland
1005,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1006,Forest,Bareland,NULL,Non_Wetland,Bareland
1007,Forest,Bareland,NULL,Non_Wetland,Built-up
1008,Forest,Bareland,NULL,Non_Wetland,Water
1009,Forest,Bareland,NULL,Non_Wetland,Forest
1010,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1011,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1012,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1013,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1014,Forest,Bareland,Non_Water,Non_Wetland,Water
1015,Forest,Bareland,Non_Water,Non_Wetland,Forest
1016,Forest,Bareland,Water,Non_Wetland,Grassland
1017,Forest,Bareland,Water,Non_Wetland,Wetland
1018,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1019,Forest,Bareland,Water,Non_Wetland,Bareland
1020,Forest,Bareland,Water,Non_Wetland,Water
1021,Forest,Bareland,Water,Non_Wetland,Forest
1022,Forest,Built-up,NULL,Non_Wetland,Grassland
1023,Forest,Built-up,NULL,Non_Wetland,Wetland
1024,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1025,Forest,Built-up,NULL,Non_Wetland,Bareland
1026,Forest,Built-up,NULL,Non_Wetland,Built-up
1027,Forest,Built-up,NULL,Non_Wetland,Forest
1028,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1029,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1030,Forest,Built-up,Water,Non_Wetland,Forest
1031,Forest,Water,NULL,Water,Grassland
1032,Forest,Water,NULL,Water,Wetland
1033,Forest,Water,NULL,Water,Lichens_and_Mosses
1034,Forest,Water,NULL,Water,Water
1035,Forest,Water,NULL,Water,Forest
1036,Forest,Water,Non_Water,Water,Grassland
1037,Forest,Water,Non_Water,Water,Wetland
1038,Forest,Water,Non_Water,Water,Lichens_and_Mosses
1039,Forest,Water,Non_Water,Water,Water
1040,Forest,Water,Non_Water,Water,Forest
1041,Forest,Water,Water,Water,Grassland
1042,Forest,Water,Water,Water,Wetland
1043,Forest,Water,Water,Water,Lichens_and_Mosses
1044,Forest,Water,Water,Water,Water
1045,Forest,Water,Water,Water,Forest
1046,Forest,Forest,NULL,Non_Wetland,NULL
1047,Forest,Forest,NULL,Non_Wetland,Grassland
1048,Forest,Forest,NULL,Non_Wetland,Wetland
1049,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1050,Forest,Forest,NULL,Non_Wetland,Bareland
1051,Forest,Forest,NULL,Non_Wetland,Built-up
1052,Forest,Forest,NULL,Non_Wetland,Water
1053,Forest,Forest,NULL,Non_Wetland,Forest
1054,Forest,Forest,Non_Water,Non_Wetland,Grassland
1055,Forest,Forest,Non_Water,Non_Wetland,Wetland
1056,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1057,Forest,Forest,Non_Water,Non_Wetland,Bareland
1058,Forest,Forest,Non_Water,Non_Wetland,Water
1059,Forest,Forest,Non_Water,Non_Wetland,Forest
1060,Forest,Forest,Water,Non_Wetland,Grassland
1061,Forest,Forest,Water,Non_Wetland,Wetland
1062,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1063,Forest,Forest,Water,Non_Wetland,Bareland
1064,Forest,Forest,Water,Non_Wetland,Water
1065,Forest,Forest,Water,Non_Wetland,Forest
