Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VCK_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VCK_M_R,SIBERIA_2024_GSW_Yearly_2021_43VCK_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VCK_M_R,SIBERIA_2024_WorldCover_2021_43VCK_M_R
949,Forest,Forest,NULL,Non_Wetland,Grassland
950,Forest,Forest,NULL,Non_Wetland,Wetland
951,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
952,Forest,Forest,NULL,Non_Wetland,Bareland
953,Forest,Forest,NULL,Non_Wetland,Built-up
954,Forest,Forest,NULL,Non_Wetland,Water
955,Forest,Forest,NULL,Non_Wetland,Forest
956,Forest,Forest,Non_Water,Non_Wetland,NULL
957,Forest,Forest,Non_Water,Non_Wetland,Grassland
958,Forest,Forest,Non_Water,Non_Wetland,Wetland
959,Forest,Forest,Non_Water,Non_Wetland,Water
960,Forest,Forest,Non_Water,Non_Wetland,Forest
961,Forest,Forest,Water,Non_Wetland,NULL
962,Forest,Forest,Water,Non_Wetland,Grassland
963,Forest,Forest,Water,Non_Wetland,Wetland
964,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
965,Forest,Forest,Water,Non_Wetland,Bareland
966,Forest,Forest,Water,Non_Wetland,Water
967,Forest,Forest,Water,Non_Wetland,Forest
