Value,SIBERIA_2024_ESA_CALU_2024_45XWC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XWC_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XWC_M_R,SIBERIA_2024_GSW_Yearly_2021_45XWC_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XWC_M_R,SIBERIA_2024_WorldCover_2021_45XWC_M_R
797,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
798,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
799,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
800,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
801,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
802,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
803,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
804,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
805,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
806,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
807,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
808,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
809,Shrubland,Wetland,Wetland,NULL,NULL,Wetland
810,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
811,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
812,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
813,Shrubland,Wetland,Wetland,NULL,Wetland,Water
814,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
815,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
816,Shrubland,Wetland,Wetland,Water,NULL,Wetland
817,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
818,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
819,Shrubland,Wetland,Wetland,Water,Wetland,Water
820,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
821,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
822,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
823,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
824,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
825,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
826,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
827,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
828,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
829,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
830,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
831,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
832,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
833,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
834,Shrubland,Wetland,Water,NULL,Water,Wetland
835,Shrubland,Wetland,Water,Non_Water,Water,Wetland
836,Shrubland,Wetland,Water,Non_Water,Water,Water
837,Shrubland,Wetland,Water,Water,Water,Wetland
838,Shrubland,Wetland,Water,Water,Water,Water
839,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
840,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
841,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
842,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
843,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
844,Shrubland,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
845,Shrubland,Bareland,Wetland,Water,Wetland,Water
846,Shrubland,Bareland,Water,Non_Water,NULL,Water
847,Shrubland,Bareland,Water,Water,NULL,Water
848,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
849,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
850,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
851,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
852,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
853,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
854,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
855,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
856,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
857,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
858,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
859,Shrubland,Water,Grassland,Water,Non_Wetland,Water
860,Shrubland,Water,Wetland,NULL,NULL,Grassland
861,Shrubland,Water,Wetland,NULL,NULL,Wetland
862,Shrubland,Water,Wetland,NULL,NULL,Water
863,Shrubland,Water,Wetland,NULL,Wetland,Grassland
864,Shrubland,Water,Wetland,NULL,Wetland,Wetland
865,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
866,Shrubland,Water,Wetland,NULL,Wetland,Water
867,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
868,Shrubland,Water,Wetland,Non_Water,Wetland,Water
869,Shrubland,Water,Wetland,Water,NULL,Wetland
870,Shrubland,Water,Wetland,Water,NULL,Water
871,Shrubland,Water,Wetland,Water,Wetland,Wetland
872,Shrubland,Water,Wetland,Water,Wetland,Water
873,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
874,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
875,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
876,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
877,Shrubland,Water,Bareland,Water,Non_Wetland,Water
878,Shrubland,Water,Water,NULL,Water,Water
879,Shrubland,Water,Water,Water,NULL,Water
880,Shrubland,Water,Water,Water,Water,Wetland
881,Shrubland,Water,Water,Water,Water,Water
882,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
883,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
884,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
885,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
886,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
887,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
888,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
889,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
890,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
891,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
892,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
893,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
894,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
895,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
896,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
897,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
898,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
899,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
900,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
901,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
902,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
903,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
904,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
905,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
906,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
907,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
908,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
909,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
910,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
911,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
912,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
913,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
914,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
915,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
916,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
917,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
918,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
919,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
920,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
921,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
922,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
923,Shrubland,Forest,Grassland,NULL,Non_Wetland,Water
924,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
925,Shrubland,Forest,Grassland,Water,Non_Wetland,Wetland
926,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
927,Shrubland,Forest,Wetland,Non_Water,Wetland,Wetland
928,Shrubland,Forest,Wetland,Water,Wetland,Wetland
929,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
930,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
931,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
932,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
933,Shrubland,Forest,Water,Water,Water,Wetland
934,Shrubland,Forest,Water,Water,Water,Water
935,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
936,Shrubland,Forest,Forest,Water,Non_Wetland,Wetland
937,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
938,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
939,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
940,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
941,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
942,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
943,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
944,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
945,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
946,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
947,Wetland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
948,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
949,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
950,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
951,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
952,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
953,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
954,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
955,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
956,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
957,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
958,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
959,Wetland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
960,Wetland,NULL,Grassland,Water,Non_Wetland,Water
961,Wetland,NULL,Wetland,NULL,NULL,Grassland
962,Wetland,NULL,Wetland,NULL,NULL,Wetland
963,Wetland,NULL,Wetland,NULL,NULL,Lichens_and_Mosses
964,Wetland,NULL,Wetland,NULL,NULL,Bareland
965,Wetland,NULL,Wetland,NULL,NULL,Water
966,Wetland,NULL,Wetland,NULL,Wetland,Grassland
967,Wetland,NULL,Wetland,NULL,Wetland,Wetland
968,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
969,Wetland,NULL,Wetland,NULL,Wetland,Bareland
970,Wetland,NULL,Wetland,NULL,Wetland,Water
971,Wetland,NULL,Wetland,Non_Water,NULL,Grassland
972,Wetland,NULL,Wetland,Non_Water,NULL,Wetland
973,Wetland,NULL,Wetland,Non_Water,NULL,Water
974,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
975,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
976,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
977,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
978,Wetland,NULL,Wetland,Non_Water,Wetland,Water
979,Wetland,NULL,Wetland,Water,NULL,Grassland
980,Wetland,NULL,Wetland,Water,NULL,Wetland
981,Wetland,NULL,Wetland,Water,NULL,Water
982,Wetland,NULL,Wetland,Water,Wetland,Grassland
983,Wetland,NULL,Wetland,Water,Wetland,Wetland
984,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
985,Wetland,NULL,Wetland,Water,Wetland,Bareland
986,Wetland,NULL,Wetland,Water,Wetland,Water
987,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
988,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
989,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
990,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
991,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
992,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
993,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
994,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
995,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
996,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
997,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
998,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
999,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1000,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1001,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1002,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1003,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1004,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1005,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1006,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1007,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1008,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1009,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1010,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1011,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1012,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1013,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1014,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1015,Wetland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1016,Wetland,NULL,Built-up,Water,Non_Wetland,Water
1017,Wetland,NULL,Water,NULL,Water,Grassland
1018,Wetland,NULL,Water,NULL,Water,Wetland
1019,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1020,Wetland,NULL,Water,NULL,Water,Water
1021,Wetland,NULL,Water,Non_Water,Water,Wetland
1022,Wetland,NULL,Water,Non_Water,Water,Water
1023,Wetland,NULL,Water,Water,NULL,Wetland
1024,Wetland,NULL,Water,Water,NULL,Water
1025,Wetland,NULL,Water,Water,Water,Grassland
1026,Wetland,NULL,Water,Water,Water,Wetland
1027,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1028,Wetland,NULL,Water,Water,Water,Bareland
1029,Wetland,NULL,Water,Water,Water,Water
1030,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1031,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1032,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1033,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1034,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1035,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1036,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1037,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1038,Wetland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
1039,Wetland,NULL,Forest,Water,Non_Wetland,Water
1040,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1041,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1042,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1043,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1044,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1045,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1046,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1047,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1048,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1049,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1050,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1051,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1052,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1053,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1054,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1055,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1056,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1057,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1058,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1059,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1060,Wetland,Wetland,Wetland,NULL,NULL,Grassland
1061,Wetland,Wetland,Wetland,NULL,NULL,Wetland
1062,Wetland,Wetland,Wetland,NULL,NULL,Water
1063,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1064,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1065,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1066,Wetland,Wetland,Wetland,NULL,Wetland,Water
1067,Wetland,Wetland,Wetland,Non_Water,NULL,Wetland
1068,Wetland,Wetland,Wetland,Non_Water,NULL,Water
1069,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1070,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1071,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1072,Wetland,Wetland,Wetland,Water,NULL,Wetland
1073,Wetland,Wetland,Wetland,Water,NULL,Water
1074,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1075,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1076,Wetland,Wetland,Wetland,Water,Wetland,Water
1077,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1078,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1079,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1080,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1081,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1082,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1083,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1084,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1085,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1086,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1087,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1088,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1089,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1090,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1091,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1092,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1093,Wetland,Wetland,Water,NULL,NULL,Wetland
1094,Wetland,Wetland,Water,NULL,NULL,Water
1095,Wetland,Wetland,Water,NULL,Water,Grassland
1096,Wetland,Wetland,Water,NULL,Water,Wetland
1097,Wetland,Wetland,Water,NULL,Water,Water
1098,Wetland,Wetland,Water,Non_Water,NULL,Water
1099,Wetland,Wetland,Water,Non_Water,Water,Grassland
1100,Wetland,Wetland,Water,Non_Water,Water,Wetland
1101,Wetland,Wetland,Water,Non_Water,Water,Water
1102,Wetland,Wetland,Water,Water,NULL,Wetland
1103,Wetland,Wetland,Water,Water,NULL,Water
1104,Wetland,Wetland,Water,Water,Water,Grassland
1105,Wetland,Wetland,Water,Water,Water,Wetland
1106,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1107,Wetland,Wetland,Water,Water,Water,Water
1108,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1109,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1110,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1111,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1112,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1113,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1114,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1115,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1116,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1117,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1118,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Water
1119,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1120,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1121,Wetland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1122,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
1123,Wetland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1124,Wetland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1125,Wetland,Bareland,Wetland,NULL,NULL,Water
1126,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
1127,Wetland,Bareland,Wetland,NULL,Wetland,Water
1128,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
1129,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
1130,Wetland,Bareland,Wetland,Water,NULL,Water
1131,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1132,Wetland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1133,Wetland,Bareland,Wetland,Water,Wetland,Bareland
1134,Wetland,Bareland,Wetland,Water,Wetland,Water
1135,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1136,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1137,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1138,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1139,Wetland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1140,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1141,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
1142,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1143,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
1144,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1145,Wetland,Bareland,Water,NULL,NULL,Water
1146,Wetland,Bareland,Water,NULL,Water,Water
1147,Wetland,Bareland,Water,Non_Water,Water,Water
1148,Wetland,Bareland,Water,Water,NULL,Water
1149,Wetland,Bareland,Water,Water,Water,Water
1150,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1151,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1152,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1153,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1154,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1155,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1156,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1157,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1158,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1159,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1160,Wetland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1161,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1162,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1163,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1164,Wetland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1165,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1166,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1167,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1168,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1169,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1170,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1171,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1172,Wetland,Water,Grassland,Water,Non_Wetland,Water
1173,Wetland,Water,Wetland,NULL,NULL,Grassland
1174,Wetland,Water,Wetland,NULL,NULL,Wetland
1175,Wetland,Water,Wetland,NULL,NULL,Lichens_and_Mosses
1176,Wetland,Water,Wetland,NULL,NULL,Bareland
1177,Wetland,Water,Wetland,NULL,NULL,Water
1178,Wetland,Water,Wetland,NULL,Wetland,Grassland
1179,Wetland,Water,Wetland,NULL,Wetland,Wetland
1180,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1181,Wetland,Water,Wetland,NULL,Wetland,Bareland
1182,Wetland,Water,Wetland,NULL,Wetland,Water
1183,Wetland,Water,Wetland,Non_Water,NULL,Wetland
1184,Wetland,Water,Wetland,Non_Water,NULL,Bareland
1185,Wetland,Water,Wetland,Non_Water,NULL,Water
1186,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1187,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1188,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1189,Wetland,Water,Wetland,Non_Water,Wetland,Water
1190,Wetland,Water,Wetland,Water,NULL,Wetland
1191,Wetland,Water,Wetland,Water,NULL,Bareland
1192,Wetland,Water,Wetland,Water,NULL,Water
1193,Wetland,Water,Wetland,Water,Wetland,Grassland
1194,Wetland,Water,Wetland,Water,Wetland,Wetland
1195,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1196,Wetland,Water,Wetland,Water,Wetland,Bareland
1197,Wetland,Water,Wetland,Water,Wetland,Water
1198,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1199,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1200,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1201,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
