Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WWR_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WWR_M_R,SIBERIA_2024_GSW_Yearly_2021_45WWR_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WWR_M_R,SIBERIA_2024_WorldCover_2021_45WWR_M_R
914,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
915,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
916,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
917,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
918,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
919,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
920,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
921,Forest,Bareland,NULL,Non_Wetland,NULL
922,Forest,Bareland,NULL,Non_Wetland,Grassland
923,Forest,Bareland,NULL,Non_Wetland,Wetland
924,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
925,Forest,Bareland,NULL,Non_Wetland,Bareland
926,Forest,Bareland,NULL,Non_Wetland,Built-up
927,Forest,Bareland,NULL,Non_Wetland,Water
928,Forest,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
929,Forest,Bareland,NULL,Non_Wetland,Forest
930,Forest,Bareland,Non_Water,Non_Wetland,Grassland
931,Forest,Bareland,Non_Water,Non_Wetland,Wetland
932,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
933,Forest,Bareland,Non_Water,Non_Wetland,Bareland
934,Forest,Bareland,Non_Water,Non_Wetland,Water
935,Forest,Bareland,Non_Water,Non_Wetland,Forest
936,Forest,Bareland,Water,Non_Wetland,Grassland
937,Forest,Bareland,Water,Non_Wetland,Wetland
938,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
939,Forest,Bareland,Water,Non_Wetland,Bareland
940,Forest,Bareland,Water,Non_Wetland,Water
941,Forest,Bareland,Water,Non_Wetland,Forest
942,Forest,Built-up,NULL,Non_Wetland,NULL
943,Forest,Built-up,NULL,Non_Wetland,Grassland
944,Forest,Built-up,NULL,Non_Wetland,Wetland
945,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
946,Forest,Built-up,NULL,Non_Wetland,Bareland
947,Forest,Built-up,NULL,Non_Wetland,Water
948,Forest,Built-up,NULL,Non_Wetland,Forest
949,Forest,Built-up,Non_Water,Non_Wetland,Grassland
950,Forest,Built-up,Non_Water,Non_Wetland,Wetland
951,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
952,Forest,Built-up,Non_Water,Non_Wetland,Bareland
953,Forest,Built-up,Non_Water,Non_Wetland,Water
954,Forest,Built-up,Non_Water,Non_Wetland,Forest
955,Forest,Built-up,Water,Non_Wetland,Grassland
956,Forest,Built-up,Water,Non_Wetland,Wetland
957,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
958,Forest,Built-up,Water,Non_Wetland,Bareland
959,Forest,Built-up,Water,Non_Wetland,Water
960,Forest,Built-up,Water,Non_Wetland,Forest
961,Forest,Water,NULL,Water,NULL
962,Forest,Water,NULL,Water,Grassland
963,Forest,Water,NULL,Water,Wetland
964,Forest,Water,NULL,Water,Lichens_and_Mosses
965,Forest,Water,NULL,Water,Bareland
966,Forest,Water,NULL,Water,Water
967,Forest,Water,NULL,Water,Forest
968,Forest,Water,Non_Water,Water,Grassland
969,Forest,Water,Non_Water,Water,Wetland
970,Forest,Water,Non_Water,Water,Lichens_and_Mosses
971,Forest,Water,Non_Water,Water,Bareland
972,Forest,Water,Non_Water,Water,Water
973,Forest,Water,Non_Water,Water,Forest
974,Forest,Water,Water,Water,Grassland
975,Forest,Water,Water,Water,Wetland
976,Forest,Water,Water,Water,Lichens_and_Mosses
977,Forest,Water,Water,Water,Bareland
978,Forest,Water,Water,Water,Water
979,Forest,Water,Water,Water,Forest
980,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
981,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
982,Forest,Forest,NULL,Non_Wetland,NULL
983,Forest,Forest,NULL,Non_Wetland,Grassland
984,Forest,Forest,NULL,Non_Wetland,Wetland
985,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
986,Forest,Forest,NULL,Non_Wetland,Bareland
987,Forest,Forest,NULL,Non_Wetland,Built-up
988,Forest,Forest,NULL,Non_Wetland,Water
989,Forest,Forest,NULL,Non_Wetland,Forest
990,Forest,Forest,Non_Water,Non_Wetland,Grassland
991,Forest,Forest,Non_Water,Non_Wetland,Wetland
992,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
993,Forest,Forest,Non_Water,Non_Wetland,Bareland
994,Forest,Forest,Non_Water,Non_Wetland,Water
995,Forest,Forest,Non_Water,Non_Wetland,Forest
996,Forest,Forest,Water,Non_Wetland,NULL
997,Forest,Forest,Water,Non_Wetland,Grassland
998,Forest,Forest,Water,Non_Wetland,Wetland
999,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1000,Forest,Forest,Water,Non_Wetland,Bareland
1001,Forest,Forest,Water,Non_Wetland,Water
1002,Forest,Forest,Water,Non_Wetland,Forest
