Value,SIBERIA_2024_ESA_CALU_2024_42XWF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42XWF_M_R,SIBERIA_2024_GLC_FCS30D_2022_42XWF_M_R,SIBERIA_2024_GSW_Yearly_2021_42XWF_M_R,SIBERIA_2024_GWL_FCS30D_2022_42XWF_M_R,SIBERIA_2024_WorldCover_2021_42XWF_M_R
771,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
772,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
773,Wetland,NULL,Water,NULL,Water,Grassland
774,Wetland,NULL,Water,NULL,Water,Wetland
775,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
776,Wetland,NULL,Water,NULL,Water,Bareland
777,Wetland,NULL,Water,NULL,Water,Water
778,Wetland,NULL,Water,Non_Water,Water,Wetland
779,Wetland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
780,Wetland,NULL,Water,Non_Water,Water,Water
781,Wetland,NULL,Water,Water,Water,Grassland
782,Wetland,NULL,Water,Water,Water,Wetland
783,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
784,Wetland,NULL,Water,Water,Water,Bareland
785,Wetland,NULL,Water,Water,Water,Water
786,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
787,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
788,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
789,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
790,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
791,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
792,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
793,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
794,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
795,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
796,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
797,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
798,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
799,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
800,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
801,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
802,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
803,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
804,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
805,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
806,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
807,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
808,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
809,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
810,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
811,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
812,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
813,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
814,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
815,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
816,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
817,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
818,Wetland,Wetland,Wetland,NULL,Wetland,Water
819,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
820,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
821,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
822,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
823,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
824,Wetland,Wetland,Wetland,Water,Wetland,Grassland
825,Wetland,Wetland,Wetland,Water,Wetland,Wetland
826,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
827,Wetland,Wetland,Wetland,Water,Wetland,Bareland
828,Wetland,Wetland,Wetland,Water,Wetland,Water
829,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
830,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
831,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
832,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
833,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
834,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
835,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
836,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
837,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
838,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
839,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
840,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
841,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
842,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
843,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
844,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
845,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
846,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
847,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
848,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
849,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
850,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
851,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
852,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
853,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
854,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
855,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
856,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
857,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
858,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
859,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
860,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
861,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
862,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
863,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
864,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water
865,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
866,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
867,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
868,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
869,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
870,Wetland,Wetland,Water,NULL,Water,Grassland
871,Wetland,Wetland,Water,NULL,Water,Wetland
872,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
873,Wetland,Wetland,Water,NULL,Water,Bareland
874,Wetland,Wetland,Water,NULL,Water,Water
875,Wetland,Wetland,Water,Non_Water,Water,Grassland
876,Wetland,Wetland,Water,Non_Water,Water,Wetland
877,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
878,Wetland,Wetland,Water,Non_Water,Water,Bareland
879,Wetland,Wetland,Water,Non_Water,Water,Water
880,Wetland,Wetland,Water,Water,Water,Grassland
881,Wetland,Wetland,Water,Water,Water,Wetland
882,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
883,Wetland,Wetland,Water,Water,Water,Bareland
884,Wetland,Wetland,Water,Water,Water,Water
885,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
886,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
887,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
888,Wetland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
889,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
890,Wetland,Bareland,Wetland,NULL,Wetland,Water
891,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
892,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
893,Wetland,Bareland,Wetland,Water,Wetland,Wetland
894,Wetland,Bareland,Wetland,Water,Wetland,Bareland
895,Wetland,Bareland,Wetland,Water,Wetland,Water
896,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
897,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
898,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
899,Wetland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
900,Wetland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
901,Wetland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
902,Wetland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
903,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
904,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
905,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
906,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
907,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
908,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
909,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
910,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Water
911,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
912,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
913,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
914,Wetland,Bareland,Built-up,Water,Non_Wetland,Water
915,Wetland,Bareland,Water,NULL,Water,Lichens_and_Mosses
916,Wetland,Bareland,Water,NULL,Water,Water
917,Wetland,Bareland,Water,Non_Water,Water,Water
918,Wetland,Bareland,Water,Water,Water,Wetland
919,Wetland,Bareland,Water,Water,Water,Bareland
920,Wetland,Bareland,Water,Water,Water,Water
921,Wetland,Water,NULL,Water,Non_Wetland,Water
922,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
923,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
924,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
925,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
926,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
927,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
928,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
929,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
930,Wetland,Water,Shrubland,Water,Non_Wetland,Water
931,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
932,Wetland,Water,Grassland,NULL,Non_Wetland,Water
933,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
934,Wetland,Water,Grassland,Water,Non_Wetland,Water
935,Wetland,Water,Wetland,NULL,Wetland,Grassland
936,Wetland,Water,Wetland,NULL,Wetland,Wetland
937,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
938,Wetland,Water,Wetland,NULL,Wetland,Bareland
939,Wetland,Water,Wetland,NULL,Wetland,Water
940,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
941,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
942,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
943,Wetland,Water,Wetland,Non_Water,Wetland,Water
944,Wetland,Water,Wetland,Water,Wetland,Grassland
945,Wetland,Water,Wetland,Water,Wetland,Wetland
946,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
947,Wetland,Water,Wetland,Water,Wetland,Bareland
948,Wetland,Water,Wetland,Water,Wetland,Water
949,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
950,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
951,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
952,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
953,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
954,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
955,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
956,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
957,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
958,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
959,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
960,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
961,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
962,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
963,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
964,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
965,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
966,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
967,Wetland,Water,Bareland,NULL,Non_Wetland,Water
968,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
969,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
970,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
971,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
972,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
973,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
974,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
975,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
976,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
977,Wetland,Water,Bareland,Water,Non_Wetland,Water
978,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
979,Wetland,Water,Built-up,NULL,Non_Wetland,Water
980,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water
981,Wetland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
982,Wetland,Water,Built-up,Water,Non_Wetland,Bareland
983,Wetland,Water,Built-up,Water,Non_Wetland,Water
984,Wetland,Water,Water,NULL,Water,Grassland
985,Wetland,Water,Water,NULL,Water,Wetland
986,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
987,Wetland,Water,Water,NULL,Water,Water
988,Wetland,Water,Water,Non_Water,Water,Grassland
989,Wetland,Water,Water,Non_Water,Water,Wetland
990,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
991,Wetland,Water,Water,Non_Water,Water,Bareland
992,Wetland,Water,Water,Non_Water,Water,Water
993,Wetland,Water,Water,Water,NULL,Water
994,Wetland,Water,Water,Water,Water,Grassland
995,Wetland,Water,Water,Water,Water,Wetland
996,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
997,Wetland,Water,Water,Water,Water,Bareland
998,Wetland,Water,Water,Water,Water,Water
999,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1000,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1001,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1002,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1003,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1004,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1005,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1006,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1007,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1008,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1009,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1010,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1011,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1012,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1013,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1014,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1015,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1016,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1017,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1018,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1019,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1020,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1021,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1022,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1023,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1024,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1025,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1026,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1027,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1028,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1029,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1030,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1031,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1032,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1033,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1034,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1035,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1036,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1037,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1038,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1039,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1040,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1041,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1042,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1043,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1044,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1045,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1046,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1047,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1048,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1049,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1050,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1051,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1052,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1053,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1054,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1055,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1056,Wetland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1057,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1058,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1059,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1060,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1061,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1062,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1063,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1064,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1065,Wetland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1066,Wetland,Permanent_ice_and_snow,Water,Water,Water,Bareland
1067,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1068,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1069,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
1070,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1071,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1072,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1073,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
1074,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1075,Wetland,Forest,Grassland,NULL,Non_Wetland,Water
1076,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1077,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1078,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1079,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1080,Wetland,Forest,Wetland,Water,Wetland,Wetland
1081,Wetland,Forest,Wetland,Water,Wetland,Water
1082,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1083,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1084,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1085,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1086,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1087,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1088,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
1089,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1090,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1091,Wetland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1092,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1093,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1094,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water
1095,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1096,Wetland,Forest,Bareland,Water,Non_Wetland,Water
1097,Wetland,Forest,Water,NULL,Water,Wetland
1098,Wetland,Forest,Water,NULL,Water,Water
1099,Wetland,Forest,Water,Non_Water,Water,Wetland
1100,Wetland,Forest,Water,Non_Water,Water,Water
1101,Wetland,Forest,Water,Water,Water,Wetland
1102,Wetland,Forest,Water,Water,Water,Water
1103,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1104,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1105,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1106,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1107,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1108,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1109,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1110,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1111,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1112,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1113,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1114,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1115,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1116,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1117,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1118,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1119,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1120,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1121,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1122,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1123,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1124,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1125,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1126,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1127,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1128,Bareland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1129,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1130,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1131,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1132,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1133,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1134,Bareland,NULL,Wetland,NULL,Wetland,Water
1135,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1136,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1137,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1138,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1139,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1140,Bareland,NULL,Wetland,Water,Wetland,Grassland
1141,Bareland,NULL,Wetland,Water,Wetland,Wetland
1142,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1143,Bareland,NULL,Wetland,Water,Wetland,Bareland
1144,Bareland,NULL,Wetland,Water,Wetland,Water
1145,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1146,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1147,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1148,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1149,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1150,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1151,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1152,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1153,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1154,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1155,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1156,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
