Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WWS_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WWS_M_R,SIBERIA_2024_GSW_Yearly_2021_45WWS_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WWS_M_R,SIBERIA_2024_WorldCover_2021_45WWS_M_R
913,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Water
914,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
915,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
916,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
917,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
918,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
919,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
920,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
921,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
922,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
923,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
924,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
925,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
926,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
927,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
928,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
929,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
930,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
931,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
932,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
933,Forest,NULL,NULL,Non_Wetland,Grassland
934,Forest,NULL,NULL,Non_Wetland,Wetland
935,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
936,Forest,NULL,NULL,Non_Wetland,Bareland
937,Forest,NULL,NULL,Non_Wetland,Built-up
938,Forest,NULL,NULL,Non_Wetland,Water
939,Forest,NULL,NULL,Non_Wetland,Forest
940,Forest,NULL,Non_Water,Non_Wetland,Grassland
941,Forest,NULL,Non_Water,Non_Wetland,Wetland
942,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
943,Forest,NULL,Non_Water,Non_Wetland,Bareland
944,Forest,NULL,Non_Water,Non_Wetland,Water
945,Forest,NULL,Non_Water,Non_Wetland,Forest
946,Forest,NULL,Water,Non_Wetland,Grassland
947,Forest,NULL,Water,Non_Wetland,Wetland
948,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
949,Forest,NULL,Water,Non_Wetland,Bareland
950,Forest,NULL,Water,Non_Wetland,Water
951,Forest,NULL,Water,Non_Wetland,Forest
952,Forest,Shrubland,NULL,Non_Wetland,Grassland
953,Forest,Shrubland,NULL,Non_Wetland,Wetland
954,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
955,Forest,Shrubland,NULL,Non_Wetland,Bareland
956,Forest,Shrubland,NULL,Non_Wetland,Built-up
957,Forest,Shrubland,NULL,Non_Wetland,Water
958,Forest,Shrubland,NULL,Non_Wetland,Forest
959,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
960,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
961,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
962,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
963,Forest,Shrubland,Non_Water,Non_Wetland,Water
964,Forest,Shrubland,Non_Water,Non_Wetland,Forest
965,Forest,Shrubland,Water,Non_Wetland,Grassland
966,Forest,Shrubland,Water,Non_Wetland,Wetland
967,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
968,Forest,Shrubland,Water,Non_Wetland,Bareland
969,Forest,Shrubland,Water,Non_Wetland,Water
970,Forest,Shrubland,Water,Non_Wetland,Forest
971,Forest,Grassland,NULL,Non_Wetland,Grassland
972,Forest,Grassland,NULL,Non_Wetland,Wetland
973,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
974,Forest,Grassland,NULL,Non_Wetland,Bareland
975,Forest,Grassland,NULL,Non_Wetland,Built-up
976,Forest,Grassland,NULL,Non_Wetland,Water
977,Forest,Grassland,NULL,Non_Wetland,Forest
978,Forest,Grassland,Non_Water,Non_Wetland,Grassland
979,Forest,Grassland,Non_Water,Non_Wetland,Wetland
980,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
981,Forest,Grassland,Non_Water,Non_Wetland,Water
982,Forest,Grassland,Non_Water,Non_Wetland,Forest
983,Forest,Grassland,Water,Non_Wetland,Grassland
984,Forest,Grassland,Water,Non_Wetland,Wetland
985,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
986,Forest,Grassland,Water,Non_Wetland,Bareland
987,Forest,Grassland,Water,Non_Wetland,Water
988,Forest,Grassland,Water,Non_Wetland,Forest
989,Forest,Wetland,NULL,Wetland,Grassland
990,Forest,Wetland,NULL,Wetland,Wetland
991,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
992,Forest,Wetland,NULL,Wetland,Bareland
993,Forest,Wetland,NULL,Wetland,Water
994,Forest,Wetland,NULL,Wetland,Forest
995,Forest,Wetland,Non_Water,Wetland,Grassland
996,Forest,Wetland,Non_Water,Wetland,Wetland
997,Forest,Wetland,Non_Water,Wetland,Bareland
998,Forest,Wetland,Non_Water,Wetland,Water
999,Forest,Wetland,Non_Water,Wetland,Forest
1000,Forest,Wetland,Water,Wetland,Grassland
1001,Forest,Wetland,Water,Wetland,Wetland
1002,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1003,Forest,Wetland,Water,Wetland,Bareland
1004,Forest,Wetland,Water,Wetland,Water
1005,Forest,Wetland,Water,Wetland,Forest
1006,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1007,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1008,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1009,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1010,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1011,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1012,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1013,Forest,Bareland,NULL,Non_Wetland,Grassland
1014,Forest,Bareland,NULL,Non_Wetland,Wetland
1015,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1016,Forest,Bareland,NULL,Non_Wetland,Bareland
1017,Forest,Bareland,NULL,Non_Wetland,Built-up
1018,Forest,Bareland,NULL,Non_Wetland,Water
1019,Forest,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1020,Forest,Bareland,NULL,Non_Wetland,Forest
1021,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1022,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1023,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1024,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1025,Forest,Bareland,Non_Water,Non_Wetland,Water
1026,Forest,Bareland,Non_Water,Non_Wetland,Forest
1027,Forest,Bareland,Water,Non_Wetland,Grassland
1028,Forest,Bareland,Water,Non_Wetland,Wetland
1029,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1030,Forest,Bareland,Water,Non_Wetland,Bareland
1031,Forest,Bareland,Water,Non_Wetland,Water
1032,Forest,Bareland,Water,Non_Wetland,Forest
1033,Forest,Built-up,NULL,Non_Wetland,Grassland
1034,Forest,Built-up,NULL,Non_Wetland,Wetland
1035,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1036,Forest,Built-up,NULL,Non_Wetland,Bareland
1037,Forest,Built-up,NULL,Non_Wetland,Built-up
1038,Forest,Built-up,NULL,Non_Wetland,Water
1039,Forest,Built-up,NULL,Non_Wetland,Forest
1040,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1041,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1042,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1043,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1044,Forest,Built-up,Non_Water,Non_Wetland,Water
1045,Forest,Built-up,Non_Water,Non_Wetland,Forest
1046,Forest,Built-up,Water,Non_Wetland,Grassland
1047,Forest,Built-up,Water,Non_Wetland,Wetland
1048,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1049,Forest,Built-up,Water,Non_Wetland,Bareland
1050,Forest,Built-up,Water,Non_Wetland,Built-up
1051,Forest,Built-up,Water,Non_Wetland,Water
1052,Forest,Built-up,Water,Non_Wetland,Forest
1053,Forest,Water,NULL,Water,Grassland
1054,Forest,Water,NULL,Water,Wetland
1055,Forest,Water,NULL,Water,Lichens_and_Mosses
1056,Forest,Water,NULL,Water,Bareland
1057,Forest,Water,NULL,Water,Water
1058,Forest,Water,NULL,Water,Forest
1059,Forest,Water,Non_Water,Water,Grassland
1060,Forest,Water,Non_Water,Water,Wetland
1061,Forest,Water,Non_Water,Water,Lichens_and_Mosses
1062,Forest,Water,Non_Water,Water,Water
1063,Forest,Water,Non_Water,Water,Forest
1064,Forest,Water,Water,Water,Grassland
1065,Forest,Water,Water,Water,Wetland
1066,Forest,Water,Water,Water,Lichens_and_Mosses
1067,Forest,Water,Water,Water,Bareland
1068,Forest,Water,Water,Water,Water
1069,Forest,Water,Water,Water,Forest
1070,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
1071,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
1072,Forest,Forest,NULL,Non_Wetland,NULL
1073,Forest,Forest,NULL,Non_Wetland,Grassland
1074,Forest,Forest,NULL,Non_Wetland,Wetland
1075,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1076,Forest,Forest,NULL,Non_Wetland,Bareland
1077,Forest,Forest,NULL,Non_Wetland,Built-up
1078,Forest,Forest,NULL,Non_Wetland,Water
1079,Forest,Forest,NULL,Non_Wetland,Forest
1080,Forest,Forest,Non_Water,Non_Wetland,Grassland
1081,Forest,Forest,Non_Water,Non_Wetland,Wetland
1082,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1083,Forest,Forest,Non_Water,Non_Wetland,Bareland
1084,Forest,Forest,Non_Water,Non_Wetland,Built-up
1085,Forest,Forest,Non_Water,Non_Wetland,Water
1086,Forest,Forest,Non_Water,Non_Wetland,Forest
1087,Forest,Forest,Water,Non_Wetland,Grassland
1088,Forest,Forest,Water,Non_Wetland,Wetland
1089,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1090,Forest,Forest,Water,Non_Wetland,Bareland
1091,Forest,Forest,Water,Non_Wetland,Built-up
1092,Forest,Forest,Water,Non_Wetland,Water
1093,Forest,Forest,Water,Non_Wetland,Forest
