Value,SIBERIA_2024_ESA_CALU_2024_44XNF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44XNF_M_R,SIBERIA_2024_GLC_FCS30D_2022_44XNF_M_R,SIBERIA_2024_GSW_Yearly_2021_44XNF_M_R,SIBERIA_2024_GWL_FCS30D_2022_44XNF_M_R,SIBERIA_2024_WorldCover_2021_44XNF_M_R
797,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
798,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
799,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
800,Shrubland,Wetland,Wetland,NULL,Wetland,Water
801,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
802,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
803,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
804,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
805,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
806,Shrubland,Wetland,Wetland,Water,Wetland,Water
807,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
808,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
809,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
810,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
811,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
812,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
813,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
814,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
815,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
816,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
817,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
818,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
819,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
820,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
821,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
822,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
823,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
824,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
825,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
826,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
827,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
828,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
829,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
830,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
831,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
832,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
833,Shrubland,Wetland,Built-up,Water,Non_Wetland,Water
834,Shrubland,Wetland,Water,NULL,Water,Grassland
835,Shrubland,Wetland,Water,NULL,Water,Wetland
836,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
837,Shrubland,Wetland,Water,NULL,Water,Water
838,Shrubland,Wetland,Water,Non_Water,Water,Wetland
839,Shrubland,Wetland,Water,Non_Water,Water,Water
840,Shrubland,Wetland,Water,Water,Water,Grassland
841,Shrubland,Wetland,Water,Water,Water,Wetland
842,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
843,Shrubland,Wetland,Water,Water,Water,Bareland
844,Shrubland,Wetland,Water,Water,Water,Water
845,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
846,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
847,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
848,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
849,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
850,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
851,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
852,Shrubland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
853,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
854,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
855,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
856,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
857,Shrubland,Water,Shrubland,Water,Non_Wetland,Grassland
858,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
859,Shrubland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
860,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
861,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
862,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
863,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
864,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
865,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
866,Shrubland,Water,Wetland,NULL,Wetland,Grassland
867,Shrubland,Water,Wetland,NULL,Wetland,Wetland
868,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
869,Shrubland,Water,Wetland,NULL,Wetland,Water
870,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
871,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
872,Shrubland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
873,Shrubland,Water,Wetland,Non_Water,Wetland,Water
874,Shrubland,Water,Wetland,Water,Wetland,Wetland
875,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
876,Shrubland,Water,Wetland,Water,Wetland,Water
877,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
878,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
879,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
880,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
881,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
882,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
883,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
884,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
885,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
886,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
887,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
888,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
889,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
890,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
891,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
892,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
893,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
894,Shrubland,Water,Bareland,Water,Non_Wetland,Water
895,Shrubland,Water,Water,NULL,Water,Grassland
896,Shrubland,Water,Water,NULL,Water,Wetland
897,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
898,Shrubland,Water,Water,NULL,Water,Water
899,Shrubland,Water,Water,Non_Water,Water,Water
900,Shrubland,Water,Water,Water,Water,Grassland
901,Shrubland,Water,Water,Water,Water,Wetland
902,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
903,Shrubland,Water,Water,Water,Water,Water
904,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
905,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
906,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
907,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
908,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
909,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
910,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
911,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
912,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
913,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
914,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
915,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
916,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
917,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
918,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
919,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
920,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
921,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
922,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
923,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
924,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
925,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
926,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
927,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
928,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
929,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
930,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
931,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
932,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
933,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
934,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
935,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
936,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
937,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
938,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
939,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
940,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
941,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
942,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
943,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
944,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
945,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
946,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
947,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
948,Shrubland,Forest,Wetland,NULL,Wetland,Grassland
949,Shrubland,Forest,Wetland,Non_Water,Wetland,Grassland
950,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
951,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
952,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
953,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
954,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
955,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
956,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
957,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
958,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
959,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
960,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
961,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
962,Wetland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
963,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
964,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
965,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
966,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
967,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
968,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
969,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
970,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
971,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
972,Wetland,NULL,Wetland,NULL,NULL,Wetland
973,Wetland,NULL,Wetland,NULL,NULL,Lichens_and_Mosses
974,Wetland,NULL,Wetland,NULL,NULL,Water
975,Wetland,NULL,Wetland,NULL,Wetland,Grassland
976,Wetland,NULL,Wetland,NULL,Wetland,Wetland
977,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
978,Wetland,NULL,Wetland,NULL,Wetland,Bareland
979,Wetland,NULL,Wetland,NULL,Wetland,Water
980,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
981,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
982,Wetland,NULL,Wetland,Non_Water,Wetland,Water
983,Wetland,NULL,Wetland,Water,Wetland,Wetland
984,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
985,Wetland,NULL,Wetland,Water,Wetland,Bareland
986,Wetland,NULL,Wetland,Water,Wetland,Water
987,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
988,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
989,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
990,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
991,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
992,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
993,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
994,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
995,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
996,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
997,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
998,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
999,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1000,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1001,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1002,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1003,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1004,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1005,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1006,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1007,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1008,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1009,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1010,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1011,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1012,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1013,Wetland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1014,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
1015,Wetland,NULL,Built-up,Water,Non_Wetland,Water
1016,Wetland,NULL,Water,NULL,Water,Grassland
1017,Wetland,NULL,Water,NULL,Water,Wetland
1018,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1019,Wetland,NULL,Water,NULL,Water,Water
1020,Wetland,NULL,Water,Non_Water,Water,Grassland
1021,Wetland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1022,Wetland,NULL,Water,Non_Water,Water,Water
1023,Wetland,NULL,Water,Water,Water,Grassland
1024,Wetland,NULL,Water,Water,Water,Wetland
1025,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1026,Wetland,NULL,Water,Water,Water,Water
1027,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1028,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1029,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1030,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1031,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1032,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1033,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1034,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1035,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1036,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1037,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1038,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1039,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1040,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1041,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1042,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1043,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1044,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1045,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1046,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1047,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1048,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1049,Wetland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1050,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1051,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1052,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1053,Wetland,Wetland,Wetland,NULL,Wetland,Water
1054,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1055,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1056,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1057,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1058,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1059,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1060,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1061,Wetland,Wetland,Wetland,Water,Wetland,Water
1062,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1063,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1064,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1065,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1066,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1067,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1068,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1069,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1070,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1071,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1072,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1073,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1074,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1075,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1076,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1077,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1078,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1079,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1080,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1081,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1082,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1083,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1084,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1085,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1086,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1087,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1088,Wetland,Wetland,Water,NULL,Water,Grassland
1089,Wetland,Wetland,Water,NULL,Water,Wetland
1090,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1091,Wetland,Wetland,Water,NULL,Water,Water
1092,Wetland,Wetland,Water,Non_Water,Water,Grassland
1093,Wetland,Wetland,Water,Non_Water,Water,Wetland
1094,Wetland,Wetland,Water,Non_Water,Water,Water
1095,Wetland,Wetland,Water,Water,Water,Grassland
1096,Wetland,Wetland,Water,Water,Water,Wetland
1097,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1098,Wetland,Wetland,Water,Water,Water,Water
1099,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1100,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1101,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1102,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1103,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1104,Wetland,Bareland,Wetland,Water,Wetland,Water
1105,Wetland,Bareland,Built-up,NULL,Non_Wetland,Water
1106,Wetland,Bareland,Water,Water,NULL,Water
1107,Wetland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1108,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1109,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1110,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1111,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1112,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1113,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1114,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1115,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1116,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1117,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1118,Wetland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1119,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
1120,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1121,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1122,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1123,Wetland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1124,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1125,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1126,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1127,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1128,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1129,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1130,Wetland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1131,Wetland,Water,Grassland,Water,Non_Wetland,Water
1132,Wetland,Water,Wetland,NULL,NULL,Grassland
1133,Wetland,Water,Wetland,NULL,NULL,Lichens_and_Mosses
1134,Wetland,Water,Wetland,NULL,NULL,Bareland
1135,Wetland,Water,Wetland,NULL,NULL,Water
1136,Wetland,Water,Wetland,NULL,Wetland,Grassland
1137,Wetland,Water,Wetland,NULL,Wetland,Wetland
1138,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1139,Wetland,Water,Wetland,NULL,Wetland,Bareland
1140,Wetland,Water,Wetland,NULL,Wetland,Water
1141,Wetland,Water,Wetland,Non_Water,NULL,Water
1142,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1143,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1144,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1145,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
1146,Wetland,Water,Wetland,Non_Water,Wetland,Water
1147,Wetland,Water,Wetland,Water,NULL,Wetland
1148,Wetland,Water,Wetland,Water,NULL,Lichens_and_Mosses
1149,Wetland,Water,Wetland,Water,NULL,Bareland
1150,Wetland,Water,Wetland,Water,NULL,Water
1151,Wetland,Water,Wetland,Water,Wetland,Grassland
1152,Wetland,Water,Wetland,Water,Wetland,Wetland
1153,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1154,Wetland,Water,Wetland,Water,Wetland,Bareland
1155,Wetland,Water,Wetland,Water,Wetland,Water
1156,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1157,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1158,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1159,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1160,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1161,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1162,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1163,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1164,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1165,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1166,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1167,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1168,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1169,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1170,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1171,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1172,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1173,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1174,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1175,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1176,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1177,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1178,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1179,Wetland,Water,Bareland,Water,Non_Wetland,Water
1180,Wetland,Water,Built-up,NULL,Non_Wetland,Water
1181,Wetland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1182,Wetland,Water,Built-up,Water,Non_Wetland,Water
