Value,SIBERIA_2024_ESA_CALU_2024_43WDQ_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDQ_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDQ_M_R,SIBERIA_2024_WorldCover_2021_43WDQ_M_R
1207,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1208,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1209,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1210,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1211,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1212,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1213,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1214,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1215,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1216,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1217,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1218,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1219,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1220,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1221,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1222,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1223,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1224,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1225,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1226,Bareland,NULL,Water,NULL,Water,Grassland
1227,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
1228,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1229,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1230,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1231,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1232,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1233,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1234,Bareland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1235,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1236,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1237,Bareland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
1238,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1239,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1240,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1241,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1242,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1243,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1244,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1245,Bareland,Wetland,Wetland,NULL,Wetland,Water
1246,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1247,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1248,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1249,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1250,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1251,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1252,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1253,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1254,Bareland,Wetland,Water,NULL,Water,Wetland
1255,Bareland,Wetland,Water,Water,Water,Wetland
1256,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1257,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1258,Bareland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1259,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
1260,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1261,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1262,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1263,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1264,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1265,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1266,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1267,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1268,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1269,Bareland,Water,Wetland,NULL,Wetland,Wetland
1270,Bareland,Water,Wetland,NULL,Wetland,Water
1271,Bareland,Water,Wetland,Water,Wetland,Wetland
1272,Bareland,Water,Wetland,Water,Wetland,Water
1273,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1274,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1275,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1276,Bareland,Water,Bareland,Water,Non_Wetland,Water
1277,Bareland,Water,Water,NULL,Water,Grassland
1278,Bareland,Water,Water,Water,Water,Water
1279,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
1280,Bareland,Water,Forest,Water,Non_Wetland,Water
1281,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1282,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1283,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1284,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1285,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1286,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1287,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1288,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
1289,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1290,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
1291,Bareland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1292,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1293,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1294,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
1295,Bareland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1296,Water,NULL,Water,Water,Water,Wetland
1297,Water,Wetland,Wetland,NULL,Wetland,Wetland
1298,Water,Wetland,Wetland,NULL,Wetland,Water
1299,Water,Wetland,Wetland,Non_Water,Wetland,Water
1300,Water,Wetland,Wetland,Water,Wetland,Water
1301,Water,Wetland,Water,NULL,Water,Water
1302,Water,Wetland,Water,Non_Water,Water,Water
1303,Water,Wetland,Water,Water,Water,Wetland
1304,Water,Wetland,Water,Water,Water,Water
1305,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1306,Water,Wetland,Forest,NULL,Non_Wetland,Water
1307,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1308,Water,Wetland,Forest,Water,Non_Wetland,Water
1309,Water,Water,Wetland,NULL,Wetland,Water
1310,Water,Water,Wetland,Water,Wetland,Water
1311,Water,Water,Bareland,NULL,Non_Wetland,Water
1312,Water,Water,Bareland,Water,Non_Wetland,Water
1313,Water,Water,Water,NULL,Water,Water
1314,Water,Water,Water,Non_Water,Water,Wetland
1315,Water,Water,Water,Non_Water,Water,Water
1316,Water,Water,Water,Water,Water,Wetland
1317,Water,Water,Water,Water,Water,Water
1318,Water,Water,Forest,NULL,Non_Wetland,Wetland
1319,Water,Water,Forest,NULL,Non_Wetland,Water
1320,Water,Water,Forest,Non_Water,Non_Wetland,Water
1321,Water,Water,Forest,Water,Non_Wetland,Water
1322,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1323,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1324,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1325,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1326,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1327,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1328,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1329,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1330,Forest,NULL,Wetland,NULL,Wetland,Grassland
1331,Forest,NULL,Wetland,NULL,Wetland,Wetland
1332,Forest,NULL,Wetland,NULL,Wetland,Forest
1333,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1334,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1335,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1336,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1337,Forest,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1338,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1339,Forest,NULL,Water,NULL,Water,Grassland
1340,Forest,NULL,Water,Non_Water,Water,Grassland
1341,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1342,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1343,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1344,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1345,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1346,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1347,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1348,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1349,Forest,Wetland,Wetland,Water,Wetland,Grassland
1350,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1351,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1352,Forest,Wetland,Water,NULL,Water,Grassland
1353,Forest,Wetland,Water,NULL,Water,Wetland
1354,Forest,Wetland,Water,NULL,Water,Water
1355,Forest,Wetland,Water,Water,Water,Water
1356,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1357,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1358,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1359,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1360,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1361,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1362,Forest,Wetland,Forest,Water,Non_Wetland,Water
1363,Forest,Water,Wetland,NULL,Wetland,Wetland
1364,Forest,Water,Wetland,NULL,Wetland,Water
1365,Forest,Water,Wetland,Water,Wetland,Wetland
1366,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1367,Forest,Water,Bareland,Water,Non_Wetland,Water
1368,Forest,Water,Water,Water,Water,Water
1369,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1370,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1371,Forest,Water,Forest,NULL,Non_Wetland,Water
1372,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1373,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1374,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1375,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1376,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1377,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1378,Forest,Forest,Forest,NULL,Non_Wetland,Forest
