Value,SIBERIA_2024_ESA_CALU_2024_43WEN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEN_M_R,SIBERIA_2024_WorldCover_2021_43WEN_M_R
817,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
818,NULL,Forest,Bareland,Water,Non_Wetland,Water
819,NULL,Forest,Bareland,Water,Non_Wetland,Forest
820,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
821,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
822,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
823,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
824,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
825,NULL,Forest,Built-up,NULL,Non_Wetland,Water
826,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
827,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
828,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland
829,NULL,Forest,Built-up,Non_Water,Non_Wetland,Water
830,NULL,Forest,Built-up,Water,Non_Wetland,Water
831,NULL,Forest,Built-up,Water,Non_Wetland,Forest
832,NULL,Forest,Water,NULL,Water,Grassland
833,NULL,Forest,Water,NULL,Water,Wetland
834,NULL,Forest,Water,NULL,Water,Bareland
835,NULL,Forest,Water,NULL,Water,Water
836,NULL,Forest,Water,NULL,Water,Forest
837,NULL,Forest,Water,Non_Water,Water,Grassland
838,NULL,Forest,Water,Non_Water,Water,Wetland
839,NULL,Forest,Water,Non_Water,Water,Bareland
840,NULL,Forest,Water,Non_Water,Water,Water
841,NULL,Forest,Water,Non_Water,Water,Forest
842,NULL,Forest,Water,Water,Water,Grassland
843,NULL,Forest,Water,Water,Water,Wetland
844,NULL,Forest,Water,Water,Water,Lichens_and_Mosses
845,NULL,Forest,Water,Water,Water,Bareland
846,NULL,Forest,Water,Water,Water,Water
847,NULL,Forest,Water,Water,Water,Forest
848,NULL,Forest,Forest,NULL,Non_Wetland,NULL
849,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
850,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
851,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
852,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
853,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
854,NULL,Forest,Forest,NULL,Non_Wetland,Water
855,NULL,Forest,Forest,NULL,Non_Wetland,Forest
856,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
857,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
858,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
859,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
860,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
861,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
862,NULL,Forest,Forest,Water,Non_Wetland,Grassland
863,NULL,Forest,Forest,Water,Non_Wetland,Wetland
864,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
865,NULL,Forest,Forest,Water,Non_Wetland,Bareland
866,NULL,Forest,Forest,Water,Non_Wetland,Water
867,NULL,Forest,Forest,Water,Non_Wetland,Forest
868,Shrubland,NULL,NULL,NULL,Non_Wetland,Grassland
869,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
870,Shrubland,NULL,NULL,NULL,Non_Wetland,Forest
871,Shrubland,NULL,NULL,Non_Water,Non_Wetland,Wetland
872,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
873,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
874,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
875,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
876,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
877,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
878,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
879,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
880,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
881,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
882,Shrubland,NULL,Shrubland,Water,Non_Wetland,Forest
883,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
884,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
885,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
886,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
887,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
888,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
889,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
890,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
891,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Forest
892,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
893,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
894,Shrubland,NULL,Wetland,NULL,Wetland,NULL
895,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
896,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
897,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
898,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
899,Shrubland,NULL,Wetland,NULL,Wetland,Water
900,Shrubland,NULL,Wetland,NULL,Wetland,Forest
901,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
902,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
903,Shrubland,NULL,Wetland,Non_Water,Wetland,Forest
904,Shrubland,NULL,Wetland,Water,Wetland,Grassland
905,Shrubland,NULL,Wetland,Water,Wetland,Wetland
906,Shrubland,NULL,Wetland,Water,Wetland,Water
907,Shrubland,NULL,Wetland,Water,Wetland,Forest
908,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
909,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
910,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
911,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
912,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
913,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
914,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
915,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
916,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
917,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
918,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
919,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
920,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
921,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
922,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
923,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
924,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
925,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
926,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
927,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
928,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Forest
929,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
930,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
931,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
932,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
933,Shrubland,NULL,Bareland,Water,Non_Wetland,Forest
934,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
935,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
936,Shrubland,NULL,Built-up,NULL,Non_Wetland,Forest
937,Shrubland,NULL,Water,NULL,Water,Grassland
938,Shrubland,NULL,Water,NULL,Water,Wetland
939,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
940,Shrubland,NULL,Water,Non_Water,Water,Grassland
941,Shrubland,NULL,Water,Non_Water,Water,Wetland
942,Shrubland,NULL,Water,Water,Water,Grassland
943,Shrubland,NULL,Water,Water,Water,Wetland
944,Shrubland,NULL,Water,Water,Water,Water
945,Shrubland,NULL,Water,Water,Water,Forest
946,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
947,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
948,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
949,Shrubland,NULL,Forest,NULL,Non_Wetland,Bareland
950,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
951,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
952,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
953,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
954,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
955,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Water
956,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Forest
957,Shrubland,NULL,Forest,Water,Non_Wetland,Grassland
958,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
959,Shrubland,NULL,Forest,Water,Non_Wetland,Water
960,Shrubland,NULL,Forest,Water,Non_Wetland,Forest
961,Shrubland,Cropland,Wetland,NULL,Wetland,Grassland
962,Shrubland,Cropland,Wetland,NULL,Wetland,Wetland
963,Shrubland,Cropland,Wetland,NULL,Wetland,Forest
964,Shrubland,Cropland,Forest,NULL,Non_Wetland,Wetland
965,Shrubland,Cropland,Forest,NULL,Non_Wetland,Forest
966,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
967,Shrubland,Wetland,NULL,NULL,Non_Wetland,Water
968,Shrubland,Wetland,NULL,NULL,Non_Wetland,Forest
969,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
970,Shrubland,Wetland,NULL,Water,Non_Wetland,Grassland
971,Shrubland,Wetland,NULL,Water,Non_Wetland,Wetland
972,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
973,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
974,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
975,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
976,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
977,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
978,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
979,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
980,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
981,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
982,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
983,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
984,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Forest
985,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
986,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
987,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
988,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
989,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
990,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
991,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
992,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
993,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
994,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
995,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
996,Shrubland,Wetland,Grassland,Water,Non_Wetland,Forest
997,Shrubland,Wetland,Wetland,NULL,Wetland,NULL
998,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
999,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
1000,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1001,Shrubland,Wetland,Wetland,NULL,Wetland,Water
1002,Shrubland,Wetland,Wetland,NULL,Wetland,Forest
1003,Shrubland,Wetland,Wetland,Non_Water,Wetland,NULL
1004,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
1005,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
1006,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1007,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
1008,Shrubland,Wetland,Wetland,Non_Water,Wetland,Forest
1009,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
1010,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
1011,Shrubland,Wetland,Wetland,Water,Wetland,Water
1012,Shrubland,Wetland,Wetland,Water,Wetland,Forest
1013,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1014,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1015,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1016,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1017,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1018,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1019,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1020,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1021,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1022,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1023,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1024,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1025,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1026,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1027,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
1028,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
1029,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1030,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1031,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1032,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1033,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1034,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
1035,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
1036,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
1037,Shrubland,Wetland,Bareland,Water,Non_Wetland,Forest
1038,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1039,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1040,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Forest
1041,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1042,Shrubland,Wetland,Water,NULL,Water,Grassland
1043,Shrubland,Wetland,Water,NULL,Water,Wetland
1044,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1045,Shrubland,Wetland,Water,NULL,Water,Water
1046,Shrubland,Wetland,Water,NULL,Water,Forest
1047,Shrubland,Wetland,Water,Non_Water,Water,Grassland
1048,Shrubland,Wetland,Water,Non_Water,Water,Wetland
1049,Shrubland,Wetland,Water,Non_Water,Water,Water
1050,Shrubland,Wetland,Water,Non_Water,Water,Forest
1051,Shrubland,Wetland,Water,Water,Water,Grassland
1052,Shrubland,Wetland,Water,Water,Water,Wetland
1053,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
1054,Shrubland,Wetland,Water,Water,Water,Water
1055,Shrubland,Wetland,Water,Water,Water,Forest
1056,Shrubland,Wetland,Forest,NULL,Non_Wetland,NULL
1057,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
1058,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
1059,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1060,Shrubland,Wetland,Forest,NULL,Non_Wetland,Bareland
1061,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
1062,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
1063,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1064,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1065,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1066,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
1067,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1068,Shrubland,Wetland,Forest,Water,Non_Wetland,Grassland
1069,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
1070,Shrubland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1071,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
1072,Shrubland,Wetland,Forest,Water,Non_Wetland,Forest
1073,Shrubland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1074,Shrubland,Bareland,Shrubland,NULL,Non_Wetland,Water
1075,Shrubland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1076,Shrubland,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1077,Shrubland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1078,Shrubland,Bareland,Wetland,NULL,Wetland,Grassland
1079,Shrubland,Bareland,Wetland,NULL,Wetland,Forest
1080,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1081,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1082,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1083,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1084,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Water
1085,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Forest
1086,Shrubland,Bareland,Bareland,Water,Non_Wetland,Bareland
1087,Shrubland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1088,Shrubland,Bareland,Water,NULL,Water,Bareland
1089,Shrubland,Bareland,Forest,NULL,Non_Wetland,Grassland
1090,Shrubland,Bareland,Forest,NULL,Non_Wetland,Wetland
1091,Shrubland,Bareland,Forest,NULL,Non_Wetland,Bareland
1092,Shrubland,Bareland,Forest,NULL,Non_Wetland,Forest
1093,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1094,Shrubland,Built-up,Wetland,NULL,Wetland,Forest
1095,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1096,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1097,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Forest
1098,Shrubland,Built-up,Forest,NULL,Non_Wetland,Grassland
1099,Shrubland,Built-up,Forest,NULL,Non_Wetland,Forest
1100,Shrubland,Water,NULL,NULL,Non_Wetland,Water
1101,Shrubland,Water,NULL,NULL,Non_Wetland,Forest
1102,Shrubland,Water,NULL,Water,Non_Wetland,Water
1103,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
1104,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
1105,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
1106,Shrubland,Water,Shrubland,NULL,Non_Wetland,Forest
1107,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1108,Shrubland,Water,Shrubland,Water,Non_Wetland,Grassland
1109,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
1110,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
1111,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
1112,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
1113,Shrubland,Water,Grassland,NULL,Non_Wetland,Forest
1114,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
1115,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
1116,Shrubland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1117,Shrubland,Water,Grassland,Water,Non_Wetland,Water
1118,Shrubland,Water,Grassland,Water,Non_Wetland,Forest
1119,Shrubland,Water,Wetland,NULL,Wetland,Grassland
1120,Shrubland,Water,Wetland,NULL,Wetland,Wetland
1121,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1122,Shrubland,Water,Wetland,NULL,Wetland,Water
1123,Shrubland,Water,Wetland,NULL,Wetland,Forest
1124,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
1125,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
1126,Shrubland,Water,Wetland,Non_Water,Wetland,Water
1127,Shrubland,Water,Wetland,Non_Water,Wetland,Forest
1128,Shrubland,Water,Wetland,Water,Wetland,Grassland
1129,Shrubland,Water,Wetland,Water,Wetland,Wetland
1130,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1131,Shrubland,Water,Wetland,Water,Wetland,Water
1132,Shrubland,Water,Wetland,Water,Wetland,Forest
1133,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1134,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
1135,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1136,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1137,Shrubland,Water,Bareland,NULL,Non_Wetland,Bareland
1138,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
1139,Shrubland,Water,Bareland,NULL,Non_Wetland,Forest
1140,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1141,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1142,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
1143,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Forest
1144,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
1145,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1146,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1147,Shrubland,Water,Bareland,Water,Non_Wetland,Forest
1148,Shrubland,Water,Built-up,NULL,Non_Wetland,Grassland
1149,Shrubland,Water,Water,NULL,Water,Grassland
1150,Shrubland,Water,Water,NULL,Water,Wetland
1151,Shrubland,Water,Water,NULL,Water,Water
1152,Shrubland,Water,Water,NULL,Water,Forest
1153,Shrubland,Water,Water,Non_Water,Water,Grassland
1154,Shrubland,Water,Water,Non_Water,Water,Wetland
1155,Shrubland,Water,Water,Non_Water,Water,Water
1156,Shrubland,Water,Water,Non_Water,Water,Forest
1157,Shrubland,Water,Water,Water,Water,Grassland
1158,Shrubland,Water,Water,Water,Water,Wetland
1159,Shrubland,Water,Water,Water,Water,Water
1160,Shrubland,Water,Water,Water,Water,Forest
1161,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
1162,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1163,Shrubland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1164,Shrubland,Water,Forest,NULL,Non_Wetland,Bareland
1165,Shrubland,Water,Forest,NULL,Non_Wetland,Water
1166,Shrubland,Water,Forest,NULL,Non_Wetland,Forest
1167,Shrubland,Water,Forest,Non_Water,Non_Wetland,Grassland
1168,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
1169,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
1170,Shrubland,Water,Forest,Non_Water,Non_Wetland,Forest
1171,Shrubland,Water,Forest,Water,Non_Wetland,Grassland
1172,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
1173,Shrubland,Water,Forest,Water,Non_Wetland,Water
1174,Shrubland,Water,Forest,Water,Non_Wetland,Forest
1175,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
1176,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
1177,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1178,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1179,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1180,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1181,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1182,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1183,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1184,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1185,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
1186,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1187,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1188,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1189,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1190,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1191,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1192,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1193,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1194,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1195,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1196,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1197,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
1198,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1199,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1200,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1201,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1202,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1203,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1204,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1205,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1206,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1207,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1208,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1209,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1210,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1211,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1212,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
1213,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Forest
1214,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1215,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Grassland
