Value,SIBERIA_2024_ESA_CALU_2024_43XEA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43XEA_M_R,SIBERIA_2024_GLC_FCS30D_2022_43XEA_M_R,SIBERIA_2024_GSW_Yearly_2021_43XEA_M_R,SIBERIA_2024_GWL_FCS30D_2022_43XEA_M_R,SIBERIA_2024_WorldCover_2021_43XEA_M_R
784,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
785,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
786,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
787,Wetland,NULL,Wetland,NULL,Wetland,Grassland
788,Wetland,NULL,Wetland,NULL,Wetland,Wetland
789,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
790,Wetland,NULL,Wetland,NULL,Wetland,Water
791,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
792,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
793,Wetland,NULL,Wetland,Non_Water,Wetland,Water
794,Wetland,NULL,Wetland,Water,Wetland,Grassland
795,Wetland,NULL,Wetland,Water,Wetland,Wetland
796,Wetland,NULL,Wetland,Water,Wetland,Water
797,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
798,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
799,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
800,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
801,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
802,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
803,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
804,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
805,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
806,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
807,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
808,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
809,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
810,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
811,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
812,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
813,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
814,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
815,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
816,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
817,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
818,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
819,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
820,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
821,Wetland,NULL,Bareland,Water,Non_Wetland,Water
822,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
823,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
824,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
825,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
826,Wetland,NULL,Water,NULL,Water,Grassland
827,Wetland,NULL,Water,NULL,Water,Wetland
828,Wetland,NULL,Water,NULL,Water,Water
829,Wetland,NULL,Water,Non_Water,Water,Grassland
830,Wetland,NULL,Water,Non_Water,Water,Wetland
831,Wetland,NULL,Water,Non_Water,Water,Water
832,Wetland,NULL,Water,Water,Water,Grassland
833,Wetland,NULL,Water,Water,Water,Wetland
834,Wetland,NULL,Water,Water,Water,Water
835,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
836,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
837,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
838,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
839,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
840,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
841,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
842,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
843,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
844,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
845,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
846,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
847,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
848,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
849,Wetland,Wetland,Wetland,NULL,Wetland,Water
850,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
851,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
852,Wetland,Wetland,Wetland,Water,Wetland,Wetland
853,Wetland,Wetland,Wetland,Water,Wetland,Bareland
854,Wetland,Wetland,Wetland,Water,Wetland,Water
855,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
856,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
857,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
858,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
859,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
860,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
861,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
862,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
863,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
864,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
865,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
866,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
867,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
868,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
869,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
870,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
871,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
872,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
873,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
874,Wetland,Wetland,Water,NULL,Water,Grassland
875,Wetland,Wetland,Water,NULL,Water,Wetland
876,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
877,Wetland,Wetland,Water,NULL,Water,Water
878,Wetland,Wetland,Water,Non_Water,Water,Wetland
879,Wetland,Wetland,Water,Non_Water,Water,Water
880,Wetland,Wetland,Water,Water,Water,Grassland
881,Wetland,Wetland,Water,Water,Water,Wetland
882,Wetland,Wetland,Water,Water,Water,Water
883,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
884,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Water
885,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
886,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
887,Wetland,Bareland,Shrubland,Water,Non_Wetland,Wetland
888,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
889,Wetland,Bareland,Wetland,NULL,Wetland,Water
890,Wetland,Bareland,Wetland,Water,Wetland,Wetland
891,Wetland,Bareland,Wetland,Water,Wetland,Bareland
892,Wetland,Bareland,Wetland,Water,Wetland,Water
893,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
894,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
895,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
896,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
897,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
898,Wetland,Bareland,Bareland,Water,Non_Wetland,Grassland
899,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
900,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
901,Wetland,Bareland,Water,NULL,Water,Water
902,Wetland,Bareland,Water,Non_Water,Water,Water
903,Wetland,Bareland,Water,Water,Water,Wetland
904,Wetland,Bareland,Water,Water,Water,Water
905,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
906,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
907,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
908,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
909,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
910,Wetland,Water,Shrubland,Water,Non_Wetland,Water
911,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
912,Wetland,Water,Grassland,NULL,Non_Wetland,Water
913,Wetland,Water,Wetland,NULL,Wetland,Grassland
914,Wetland,Water,Wetland,NULL,Wetland,Wetland
915,Wetland,Water,Wetland,NULL,Wetland,Water
916,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
917,Wetland,Water,Wetland,Non_Water,Wetland,Water
918,Wetland,Water,Wetland,Water,Wetland,Wetland
919,Wetland,Water,Wetland,Water,Wetland,Water
920,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
921,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
922,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
923,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
924,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
925,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
926,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
927,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
928,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
929,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
930,Wetland,Water,Bareland,NULL,Non_Wetland,Water
931,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
932,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
933,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
934,Wetland,Water,Bareland,Water,Non_Wetland,Water
935,Wetland,Water,Water,NULL,Water,Grassland
936,Wetland,Water,Water,NULL,Water,Wetland
937,Wetland,Water,Water,NULL,Water,Water
938,Wetland,Water,Water,Non_Water,Water,Wetland
939,Wetland,Water,Water,Non_Water,Water,Water
940,Wetland,Water,Water,Water,Water,Grassland
941,Wetland,Water,Water,Water,Water,Wetland
942,Wetland,Water,Water,Water,Water,Water
943,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
944,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
945,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
946,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
947,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
948,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
949,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
950,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
951,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
952,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
953,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
954,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
955,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
956,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
957,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
958,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
959,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
960,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
961,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
962,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
963,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
964,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
965,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
966,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
967,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
968,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
969,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
970,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
971,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
972,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
973,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
974,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
975,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
976,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
977,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
978,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
979,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
980,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
981,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
982,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
983,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
984,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
985,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
986,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
987,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
988,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
989,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
990,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
991,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
992,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
993,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
994,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
995,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
996,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
997,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
998,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
999,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1000,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1001,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1002,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
1003,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1004,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1005,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1006,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1007,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1008,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1009,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1010,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1011,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1012,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1013,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1014,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1015,Wetland,Forest,Water,NULL,Water,Wetland
1016,Wetland,Forest,Water,NULL,Water,Water
1017,Wetland,Forest,Water,Non_Water,Water,Wetland
1018,Wetland,Forest,Water,Non_Water,Water,Water
1019,Wetland,Forest,Water,Water,Water,Wetland
1020,Wetland,Forest,Water,Water,Water,Water
1021,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1022,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1023,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1024,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1025,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1026,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1027,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1028,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1029,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1030,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1031,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1032,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1033,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1034,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1035,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1036,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1037,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1038,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1039,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1040,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1041,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1042,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1043,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1044,Bareland,NULL,Wetland,NULL,Wetland,Water
1045,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1046,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1047,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1048,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1049,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1050,Bareland,NULL,Wetland,Water,Wetland,Wetland
1051,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1052,Bareland,NULL,Wetland,Water,Wetland,Bareland
1053,Bareland,NULL,Wetland,Water,Wetland,Water
1054,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1055,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1056,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1057,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1058,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1059,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1060,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1061,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1062,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1063,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1064,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1065,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1066,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1067,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1068,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1069,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1070,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1071,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1072,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1073,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1074,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1075,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1076,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1077,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1078,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1079,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1080,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1081,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1082,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1083,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1084,Bareland,NULL,Water,NULL,Water,Grassland
1085,Bareland,NULL,Water,NULL,Water,Wetland
1086,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1087,Bareland,NULL,Water,NULL,Water,Bareland
1088,Bareland,NULL,Water,NULL,Water,Water
1089,Bareland,NULL,Water,Non_Water,Water,Wetland
1090,Bareland,NULL,Water,Water,Water,Grassland
1091,Bareland,NULL,Water,Water,Water,Wetland
1092,Bareland,NULL,Water,Water,Water,Water
1093,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1094,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1095,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1096,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1097,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1098,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1099,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1100,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1101,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1102,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1103,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1104,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1105,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1106,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1107,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1108,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1109,Bareland,Wetland,Wetland,NULL,Wetland,Water
1110,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1111,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1112,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1113,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1114,Bareland,Wetland,Wetland,Water,Wetland,Water
1115,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1116,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1117,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1118,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1119,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1120,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1121,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1122,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1123,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1124,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1125,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1126,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1127,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1128,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1129,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1130,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1131,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1132,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1133,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1134,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1135,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1136,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1137,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1138,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1139,Bareland,Wetland,Water,NULL,Water,Grassland
1140,Bareland,Wetland,Water,NULL,Water,Wetland
1141,Bareland,Wetland,Water,NULL,Water,Bareland
1142,Bareland,Wetland,Water,NULL,Water,Water
1143,Bareland,Wetland,Water,Non_Water,Water,Wetland
1144,Bareland,Wetland,Water,Non_Water,Water,Water
1145,Bareland,Wetland,Water,Water,Water,Wetland
1146,Bareland,Wetland,Water,Water,Water,Water
1147,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1148,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
1149,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1150,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1151,Bareland,Bareland,Wetland,NULL,Wetland,Water
1152,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
1153,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1154,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1155,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1156,Bareland,Bareland,Wetland,Water,Wetland,Water
1157,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1158,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1159,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1160,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1161,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1162,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1163,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1164,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1165,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
1166,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1167,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1168,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1169,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
1170,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1171,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1172,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1173,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1174,Bareland,Bareland,Water,NULL,Water,Grassland
1175,Bareland,Bareland,Water,NULL,Water,Wetland
1176,Bareland,Bareland,Water,NULL,Water,Lichens_and_Mosses
1177,Bareland,Bareland,Water,NULL,Water,Bareland
