Value,SIBERIA_2024_ESA_CALU_2024_42WWE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWE_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWE_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWE_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWE_M_R,SIBERIA_2024_WorldCover_2021_42WWE_M_R
772,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
773,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
774,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
775,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
776,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
777,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
778,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
779,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
780,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
781,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
782,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
783,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
784,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
785,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
786,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
787,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
788,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
789,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
790,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
791,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
792,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
793,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
794,Shrubland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
795,Shrubland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
796,Shrubland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
797,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
798,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
799,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
800,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
801,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
802,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
803,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
804,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
805,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
806,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Grassland
807,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
808,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
809,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
810,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Water
811,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
812,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
813,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
814,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
815,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
816,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
817,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
818,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
819,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
820,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
821,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
822,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
823,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
824,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
825,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
826,Shrubland,Forest,Bareland,NULL,Non_Wetland,Water
827,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
828,Shrubland,Forest,Bareland,Water,Non_Wetland,Grassland
829,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
830,Shrubland,Forest,Built-up,NULL,Non_Wetland,Wetland
831,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
832,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
833,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
834,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
835,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
836,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
837,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
838,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
839,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
840,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
841,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
842,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
843,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
844,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
845,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
846,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
847,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
848,Wetland,NULL,Wetland,NULL,Wetland,Grassland
849,Wetland,NULL,Wetland,NULL,Wetland,Wetland
850,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
851,Wetland,NULL,Wetland,NULL,Wetland,Bareland
852,Wetland,NULL,Wetland,NULL,Wetland,Built-up
853,Wetland,NULL,Wetland,NULL,Wetland,Water
854,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
855,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
856,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
857,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
858,Wetland,NULL,Wetland,Non_Water,Wetland,Water
859,Wetland,NULL,Wetland,Water,Wetland,Grassland
860,Wetland,NULL,Wetland,Water,Wetland,Wetland
861,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
862,Wetland,NULL,Wetland,Water,Wetland,Bareland
863,Wetland,NULL,Wetland,Water,Wetland,Water
864,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
865,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
866,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
867,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
868,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
869,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
870,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
871,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
872,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
873,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
874,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
875,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
876,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
877,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
878,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
879,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
880,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
881,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
882,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
883,Wetland,NULL,Bareland,NULL,Non_Wetland,Built-up
884,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
885,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
886,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
887,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
888,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
889,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
890,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
891,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
892,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
893,Wetland,NULL,Bareland,Water,Non_Wetland,Water
894,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
895,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
896,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
897,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
898,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
899,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
900,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
901,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
902,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
903,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water
904,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
905,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
906,Wetland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
907,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
908,Wetland,NULL,Built-up,Water,Non_Wetland,Water
909,Wetland,NULL,Water,NULL,Water,Grassland
910,Wetland,NULL,Water,NULL,Water,Wetland
911,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
912,Wetland,NULL,Water,NULL,Water,Water
913,Wetland,NULL,Water,Non_Water,Water,Grassland
914,Wetland,NULL,Water,Non_Water,Water,Wetland
915,Wetland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
916,Wetland,NULL,Water,Non_Water,Water,Water
917,Wetland,NULL,Water,Water,Water,Grassland
918,Wetland,NULL,Water,Water,Water,Wetland
919,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
920,Wetland,NULL,Water,Water,Water,Water
921,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
922,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
923,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
924,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
925,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
926,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
927,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
928,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
929,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
930,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
931,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
932,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
933,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
934,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
935,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
936,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
937,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
938,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
939,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
940,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
941,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
942,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
943,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
944,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
945,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
946,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
947,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
948,Wetland,Wetland,Wetland,NULL,Wetland,Water
949,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
950,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
951,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
952,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
953,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
954,Wetland,Wetland,Wetland,Water,Wetland,Grassland
955,Wetland,Wetland,Wetland,Water,Wetland,Wetland
956,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
957,Wetland,Wetland,Wetland,Water,Wetland,Bareland
958,Wetland,Wetland,Wetland,Water,Wetland,Built-up
959,Wetland,Wetland,Wetland,Water,Wetland,Water
960,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
961,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
962,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
963,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
964,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
965,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
966,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
967,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
968,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
969,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
970,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
971,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
972,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
973,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
974,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
975,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
976,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
977,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
978,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
979,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
980,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
981,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
982,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
983,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
984,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
985,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
986,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
987,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
988,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
989,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
990,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
991,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
992,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
993,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
994,Wetland,Wetland,Built-up,NULL,Non_Wetland,Built-up
995,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
996,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
997,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
998,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
999,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1000,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
1001,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1002,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
1003,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1004,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1005,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
1006,Wetland,Wetland,Built-up,Water,Non_Wetland,Built-up
1007,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1008,Wetland,Wetland,Water,NULL,NULL,Wetland
1009,Wetland,Wetland,Water,NULL,Water,Grassland
1010,Wetland,Wetland,Water,NULL,Water,Wetland
1011,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1012,Wetland,Wetland,Water,NULL,Water,Bareland
1013,Wetland,Wetland,Water,NULL,Water,Water
1014,Wetland,Wetland,Water,Non_Water,Water,Grassland
1015,Wetland,Wetland,Water,Non_Water,Water,Wetland
1016,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1017,Wetland,Wetland,Water,Non_Water,Water,Bareland
1018,Wetland,Wetland,Water,Non_Water,Water,Water
1019,Wetland,Wetland,Water,Water,Water,Grassland
1020,Wetland,Wetland,Water,Water,Water,Wetland
1021,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1022,Wetland,Wetland,Water,Water,Water,Bareland
1023,Wetland,Wetland,Water,Water,Water,Water
1024,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1025,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1026,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1027,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
1028,Wetland,Bareland,Wetland,NULL,Wetland,Water
1029,Wetland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1030,Wetland,Bareland,Wetland,Non_Water,Wetland,Bareland
1031,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
1032,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1033,Wetland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1034,Wetland,Bareland,Wetland,Water,Wetland,Bareland
1035,Wetland,Bareland,Wetland,Water,Wetland,Water
1036,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1037,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1038,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1039,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1040,Wetland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1041,Wetland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1042,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1043,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1044,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1045,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1046,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1047,Wetland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1048,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1049,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
1050,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1051,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
1052,Wetland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1053,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
1054,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1055,Wetland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1056,Wetland,Bareland,Built-up,NULL,Non_Wetland,Water
1057,Wetland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1058,Wetland,Bareland,Built-up,Water,Non_Wetland,Bareland
1059,Wetland,Bareland,Built-up,Water,Non_Wetland,Water
1060,Wetland,Bareland,Water,Non_Water,Water,Water
1061,Wetland,Bareland,Water,Water,Water,Wetland
1062,Wetland,Bareland,Water,Water,Water,Lichens_and_Mosses
1063,Wetland,Bareland,Water,Water,Water,Bareland
1064,Wetland,Bareland,Water,Water,Water,Water
1065,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1066,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1067,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
1068,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1069,Wetland,Built-up,Wetland,NULL,Wetland,Bareland
1070,Wetland,Built-up,Wetland,NULL,Wetland,Built-up
1071,Wetland,Built-up,Wetland,NULL,Wetland,Water
1072,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1073,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland
1074,Wetland,Built-up,Wetland,Non_Water,Wetland,Bareland
1075,Wetland,Built-up,Wetland,Non_Water,Wetland,Built-up
1076,Wetland,Built-up,Wetland,Non_Water,Wetland,Water
1077,Wetland,Built-up,Wetland,Water,Wetland,Wetland
1078,Wetland,Built-up,Wetland,Water,Wetland,Bareland
1079,Wetland,Built-up,Wetland,Water,Wetland,Built-up
1080,Wetland,Built-up,Wetland,Water,Wetland,Water
1081,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1082,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1083,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1084,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1085,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
1086,Wetland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1087,Wetland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1088,Wetland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1089,Wetland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up
1090,Wetland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
1091,Wetland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1092,Wetland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1093,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1094,Wetland,Built-up,Bareland,NULL,Non_Wetland,Water
1095,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
1096,Wetland,Built-up,Bareland,Water,Non_Wetland,Wetland
1097,Wetland,Built-up,Bareland,Water,Non_Wetland,Built-up
1098,Wetland,Built-up,Bareland,Water,Non_Wetland,Water
1099,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1100,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1101,Wetland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1102,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1103,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1104,Wetland,Built-up,Built-up,NULL,Non_Wetland,Water
1105,Wetland,Built-up,Built-up,NULL,Non_Wetland,Forest
1106,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
1107,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1108,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1109,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Water
1110,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1111,Wetland,Built-up,Built-up,Water,Non_Wetland,Wetland
1112,Wetland,Built-up,Built-up,Water,Non_Wetland,Bareland
1113,Wetland,Built-up,Built-up,Water,Non_Wetland,Built-up
1114,Wetland,Built-up,Built-up,Water,Non_Wetland,Water
1115,Wetland,Built-up,Water,NULL,Water,Water
1116,Wetland,Built-up,Water,Non_Water,Water,Water
1117,Wetland,Built-up,Water,Water,Water,Wetland
1118,Wetland,Built-up,Water,Water,Water,Bareland
1119,Wetland,Built-up,Water,Water,Water,Built-up
1120,Wetland,Built-up,Water,Water,Water,Water
1121,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1122,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1123,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1124,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1125,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1126,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1127,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1128,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1129,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1130,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1131,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1132,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1133,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1134,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1135,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1136,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1137,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1138,Wetland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1139,Wetland,Water,Grassland,Water,Non_Wetland,Water
1140,Wetland,Water,Wetland,NULL,NULL,Water
1141,Wetland,Water,Wetland,NULL,Wetland,Grassland
1142,Wetland,Water,Wetland,NULL,Wetland,Wetland
1143,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1144,Wetland,Water,Wetland,NULL,Wetland,Bareland
1145,Wetland,Water,Wetland,NULL,Wetland,Water
1146,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1147,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1148,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1149,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
1150,Wetland,Water,Wetland,Non_Water,Wetland,Water
1151,Wetland,Water,Wetland,Water,NULL,Water
1152,Wetland,Water,Wetland,Water,Wetland,Grassland
1153,Wetland,Water,Wetland,Water,Wetland,Wetland
1154,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1155,Wetland,Water,Wetland,Water,Wetland,Bareland
1156,Wetland,Water,Wetland,Water,Wetland,Water
1157,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1158,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1159,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1160,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
