Value,SIBERIA_2024_ESA_CALU_2024_44XNH_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44XNH_M_R,SIBERIA_2024_GLC_FCS30D_2022_44XNH_M_R,SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,SIBERIA_2024_WorldCover_2021_44XNH_M_R
791,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
792,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
793,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
794,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
795,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
796,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
797,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
798,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
799,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
800,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
801,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
802,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
803,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
804,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
805,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
806,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
807,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
808,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
809,Bareland,NULL,Wetland,NULL,NULL,Grassland
810,Bareland,NULL,Wetland,NULL,NULL,Lichens_and_Mosses
811,Bareland,NULL,Wetland,NULL,Wetland,Grassland
812,Bareland,NULL,Wetland,NULL,Wetland,Wetland
813,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
814,Bareland,NULL,Wetland,NULL,Wetland,Bareland
815,Bareland,NULL,Wetland,NULL,Wetland,Water
816,Bareland,NULL,Wetland,NULL,Wetland,Forest
817,Bareland,NULL,Wetland,Non_Water,NULL,Grassland
818,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
819,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
820,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
821,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
822,Bareland,NULL,Wetland,Non_Water,Wetland,Water
823,Bareland,NULL,Wetland,Water,NULL,Lichens_and_Mosses
824,Bareland,NULL,Wetland,Water,NULL,Bareland
825,Bareland,NULL,Wetland,Water,NULL,Water
826,Bareland,NULL,Wetland,Water,Wetland,Grassland
827,Bareland,NULL,Wetland,Water,Wetland,Wetland
828,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
829,Bareland,NULL,Wetland,Water,Wetland,Bareland
830,Bareland,NULL,Wetland,Water,Wetland,Water
831,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
832,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
833,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
834,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
835,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
836,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
837,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
838,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
839,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
840,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
841,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
842,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
843,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
844,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
845,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
846,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
847,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
848,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
849,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
850,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
851,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
852,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
853,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
854,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
855,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
856,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
857,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
858,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
859,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
860,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
861,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
862,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
863,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
864,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
865,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
866,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
867,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
868,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
869,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
870,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
871,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
872,Bareland,NULL,Water,NULL,Water,Wetland
873,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
874,Bareland,NULL,Water,NULL,Water,Bareland
875,Bareland,NULL,Water,NULL,Water,Water
876,Bareland,NULL,Water,Non_Water,Water,Grassland
877,Bareland,NULL,Water,Non_Water,Water,Wetland
878,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
879,Bareland,NULL,Water,Water,Water,Grassland
880,Bareland,NULL,Water,Water,Water,Wetland
881,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
882,Bareland,NULL,Water,Water,Water,Bareland
883,Bareland,NULL,Water,Water,Water,Water
884,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Wetland
885,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
886,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
887,Bareland,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Grassland
888,Bareland,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Water
889,Bareland,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Wetland
890,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
891,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
892,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
893,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
894,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
895,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
896,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
897,Bareland,Bareland,Wetland,NULL,NULL,Grassland
898,Bareland,Bareland,Wetland,NULL,NULL,Lichens_and_Mosses
899,Bareland,Bareland,Wetland,NULL,NULL,Bareland
900,Bareland,Bareland,Wetland,NULL,NULL,Water
901,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
902,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
903,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
904,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
905,Bareland,Bareland,Wetland,NULL,Wetland,Water
906,Bareland,Bareland,Wetland,NULL,Wetland,Forest
907,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland
908,Bareland,Bareland,Wetland,Non_Water,NULL,Water
909,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
910,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
911,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
912,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
913,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
914,Bareland,Bareland,Wetland,Water,NULL,Bareland
915,Bareland,Bareland,Wetland,Water,NULL,Water
916,Bareland,Bareland,Wetland,Water,Wetland,Wetland
917,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
918,Bareland,Bareland,Wetland,Water,Wetland,Bareland
919,Bareland,Bareland,Wetland,Water,Wetland,Water
920,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
921,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
922,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
923,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
924,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
925,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
926,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
927,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
928,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
929,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
930,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
931,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
932,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
933,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
934,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
935,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
936,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
937,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
938,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
939,Bareland,Bareland,Water,NULL,NULL,Bareland
940,Bareland,Bareland,Water,NULL,Water,Bareland
941,Bareland,Bareland,Water,NULL,Water,Water
942,Bareland,Bareland,Water,Non_Water,NULL,Bareland
943,Bareland,Bareland,Water,Non_Water,NULL,Water
944,Bareland,Bareland,Water,Non_Water,Water,Bareland
945,Bareland,Bareland,Water,Water,NULL,Bareland
946,Bareland,Bareland,Water,Water,Water,Bareland
947,Bareland,Bareland,Water,Water,Water,Water
948,Bareland,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,Grassland
949,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
950,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
951,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
952,Bareland,Water,Wetland,NULL,NULL,Grassland
953,Bareland,Water,Wetland,NULL,NULL,Wetland
954,Bareland,Water,Wetland,NULL,NULL,Bareland
955,Bareland,Water,Wetland,NULL,NULL,Water
956,Bareland,Water,Wetland,NULL,Wetland,Grassland
957,Bareland,Water,Wetland,NULL,Wetland,Wetland
958,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
959,Bareland,Water,Wetland,NULL,Wetland,Bareland
960,Bareland,Water,Wetland,NULL,Wetland,Water
961,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
962,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
963,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
964,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
965,Bareland,Water,Wetland,Non_Water,Wetland,Water
966,Bareland,Water,Wetland,Water,NULL,Bareland
967,Bareland,Water,Wetland,Water,NULL,Water
968,Bareland,Water,Wetland,Water,Wetland,Grassland
969,Bareland,Water,Wetland,Water,Wetland,Wetland
970,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
971,Bareland,Water,Wetland,Water,Wetland,Bareland
972,Bareland,Water,Wetland,Water,Wetland,Water
973,Bareland,Water,Wetland,Water,Wetland,Forest
974,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
975,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
976,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
977,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
978,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
979,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
980,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
981,Bareland,Water,Built-up,NULL,Non_Wetland,Water
982,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
983,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
984,Bareland,Water,Water,NULL,NULL,Water
985,Bareland,Water,Water,NULL,Water,Grassland
986,Bareland,Water,Water,NULL,Water,Bareland
987,Bareland,Water,Water,NULL,Water,Water
988,Bareland,Water,Water,Non_Water,NULL,Grassland
989,Bareland,Water,Water,Non_Water,Water,Grassland
990,Bareland,Water,Water,Non_Water,Water,Lichens_and_Mosses
991,Bareland,Water,Water,Water,NULL,Water
992,Bareland,Water,Water,Water,Water,Grassland
993,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
994,Bareland,Water,Water,Water,Water,Bareland
995,Bareland,Water,Water,Water,Water,Water
996,Bareland,Water,Water,Water,Water,Forest
997,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
998,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
999,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1000,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1001,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1002,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1003,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1004,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1005,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1006,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
1007,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1008,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1009,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1010,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1011,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1012,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1013,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1014,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
1015,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
1016,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
1017,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1018,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1019,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1020,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1021,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1022,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1023,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1024,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
1025,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
1026,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
1027,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
1028,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1029,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1030,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1031,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1032,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1033,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1034,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
1035,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
1036,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
1037,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
1038,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
1039,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1040,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1041,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1042,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1043,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1044,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1045,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1046,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1047,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1048,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1049,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1050,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1051,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1052,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1053,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1054,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1055,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1056,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1057,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1058,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1059,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1060,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1061,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1062,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1063,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1064,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1065,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1066,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1067,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1068,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1069,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1070,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1071,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1072,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1073,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
1074,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Water
1075,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1076,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1077,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1078,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1079,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
1080,Bareland,Permanent_ice_and_snow,Water,Water,NULL,Bareland
1081,Bareland,Permanent_ice_and_snow,Water,Water,NULL,Water
1082,Bareland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1083,Bareland,Permanent_ice_and_snow,Water,Water,Water,Bareland
1084,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
1085,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Grassland
1086,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
1087,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Water
1088,Water,NULL,Wetland,NULL,Wetland,Water
1089,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1090,Water,Bareland,Wetland,NULL,NULL,Bareland
1091,Water,Bareland,Wetland,NULL,NULL,Water
1092,Water,Bareland,Wetland,NULL,Wetland,Water
1093,Water,Bareland,Wetland,Non_Water,NULL,Water
1094,Water,Bareland,Wetland,Water,NULL,Water
1095,Water,Bareland,Wetland,Water,Wetland,Bareland
1096,Water,Bareland,Wetland,Water,Wetland,Water
1097,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1098,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1099,Water,Bareland,Bareland,Water,Non_Wetland,Water
1100,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1101,Water,Bareland,Built-up,Water,Non_Wetland,Water
1102,Water,Bareland,Water,NULL,NULL,Water
1103,Water,Bareland,Water,NULL,Water,Water
1104,Water,Bareland,Water,Water,NULL,Water
1105,Water,Bareland,Water,Water,Water,Water
1106,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Water
1107,Water,Water,Shrubland,NULL,Non_Wetland,Water
1108,Water,Water,Wetland,NULL,NULL,Bareland
1109,Water,Water,Wetland,NULL,NULL,Water
1110,Water,Water,Wetland,NULL,Wetland,Wetland
1111,Water,Water,Wetland,NULL,Wetland,Water
1112,Water,Water,Wetland,Non_Water,Wetland,Water
1113,Water,Water,Wetland,Water,NULL,Bareland
1114,Water,Water,Wetland,Water,NULL,Water
1115,Water,Water,Wetland,Water,Wetland,Bareland
1116,Water,Water,Wetland,Water,Wetland,Water
1117,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1118,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1119,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1120,Water,Water,Bareland,NULL,Non_Wetland,Water
1121,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1122,Water,Water,Built-up,NULL,Non_Wetland,Water
1123,Water,Water,Water,NULL,NULL,Water
1124,Water,Water,Water,NULL,Water,Water
1125,Water,Water,Water,Water,NULL,Bareland
1126,Water,Water,Water,Water,NULL,Water
1127,Water,Water,Water,Water,Water,Water
1128,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1129,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
1130,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1131,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1132,Water,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1133,Water,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
1134,Water,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1135,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1136,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1137,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1138,Water,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
1139,Water,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
1140,Water,Permanent_ice_and_snow,Wetland,Water,NULL,Water
1141,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1142,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1143,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1144,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1145,Water,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1146,Water,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1147,Water,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1148,Water,Permanent_ice_and_snow,Water,NULL,NULL,Water
1149,Water,Permanent_ice_and_snow,Water,NULL,Water,Water
1150,Water,Permanent_ice_and_snow,Water,Non_Water,NULL,Water
1151,Water,Permanent_ice_and_snow,Water,Water,NULL,Water
1152,Water,Permanent_ice_and_snow,Water,Water,Water,Water
1153,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland
1154,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1155,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Water
1156,Permanent_ice_and_snow,Bareland,Water,Water,NULL,Water
1157,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
1158,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
1159,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water
1160,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Bareland
1161,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
1162,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1163,Permanent_ice_and_snow,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1164,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
1165,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1166,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1167,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1168,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
1169,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1170,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1171,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1172,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1173,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1174,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1175,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1176,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
