Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VWP_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VWP_M_R,SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,SIBERIA_2024_WorldCover_2021_42VWP_M_R
956,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
957,Water,Built-up,Non_Water,Non_Wetland,Bareland
958,Water,Built-up,Non_Water,Non_Wetland,Built-up
959,Water,Built-up,Non_Water,Non_Wetland,Water
960,Water,Built-up,Non_Water,Non_Wetland,Forest
961,Water,Built-up,Water,Non_Wetland,Grassland
962,Water,Built-up,Water,Non_Wetland,Wetland
963,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
964,Water,Built-up,Water,Non_Wetland,Bareland
965,Water,Built-up,Water,Non_Wetland,Built-up
966,Water,Built-up,Water,Non_Wetland,Water
967,Water,Built-up,Water,Non_Wetland,Forest
968,Water,Water,NULL,Water,NULL
969,Water,Water,NULL,Water,Grassland
970,Water,Water,NULL,Water,Wetland
971,Water,Water,NULL,Water,Lichens_and_Mosses
972,Water,Water,NULL,Water,Bareland
973,Water,Water,NULL,Water,Water
974,Water,Water,NULL,Water,Forest
975,Water,Water,Non_Water,Water,Grassland
976,Water,Water,Non_Water,Water,Cropland
977,Water,Water,Non_Water,Water,Wetland
978,Water,Water,Non_Water,Water,Lichens_and_Mosses
979,Water,Water,Non_Water,Water,Bareland
980,Water,Water,Non_Water,Water,Water
981,Water,Water,Non_Water,Water,Forest
982,Water,Water,Water,Water,NULL
983,Water,Water,Water,Water,Grassland
984,Water,Water,Water,Water,Cropland
985,Water,Water,Water,Water,Wetland
986,Water,Water,Water,Water,Lichens_and_Mosses
987,Water,Water,Water,Water,Bareland
988,Water,Water,Water,Water,Built-up
989,Water,Water,Water,Water,Water
990,Water,Water,Water,Water,Forest
991,Water,Forest,NULL,Non_Wetland,NULL
992,Water,Forest,NULL,Non_Wetland,Grassland
993,Water,Forest,NULL,Non_Wetland,Wetland
994,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
995,Water,Forest,NULL,Non_Wetland,Bareland
996,Water,Forest,NULL,Non_Wetland,Built-up
997,Water,Forest,NULL,Non_Wetland,Water
998,Water,Forest,NULL,Non_Wetland,Forest
999,Water,Forest,Non_Water,Non_Wetland,NULL
1000,Water,Forest,Non_Water,Non_Wetland,Grassland
1001,Water,Forest,Non_Water,Non_Wetland,Cropland
1002,Water,Forest,Non_Water,Non_Wetland,Wetland
1003,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1004,Water,Forest,Non_Water,Non_Wetland,Bareland
1005,Water,Forest,Non_Water,Non_Wetland,Built-up
1006,Water,Forest,Non_Water,Non_Wetland,Water
1007,Water,Forest,Non_Water,Non_Wetland,Forest
1008,Water,Forest,Water,Non_Wetland,NULL
1009,Water,Forest,Water,Non_Wetland,Grassland
1010,Water,Forest,Water,Non_Wetland,Cropland
1011,Water,Forest,Water,Non_Wetland,Wetland
1012,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1013,Water,Forest,Water,Non_Wetland,Bareland
1014,Water,Forest,Water,Non_Wetland,Water
1015,Water,Forest,Water,Non_Wetland,Forest
1016,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
1017,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
1018,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
1019,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
1020,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
1021,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1022,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1023,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1024,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1025,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
1026,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1027,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1028,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1029,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
1030,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1031,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1032,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1033,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1034,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
1035,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1036,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
1037,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL
1038,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
1039,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
1040,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
1041,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
1042,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
1043,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
1044,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
1045,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1046,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1047,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1048,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1049,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
1050,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1051,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1052,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL
1053,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1054,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1055,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1056,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1057,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1058,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1059,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1060,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1061,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1062,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1063,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1064,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
1065,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1066,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1067,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1068,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1069,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1070,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1071,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1072,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
1073,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1074,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Cropland
1075,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1076,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1077,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1078,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
1079,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1080,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1081,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1082,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1083,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1084,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1085,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
1086,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1087,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
1088,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1089,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1090,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1091,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1092,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1093,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1094,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Cropland
1095,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1096,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1097,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1098,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1099,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1100,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1101,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
1102,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1103,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
1104,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1105,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
1106,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1107,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1108,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1109,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1110,Permanent_ice_and_snow,Water,NULL,Water,Water
1111,Permanent_ice_and_snow,Water,NULL,Water,Forest
1112,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1113,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
1114,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
1115,Permanent_ice_and_snow,Water,Water,Water,Grassland
1116,Permanent_ice_and_snow,Water,Water,Water,Wetland
1117,Permanent_ice_and_snow,Water,Water,Water,Bareland
1118,Permanent_ice_and_snow,Water,Water,Water,Water
1119,Permanent_ice_and_snow,Water,Water,Water,Forest
1120,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
1121,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1122,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1123,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1124,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1125,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
1126,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1127,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1128,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1129,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
1130,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1131,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1132,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1133,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1134,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1135,Forest,NULL,NULL,Non_Wetland,NULL
1136,Forest,NULL,NULL,Non_Wetland,Grassland
1137,Forest,NULL,NULL,Non_Wetland,Wetland
1138,Forest,NULL,NULL,Non_Wetland,Bareland
1139,Forest,NULL,NULL,Non_Wetland,Built-up
1140,Forest,NULL,NULL,Non_Wetland,Water
1141,Forest,NULL,NULL,Non_Wetland,Forest
1142,Forest,NULL,Non_Water,Non_Wetland,Grassland
1143,Forest,NULL,Non_Water,Non_Wetland,Wetland
1144,Forest,NULL,Non_Water,Non_Wetland,Water
1145,Forest,NULL,Non_Water,Non_Wetland,Forest
1146,Forest,NULL,Water,Non_Wetland,Grassland
1147,Forest,NULL,Water,Non_Wetland,Wetland
1148,Forest,NULL,Water,Non_Wetland,Water
1149,Forest,NULL,Water,Non_Wetland,Forest
1150,Forest,Shrubland,NULL,Non_Wetland,NULL
1151,Forest,Shrubland,NULL,Non_Wetland,Grassland
1152,Forest,Shrubland,NULL,Non_Wetland,Wetland
1153,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1154,Forest,Shrubland,NULL,Non_Wetland,Bareland
1155,Forest,Shrubland,NULL,Non_Wetland,Built-up
1156,Forest,Shrubland,NULL,Non_Wetland,Water
1157,Forest,Shrubland,NULL,Non_Wetland,Forest
1158,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1159,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1160,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1161,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1162,Forest,Shrubland,Non_Water,Non_Wetland,Water
1163,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1164,Forest,Shrubland,Water,Non_Wetland,Grassland
1165,Forest,Shrubland,Water,Non_Wetland,Wetland
1166,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1167,Forest,Shrubland,Water,Non_Wetland,Bareland
1168,Forest,Shrubland,Water,Non_Wetland,Water
1169,Forest,Shrubland,Water,Non_Wetland,Forest
1170,Forest,Grassland,NULL,Non_Wetland,NULL
1171,Forest,Grassland,NULL,Non_Wetland,Grassland
1172,Forest,Grassland,NULL,Non_Wetland,Wetland
1173,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1174,Forest,Grassland,NULL,Non_Wetland,Bareland
1175,Forest,Grassland,NULL,Non_Wetland,Built-up
1176,Forest,Grassland,NULL,Non_Wetland,Forest
1177,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1178,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1179,Forest,Grassland,Non_Water,Non_Wetland,Forest
1180,Forest,Grassland,Water,Non_Wetland,Grassland
1181,Forest,Grassland,Water,Non_Wetland,Wetland
1182,Forest,Grassland,Water,Non_Wetland,Forest
1183,Forest,Cropland,NULL,Non_Wetland,NULL
1184,Forest,Cropland,NULL,Non_Wetland,Grassland
1185,Forest,Cropland,NULL,Non_Wetland,Cropland
1186,Forest,Cropland,NULL,Non_Wetland,Wetland
1187,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
1188,Forest,Cropland,NULL,Non_Wetland,Bareland
1189,Forest,Cropland,NULL,Non_Wetland,Built-up
1190,Forest,Cropland,NULL,Non_Wetland,Forest
1191,Forest,Cropland,Water,Non_Wetland,Bareland
1192,Forest,Wetland,NULL,Wetland,NULL
1193,Forest,Wetland,NULL,Wetland,Grassland
1194,Forest,Wetland,NULL,Wetland,Cropland
1195,Forest,Wetland,NULL,Wetland,Wetland
1196,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1197,Forest,Wetland,NULL,Wetland,Bareland
1198,Forest,Wetland,NULL,Wetland,Built-up
1199,Forest,Wetland,NULL,Wetland,Water
1200,Forest,Wetland,NULL,Wetland,Forest
1201,Forest,Wetland,Non_Water,Wetland,NULL
1202,Forest,Wetland,Non_Water,Wetland,Grassland
1203,Forest,Wetland,Non_Water,Wetland,Wetland
1204,Forest,Wetland,Non_Water,Wetland,Bareland
1205,Forest,Wetland,Non_Water,Wetland,Water
1206,Forest,Wetland,Non_Water,Wetland,Forest
1207,Forest,Wetland,Water,Wetland,Grassland
1208,Forest,Wetland,Water,Wetland,Cropland
1209,Forest,Wetland,Water,Wetland,Wetland
1210,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1211,Forest,Wetland,Water,Wetland,Bareland
1212,Forest,Wetland,Water,Wetland,Water
1213,Forest,Wetland,Water,Wetland,Forest
1214,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1215,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1216,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1217,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1218,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1219,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1220,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1221,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1222,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1223,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1224,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1225,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1226,Forest,Bareland,NULL,Non_Wetland,NULL
1227,Forest,Bareland,NULL,Non_Wetland,Grassland
1228,Forest,Bareland,NULL,Non_Wetland,Cropland
1229,Forest,Bareland,NULL,Non_Wetland,Wetland
1230,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1231,Forest,Bareland,NULL,Non_Wetland,Bareland
1232,Forest,Bareland,NULL,Non_Wetland,Built-up
1233,Forest,Bareland,NULL,Non_Wetland,Water
1234,Forest,Bareland,NULL,Non_Wetland,Forest
1235,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1236,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1237,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1238,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1239,Forest,Bareland,Non_Water,Non_Wetland,Water
1240,Forest,Bareland,Non_Water,Non_Wetland,Forest
1241,Forest,Bareland,Water,Non_Wetland,NULL
1242,Forest,Bareland,Water,Non_Wetland,Grassland
1243,Forest,Bareland,Water,Non_Wetland,Cropland
1244,Forest,Bareland,Water,Non_Wetland,Wetland
1245,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1246,Forest,Bareland,Water,Non_Wetland,Bareland
1247,Forest,Bareland,Water,Non_Wetland,Water
1248,Forest,Bareland,Water,Non_Wetland,Forest
1249,Forest,Built-up,NULL,Non_Wetland,NULL
1250,Forest,Built-up,NULL,Non_Wetland,Grassland
1251,Forest,Built-up,NULL,Non_Wetland,Wetland
1252,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1253,Forest,Built-up,NULL,Non_Wetland,Bareland
1254,Forest,Built-up,NULL,Non_Wetland,Built-up
1255,Forest,Built-up,NULL,Non_Wetland,Water
1256,Forest,Built-up,NULL,Non_Wetland,Forest
1257,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1258,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1259,Forest,Built-up,Non_Water,Non_Wetland,Forest
1260,Forest,Built-up,Water,Non_Wetland,Bareland
1261,Forest,Water,NULL,Water,NULL
1262,Forest,Water,NULL,Water,Grassland
1263,Forest,Water,NULL,Water,Wetland
1264,Forest,Water,NULL,Water,Lichens_and_Mosses
1265,Forest,Water,NULL,Water,Water
1266,Forest,Water,NULL,Water,Forest
1267,Forest,Water,Non_Water,Water,Grassland
1268,Forest,Water,Non_Water,Water,Wetland
1269,Forest,Water,Non_Water,Water,Bareland
1270,Forest,Water,Non_Water,Water,Water
1271,Forest,Water,Non_Water,Water,Forest
1272,Forest,Water,Water,Water,Grassland
1273,Forest,Water,Water,Water,Wetland
1274,Forest,Water,Water,Water,Lichens_and_Mosses
1275,Forest,Water,Water,Water,Bareland
1276,Forest,Water,Water,Water,Water
1277,Forest,Water,Water,Water,Forest
1278,Forest,Forest,NULL,Non_Wetland,NULL
1279,Forest,Forest,NULL,Non_Wetland,Grassland
1280,Forest,Forest,NULL,Non_Wetland,Cropland
1281,Forest,Forest,NULL,Non_Wetland,Wetland
1282,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1283,Forest,Forest,NULL,Non_Wetland,Bareland
1284,Forest,Forest,NULL,Non_Wetland,Built-up
1285,Forest,Forest,NULL,Non_Wetland,Water
1286,Forest,Forest,NULL,Non_Wetland,Forest
1287,Forest,Forest,Non_Water,Non_Wetland,NULL
1288,Forest,Forest,Non_Water,Non_Wetland,Grassland
1289,Forest,Forest,Non_Water,Non_Wetland,Wetland
1290,Forest,Forest,Non_Water,Non_Wetland,Water
1291,Forest,Forest,Non_Water,Non_Wetland,Forest
1292,Forest,Forest,Water,Non_Wetland,Grassland
1293,Forest,Forest,Water,Non_Wetland,Wetland
1294,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1295,Forest,Forest,Water,Non_Wetland,Bareland
1296,Forest,Forest,Water,Non_Wetland,Water
1297,Forest,Forest,Water,Non_Wetland,Forest
