Value,SIBERIA_2024_ESA_CALU_2024_41WNS_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNS_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNS_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNS_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNS_M_R,SIBERIA_2024_WorldCover_2021_41WNS_M_R
809,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
810,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
811,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
812,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
813,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
814,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
815,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,NULL
816,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
817,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
818,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
819,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
820,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
821,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
822,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
823,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
824,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
825,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
826,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
827,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
828,NULL,Forest,NULL,NULL,Non_Wetland,NULL
829,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
830,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
831,NULL,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
832,NULL,Forest,NULL,NULL,Non_Wetland,Water
833,NULL,Forest,NULL,NULL,Non_Wetland,Forest
834,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
835,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
836,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
837,NULL,Forest,NULL,Water,Non_Wetland,Grassland
838,NULL,Forest,NULL,Water,Non_Wetland,Wetland
839,NULL,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
840,NULL,Forest,NULL,Water,Non_Wetland,Water
841,NULL,Forest,NULL,Water,Non_Wetland,Forest
842,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
843,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
844,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
845,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
846,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
847,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
848,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
849,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
850,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
851,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
852,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
853,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
854,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
855,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
856,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
857,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
858,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
859,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
860,NULL,Forest,Shrubland,Water,Non_Wetland,Water
861,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
862,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
863,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
864,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
865,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
866,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
867,NULL,Forest,Grassland,NULL,Non_Wetland,Water
868,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
869,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
870,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
871,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
872,NULL,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
873,NULL,Forest,Grassland,Water,Non_Wetland,Water
874,NULL,Forest,Grassland,Water,Non_Wetland,Forest
875,NULL,Forest,Wetland,NULL,Wetland,NULL
876,NULL,Forest,Wetland,NULL,Wetland,Grassland
877,NULL,Forest,Wetland,NULL,Wetland,Wetland
878,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
879,NULL,Forest,Wetland,NULL,Wetland,Bareland
880,NULL,Forest,Wetland,NULL,Wetland,Water
881,NULL,Forest,Wetland,NULL,Wetland,Forest
882,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
883,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
884,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
885,NULL,Forest,Wetland,Non_Water,Wetland,Water
886,NULL,Forest,Wetland,Non_Water,Wetland,Forest
887,NULL,Forest,Wetland,Water,Wetland,Grassland
888,NULL,Forest,Wetland,Water,Wetland,Wetland
889,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
890,NULL,Forest,Wetland,Water,Wetland,Bareland
891,NULL,Forest,Wetland,Water,Wetland,Water
892,NULL,Forest,Wetland,Water,Wetland,Forest
893,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
894,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
895,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
896,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
897,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
898,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
899,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
900,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
901,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
902,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
903,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
904,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
905,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
906,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
907,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
908,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
909,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
910,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
911,NULL,Forest,Bareland,NULL,Non_Wetland,Water
912,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
913,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
914,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
915,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
916,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
917,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
918,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
919,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
920,NULL,Forest,Bareland,Water,Non_Wetland,Water
921,NULL,Forest,Bareland,Water,Non_Wetland,Forest
922,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
923,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
924,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
925,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
926,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
927,NULL,Forest,Built-up,Water,Non_Wetland,Wetland
928,NULL,Forest,Water,NULL,Water,Grassland
929,NULL,Forest,Water,NULL,Water,Wetland
930,NULL,Forest,Water,NULL,Water,Lichens_and_Mosses
931,NULL,Forest,Water,NULL,Water,Bareland
932,NULL,Forest,Water,NULL,Water,Water
933,NULL,Forest,Water,NULL,Water,Forest
934,NULL,Forest,Water,Non_Water,Water,Grassland
935,NULL,Forest,Water,Non_Water,Water,Wetland
936,NULL,Forest,Water,Non_Water,Water,Lichens_and_Mosses
937,NULL,Forest,Water,Non_Water,Water,Water
938,NULL,Forest,Water,Non_Water,Water,Forest
939,NULL,Forest,Water,Water,Water,NULL
940,NULL,Forest,Water,Water,Water,Grassland
941,NULL,Forest,Water,Water,Water,Wetland
942,NULL,Forest,Water,Water,Water,Lichens_and_Mosses
943,NULL,Forest,Water,Water,Water,Water
944,NULL,Forest,Water,Water,Water,Forest
945,NULL,Forest,Forest,NULL,Non_Wetland,NULL
946,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
947,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
948,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
949,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
950,NULL,Forest,Forest,NULL,Non_Wetland,Water
951,NULL,Forest,Forest,NULL,Non_Wetland,Forest
952,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
953,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
954,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
955,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
956,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
957,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
958,NULL,Forest,Forest,Water,Non_Wetland,NULL
959,NULL,Forest,Forest,Water,Non_Wetland,Grassland
960,NULL,Forest,Forest,Water,Non_Wetland,Wetland
961,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
962,NULL,Forest,Forest,Water,Non_Wetland,Bareland
963,NULL,Forest,Forest,Water,Non_Wetland,Water
964,NULL,Forest,Forest,Water,Non_Wetland,Forest
