Value,SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,SIBERIA_2024_WorldCover_2021_43WEQ_M_R
799,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
800,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
801,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
802,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
803,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
804,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
805,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
806,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
807,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
808,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
809,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
810,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
811,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
812,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
813,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
814,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
815,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
816,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
817,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
818,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
819,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
820,NULL,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
821,NULL,Forest,NULL,NULL,Non_Wetland,Forest
822,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
823,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
824,NULL,Forest,NULL,Water,Non_Wetland,Grassland
825,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
826,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
827,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
828,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
829,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
830,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
831,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
832,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
833,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
834,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
835,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
836,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
837,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
838,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
839,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
840,NULL,Forest,Shrubland,Water,Non_Wetland,Water
841,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
842,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
843,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
844,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
845,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
846,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
847,NULL,Forest,Grassland,NULL,Non_Wetland,Water
848,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
849,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
850,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
851,NULL,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
852,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
853,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water
854,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
855,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
856,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
857,NULL,Forest,Grassland,Water,Non_Wetland,Water
858,NULL,Forest,Grassland,Water,Non_Wetland,Forest
859,NULL,Forest,Wetland,NULL,Wetland,Grassland
860,NULL,Forest,Wetland,NULL,Wetland,Wetland
861,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
862,NULL,Forest,Wetland,NULL,Wetland,Bareland
863,NULL,Forest,Wetland,NULL,Wetland,Water
864,NULL,Forest,Wetland,NULL,Wetland,Forest
865,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
866,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
867,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
868,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
869,NULL,Forest,Wetland,Non_Water,Wetland,Water
870,NULL,Forest,Wetland,Non_Water,Wetland,Forest
871,NULL,Forest,Wetland,Water,Wetland,Grassland
872,NULL,Forest,Wetland,Water,Wetland,Wetland
873,NULL,Forest,Wetland,Water,Wetland,Water
874,NULL,Forest,Wetland,Water,Wetland,Forest
875,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
876,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
877,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
878,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
879,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
880,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
881,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
882,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
883,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
884,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
885,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
886,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
887,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
888,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
889,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
890,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
891,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
892,NULL,Forest,Bareland,NULL,Non_Wetland,Water
893,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
894,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
895,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
896,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
897,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
898,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
899,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
900,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
901,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
902,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
903,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
904,NULL,Forest,Bareland,Water,Non_Wetland,Water
905,NULL,Forest,Bareland,Water,Non_Wetland,Forest
906,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
907,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
908,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
909,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
910,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
911,NULL,Forest,Built-up,NULL,Non_Wetland,Water
912,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
913,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
914,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland
915,NULL,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
916,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
917,NULL,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
918,NULL,Forest,Water,NULL,Water,Grassland
919,NULL,Forest,Water,NULL,Water,Wetland
920,NULL,Forest,Water,NULL,Water,Lichens_and_Mosses
921,NULL,Forest,Water,NULL,Water,Water
922,NULL,Forest,Water,NULL,Water,Forest
923,NULL,Forest,Water,Non_Water,Water,Grassland
924,NULL,Forest,Water,Non_Water,Water,Wetland
925,NULL,Forest,Water,Non_Water,Water,Lichens_and_Mosses
926,NULL,Forest,Water,Non_Water,Water,Bareland
927,NULL,Forest,Water,Non_Water,Water,Water
928,NULL,Forest,Water,Water,Water,Grassland
929,NULL,Forest,Water,Water,Water,Wetland
930,NULL,Forest,Water,Water,Water,Lichens_and_Mosses
931,NULL,Forest,Water,Water,Water,Water
932,NULL,Forest,Water,Water,Water,Forest
933,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
934,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
935,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
936,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
937,NULL,Forest,Forest,NULL,Non_Wetland,Water
938,NULL,Forest,Forest,NULL,Non_Wetland,Forest
939,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
940,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
941,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
942,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
943,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
944,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
945,NULL,Forest,Forest,Water,Non_Wetland,Grassland
946,NULL,Forest,Forest,Water,Non_Wetland,Wetland
947,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
948,NULL,Forest,Forest,Water,Non_Wetland,Bareland
949,NULL,Forest,Forest,Water,Non_Wetland,Water
950,NULL,Forest,Forest,Water,Non_Wetland,Forest
951,Shrubland,NULL,NULL,NULL,Non_Wetland,Grassland
952,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
953,Shrubland,NULL,NULL,Water,Non_Wetland,Wetland
954,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
955,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
956,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
957,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
958,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
959,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
960,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
961,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
962,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
963,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
964,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
965,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
966,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
967,Shrubland,NULL,Shrubland,Water,Non_Wetland,Forest
968,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
969,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
970,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
971,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
972,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
973,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
974,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
975,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
976,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
977,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Water
978,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Forest
979,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
980,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
981,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
982,Shrubland,NULL,Grassland,Water,Non_Wetland,Water
983,Shrubland,NULL,Grassland,Water,Non_Wetland,Forest
984,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
985,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
986,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
987,Shrubland,NULL,Wetland,NULL,Wetland,Water
988,Shrubland,NULL,Wetland,NULL,Wetland,Forest
989,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
990,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
991,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
992,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
993,Shrubland,NULL,Wetland,Water,Wetland,Grassland
994,Shrubland,NULL,Wetland,Water,Wetland,Wetland
995,Shrubland,NULL,Wetland,Water,Wetland,Water
996,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
997,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
998,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
999,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1000,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1001,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1002,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1003,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1004,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1005,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1006,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1007,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1008,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1009,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
1010,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
1011,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1012,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
1013,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
1014,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
1015,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1016,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1017,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1018,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
1019,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1020,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
1021,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
1022,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1023,Shrubland,NULL,Bareland,Water,Non_Wetland,Bareland
1024,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
1025,Shrubland,NULL,Bareland,Water,Non_Wetland,Forest
1026,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
1027,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
1028,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1029,Shrubland,NULL,Built-up,NULL,Non_Wetland,Bareland
1030,Shrubland,NULL,Built-up,NULL,Non_Wetland,Forest
1031,Shrubland,NULL,Water,NULL,Water,Grassland
1032,Shrubland,NULL,Water,NULL,Water,Wetland
1033,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
1034,Shrubland,NULL,Water,NULL,Water,Water
1035,Shrubland,NULL,Water,Non_Water,Water,Grassland
1036,Shrubland,NULL,Water,Non_Water,Water,Wetland
1037,Shrubland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1038,Shrubland,NULL,Water,Non_Water,Water,Water
1039,Shrubland,NULL,Water,Water,Water,Grassland
1040,Shrubland,NULL,Water,Water,Water,Wetland
1041,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
1042,Shrubland,NULL,Water,Water,Water,Water
1043,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
1044,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
1045,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1046,Shrubland,NULL,Forest,NULL,Non_Wetland,Bareland
1047,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
1048,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
1049,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1050,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1051,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1052,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Water
1053,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Forest
1054,Shrubland,NULL,Forest,Water,Non_Wetland,Grassland
1055,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
1056,Shrubland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
1057,Shrubland,NULL,Forest,Water,Non_Wetland,Water
1058,Shrubland,NULL,Forest,Water,Non_Wetland,Forest
1059,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
1060,Shrubland,Wetland,NULL,NULL,Non_Wetland,Forest
1061,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1062,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1063,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1064,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1065,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
1066,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1067,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1068,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1069,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1070,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1071,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1072,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
1073,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Forest
1074,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1075,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1076,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1077,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
1078,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
1079,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1080,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1081,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1082,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1083,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1084,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
1085,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
1086,Shrubland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1087,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
1088,Shrubland,Wetland,Grassland,Water,Non_Wetland,Forest
1089,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
1090,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
1091,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1092,Shrubland,Wetland,Wetland,NULL,Wetland,Water
1093,Shrubland,Wetland,Wetland,NULL,Wetland,Forest
1094,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
1095,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
1096,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1097,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
1098,Shrubland,Wetland,Wetland,Non_Water,Wetland,Forest
1099,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
1100,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
1101,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1102,Shrubland,Wetland,Wetland,Water,Wetland,Water
1103,Shrubland,Wetland,Wetland,Water,Wetland,Forest
1104,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1105,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1106,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1107,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1108,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1109,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1110,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1111,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1112,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1113,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1114,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1115,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1116,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1117,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1118,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
1119,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1120,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1121,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1122,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1123,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Built-up
1124,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
1125,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
1126,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1127,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1128,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1129,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1130,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1131,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1132,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
1133,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
1134,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1135,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
1136,Shrubland,Wetland,Bareland,Water,Non_Wetland,Forest
1137,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1138,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1139,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1140,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Water
1141,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Forest
1142,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1143,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1144,Shrubland,Wetland,Built-up,Water,Non_Wetland,Grassland
1145,Shrubland,Wetland,Built-up,Water,Non_Wetland,Water
1146,Shrubland,Wetland,Water,NULL,Water,Grassland
1147,Shrubland,Wetland,Water,NULL,Water,Wetland
1148,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1149,Shrubland,Wetland,Water,NULL,Water,Water
1150,Shrubland,Wetland,Water,NULL,Water,Forest
1151,Shrubland,Wetland,Water,Non_Water,Water,Grassland
1152,Shrubland,Wetland,Water,Non_Water,Water,Wetland
1153,Shrubland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1154,Shrubland,Wetland,Water,Non_Water,Water,Water
1155,Shrubland,Wetland,Water,Water,Water,Grassland
1156,Shrubland,Wetland,Water,Water,Water,Wetland
1157,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
1158,Shrubland,Wetland,Water,Water,Water,Water
1159,Shrubland,Wetland,Water,Water,Water,Forest
1160,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
1161,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
1162,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1163,Shrubland,Wetland,Forest,NULL,Non_Wetland,Bareland
1164,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
1165,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
1166,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1167,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1168,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1169,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
1170,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1171,Shrubland,Wetland,Forest,Water,Non_Wetland,Grassland
1172,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
1173,Shrubland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1174,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
1175,Shrubland,Wetland,Forest,Water,Non_Wetland,Forest
1176,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1177,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1178,Shrubland,Bareland,Water,Water,Water,Water
1179,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1180,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1181,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1182,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1183,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1184,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1185,Shrubland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1186,Shrubland,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1187,Shrubland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1188,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1189,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1190,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1191,Shrubland,Built-up,Forest,NULL,Non_Wetland,Grassland
