Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEM_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEM_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEM_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEM_M_R,SIBERIA_2024_WorldCover_2021_43WEM_M_R
943,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
944,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
945,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
946,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
947,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
948,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
949,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
950,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
951,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
952,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
953,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
954,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
955,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
956,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
957,Forest,Bareland,NULL,Non_Wetland,NULL
958,Forest,Bareland,NULL,Non_Wetland,Grassland
959,Forest,Bareland,NULL,Non_Wetland,Wetland
960,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
961,Forest,Bareland,NULL,Non_Wetland,Bareland
962,Forest,Bareland,NULL,Non_Wetland,Built-up
963,Forest,Bareland,NULL,Non_Wetland,Water
964,Forest,Bareland,NULL,Non_Wetland,Forest
965,Forest,Bareland,Non_Water,Non_Wetland,Grassland
966,Forest,Bareland,Non_Water,Non_Wetland,Wetland
967,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
968,Forest,Bareland,Non_Water,Non_Wetland,Bareland
969,Forest,Bareland,Non_Water,Non_Wetland,Built-up
970,Forest,Bareland,Non_Water,Non_Wetland,Water
971,Forest,Bareland,Non_Water,Non_Wetland,Forest
972,Forest,Bareland,Water,Non_Wetland,Grassland
973,Forest,Bareland,Water,Non_Wetland,Wetland
974,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
975,Forest,Bareland,Water,Non_Wetland,Bareland
976,Forest,Bareland,Water,Non_Wetland,Built-up
977,Forest,Bareland,Water,Non_Wetland,Water
978,Forest,Bareland,Water,Non_Wetland,Forest
979,Forest,Built-up,NULL,Non_Wetland,Grassland
980,Forest,Built-up,NULL,Non_Wetland,Wetland
981,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
982,Forest,Built-up,NULL,Non_Wetland,Bareland
983,Forest,Built-up,NULL,Non_Wetland,Built-up
984,Forest,Built-up,NULL,Non_Wetland,Water
985,Forest,Built-up,NULL,Non_Wetland,Forest
986,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
987,Forest,Built-up,Non_Water,Non_Wetland,Bareland
988,Forest,Built-up,Non_Water,Non_Wetland,Built-up
989,Forest,Built-up,Non_Water,Non_Wetland,Forest
990,Forest,Built-up,Water,Non_Wetland,Grassland
991,Forest,Built-up,Water,Non_Wetland,Built-up
992,Forest,Built-up,Water,Non_Wetland,Forest
993,Forest,Water,NULL,Water,Grassland
994,Forest,Water,NULL,Water,Wetland
995,Forest,Water,NULL,Water,Lichens_and_Mosses
996,Forest,Water,NULL,Water,Water
997,Forest,Water,NULL,Water,Forest
998,Forest,Water,Non_Water,Water,Grassland
999,Forest,Water,Non_Water,Water,Wetland
1000,Forest,Water,Non_Water,Water,Lichens_and_Mosses
1001,Forest,Water,Non_Water,Water,Water
1002,Forest,Water,Non_Water,Water,Forest
1003,Forest,Water,Water,Water,Grassland
1004,Forest,Water,Water,Water,Wetland
1005,Forest,Water,Water,Water,Lichens_and_Mosses
1006,Forest,Water,Water,Water,Bareland
1007,Forest,Water,Water,Water,Water
1008,Forest,Water,Water,Water,Forest
1009,Forest,Forest,NULL,Non_Wetland,NULL
1010,Forest,Forest,NULL,Non_Wetland,Grassland
1011,Forest,Forest,NULL,Non_Wetland,Wetland
1012,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1013,Forest,Forest,NULL,Non_Wetland,Bareland
1014,Forest,Forest,NULL,Non_Wetland,Built-up
1015,Forest,Forest,NULL,Non_Wetland,Water
1016,Forest,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1017,Forest,Forest,NULL,Non_Wetland,Forest
1018,Forest,Forest,Non_Water,Non_Wetland,Grassland
1019,Forest,Forest,Non_Water,Non_Wetland,Wetland
1020,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1021,Forest,Forest,Non_Water,Non_Wetland,Bareland
1022,Forest,Forest,Non_Water,Non_Wetland,Water
1023,Forest,Forest,Non_Water,Non_Wetland,Forest
1024,Forest,Forest,Water,Non_Wetland,Grassland
1025,Forest,Forest,Water,Non_Wetland,Wetland
1026,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1027,Forest,Forest,Water,Non_Wetland,Bareland
1028,Forest,Forest,Water,Non_Wetland,Built-up
1029,Forest,Forest,Water,Non_Wetland,Water
1030,Forest,Forest,Water,Non_Wetland,Forest
